保險負債準備淨變動,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）
,,1101,台泥,,,6418768,,,,,,,,,,0.26,1,,上市,113,1111614,,,,,,,,2239346,,8658114,,,,,,1955674,283672,,,1200143,,2150817,21657138,25544599,3887461,3887461,2687318,,3350960,,8063020,595094,2239346,,,,,
,,1102,亞泥,,,6970931,,,,,,,,,,0.89,1,,上市,113,815606,,,,,,,,2815657,,9786588,,,,,,2948055,-132398,,,1023613,,2607650,14742676,16499750,1757074,1757074,733461,,3631263,,9016468,770120,2815657,,,,,
,,1103,嘉泥,,,-810331,,,,,,,,,,-0.06,1,,上市,113,13717,,,,,,,,-43560,,-853891,,,,,,-38698,-4862,,,-19603,,-10240,594879,699142,104263,104263,123866,,-29843,,-820373,-33518,-43560,,,,,
,,1104,環泥,,,643328,,,,,,,,,,0.37,1,,上市,113,96504,,,,,,,,254582,,897910,,,,,,248142,6440,,,246177,,104909,1525149,1908572,383423,383423,137246,,351086,,891381,6529,254582,,,,,
,,1108,幸福,711,,-7276,,,,,,,,,,0.30,1,,上市,113,31162,,,,,,,,122112,,114836,,,,,,122112,,,,161548,,-8274,967758,1192968,225210,225210,64373,,153274,,114836,,122112,,,,,
,,1109,信大,,,86659,,,,,,,,,,0.35,1,,上市,113,32777,,,,,,,,106129,,192788,,,,,,119059,-12930,,,123196,,15710,887220,1097070,209850,209850,86654,,138906,,176705,16083,106129,,,,,
,,1110,東泥,,,79912,,,,,,,,,,0.05,1,,上市,113,9006,,,,,,,,45234,,125146,,,,,,28580,16654,,,69377,,-15137,478917,576896,97979,97979,28602,,54240,,108489,16657,45234,,,,,
,,1201,味全,,,118482,,,,,,,,,,0.26,1,,上市,113,51269,,,,,,,,131559,,250041,,,,,,131329,230,,,157992,,24836,3850093,5334450,1484357,1484357,1326365,,182828,,249811,230,131559,,,,,
,,1203,味王,,,-37421,,,,,,,,,,0.64,1,0,上市,113,88087,,,,,,0,,241550,,204129,,,,,,152334,89216,,,292586,,37051,1026121,1557822,531701,531701,239115,,329637,,140008,64121,241550,,,,,
,,1210,大成,,,646709,,,,,,,,,,1.00,1,,上市,113,240094,,,,,,,,1121743,,1768452,,,,,,845999,275744,,,1256496,,105341,21653587,25249608,3596021,3596021,2339525,,1361837,,1278507,489945,1121743,,,,,
,,1213,大飲,,,12,,,,,,,,,,-0.43,1,,上市,113,972,,,,,,,,-24547,,-24535,,,,,,-24547,,,,-25767,,2192,50113,33348,-16765,-16765,9002,,-23575,,-24535,,-24547,,,,,
,,1215,卜蜂,-11880,,-165564,,,,,,,,,,1.25,1,,上市,113,93658,,,,,,,,370035,,204471,,,,,,369093,942,,,514122,,-50429,5822404,6912107,1089703,1089703,563701,,463693,,203529,942,370035,,,,,
,,1216,統一,,,4266932,,,,,,,,,,0.97,1,,上市,113,2537025,,,,,,,,8323003,,12589935,,,,,,5533901,2789102,,,8683990,,2176038,107038579,158756079,51717500,51717500,43033510,,10860028,,9105611,3484324,8323003,,,,,
,,1217,愛之味,,,280273,,,,,,,,,,0.16,1,,上市,113,16763,,,,,,,,83829,,364102,,,,,,79098,4731,,,47001,,53591,827320,1159178,331858,331858,284857,,100592,,351866,12236,83829,,,,,
,,1218,泰山,,,4898,,,,,,,,,,0.32,1,278,上市,113,25286,,,,,,357,,155574,,160472,,,,,,155451,123,,,110176,,70684,2360581,2755715,395134,395055,284879,,180860,,160371,101,155574,,,,,
,,1219,福壽,,,2420,,,,,,,,,,0.15,1,1100,上市,113,13269,,,,,,-160,,32895,,35315,,,,,,48681,-15786,,,39333,,6831,3233959,3564395,329475,330735,291402,-961,46164,,50698,-15383,32895,,,,,
,,1220,台榮,,,,,,,,,,,,,0.29,1,,上市,113,14565,,,,,,,,58123,,58123,,,,,,51520,6603,,,67284,,5404,620691,762305,141614,141614,74330,,72688,,51520,6603,58123,,,,,
,,1225,福懋油,0,,5803,,,,,,14833,,,,0.31,1,,上市,113,16052,,,,,,569,,80871,,86674,,,,,,71315,9556,,,87150,,9773,3120130,3343898,238601,238032,150882,,96923,,77118,9556,80871,,,,,
,,1227,佳格,,,243825,,,,,,,,,,0.52,1,,上市,113,129618,,,,,,,,499696,,743521,,,,,,476897,22799,,,471801,,157513,5141782,6795849,1654067,1654067,1182266,,629314,,719208,24313,499696,,,,,
,,1229,聯華,,,5370610,,,,,,,,,,0.70,1,,上市,113,30989,,,,,,,,1204663,,6575273,,,,,,1099135,105528,,,225035,,1010617,2500227,3050500,550273,550273,325238,,1235652,,4517369,2057904,1204663,,,,,
,,1231,聯華食,,,4684,,,,,,,,,,1.18,1,,上市,113,57721,,,,,,,,289829,,294513,,,,,,289867,-38,,,237199,,110351,2293645,2905460,611815,611815,374616,,347550,,294213,300,289829,,,,,
,,1232,大統益,,,797,,,,,,,,,,1.76,1,,上市,113,73745,,,,,,,,294924,,295721,,,,,,281882,13042,,,329582,,39087,5036394,5626346,589952,589952,260370,,368669,,282679,13042,294924,,,,,
,0,1233,天仁,,,-60279,,,,,,0,,,,0.37,1,0,上市,113,8151,,,,,,0,,33210,,-27069,,,,,,33079,131,,,34959,,6402,236057,572238,336181,336181,301222,0,41361,,-27247,178,33210,,,,,
,,1234,黑松,,,3924,,,,,,,,,,0.44,1,,上市,113,61836,,,,,,,,175276,,179200,,,,,,175276,,,,105127,,131985,2018342,2639399,621057,621057,515930,,237112,,179200,,175276,,,,,
,,1235,興泰,,,669490,,,,,,,,,,0.41,1,,上市,113,1988,,,,,,,,40082,,709572,,,,,,35862,4220,,,-3474,,45544,11005,17224,6219,6219,9693,,42070,,573194,136378,40082,,,,,
