保險負債準備淨變動,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）
,0,1213,大飲,,,-15,,,,,,,,,,-0.65,3,,上市,114,4739,,,,,,,,-36849,,-36864,,,,,,-36849,,,,-34205,,2095,231592,226784,-4808,-4808,29397,,-32110,,-36864,,-36849,,,,,
,,1215,卜蜂,42726,,-100607,,,,,,,,,,7.94,3,,上市,114,615269,,,,,,,,2348079,,2247472,,,,,,2340212,7867,,,2840755,,122593,16347614,20852147,4504533,4504533,1706504,,2963348,,2239601,7871,2348079,,,,,
,,1216,統一,,,-8365244,,,,,,,,,,2.93,3,,上市,114,9539974,,,,,,,,26254178,,17888934,,,,,,16664597,9589581,,,30786598,,5007554,342625009,515163655,172538646,172538646,141752048,,35794152,,9555906,8333028,26254178,,,,,
,,1217,愛之味,,,-5460,,,,,,,,,,0.31,3,,上市,114,16187,,,,,,,,163642,,158182,,,,,,154461,9181,,,108895,,70934,2918126,4032264,1114138,1114138,1005243,,179829,,160086,-1904,163642,,,,,
,,1218,泰山,,,13554,,,,,,,,,,1.07,3,554,上市,114,10340,,,,,,339,,520275,,533829,,,,,,519788,487,,,357996,,172619,6346276,7732301,1386025,1386240,1028244,,530615,,534928,-1099,520275,,,,,
,,1219,福壽,,,-6281,,,,,,,,,,0.25,3,396,上市,114,2495,,,,,,-184,,-34601,,-40882,,,,,,85505,-120106,,,-38302,,6196,9738263,10596846,861436,862016,900318,2853,-32106,,80271,-121153,-34601,,,,,
,,1220,台榮,,,-496,,,,,,,,,,0.13,3,,上市,114,15397,,,,,,,,42814,,42318,,,,,,22519,20295,,,37597,,20614,2130580,2405232,274652,274652,237055,,58211,,22342,19976,42814,,,,,
,,1225,福懋油,0,,-5079,,,,,,46358,,,,1.12,3,,上市,114,78948,,,,,,-2008,,323052,,317973,,,,,,271840,51212,,,362645,,39355,8204627,8999764,841495,843503,480858,,402000,,266761,51212,323052,,,,,
,,1227,佳格,,,-135737,,,,,,,,,,0.94,3,,上市,114,260273,,,,,,,,869604,,733867,,,,,,850362,19242,,,1006602,,123275,15224482,20336366,5111884,5111884,4105282,,1129877,,717076,16791,869604,,,,,
,,1229,聯華,,,3958111,,,,,,,,,,2.00,3,,上市,114,300846,,,,,,,,4378391,,8336502,,,,,,3585854,792537,,,1620041,,3059196,7162711,9763221,2600510,2600510,980469,,4679237,,7001404,1335098,4378391,,,,,
,,1231,聯華食,,,-11335,,,,,,,,,,2.24,3,,上市,114,141627,,,,,,,,668461,,657126,,,,,,668586,-125,,,724729,,85359,7605813,9486468,1880655,1880655,1155926,,810088,,658071,-945,668461,,,,,
,,1232,大統益,,,4994,,,,,,,,,,5.84,3,,上市,114,248242,,,,,,,,981257,,986251,,,,,,933556,47701,,,1203365,,26134,13752067,15836433,2084366,2084366,881001,,1229499,,938550,47701,981257,,,,,
,,1233,天仁,,,-86110,,,,,,,,,,0.55,3,,上市,114,9036,,,,,,,,49643,,-36467,,,,,,49858,-215,,,53632,,5047,646549,1599940,953391,953391,899759,,58679,,-36210,-257,49643,,,,,
,,1234,黑松,,,-9577,,,,,,,,,,1.57,3,,上市,114,155587,,,,,,,,631629,,622052,,,,,,631629,,,,296773,,490443,5194134,7308375,2114241,2114241,1817468,,787216,,622052,,631629,,,,,
,,1235,興泰,,,-554018,,,,,,,,,,0.59,3,,上市,114,6051,,,,,,,,18804,,-535214,,,,,,71989,-53185,,,4924,,19931,86655,119659,33004,33004,28080,,24855,,-389845,-145369,18804,,,,,
,,1236,宏亞,,,24802,,,,,,,,,,-0.23,3,,上市,114,5808,,,,,,,,-19677,,5125,,,,,,-19677,,,,-22680,,8811,1026412,1378074,351662,351662,374342,,-13869,,5125,,-19677,,,,,
,,1256,鮮活果汁-KY,,,-157707,,,,,,,,,,9.32,3,,上市,114,134574,,,,,,,,315537,,157830,,,,,,315380,157,,,435814,,14297,2315452,3241472,926020,926020,490206,,450111,,158111,-281,315537,,,,,
,,1301,台塑,,,13153919,,,,,,,,,,-1.13,3,,上市,114,-153403,,,,,,,,-7177387,,5976532,,,,,,-7177387,,,,-5138961,,-2191829,129683090,134307258,4624168,4624168,9763129,,-7330790,,5976532,,-7177387,,,,,
,,1303,南亞,,,-12098046,,,,,,,,,,-0.05,3,,上市,114,852148,,,,,,-6444,,-237090,,-12335136,,,,,,-406808,169718,,,2374369,,-1759311,179822347,195445091,15622744,15629188,13254819,,615058,,-12127939,-207197,-237090,,,,,
,,1304,台聚,,,-926709,,,,,,,,,,-1.85,3,,上市,114,-528051,,,,,,,,-4488177,,-5414886,,,,,,-1982204,-2505973,,,-2223916,,-2792312,33410151,34227460,817309,817309,3041225,,-5016228,,-2465634,-2949252,-4488177,,,,,
,,1305,華夏,,,-37777,,,,,,,,,,-1.34,3,,上市,114,-336239,,,,,,,,-834145,,-871922,,,,,,-777335,-56810,,,-1071301,,-99083,7747248,7385398,-361850,-361850,709451,,-1170384,,-815082,-56840,-834145,,,,,
,,1307,三芳,,,-581615,,,,,,,,,,2.01,3,,上市,114,255251,,,,,,,,798718,,217103,,,,,,798718,,,,1192083,,-138114,5648838,8251584,2602746,2602746,1410663,,1053969,,217103,,798718,,,,,
,,1308,亞聚,,,-194904,,,,,,,,,,-1.16,3,,上市,114,-3278,,,,,,,,-685986,,-880890,,,,,,-685986,,,,-28676,,-660588,4182798,4340671,157873,157873,186549,,-689264,,-880890,,-685986,,,,,
,,1309,台達化,,,-177171,,,,,,,,,,-0.93,3,,上市,114,-72854,,,,,,,,-370840,,-548011,,,,,,-370840,,,,-302168,,-141526,10981453,11474808,493355,493355,795523,,-443694,,-548011,,-370840,,,,,
,,1310,台苯,,,125431,,,,,,,,,,-0.94,3,,上市,114,-39507,,,,,,,,-496860,,-371429,,,,,,-496618,-242,,,-546385,,10018,7376121,6960168,-415953,-415953,130432,,-536367,,-371184,-245,-496860,,,,,
,,1312,國喬,,,-1490618,,,,,,,,,,-2.86,3,,上市,114,-143558,,,,,,,,-3259201,,-4749819,,,,,,-3159907,-99294,,,-2996910,,-405849,17041703,15848483,-1193220,-1193220,1803690,,-3402759,,-4514769,-235050,-3259201,,,,,
,,1313,聯成,,,1172562,,,,,,,,,,-0.56,3,,上市,114,47332,,,,,,,,-743756,,428806,,,,,,-743756,,,,-939457,,243033,43169236,44121423,952187,952187,1891644,,-696424,,428806,,-743756,,,,,
,-227202,1314,中石化,,,-696829,,,,,,,,,,-0.75,3,,上市,114,11247,,,,,,,,-2853730,,-3550559,,,,,,-2839481,-14249,,,-2436286,,-178995,16956992,15851243,-1105749,-1105749,1330537,,-2615281,,-3536058,-14501,-2626528,,,,,
,,1315,達新,,,349840,,,,,,,,,,0.99,3,,上市,114,-22964,,,,,,,,97528,,447368,,,,,,94175,3353,,,-45895,,120459,1521384,1748417,227033,227033,272928,,74564,,445596,1772,97528,,,,,
,,1316,上曜,,,-2496,,,,,,,,,,-0.74,3,,上市,114,331880,,,,,,,,-20081,,-22577,,,,,,-241847,221766,,,352402,,-40603,1590300,2821272,1230972,1230972,878570,,311799,,-243252,220675,-20081,,,,,
,,1319,東陽,,,-349569,,,,,,,,,,4.36,3,,上市,114,605438,,,,,,,,2656525,,2306956,,,,,,2579591,76934,,,3426436,,-164473,12350750,18586567,6235817,6235817,2809381,,3261963,,2247941,59015,2656525,,,,,
,,1321,大洋,,,-4141,,,,,,,,,,-0.74,3,,上市,114,82087,,,,,,,,-162420,,-166561,,,,,,-162420,,,,-68198,,-12135,2542876,2742892,200016,200016,268214,,-80333,,-166561,,-162420,,,,,
,,1323,永裕,,,-125303,,,,,,,,,,0.06,3,,上市,114,6960,,,,,,,,5303,,-120000,,,,,,5303,0,,,-9118,,21381,1330749,1525301,194552,194552,203670,,12263,,-120000,0,5303,,,,,
,,1324,地球,,,-8278,,,,,,,,,,-0.66,3,,上市,114,580,,,,,,,,-49892,,-58170,,,,,,-49892,,,,-50462,,1150,472127,552240,80113,80113,130575,,-49312,,-58170,,-49892,,,,,
,,1325,恆大,,,-20359,,,,,,,,,,-0.65,3,,上市,114,-12557,,,,,,,,-57553,,-77912,,,,,,-55050,-2503,,,-68408,,-1702,262347,227957,-34390,-34390,34018,,-70110,,-70517,-7395,-57553,,,,,
,,1326,台化,,,16342662,,,,,,,,,,-0.94,3,,上市,114,255545,,,,,,,,-5422381,,10920281,,,,,,-5501944,79563,,,-3181371,,-1985465,215335696,222032935,6697239,6697239,9878610,,-5166836,,10548241,372040,-5422381,,,,,
,,1337,再生-KY,,,-187546,,,,,,,,,,-1.24,3,,上市,114,0,,,,,,,,-332274,,-519820,,,,,,-332274,0,,,-295652,,-36622,593348,502010,-91338,-91338,204314,,-332274,,-519820,0,-332274,,,,,
,,1338,廣華-KY,,,-193992,,,,,,,,,,-2.00,3,,上市,114,21114,,,,,,,,-145455,,-339447,,,,,,-163232,17777,,,-26524,,-97817,2960831,3884458,923627,923627,950151,,-124341,,-373224,33777,-145455,,,,,
,,1339,昭輝,,,-55180,,,,,,,,,,1.12,3,,上市,114,49742,,,,,,,,76503,,21323,,,,,,83369,-6866,,,222887,,-96642,839367,1289672,450305,450305,227418,,126245,,33428,-12105,76503,,,,,
,-35363,1340,勝悅-KY,,,-138325,,,,,,,,,,-0.95,3,,上市,114,0,,,,,,,,-145155,,-283480,,,,,,-145155,,,,-103839,,-5953,57734,32737,-24997,-24997,78842,,-109792,,-283480,,-109792,,,,,
,,1341,富林-KY,,,-117339,,,,,,,,,,2.32,3,,上市,114,46430,,,,,,,,122837,,5498,,,,,,122837,,,,193604,,-24337,1456097,1878778,422681,422681,229077,,169267,,5498,,122837,,,,,
,,1342,八貫,,,,,,,,,,,,,4.02,3,,上市,114,67261,,,,,,,,316503,,316503,,,,,,,,,,388776,,-5012,1526959,2099531,572572,572572,183796,,383764,,,,316503,,,,,
,,1402,遠東新,870524,,-8417317,,,,,,,,,,1.08,3,278,上市,114,4073632,,,,,,,,12089218,,3671901,,,,,,5423996,6665222,,,13739879,,2422971,146677933,185299985,38622052,38622330,25752975,,16162850,,-1948962,5620863,12089218,,,,,
,,1409,新纖,,1111488,,,,,,,,,,,0.97,3,,上市,114,170214,,28305974,,30439401,,,,1963213,,3074701,,,,,,1560373,402840,,,,,,,,,,,,,,2637950,436751,1963213,,,,2133427,
,,1410,南染,,,-435,,,,,,,,,,0.41,3,,上市,114,14822,,,,,,,,19130,,18695,,,,,,25811,-6681,,,-8058,,42010,101792,142707,40915,40915,48973,,33952,,25376,-6681,19130,,,,,
,,1413,宏洲,0,,0,,,,,,,,,,0.43,3,,上市,114,6851,,,,,,,,56344,,56344,,,,,,,,,,63977,,-782,1561596,1662012,100416,100416,36439,,63195,,,,56344,,,,,
,,1414,東和,,,-33430,,,,,,,,,,0.12,3,,上市,114,3118,,,,,,,,25949,,-7481,,,,,0,25949,0,,,-12009,,41076,314542,358862,44320,44320,56329,,29067,0,-7481,0,25949,,,,,
,,1416,廣豐,,,-105432,,,,,,,,,,0.65,3,,上市,114,7034,,,,,,,,127995,,22563,,,,,,119646,8349,,,-12426,,147455,165987,249114,83127,83127,95553,,135029,,14214,8349,127995,,,,,
,,1417,嘉裕,,,3444,,,,,,,,,,0.18,3,,上市,114,103,,,,,,,,33859,,37303,,,,,,33859,,,,-43354,,77316,112868,237471,124603,124603,167957,,33962,,37303,,33859,,,,,
,,1418,東華,-117,,-966,,,,,,,,,,-2.24,3,,上市,114,0,,,,,,,,-121481,,-122447,,,,,,-121479,-2,,,-57690,,-63791,3103,3602,499,499,58072,,-121481,,-122445,-2,-121481,,,,,
,,1419,新紡,,,1190987,,,,,,,,,,3.37,3,,上市,114,51803,,,,,,,,1009439,,2200426,,,,,,1009439,0,,,273387,,787855,2397869,3253891,856022,856022,582635,,1061242,,2200426,0,1009439,,,,,
,,1423,利華,,,380580,,,,,,,,,,4.06,3,,上市,114,-7674,,,,,,,,404565,,785145,,,,,,,,,,-53615,,450506,75945,67241,-8704,-8704,44911,,396891,,,,404565,,,,,
,,1432,大魯閣,,,13380,,,,,,,,,,-0.36,3,,上市,114,0,,,,,,,,-49399,,-36019,,,,,,-38880,-10519,,,-17048,,-32351,579828,1026616,446788,446788,463836,,-49399,,-25500,-10519,-49399,,,,,
,,1434,福懋,,,1558446,,,,,,,,,,0.29,3,,上市,114,141747,,,,,,,,484524,,2042970,,,,,,484524,0,,,645025,,-18754,19013289,21439086,2425797,2425797,1780772,,626271,,2042970,0,484524,,,,,
,,1435,中福,,,-997,,,,,,,,,,-0.26,3,,上市,114,0,,,,,,0,,-35838,,-36835,,,,,,,,,,-39112,,3274,1584,4486,2902,2902,42014,,-35838,,,,-35838,,,,,
,,1436,華友聯,,,3466,,,,,,,,,,6.01,3,,上市,114,300106,,,,,,,,1050022,,1053488,,,,,,1056423,-6401,,,1487241,,-137113,1843601,3692164,1848563,1848563,361322,,1350128,,1059889,-6401,1050022,,,,,
,,1437,勤益控,,,-155228,,,,,,,,,,1.60,3,,上市,114,63619,,,,,,,,324859,,169631,,,,,,324691,168,,,321711,,66767,296968,693376,396408,396408,74697,,388478,,169463,168,324859,,,,,
,,1438,三地開發,,,-2446,,,,,,,,,,-0.90,3,0,上市,114,0,,,,,,0,,-99602,,-102048,,,,,,,,,,-19893,,-79709,11885,20616,8731,8731,28624,,-99602,,,,-99602,,,,,
,,1439,雋揚,,,-87847,,,,,,,,,,2.09,3,,上市,114,5389,,,,,,,,193764,,105917,,,,,,192351,1413,,,81623,,117530,373584,515905,142321,142321,60698,,199153,,104504,1413,193764,,,,,
,,1440,南紡,,,-1165664,,,,,,,,,,-0.04,3,,上市,114,-121356,,,,,,,,-24453,,-1190117,,,,,,-66103,41650,,,-433542,,287733,10332459,11143876,811417,811417,1244959,,-145809,,-1196479,6362,-24453,,,,,
,,1441,大東,,,-68069,,,,,,,,,,-0.26,3,,上市,114,-169,,,,,,,,-19099,,-87168,,,,,,-18598,-501,,,-10052,,-9216,1034917,1138089,103172,103172,113224,,-19268,,-86667,-501,-19099,,,,,
,,1442,名軒,,,254,,,,,,,,,,2.49,3,,上市,114,164140,,,,,,,,912016,,912270,,,,,,912016,,,,1074238,,1918,1377010,2694899,1317889,1317889,243651,,1076156,,912270,,912016,,,,,
,,1443,立益物流,,,89547,,,,,,,,,,0.52,3,,上市,114,12341,,,,,,,,62256,,151803,,,,,,70981,-8725,,,271487,,-196890,384852,751410,366558,366558,95071,,74597,,126277,25526,62256,,,,,
,,1444,力麗,,,-492694,,,,,,,,,,-0.68,3,3419,上市,114,-83541,,,,,,,,-770126,,-1262820,,,,,,-675299,-94827,,,-329792,,-523875,5237171,5336567,99396,102815,432607,,-853667,,-1094705,-168115,-770126,,,,,
,,1445,大宇,,,22395,,,,,,,,,,-0.56,3,,上市,114,15813,,,,,,,,-73791,,-51396,,,,,0,-73791,0,,,-46635,,-11343,504667,579169,74502,74502,121137,,-57978,0,-51396,0,-73791,,,,,
,,1446,宏和,,,50510,,,,,,,,,,2.05,3,,上市,114,11561,,,,,,,,281635,,332145,,,,,,281635,,,,355780,,-62584,525222,987854,462632,462632,106852,,293196,,332145,,281635,,,,,
,,1447,力鵬,,,-617236,,,,,,,,,,-0.61,3,,上市,114,-108363,,,,,,-113,,-525921,,-1143157,,,,,,-531880,5959,,,-461039,,-173245,21067717,21160683,92966,93079,554118,,-634284,,-1014658,-128499,-525921,,,,,
,,1449,佳和,,,74756,,,,,,,,,,-0.28,3,,上市,114,35641,,,,,,,,-24305,,50451,,,,,,-30139,5834,,,-64596,,75932,1564532,1805667,241135,241135,305731,,11336,,44283,6168,-24305,,,,,
,,1451,年興,,,25657,,,,,,,,,,1.45,3,,上市,114,39407,,,,,,,,286716,,312373,,,,,,286716,,,,61137,,264986,4174111,4687148,513037,513037,451900,,326123,,312373,,286716,,,,,
,,1452,宏益,,,3652,,,,,,,,,,-0.34,3,,上市,114,172,,,,,,,,-44887,,-41235,,,,,,-44887,,,,-44358,,-357,1022126,1047294,25168,25168,69526,,-44715,,-41235,,-44887,,,,,
,,1453,大將,,,,,,,,,,,,,0.05,3,,上市,114,0,,,,,,,,5287,,5287,,,,,,5227,60,,,-24125,,29412,501,1078,577,577,24702,,5287,,5227,60,5287,,,,,
,,1454,台富,-564,,-19603,,,,,,,,,,-0.70,3,,上市,114,-18692,,,,,,,,-85360,,-104963,,,,,,-85359,-1,,,-86882,,-17170,1147145,1179294,32149,32149,118467,,-104052,,-104962,-1,-85360,,,,,
,,1455,集盛,,,-6676,,,,,,,,,,-0.66,3,,上市,114,-67624,,,,,,,,-351182,,-357858,,,,,,-351182,,,,-379340,,-39466,5107441,4987231,-120210,-120210,259130,,-418806,,-357858,,-351182,,,,,
,,1456,怡華,1990,,,,,,,,,,,,-0.90,3,,上市,114,2088,,,,,,,,-84456,,-84456,,,,,,-84456,,,,133909,,-216277,395652,621617,225965,225965,94046,,-82368,,-84456,,-84456,,,,,
,,1457,宜進,272225,,-46309,,,,,,,,,,0.44,3,,上市,114,62468,,,,,,,,236679,,190370,,,,,,101723,134956,,,385636,,-86489,2098046,2341581,243535,243535,130124,,299147,,61843,128527,236679,,,,,
,-186233,1459,聯發,,,-53182,,,,,,,,,,0.60,3,,上市,114,-504,,,,,,,,187453,,134271,,,,,,189720,-2267,,,34840,,338342,718186,817505,99319,99319,64479,,373182,,136798,-2527,373686,,,,,
,,1460,宏遠,-3533,,-171492,,,,,,,,,,-0.27,3,,上市,114,42653,,,,,,,,-182400,,-353892,,,,,,-182399,-1,,,-95450,,-44297,4680454,5467849,787395,787395,879312,,-139747,,-353891,-1,-182400,,,,,
,,1463,強盛新,,,-41039,,,,,,,,,,0.78,3,,上市,114,50739,,,,,,,,159812,,118773,,,,,,132350,27462,,,109242,,101309,576345,743017,166672,166672,57430,,210551,,91639,27134,159812,,,,,
,,1464,得力,21806,,-500508,,,,,,,,,,0.03,3,,上市,114,134759,,,,,,,,-94856,,-595364,,,,,,13463,-108319,,,280908,,-241005,7532577,9334625,1802048,1802048,1542946,,39903,,-446906,-148458,-94856,,,,,
,,1465,偉全,,,,,,,,,,,,,-0.51,3,,上市,114,-34875,,,,,,,,-53337,,-53337,,,,,,,,,,-49859,,-38353,287755,278425,-9330,-9330,40529,,-88212,,,,-53337,,,,,
,,1466,聚隆,,,-5669,,,,,,,,,,-0.61,3,,上市,114,-7681,,,,,,,,-63505,,-69174,,,,,,-68024,4519,,,-26703,,-44483,1770648,1942707,172059,172059,198762,,-71186,,-73693,4519,-63505,,,,,
,,1467,南緯,,,7140,,,,,,,,,,-0.79,3,,上市,114,57927,,,,,,,,-194760,,-187620,,,,,,-183917,-10843,,,-26620,,-110213,3175562,3863265,687703,687703,714323,,-136833,,-178598,-9022,-194760,,,,,
,,1468,昶和,,,-31406,,,,,,,,,,-0.04,3,,上市,114,-2617,,,,,,,,-6888,,-38294,,,,,,-7149,261,,,-6653,,-2852,573065,646259,73194,73194,79847,,-9505,,-33994,-4300,-6888,,,,,
,,1470,大統新創,12,,-879,,,,,,,,,,0.32,3,,上市,114,5698,,,,,,,,27506,,26627,,,,,,27506,,,,45421,,-12217,462015,592388,130373,130373,84964,,33204,,26627,,27506,,,,,
,,1471,首利,,,-24896,,,,,,,,,,-0.05,3,,上市,114,-31,,,,,,,,-7812,,-32708,,,,,,-7772,-40,,,-71015,,63172,135041,148660,13619,13619,84634,,-7843,,-29205,-3503,-7812,,,,,
,,1472,三洋實業,,,6701,,,,,,,,,,5.10,3,,上市,114,46369,,,,,,,,267652,,274353,,,,,,267652,,,,310230,,3791,2316646,2727820,411174,411174,100944,,314021,,274353,,267652,,,,,
,,1473,台南,,,-216239,,,,,,,,,,0.77,3,,上市,114,36318,,,,,,,,112065,,-104174,,,,,,112065,,,,141493,,6890,4559657,5436551,876894,876894,735401,,148383,,-104174,,112065,,,,,
,,1474,弘裕,,,-60460,,,,,,,,,,0.29,3,,上市,114,-627,,,,,,,,35343,,-25117,,,,,,37271,-1928,,,20306,,14410,1908449,2168930,260481,260481,240175,,34716,,-22569,-2548,35343,,,,,
,,1475,業旺,,,,,,,,,,,,,1.43,3,,上市,114,36106,,,,,,,,94383,,94383,,,,,,94383,,,,196109,,-65620,845640,1106650,261010,261010,64901,,130489,,94383,,94383,,,,,
,,1476,儒鴻,,,-429138,,,,,,,,,,14.33,3,,上市,114,1072458,,,,,,,,3932957,,3503819,,,,,,3932957,,,,5316676,,-311261,20640448,28725625,8085177,8085177,2768501,,5005415,,3503819,,3932957,,,,,
,,1477,聚陽,,,-419477,,,,,,,,,,11.13,3,,上市,114,730069,,,,,,,,2788337,,2368860,,,,,,2744755,43582,,,3613735,,-95329,20056996,26501961,6444965,6444965,2831230,,3518406,,2325812,43048,2788337,,,,,
,,1503,士電,,,-1744915,,,,,,,,,,5.46,3,,上市,114,689496,,,,,,,,2934115,,1189200,,,,,,2846009,88106,,,3617992,,5619,21391795,27493834,6102039,6102039,2484047,,3623611,,1137511,51689,2934115,,,,,
,,1504,東元,,,-3696999,,,,,,,,,,1.98,3,10953,上市,114,1251674,,,,,,11296,,4474495,,777496,,,,,,4188795,285700,,,4295501,,1430668,33251470,43759281,10507811,10507468,6211967,,5726169,,365939,411557,4474495,,,,,
,,1506,正道,,,48604,,,,,,,,,,0.04,3,,上市,114,3979,,,,,,,,14407,,63011,,,,,,13428,979,,,-294,,18680,688404,820000,131596,131596,131890,,18386,,63018,-7,14407,,,,,
,,1512,瑞利,,,-44138,,,,,,,,,,0.04,3,,上市,114,0,,,,,,,,3945,,-40193,,,,,,3945,,,,-15772,,19717,551008,828601,277593,277593,293365,,3945,,-40193,,3945,,,,,
,,1513,中興電,,,-97689,,,,,,,,,,5.99,3,,上市,114,762871,,,,,,,,2960240,,2862551,,,,,,2958082,2158,,,3726596,,-3485,15193520,20342936,5149416,5149416,1422820,,3723111,,2870035,-7484,2960240,,,,,
,0,1514,亞力,,,-24101,,,,,,,,,,2.19,3,723,上市,114,140472,,,,,,0,,601848,,577747,,,,,,591949,9899,,,695226,,47094,6059155,7404959,1345804,1346527,651301,,742320,,566108,11639,601848,,,,,
,,1515,力山,,,-17521,,,,,,,,,,-0.08,3,,上市,114,-7847,,,,,,,,-18515,,-36036,,,,,,-15377,-3138,,,-35083,,8721,3166382,3618159,451777,451777,486860,,-26362,,-32521,-3515,-18515,,,,,
,,1516,川飛,,,,,,,,,,,,,0.10,3,,上市,114,623,,,,,,,,3995,,3995,,,,,,,,,,-8670,,13288,52558,55935,3377,3377,12047,,4618,,,,3995,,,,,
