保險其他營業成本,保險服務結果,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他營業結果,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）,財務結果
,,,3027,盛達,,,,4034,,,,,,,,,,,0.05,1,,上市,115,9671,,,,,,1461,,1675,,5709,,,,,,6292,-4617,,,-8410,,19756,267043,351288,84245,82784,91194,,11346,,10053,-4344,1675,,,,,,
,,,3028,增你強,,,,57329,,,,,,,,,,,3.05,1,,上市,115,169489,,,,,,,,722644,,779973,,,,,,722644,,,,956219,,-64086,16109855,17721795,1611940,1611940,655721,,892133,,779973,,722644,,,,,,
,,,3029,零壹,,,,-16253,,,,,,,,,,,1.77,1,,上市,115,78018,,,,,,,,346200,,329947,,,,,,295873,50327,,,385472,,38746,6065559,6876938,811379,811379,425907,,424218,,279336,50611,346200,,,,,,
,,,3030,德律,,,,31524,,,,,,,,,,,3.50,1,,上市,115,187014,,,,,,,,826464,,857988,,,,,,826464,,,,931674,,81804,969861,2441415,1471554,1471554,539880,,1013478,,857988,,826464,,,,,,
,,,3031,佰鴻,,,,79810,,,,,,,,,,,0.13,1,,上市,115,3921,,,,,,,,22035,,101845,,,,,,22556,-521,,,17802,,8154,210510,285293,74783,74783,56981,,25956,,100001,1844,22035,,,,,,
,,,3032,偉訓,,,,238342,,,,,,,,,,,0.85,1,,上市,115,72662,,,,,,,,107353,,345695,,,,,,96594,10759,,,275551,,-95536,2086807,2715936,629129,629129,353578,,180015,,321391,24304,107353,,,,,,
,,,3033,威健,,,,135796,,,,,,,,,,,1.52,1,,上市,115,216610,,,,,,,,727877,,863673,,,,,,727877,,,,1051881,,-107394,28949961,30857485,1907524,1907524,855643,,944487,,863673,,727877,,,,,,
,,0,3034,聯詠,,,,421456,,,,,,,,,,,6.19,1,,上市,115,622236,,,,,,,,3767112,,4188568,,,,,,3767112,0,,,4027546,,361802,14105402,23145303,9039901,9039901,5012355,,4389348,,4188568,0,3767112,,,,,,
,,,3035,智原,,,,414148,,,,,,,,,,,0.40,1,,上市,115,44045,,,,,,,,135173,,549321,,,,,,104263,30910,,,95883,,83335,1364067,2588502,1224435,1224435,1128552,,179218,,503585,45736,135173,,,,,,
,,,3036,文曄,,,,4638353,,,,,,,,,,,5.32,1,,上市,115,2027109,,,,,,,,6995243,,11633596,,,,,,7009164,-13921,,,9943829,,-921477,477229010,494272920,17043910,17043910,7100081,,9022352,,11639726,-6130,6995243,,,,,,
,,,3037,欣興,24012,,,1179634,,,,,,,,,,,3.28,1,,上市,115,918107,,,,,,,,5380738,,6560372,,,,,,5042976,337762,,,2756634,,3542211,30720413,37446455,6726042,6726042,3993420,,6298845,,6077305,483067,5380738,,,,,,
,,,3038,全台,1479,,,10984,,,,,,,,,,,0.37,1,,上市,115,8294,,,,,,,,52943,,63927,,,,,,52868,75,,,42021,,19216,565255,732363,167108,167108,126566,,61237,,64234,-307,52943,,,,,,
,,,3040,遠見,,,,23992,,,,,,,,,,,0.04,1,,上市,115,4840,,,,,,,,2628,,26620,,,,,,2628,,,,3280,,4188,14736,35189,20453,20453,17173,,7468,,26620,,2628,,,,,,
,,,3041,揚智,,,,3646,,,,,,,,,,,-0.48,1,,上市,115,-6328,,,,,,,,-137264,,-133618,,,,,,-67784,-69480,,,-139754,,-3838,185146,351835,166689,166689,306443,,-143592,,-66201,-67417,-137264,,,,,,
,,,3042,晶技,,,,385257,,,,,,,,,,,1.32,1,,上市,115,102509,,,,,,,,450805,,836062,,,,,,450359,446,,,503644,,49670,2259510,3339207,1079697,1079697,576053,,553314,,834895,1167,450805,,,,,,
,,,3043,科風,,,,-92228,,,,,,,,,,,0.05,1,,上市,115,13,,,,,,,,694,,-91534,,,,,,1810,-1116,,,-6568,,7275,144338,187425,43087,43087,49655,,707,,-88581,-2953,694,,,,,,
,,,3044,健鼎,,,,1271516,,,,,,,,,,,5.61,1,,上市,115,1160501,,,,,,,,2946299,,4217815,,,,,,2946230,69,,,3845829,,260971,15405578,20964231,5558653,5558653,1712824,,4106800,,4217746,69,2946299,,,,,,
,,,3045,台灣大,313521,,,102388,,,,,,,,,,,1.37,1,,上市,115,1142669,,,,,,,,4526241,,4628629,,,,,,4146321,379920,,,5932746,,-263836,39045908,49778303,10732395,10732395,5113170,,5668910,,4249431,379198,4526241,,,,,,
,,,3046,建碁,,,,17728,,,,,,,,,,,1.20,1,,上市,115,17198,,,,,,,,93783,,111511,,,,,,94001,-218,,,94671,,16310,1653148,1818011,164863,164863,70192,,110981,,111789,-278,93783,,,,,,
,,,3047,訊舟,,,,6930,,,,,,,,,,,-0.10,1,,上市,115,6256,,,,,,,,-63372,,-56442,,,,,,-21326,-42046,,,-85540,,28424,585539,761074,175535,175535,261075,,-57116,,-13419,-43023,-63372,,,,,,
,,,3048,益登,,,,-83962,,,,,,,,,,,1.22,1,,上市,115,85250,,,,,,,,330006,,246044,,,,,,330006,,,,677345,,-262089,32166902,33502237,1335335,1335335,657990,,415256,,246044,,330006,,,,,,
,,-188554,3049,精金,,,,64133,,,,,,,,,,,-0.04,1,,上市,115,17361,,,,,,,,20147,,84280,,,,,,-33615,53762,,,7132,,218930,60133,99550,39417,39417,32285,,226062,,20726,63554,208701,,,,,,
,,,3050,鈺德,,,,-3236,,,,,,,,,,,-0.07,1,,上市,115,7097,,,,,,,,-10083,,-13319,,,,,,-11774,1691,,,-17109,,14123,198218,280845,82627,82627,99736,,-2986,,-15010,1691,-10083,,,,,,
,,0,3051,力特,,,,-1931,,,,,,,,,,,0.45,1,,上市,115,-5152,,,,,,,,74319,,72388,,,,,,74319,0,,,46037,,23130,261629,376381,114752,114752,68715,,69167,,72388,0,74319,,,,,,
,,,3052,夆典,,,,1444,,,,,,,,,,,0.19,1,,上市,115,10109,,,,,,,,39135,,40579,,,,,,39093,42,,,43642,,5602,786518,871124,84606,84606,40964,,49244,,40540,39,39135,,,,,,
,,,3054,立萬利,,,,171184,,,,,,,,,,,1.41,1,,上市,115,9449,,,,,,,,113767,,284951,,,,,,113767,,,,72979,,50237,33111,135881,102770,102770,29791,,123216,,284951,,113767,,,,,,
,,0,3055,蔚華科,0,,,-3063,,,,,,,,,,,-0.15,1,,上市,115,508,,,,,,,,-16492,,-19555,,,,,,-17388,896,,,-54195,,38211,57272,84070,26798,26798,80993,,-15984,,-20451,896,-16492,,,,,,
,,,3056,富華新,,,,,,,,,,,,,,,0.01,1,,上市,115,-823,,,,,,,,3392,,3392,,,,,,3392,,,,-20665,,23234,237788,284525,46737,46737,67402,,2569,,3392,,3392,,,,,,
,,,3057,喬鼎,,,,940,,,,,,,,,,,0.02,1,,上市,115,547,,,,,,,,1024,,1964,,,,,,1030,-6,,,-1046,,2617,92120,167729,75609,75609,76655,,1571,,1966,-2,1024,,,,,,
,,,3058,立德,,,,44336,,,,,,,,,,,-0.19,1,0,上市,115,586,,,,,,0,,-39540,,4796,,,,,,-37474,-2066,,,-46935,,7981,678480,782324,103844,103844,150779,,-38954,,7113,-2317,-39540,,,,,,
,,,3059,華晶科,,,,226152,,,,,,,,,,,0.26,1,,上市,115,41709,,,,,,,,122428,,348580,,,,,,79083,43345,,,100304,,63833,1536566,2020291,483725,483725,383421,,164137,,304952,43628,122428,,,,,,
,,,3060,銘異,,,,43074,,,,,,,,,,,0.33,1,,上市,115,16879,,,,,,,,49380,,92454,,,,,,45734,3646,,,47262,,18997,914712,1081252,166540,166540,119278,,66259,,88739,3715,49380,,,,,,
,,,3062,建漢,,,,1368,,,,,,,,,,,-0.54,1,,上市,115,1714,,,,,,,,-178614,,-177246,,,,,,-178614,,,,-156071,,-20829,1100293,1113318,13025,13025,169096,,-176900,,-177246,,-178614,,,,,,
,,,3090,日電貿,,,,4691194,,,,,,,,,,,1.70,1,,上市,115,124928,,,,,,,,491603,,5182797,,,,,,479574,12029,,,598168,,18363,3600783,4492391,891608,891608,293440,,616531,,5170779,12018,491603,,,,,,
,,,3092,鴻碩,3782,,,13714,,,,,,,,,,,-0.95,1,,上市,115,2469,,,,,,,,-102873,,-89159,,,,,,-101551,-1322,,,-99337,,-1067,376112,414421,38309,38309,141428,,-100404,,-87837,-1322,-102873,,,,,,
,,,3094,聯傑,,,,2073,,,,,,,,,,,0.07,1,,上市,115,1717,,,,,,,,5761,,7834,,,,,,5761,,,,2347,,5131,11811,47206,35395,35395,33048,,7478,,7834,,5761,,,,,,
,,,3130,一零四,,,,-6666,,,,,,,,,,,3.57,1,,上市,115,10084,,,,,,,,118590,,111924,,,,,,118590,,,,114336,,14338,87135,643703,556568,556568,442232,,128674,,111924,,118590,,,,,,
,,,3135,凌航,,,,,,,,,,,,,,,10.76,1,,上市,115,216689,,,,,,,,855970,,855970,,,,,,,,,,1085780,,-13121,2756376,3957692,1201316,1201316,115536,,1072659,,,,855970,,,,,,
,,,3138,耀登,,,,24245,,,,,,,,,,,-0.02,1,,上市,115,1713,,,,,,,,-1585,,22660,,,,,,-1008,-577,,,-12754,,12882,231169,394778,163609,163609,176363,,128,,23237,-577,-1585,,,,,,
,,,3149,正達,,,,7955,,,,,,,,,,,-0.37,1,,上市,115,0,,,,,,,,-84552,,-76597,,,,,,-84552,,,,-93184,,8632,614514,590082,-24432,-24432,68752,,-84552,,-76597,,-84552,,,,,,
,,,3150,鈺寶-創,,,,,,,,,,,,,,,-0.02,1,,上市,115,307,,,,,,,,-714,,-714,,,,,,,,,,-2638,,2231,45232,81088,35856,35856,38494,,-407,,,,-714,,,,,,
,,,3164,景岳,,,,23230,,,,,,,,,,,0.05,1,,上市,115,1577,,,,,,,,1807,,25037,,,,,,4147,-2340,,,-7180,,10564,40948,89170,48222,48222,55402,,3384,,23892,1145,1807,,,,,,
,,,3167,大量,,,,62799,,,,,,,,,,,3.19,1,,上市,115,143361,,,,,,,,282004,,344803,,,,,,282004,,,,409380,,15985,1122153,1946206,824053,824053,414673,,425365,,344803,,282004,,,,,,
,,,3168,眾福科,,,,16310,,,,,,,,,,,0.60,1,105,上市,115,3073,,,,,,0,,57911,,74221,,,,,,45035,12876,,,59008,,1976,671293,869660,198367,198472,139464,,60984,,61689,12532,57911,,,,,,
,,,3189,景碩,,,,107743,,,,,,,,,,,1.17,1,,上市,115,88658,,,,,,,,875803,,983546,,,,,,549232,326571,,,890638,,73823,8755466,11104965,2349499,2349499,1458861,,964461,,632420,351126,875803,,,,,,
,,,3209,全科,,,,63387,,,,,,,,,,,1.52,1,,上市,115,202121,,,,,,,,352332,,415719,,,,,,358232,-5900,,,486971,,67482,16209262,17067413,858151,858151,371180,,554453,,421619,-5900,352332,,,,,,
,,,3229,晟鈦,,,,,,,,,,,,,,,0.55,1,,上市,115,188,,,,,,,,35315,,35315,,,,,,35315,,,,21175,,14328,305323,342922,37599,37599,16424,,35503,,35315,,35315,,,,,,
,,,3231,緯創,,,,2966667,,,,,,,,,,,3.06,1,,上市,115,5486748,,,,,,,,18020763,,20987430,,,,,,9630739,8390024,,,29137265,,-5629754,802209079,846303026,44093947,44093947,14956682,,23507511,,11755446,9231984,18020763,,,,,,
,,,3257,虹冠電,,,,16925,,,,,,,,,,,0.19,1,,上市,115,8650,,,,,,,,15166,,32091,,,,,,15166,,,,1594,,22222,71811,130520,58709,58709,57115,,23816,,32091,,15166,,,,,,
,,,3266,昇陽,,,,0,,,,,,,,,,,0.12,1,,上市,115,13161,,,,,,,,45171,,45171,,,,,,43683,1488,,,60784,,-2452,379642,508760,129118,129118,68334,,58332,,43683,1488,45171,,,,,,
,,,3296,勝德,,,,39355,,,,,,,,,,,-0.37,1,,上市,115,3415,,,,,,,,-35934,,3421,,,,,,-35934,,,,-28246,,-4273,285317,333302,47985,47985,76231,,-32519,,3421,,-35934,,,,,,
,,,3305,昇貿,,,,72518,,,,,,,,,,,1.73,1,,上市,115,142215,,,,,,,,241433,,313951,,,,,,240890,543,,,427445,,-43797,3076878,3764700,687822,687822,260377,,383648,,313408,543,241433,,,,,,
,,,3308,聯德,,,,8703,,,,,,,,,,,0.01,1,,上市,115,-965,,,,,,,,854,,9557,,,,,,854,,,,-10522,,10411,586,1568,982,982,11504,,-111,,9557,,854,,,,,,
,,,3311,閎暉,,,,30817,,,,,,,,,,,0.50,1,,上市,115,2067,,,,,,,,49855,,80672,,,,,,49855,,,,-4421,,56343,469056,527357,58301,58301,62722,,51922,,80672,,49855,,,,,,
,,,3312,弘憶股,,,,24760,,,,,,,,,,,1.03,1,,上市,115,39318,,,,,,,,187350,,212110,,,,,,187350,0,,,160684,,65984,5358913,5660657,301744,301744,141060,,226668,,212110,0,187350,,,,,,
,,,3321,同泰,,,,14370,,,,,,,,,,,-0.69,1,,上市,115,2163,,,,,,,,-59778,,-45408,,,,,,-59778,,,,-58626,,1011,433476,440905,7429,7429,66055,,-57615,,-45408,,-59778,,,,,,
,,,3338,泰碩,,,,33249,,,,,,,,,,,0.27,1,,上市,115,2499,,,,,,,,23262,,56511,,,,,,23262,,,,26759,,-998,696299,859457,163158,163158,136399,,25761,,56511,,23262,,,,,,
,,,3346,麗清,,,,82363,,,,,,,,,,,-0.67,1,,上市,115,6956,,,,,,,,-80942,,1421,,,,,,-80942,,,,-85958,,11972,1543599,1694217,150618,150618,236576,,-73986,,1421,,-80942,,,,,,
,,,3356,奇偶,,,,5807,,,,,,,,,,,2.21,1,,上市,115,20957,,,,,,,,177061,,182868,,,,,,176986,75,,,10233,,187785,141670,281264,139594,139594,129361,,198018,,182758,110,177061,,,,,,
,,,3376,新日興,,,,179175,,,,,,,,,,,0.15,1,,上市,115,13472,,,,,,,,29631,,208806,,,,,,29631,,,,-10275,,53378,2016806,2352701,335895,335895,346170,,43103,,208806,,29631,,,,,,
,,,3380,明泰,,,,192727,,,,,,,,,,,0.10,1,,上市,115,23834,,,,,,,,27262,,219989,,,,,,53175,-25913,,,4414,,46682,4338806,5314548,975742,975742,971328,,51096,,233471,-13482,27262,,,,,,
,,,3406,玉晶光,,,,633854,,,,,,,,,,,7.90,1,,上市,115,347909,,,,,,,,891419,,1525273,,,,,,890873,546,,,1200606,,38722,4079868,6140741,2060873,2060873,860267,,1239328,,1526295,-1022,891419,,,,,,
,,,3413,京鼎,,,,72921,,,,,,,,,,,4.28,1,,上市,115,242471,,,,,,,,518766,,591687,,,,,,473092,45674,,,726995,,34242,4235662,5561563,1325901,1325901,598906,,761237,,546170,45517,518766,,,,,,
,,,3416,融程電,,,,863,,,,,,,,,,,1.80,1,,上市,115,16386,,,,,,,,145526,,146389,,,,,,144945,581,,,142827,,19085,600943,946676,345733,345733,202906,,161912,,145798,591,145526,,,,,,
,,,3419,譁裕,-391,,,14321,,,,,,,,,,,-0.32,1,,上市,115,,,,,,,,,-38851,,-24530,,,,,,-38851,,,,-44963,,6112,382597,435723,53126,53126,97698,,-38851,,-24530,,-38851,,,,,,
,,,3432,台端,,,,2534,,,,,,,,,,,-0.23,1,,上市,115,0,,,,,,,,-9607,,-7073,,,,,,-9607,,,,-10141,,534,57526,67059,9533,9533,19674,,-9607,,-7073,,-9607,,,,,,
,,,3437,榮創,,,,195832,,,,,,,,,,,-0.56,1,,上市,115,-5253,,,,,,,,-72091,,123741,,,,,,-81021,8930,,,-88652,,11308,332866,346453,13587,13587,102239,,-77344,,113152,10589,-72091,,,,,,
,,,3443,創意,,,,24841,,,,,,,,,,,12.28,1,,上市,115,278481,,,,,,,,1646240,,1671081,,,,,,1646240,,,,1824178,,100543,8334505,11447812,3113307,3113307,1289129,,1924721,,1671081,,1646240,,,,,,
,,,3447,展達,,,,5612,,,,,,,,,,,0.17,1,,上市,115,3301,,,,,,,,13358,,18970,,,,,,13358,,,,7863,,8796,746180,823559,77379,77379,69516,,16659,,18970,,13358,,,,,,
,,,3450,聯鈞,,,,114086,,,,,,,,,,,0.69,1,,上市,115,125755,,,,,,,,179441,,293527,,,,,,100381,79060,,,265998,,39198,1569244,2086881,517637,517637,251639,,305196,,152211,141316,179441,,,,,,
,,,3481,群創,,,,3777512,,,,,,,,,,,0.20,1,,上市,115,615513,,,,,,,,1792111,,5569623,,,,,,1629503,162608,,,1498477,,909147,57025738,66644538,9618800,9618800,8120323,,2407624,,5386200,183423,1792111,,,,,,
,,,3494,誠研,,,,803,,,,,,,,,,,-0.29,1,,上市,115,,,,,,,,,-29329,,-28526,,,,,,-27124,-2205,,,-10520,,-18809,211333,248180,36847,36847,47367,,-29329,,-26321,-2205,-29329,,,,,,
,,,3501,維熹,,,,181143,,,,,,,,,,,0.15,1,,上市,115,4151,,,,,,,,17222,,198365,,,,,,17222,,,,34534,,-13161,1066293,1259960,193667,193667,159133,,21373,,198365,,17222,,,,,,
,,,3504,揚明光,,,,27750,,,,,,,,,,,0.05,1,,上市,115,1414,,,,,,,,5979,,33729,,,,,,5979,0,,,-9502,,16895,560114,684957,124843,124843,134345,,7393,,33729,0,5979,,,,,,
,,,3515,華擎,,,,110445,,,,,,,,,,,4.14,1,,上市,115,142487,,,,,,,,851732,,962177,,,,,,511865,339867,,,965368,,28851,11367057,13366639,1999582,1999582,1034214,,994219,,622275,339902,851732,,,,,,
,,-3999,3518,柏騰,,,,19656,,,,,,,,,,,2.81,1,,上市,115,11897,,,,,,,,283367,,303023,,,,,,283367,,,,-65733,,364996,70156,62020,-8136,-8136,57597,,299263,,303023,,287366,,,,,,
,,,3528,安馳,,,,61404,,,,,,,,,,,2.83,1,,上市,115,47093,,,,,,,,188367,,249771,,,,,,,,,,351398,,-115938,3015658,3501682,486024,486024,134626,,235460,,,,188367,,,,,,
,,,3530,晶相光,,,,2665,,,,,,,,,,,0.44,1,,上市,115,8278,,,,,,,,34231,,36896,,,,,,34231,,,,23483,,19026,431049,541943,110894,110894,87411,,42509,,36896,,34231,,,,,,
,,,3532,台勝科,,,,1621,,,,,,,,,,,-0.18,1,,上市,115,-13987,,,,,,,,-68215,,-66594,,,,,,-68215,,,,-105154,,22952,3281146,3308768,27622,27622,132776,,-82202,,-66594,,-68215,,,,,,
,,,3533,嘉澤,,,,727552,,,,,,,,,,,21.37,1,,上市,115,571889,,,,,,,,2431334,,3158886,,,,,,2396522,34812,,,2708466,,294757,4705995,9327579,4621584,4621584,1913118,,3003223,,3120073,38813,2431334,,,,,,
,,,3535,晶彩科,,,,883,,,,,,,,,,,0.99,1,,上市,115,,,,,,,,,78017,,78900,,,,,,78017,,,,68201,,9816,175363,325299,149936,149936,81735,,78017,,78900,,78017,,,,,,
,,,3543,州巧,,,,72919,,,,,,,,,,,-0.16,1,,上市,115,3504,,,,,,,,-23463,,49456,,,,,,-16915,-6548,,,-50443,,30484,758011,836726,78715,78715,129158,,-19959,,45392,4064,-23463,,,,,,
,,,3545,敦泰,,,,106803,,,,,,,,,,,0.02,1,,上市,115,-48601,,,,,,,,4930,,111733,,,,,,4930,0,,,-145545,,101874,1904349,2473850,569501,569501,715046,,-43671,,111793,-60,4930,,,,,,
,,,3550,聯穎,,,,98814,,,,,,,,,,,0.21,1,,上市,115,7399,,,,,,,,21507,,120321,,,,,,23062,-1555,,,19816,,9090,832337,1007809,175472,175472,155656,,28906,,121578,-1257,21507,,,,,,
,,,3557,嘉威,,,,33391,,,,,,,,,,,0.48,1,,上市,115,10340,,,,,,,,40686,,74077,,,,,,40686,0,,,88697,,-37671,939863,1431210,491347,491347,402650,,51026,,74077,0,40686,,,,,,
,,,3563,牧德,,,,8554,,,,,,,,,,,4.61,1,,上市,115,80842,,,,,,,,296350,,304904,,,,,,294766,1584,,,333985,,43207,340330,863415,523085,523085,189100,,377192,,302072,2832,296350,,,,,,
,,,3576,聯合再生,,,,97600,,,,,,,,,,,1.07,1,,上市,115,10661,,,,,,,,1745901,,1843501,,,,,,1745834,67,,,-450612,,2207174,757409,520029,-237380,-237380,213232,,1756562,,1843433,68,1745901,,,,,,
,,,3583,辛耘,,,,1719423,,,,,,,,,,,4.14,1,1368,上市,115,98162,,,,,,,,343045,,2062468,,,,,,332960,10085,,,404203,,37004,2072382,3120325,1047943,1049311,645108,,441207,,2055806,6662,343045,,,,,,
,,,3588,通嘉,,,,12334,,,,,,,,,,,0.37,1,,上市,115,5206,,,,,,,,22727,,35061,,,,,,22727,,,,19255,,8678,263619,397055,133436,133436,114181,,27933,,35061,,22727,,,,,,
,,,3591,艾笛森,,,,44522,,,,,,,,,,,0.12,1,,上市,115,7095,,,,,,,,19283,,63805,,,,,,16630,2653,,,21965,,4413,452208,581640,129432,129432,107467,,26378,,58332,5473,19283,,,,,,
,,,3592,瑞鼎,,,,52883,,,,,,,,,,,3.82,1,,上市,115,47137,,,,,,,,289556,,342439,,,,,,289556,,,,286924,,49769,3883581,5437400,1553819,1553819,1266895,,336693,,342439,,289556,,,,,,
,,,3593,力銘,,,,2481,,,,,,,,,,,-0.70,1,,上市,115,-663,,,,,,,,-42292,,-39811,,,,,,-42292,,,,-41811,,-1144,146477,132981,-13496,-13496,28315,,-42955,,-39811,,-42292,,,,,,
,,,3596,智易,,,,78048,,,,,,,,,,,3.12,1,,上市,115,200249,,,,,,,,688557,,766605,,,,,,688288,269,,,822282,,66524,10846201,12784117,1937916,1937916,1115634,,888806,,766074,531,688557,,,,,,
,,,3605,宏致,,,,174641,,,,,,,,,,,0.67,1,,上市,115,35356,,,,,,,,107665,,282306,,,,,,107659,6,,,147463,,-4442,2127665,2821542,693877,693877,546414,,143021,,282288,18,107665,,,,,,
,,,3607,谷崧,,,,39652,,,,,,,,,,,0.03,1,,上市,115,459,,,,,,,,3367,,43019,,,,,,3367,,,,-5461,,9287,557961,642271,84310,84310,89771,,3826,,43019,,3367,,,,,,
,,,3617,碩天,,,,102986,,,,,,,,,,,4.13,1,,上市,115,118652,,,,,,,,403117,,506103,,,,,,388950,14167,,,476843,,44926,1352678,2931932,1579254,1579254,1102411,,521769,,491419,14684,403117,,,,,,
,,,3622,洋華,,,,-191796,,,,,,,,,,,1.09,1,,上市,115,3952,,,,,,,,170237,,-21559,,,,,,165288,4949,,,76511,,97678,223750,363419,139669,139669,63158,,174189,,-26508,4949,170237,,,,,,
,,,3645,達邁,,,,2141,,,,,,,,,,,0.67,1,,上市,115,31695,,,,,,,,87548,,89689,,,,,,91269,-3721,,,106228,,13015,365987,564138,198151,198151,91923,,119243,,93410,-3721,87548,,,,,,
,,,3652,精聯,,,,3452,,,,,,,,,,,0.40,1,,上市,115,6166,,,,,,,,30237,,33689,,,,,,30132,105,,,32315,,4088,404024,620782,216758,216758,184443,,36403,,33587,102,30237,,,,,,
,,,3653,健策,,,,140382,,,,,,,,,,,9.53,1,,上市,115,371056,,,,,,,,1404530,,1544912,,,,,,1398199,6331,,,1696566,,79020,3088564,5305216,2216652,2216652,520086,,1775586,,1531866,13046,1404530,,,,,,
,,,3661,世芯-KY,,,,788209,,,,,,,,,,,17.55,1,,上市,115,356922,,,,,,,,1427116,,2215325,,,,,,1427893,-777,,,1367609,,416429,2086003,4186855,2100852,2100852,733243,,1784038,,2216102,-777,1427116,,,,,,
,,,3665,貿聯-KY,,,,649176,,,,,,,,,,,11.66,1,,上市,115,769751,,,,,,,,2273476,,2922652,,,,,,2273834,-358,,,3108361,,-65134,14861808,20863649,6001841,6001841,2893480,,3043227,,2923062,-410,2273476,,,,,,
,,,3669,圓展,,,,-148950,,,,,,,,,,,0.70,1,,上市,115,7950,,,,,,,,65005,,-83945,,,,,,65005,,,,65088,,7867,271386,689061,417675,417675,352587,,72955,,-83945,,65005,,,,,,
,,,3673,TPK-KY,,,,662671,,,,,,,,,,,1.33,1,,上市,115,-202875,,,,,,,,578993,,1241664,,,,,,540783,38210,,,-57646,,433764,16209690,17886696,1677006,1677006,1734652,,376118,,1162540,79124,578993,,,,,,
,,,3679,新至陞,,,,116163,,,,,,,,,,,2.67,1,,上市,115,75662,,,,,,,,167919,,284082,,,,,,167919,,,,201675,,41906,706332,1027201,320869,320869,119194,,243581,,284082,,167919,,,,,,
,,,3686,達能,,,,,,,,,,,,,,,-0.01,1,,上市,115,0,,,,,,,,-1050,,-1050,,,,,,-1050,,,,-5812,,4762,23664,23673,9,9,5821,,-1050,,-1050,,-1050,,,,,,
,,,3694,海華,,,,65487,,,,,,,,,,,1.02,1,,上市,115,13093,,,,,,,,155466,,220953,,,,,,155466,,,,144307,,24252,2575913,3021746,445833,445833,301526,,168559,,220953,,155466,,,,,,
,,,3701,大眾控,,,,196546,,,,,,,,,,,-0.59,1,,上市,115,6221,,,,,,,,-153537,,43009,,,,,,-138695,-14842,,,-105444,,-41872,1680272,1960240,279968,279968,385412,,-147316,,32070,10939,-153537,,,,,,
,,,3702,大聯大,,,,2469602,,,,,,,,,,,3.30,1,,上市,115,1455173,,,,,,,,5750788,,8220390,,,,,,5548632,202156,,,8470625,,-1264664,302297279,316500457,14203178,14203178,5732553,,7205961,,7993403,226987,5750788,,,,,,
,,,3703,欣陸,,,,70559,,,,,,,,,,,0.33,1,,上市,115,20798,,,,,,,,295250,,365809,,,,,,271125,24125,,,324449,,-8401,5446392,6361105,914713,914713,590264,,316048,,335333,30476,295250,,,,,,
,,,3704,合勤控,,,,94825,,,,,,,,,,,0.29,1,,上市,115,-4740,,,,,,,,117211,,212036,,,,,,117068,143,,,115260,,-2789,4795050,6310208,1515158,1515158,1399898,,112471,,211583,453,117211,,,,,,
,,,3705,永信,,,,18212,,,,,,,,,,,0.89,1,,上市,115,82504,,,,,,,,253359,,271571,,,,,,237394,15965,,,297411,,38452,1026715,1840865,814150,814150,516739,,335863,,253232,18339,253359,,,,,,
,,,3706,神達,,,,505906,,,,,,,,,,,1.10,1,,上市,115,108264,,,,,,,,1536911,,2042817,,,,,,1460985,75926,,,1186173,,459002,28929876,31863922,2934046,2934046,1747873,,1645175,,1948887,93930,1536911,,,,,,
,,0,3708,上緯投控,,,,3981477,,,,,,,,,,,0.13,1,,上市,115,14402,,,,,,,,-5993,,3975484,,,,,,13023,-19016,,,-71012,,79421,158110,188810,30700,30700,101712,,8409,,3993225,-17741,-5993,,,,,,
,,,3711,日月光投控,,,,10751680,,,,,,,,,,,3.24,1,,上市,115,3635258,,,,,,,,14564995,,25316675,,,,,,14147537,417458,,,17531793,,668460,138812313,173662152,34849839,34849839,17318046,,18200253,,24161895,1154780,14564995,,,,,,
,,,3712,永崴投控,,,,-90045,,,,,,,,,,,-1.94,1,474,上市,115,95514,,,,,,671,,1653908,,1563863,,,,,,-477314,2131222,,,1881231,,-131809,3706191,5952868,2246677,2246480,365249,,1749422,,-496303,2060166,1653908,,,,,,
