保險負債準備淨變動,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）
,,1101,台泥,,,-2534440,,,,,,,,,,1.06,4,,上市,112,4352218,,,,,,,,10004613,,7470173,,,,,,7997814,2006799,,,10030160,,4326671,88780566,109314335,20533769,20533769,10503609,,14356831,,5438043,2032130,10004613,,,,,
,,1102,亞泥,,,2697171,,,,,,,,,,3.28,4,,上市,112,2852258,,,,,,,,11084110,,13781281,,,,,,10882826,201284,,,7460048,,6476320,69745612,80182799,10437187,10437187,2977139,,13936368,,13954793,-173512,11084110,,,,,
,,1103,嘉泥,,,481650,,,,,,,,,,0.12,4,,上市,112,-13271,,,,,,,,96038,,577688,,,,,,81082,14956,,,-147524,,230291,2545152,2911583,366431,366431,513955,,82767,,547705,29983,96038,,,,,
,,1104,環泥,,,-176326,,,,,,,,,,3.13,4,,上市,112,235340,,,,,,,,2347252,,2170926,,,,,,2107758,239494,,,974411,,1608181,6260222,7802362,1542140,1542140,567729,,2582592,,1931472,239454,2347252,,,,,
,,1108,幸福,2328,,-38310,,,,,,,,,,1.30,4,,上市,112,132614,,,,,,,,527136,,488826,,,,,,527139,-3,,,612361,,47389,4211831,5094743,882912,882912,272879,,659750,,488829,-3,527136,,,,,
,,1109,信大,,,-89947,,,,,,,,,,2.01,4,,上市,112,304031,,,,,,,,807587,,717640,,,,,,685884,121703,,,989292,,122326,4918790,6259864,1341074,1341074,351782,,1111618,,624638,93002,807587,,,,,
,,1110,東泥,,,199506,,,,,,,,,,0.26,4,,上市,112,31323,,,,,,,,156053,,355559,,,,,,149522,6531,,,59378,,127998,2069639,2273518,203879,203879,144501,,187376,,348999,6560,156053,,,,,
,,1201,味全,,,-88621,,,,,,,,,,0.53,4,,上市,112,112291,,,,,,,,269516,,180895,,,,,,268323,1193,,,321050,,60757,15672351,21476354,5804003,5804003,5482953,,381807,,179961,934,269516,,,,,
,0,1203,味王,,,78146,,,,,,,,,,1.80,4,,上市,112,262059,,,,,,,,657718,,735864,,,,,,427700,230018,,,855255,,64522,4537602,6403713,1866111,1866111,1010856,,919777,,498724,237140,657718,,,,,
,,1210,大成,,,-317515,,,,,,,,,,4.81,4,,上市,112,1165134,,,,,,,,4803465,,4485950,,,,,,4069204,734261,,,6020280,,-51681,96148202,111108929,14960727,14960727,8940447,,5968599,,3879865,606085,4803465,,,,,
,,1213,大飲,,,1,,,,,,,,,,-2.45,4,,上市,112,20204,,,,,,,,-138689,,-138688,,,,,,-138689,,,,-141914,,23429,215158,120702,-94456,-94456,47458,,-118485,,-138688,,-138689,,,,,
,,1215,卜蜂,37910,,-482865,,,,,,,,,,7.70,4,,上市,112,558477,,,,,,,,2256436,,1773571,,,,,,2268965,-12529,,,2927334,,-112421,24157745,29159749,5002004,5002004,2112580,,2814913,,1785872,-12301,2256436,,,,,
