保險負債準備淨變動,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）
,,1213,大飲,,,-48,,,,,,,,,,-0.45,2,,上市,114,4275,,,,,,,,-25728,,-25776,,,,,,-25728,,,,-23594,,2141,139618,135192,-4426,-4426,19168,,-21453,,-25776,,-25728,,,,,
,,1215,卜蜂,18242,,-152195,,,,,,,,,,4.95,2,,上市,114,386623,,,,,,,,1462401,,1310206,,,,,,1460243,2158,,,1832747,,16277,10829473,13757991,2928518,2928518,1114013,,1849024,,1308048,2158,1462401,,,,,
,,1216,統一,,,-14808085,,,,,,,,,,1.88,2,,上市,114,6238214,,,,,,,,17037967,,2229882,,,,,,10669705,6368262,,,20309805,,2966376,225380957,338837523,113456566,113456566,93146761,,23276181,,-1387405,3617287,17037967,,,,,
,,1217,愛之味,,,-410540,,,,,,,,,,-0.05,2,,上市,114,10806,,,,,,,,-18945,,-429485,,,,,,-23658,4713,,,64974,,-73113,1754534,2427739,673205,673205,608231,,-8139,,-419300,-10185,-18945,,,,,
,,1218,泰山,,,86955,,,,,,,,,,0.66,2,554,上市,114,-15088,,,,,,163,,321963,,408918,,,,,,321592,371,,,243713,,63162,4070573,4929498,858925,859316,615603,,306875,,408755,163,321963,,,,,
,,1219,福壽,,,-11753,,,,,,,,,,0.06,2,396,上市,114,-4385,,,,,,34,,-61856,,-73609,,,,,,20812,-82668,,,-65798,,-443,6587920,7127883,536375,536737,602535,-3588,-66241,,11017,-84626,-61856,,,,,
,,1220,台榮,,,,,,,,,,,,,-0.11,2,,上市,114,4850,,,,,,,,-9100,,-9100,,,,,,-20003,10903,,,-12292,,8042,1421237,1559661,138424,138424,150716,,-4250,,-20003,10903,-9100,,,,,
,,1225,福懋油,0,,-9351,,,,,,28235,,,,0.80,2,,上市,114,54129,,,,,,-2152,,211713,,202362,,,,,,184626,27087,,,232981,,32861,5662519,6177586,543302,545454,312473,,265842,,175275,27087,211713,,,,,
,,1227,佳格,,,-631604,,,,,,,,,,0.52,2,,上市,114,150779,,,,,,,,486526,,-145078,,,,,,475074,11452,,,682137,,-44832,9622610,13055092,3432482,3432482,2750345,,637305,,-152380,7302,486526,,,,,
,,1229,聯華,,,-5114419,,,,,,,,,,1.29,2,,上市,114,238331,,,,,,,,2983181,,-2131238,,,,,,2310296,672885,,,1297058,,1924454,4621507,6531618,1910111,1910111,613053,,3221512,,-1370956,-760282,2983181,,,,,
,,1231,聯華食,,,-21181,,,,,,,,,,1.30,2,,上市,114,80319,,,,,,,,353737,,332556,,,,,,353773,-36,,,464432,,-30376,4899893,6105448,1205555,1205555,741123,,434056,,334125,-1569,353737,,,,,
,,1232,大統益,,,-1550,,,,,,,,,,3.93,2,,上市,114,170952,,,,,,,,658607,,657057,,,,,,628676,29931,,,815619,,13940,9104931,10501378,1396447,1396447,580828,,829559,,627126,29931,658607,,,,,
,,1233,天仁,,,-83890,,,,,,0,,,,0.41,2,,上市,114,5809,,,,,,,,36980,,-46910,,,,,,37178,-198,,,43339,,-550,435764,1073441,637677,637677,594338,0,42789,,-46552,-358,36980,,,,,
,,1234,黑松,,,-18370,,,,,,,,,,0.96,2,,上市,114,90649,,,,,,,,386349,,367979,,,,,,386349,,,,103740,,373258,3441166,4696711,1255545,1255545,1151805,,476998,,367979,,386349,,,,,
,,1235,興泰,,,-699495,,,,,,,,,,0.71,2,,上市,114,3246,,,,,,,,18861,,-680634,,,,,,64890,-46029,,,3595,,18512,49575,68170,18595,18595,15000,,22107,,-533496,-147138,18861,,,,,
,,1236,宏亞,,,22431,,,,,,,,,,-0.52,2,,上市,114,6238,,,,,,,,-45223,,-22792,,,,,,-45223,,,,-42504,,3519,647321,849982,202661,202661,245165,,-38985,,-22792,,-45223,,,,,
,,1256,鮮活果汁-KY,,,-295281,,,,,,,,,,4.33,2,,上市,114,59110,,,,,,,,146823,,-148458,,,,,,146692,131,,,194673,,11260,1296618,1797111,500493,500493,305820,,205933,,-147872,-586,146823,,,,,
,,1301,台塑,,,-12719590,,,,,,,,,,-1.03,2,,上市,114,-184588,,,,,,,,-6575262,,-19294852,,,,,,-6575262,,,,-2454356,,-4305494,88541190,92589306,4048116,4048116,6502472,,-6759850,,-19294852,,-6575262,,,,,
,,1303,南亞,,,-22588545,,,,,,,,,,-0.46,2,,上市,114,331330,,,,,,-6247,,-3711609,,-26300154,,,,,,-3662950,-48659,,,1338011,,-4718290,120966118,131267601,10301483,10307730,8969719,,-3380279,,-25751265,-548889,-3711609,,,,,
,,1304,台聚,,,-1855714,,,,,,,,,,-1.40,2,,上市,114,-315578,,,,,,,,-3468142,,-5323856,,,,,,-1502906,-1965236,,,-1377698,,-2406022,23077937,23721688,643751,643751,2021449,,-3783720,,-2517099,-2806757,-3468142,,,,,
,,1305,華夏,,,-60620,,,,,,,,,,-1.16,2,,上市,114,-181680,,,,,,,,-710333,,-770953,,,,,,-674038,-36295,,,-774952,,-117061,5418070,5120293,-297777,-297777,477175,,-892013,,-734620,-36333,-710333,,,,,
,,1307,三芳,,,-886741,,,,,,,,,,0.96,2,,上市,114,139416,,,,,,,,381712,,-505029,,,,,,381712,,,,806522,,-285394,3680655,5405637,1724982,1724982,918460,,521128,,-505029,,381712,,,,,
,,1308,亞聚,,,-573453,,,,,,,,,,-0.90,2,,上市,114,-8217,,,,,,,,-533150,,-1106603,,,,,,-533150,,,,25288,,-566655,2726489,2874834,148345,148345,123057,,-541367,,-1106603,,-533150,,,,,
,,1309,台達化,,,-308539,,,,,,,,,,-0.75,2,,上市,114,-57536,,,,,,,,-297400,,-605939,,,,,,-297400,,,,-169347,,-185589,7715349,8082368,367019,367019,536366,,-354936,,-605939,,-297400,,,,,
,,1310,台苯,,,-122113,,,,,,,,,,-0.70,2,,上市,114,-39319,,,,,,,,-371625,,-493738,,,,,,-372093,468,,,-382961,,-27983,5038766,4740083,-298683,-298683,84278,,-410944,,-494201,463,-371625,,,,,
,,1312,國喬,,,-2514081,,,,,,,,,,-1.53,2,,上市,114,-78568,,,,,,,,-1735888,,-4249969,,,,,,-1687638,-48250,,,-1762772,,-51684,11537872,11017134,-520738,-520738,1242034,,-1814456,,-4038477,-211492,-1735888,,,,,
,,1313,聯成,,,-4343767,,,,,,,,,,-0.31,2,,上市,114,-74029,,,,,,,,-411959,,-4755726,,,,,,-411959,,,,-441224,,-44764,28720140,29532637,812497,812497,1253721,,-485988,,-4755726,,-411959,,,,,
,-191110,1314,中石化,,,-943324,,,,,,,,,,-0.51,2,,上市,114,9346,,,,,,,,-1944899,,-2888223,,,,,,-1935511,-9388,,,-1497754,,-246689,11965515,11405055,-560460,-560460,937294,,-1744443,,-2878491,-9732,-1753789,,,,,
,,1315,達新,,,-200864,,,,,,,,,,-0.44,2,,上市,114,-10058,,,,,,,,-39679,,-240543,,,,,,-42168,2489,,,-20502,,-29235,997456,1157524,160068,160068,180570,,-49737,,-240209,-334,-39679,,,,,
,,1316,上曜,,,-1551,,,,,,,,,,-0.61,2,,上市,114,83909,,,,,,,,8248,,6697,,,,,,-197862,206110,,,191765,,-99608,1006710,1710042,703332,703332,511567,,92157,,-199079,205776,8248,,,,,
,,1319,東陽,,,-425013,,,,,,,,,,3.25,2,,上市,114,442644,,,,,,,,1986889,,1561876,,,,,,1922413,64476,,,2807840,,-378307,8461359,13184726,4723367,4723367,1915527,,2429533,,1526515,35361,1986889,,,,,
,,1321,大洋,,,-93349,,,,,,,,,,-0.60,2,,上市,114,57426,,,,,,,,-133029,,-226378,,,,,,-133029,,,,-18811,,-56792,1776212,1944585,168373,168373,187184,,-75603,,-226378,,-133029,,,,,
,,1323,永裕,,,-206723,,,,,,,,,,0.00,2,,上市,114,7667,,,,,,,,427,,-206296,,,,,,427,0,,,1885,,6209,905100,1042153,137053,137053,135168,,8094,,-206296,0,427,,,,,
,,1324,地球,,,-16045,,,,,,,,,,-0.53,2,,上市,114,-208,,,,,,,,-39965,,-56010,,,,,,-39965,,,,-37003,,-3170,318481,376762,58281,58281,95284,,-40173,,-56010,,-39965,,,,,
,,1325,恆大,,,-38201,,,,,,,,,,-0.60,2,,上市,114,-11572,,,,,,,,-53255,,-91456,,,,,,-51538,-1717,,,-39571,,-25256,182643,166126,-16517,-16517,23054,,-64827,,-81510,-9946,-53255,,,,,
,,1326,台化,,,-5312588,,,,,,,,,,-1.24,2,,上市,114,-35820,,,,,,,,-7454804,,-12767392,,,,,,-7281905,-172899,,,-2966687,,-4523937,148793742,152456956,3663214,3663214,6629901,,-7490624,,-11286746,-1480646,-7454804,,,,,
,,1337,再生-KY,,,-342946,,,,,,,,,,-0.80,2,,上市,114,0,,,,,,,,-215533,,-558479,,,,,,-215533,0,,,-187675,,-27858,395307,349522,-45785,-45785,141890,,-215533,,-558479,0,-215533,,,,,
,,1338,廣華-KY,,,-522039,,,,,,,,,,-2.13,2,,上市,114,11295,,,,,,,,-168375,,-690414,,,,,,-174784,6409,,,-61357,,-95723,1961047,2528274,567227,567227,628584,,-157080,,-687798,-2616,-168375,,,,,
,,1339,昭輝,,,-64164,,,,,,,,,,0.21,2,,上市,114,27854,,,,,,,,8749,,-55415,,,,,,15887,-7138,,,193571,,-156968,560096,907210,347114,347114,153543,,36603,,-40057,-15358,8749,,,,,
,,1340,勝悅-KY,,,-270392,,,,,,,,,,-0.69,2,,上市,114,0,,,,,,,,-105062,,-375454,,,,,,-105062,,,,-96956,,-8106,173955,132949,-41006,-41006,55950,,-105062,,-375454,,-105062,,,,,
,,1341,富林-KY,,,-138129,,,,,,,,,,1.53,2,,上市,114,34068,,,,,,,,80986,,-57143,,,,,,80986,,,,143676,,-28622,981741,1273262,291521,291521,147845,,115054,,-57143,,80986,,,,,
,,1342,八貫,,,,,,,,,,,,,2.67,2,,上市,114,40749,,,,,,,,210454,,210454,,,,,,,,,,286174,,-34971,1077746,1485091,407345,407345,121171,,251203,,,,210454,,,,,
,,1402,遠東新,579942,,-12802907,,,,,,,,,,0.66,2,278,上市,114,2936796,,,,,,,,7656571,,-5146336,,,,,,3304453,4352118,,,9897518,,695849,97027061,123800719,26773658,26773936,17456360,,10593367,,-8632426,3486090,7656571,,,,,
,,1409,新纖,,-439941,,,,,,,,,,,0.18,2,,上市,114,79933,,19524543,,20103421,,,,498945,,59004,,,,,,288663,210282,,,,,,,,,,,,,,-112475,171479,498945,,,,578878,
,,1410,南染,,,-413,,,,,,,,,,-0.02,2,,上市,114,-8143,,,,,,,,-5950,,-6363,,,,,,-1066,-4884,,,1221,,-15314,68090,102748,34658,34658,33437,,-14093,,-1479,-4884,-5950,,,,,
,,1413,宏洲,,,0,,,,,,,,,,0.32,2,,上市,114,6851,,,,,,,,42381,,42381,,,,,,,,,,51624,,-2392,1131543,1208937,77394,77394,25770,,49232,,,,42381,,,,,
,,1414,東和,,,-31020,,,,,,,,,,0.02,2,,上市,114,1823,,,,,,,,4182,,-26838,,,,,,4182,,,,-4180,,10185,225878,259780,33902,33902,38082,,6005,,-26838,,4182,,,,,
,,1416,廣豐,,,-177832,,,,,,,,,,0.25,2,,上市,114,14622,,,,,,,,52899,,-124933,,,,,,46775,6124,,,-8746,,76267,108767,162821,54054,54054,62800,,67521,,-131057,6124,52899,,,,,
,,1417,嘉裕,,,39907,,,,,,,,,,0.01,2,,上市,114,105,,,,,,,,2112,,42019,,,,,,2112,,,,-35099,,37316,63340,139839,76499,76499,111598,,2217,,42019,,2112,,,,,
,,1418,東華,0,,-646,,,,,,,,,,-1.52,2,,上市,114,0,,,,,,,,-82822,,-83468,,,,,,-82820,-2,,,-37949,,-44873,3103,3549,446,446,38395,,-82822,,-83466,-2,-82822,,,,,
,,1419,新紡,,,-455461,,,,,,,,,,1.42,2,,上市,114,24883,,,,,,,,423503,,-31958,,,,,,423503,0,,,175557,,272829,1436911,2000540,563629,563629,388072,,448386,,-31958,0,423503,,,,,
,,1423,利華,,,123289,,,,,,,,,,1.36,2,,上市,114,-7930,,,,,,,,135623,,258912,,,,,,,,,,-40863,,168556,62584,42911,-19673,-19673,21190,,127693,,,,135623,,,,,
,,1432,大魯閣,,,-48908,,,,,,,,,,-0.18,2,,上市,114,0,,,,,,,,-26577,,-75485,,,,,,-19912,-6665,,,-1104,,-25473,380416,675107,294691,294691,295795,,-26577,,-68820,-6665,-26577,,,,,
,,1434,福懋,,,-980254,,,,,,,,,,0.09,2,,上市,114,68235,,,,,,,,152651,,-827603,,,,,,152651,0,,,551907,,-331021,13240684,14933348,1692664,1692664,1140757,,220886,,-827603,0,152651,,,,,
,,1435,中福,,,-176,,,,,,,,,,-0.19,2,,上市,114,0,,,,,,0,,-26414,,-26590,,,,,,,,,,-27090,,676,1056,2991,1935,1935,29025,,-26414,,,,-26414,,,,,
,,1436,華友聯,,,1322,,,,,,,,,,2.65,2,,上市,114,144539,,,,,,,,448911,,450233,,,,,,451353,-2442,,,674459,,-81009,783909,1653468,869559,869559,195100,,593450,,452675,-2442,448911,,,,,
,,1437,勤益控,,,-21847,,,,,,,,,,0.16,2,,上市,114,53315,,,,,,,,31785,,9938,,,,,,31703,82,,,163074,,-77974,186402,389637,203235,203235,40161,,85100,,9856,82,31785,,,,,
,,1438,三地開發,0,,994,,,,,,,,,,-0.63,2,0,上市,114,0,,,,,,0,,-69854,,-68860,,,,,,,,,,-18003,,-51851,174,241,67,67,18070,,-69854,,,,-69854,,,,,
,,1439,雋揚,,,-53275,,,,,,,,,,1.22,2,,上市,114,4724,,,,,,,,113073,,59798,,,,,,112156,917,,,35685,,82112,162212,233260,71048,71048,35363,,117797,,58881,917,113073,,,,,
,,1440,南紡,,,-1772639,,,,,,,,,,-0.04,2,,上市,114,-107225,,,,,,,,-45666,,-1818305,,,,,,-70780,25114,,,-243234,,90343,7303524,7892620,589096,589096,832330,,-152891,,-1799197,-19108,-45666,,,,,
,,1441,大東,,,-85881,,,,,,,,,,0.09,2,,上市,114,-169,,,,,,,,6208,,-79673,,,,,,6709,-501,,,7840,,-1801,692085,777263,85178,85178,77338,,6039,,-79172,-501,6208,,,,,
,,1442,名軒,,,296,,,,,,,,,,2.04,2,,上市,114,138161,,,,,,,,745375,,745671,,,,,,745375,,,,882891,,645,1085365,2137655,1052290,1052290,169399,,883536,,745671,,745375,,,,,
,,1443,立益物流,,,169261,,,,,,,,,,0.07,2,,上市,114,-10168,,,,,,,,26450,,195711,,,,,,9151,17299,,,188940,,-172658,258476,506664,248188,248188,59248,,16282,,109494,86217,26450,,,,,
,,1444,力麗,,,-525288,,,,,,,,,,-0.34,2,1758,上市,114,-46445,,,,,,,,-397246,,-922534,,,,,,-339947,-57299,,,-163754,,-279937,3512432,3620653,108221,109979,273733,,-443691,,-784068,-138466,-397246,,,,,
,,1445,大宇,,,-181653,,,,,,,,,,-0.40,2,,上市,114,9633,,,,,,,,-52470,,-234123,,,,,,-52470,,,,-22168,,-20669,345540,402827,57287,57287,79455,,-42837,,-234123,,-52470,,,,,
,,1446,宏和,,,49739,,,,,,,,,,1.46,2,,上市,114,8309,,,,,,,,200378,,250117,,,,,,200378,,,,284514,,-75827,399599,766818,367219,367219,82705,,208687,,250117,,200378,,,,,
,,1447,力鵬,,,-649799,,,,,,,,,,-0.49,2,,上市,114,-88980,,,,,,-94,,-432985,,-1082784,,,,,,-430764,-2221,,,-261847,,-260118,14379661,14493662,114001,114095,375942,,-521965,,-940541,-142243,-432985,,,,,
,,1449,佳和,,,36985,,,,,,,,,,0.02,2,,上市,114,27731,,,,,,0,,3504,,40489,,,,,,2217,1287,,,16035,,15200,1126385,1352536,226151,226151,210116,,31235,,38501,1988,3504,,,,,
,,1451,年興,,,-144549,,,,,,,,,,0.90,2,,上市,114,10394,,,,,,,,178234,,33685,,,,,,178234,,,,36474,,152154,2790566,3127647,337081,337081,300607,,188628,,33685,,178234,,,,,
,,1452,宏益,,,33795,,,,,,,,,,-0.48,2,,上市,114,-1594,,,,,,,,-63976,,-30181,,,,,,-63976,,,,-21258,,-44312,674157,699049,24892,24892,46150,,-65570,,-30181,,-63976,,,,,
,,1453,大將,,,,,,,,,,,,,-0.11,2,,上市,114,0,,,,,,,,-12226,,-12226,,,,,,-12266,40,,,-16492,,4266,357,745,388,388,16880,,-12226,,-12266,40,-12226,,,,,
,,1454,台富,-217,,-17320,,,,,,,,,,-0.58,2,,上市,114,-13755,,,,,,,,-71422,,-88742,,,,,,-71419,-3,,,-40535,,-44642,776544,817201,40657,40657,80975,,-85177,,-88739,-3,-71422,,,,,
,,1455,集盛,,,-10037,,,,,,,,,,-0.61,2,,上市,114,-50381,,,,,,,,-321969,,-332006,,,,,,-321969,,,,-267526,,-104824,3671052,3585324,-85728,-85728,181798,,-372350,,-332006,,-321969,,,,,
,,1456,怡華,,,,,,,,,,,,,-0.56,2,,上市,114,1664,,,,,,,,-52359,,-52359,,,,,,-52359,,,,94801,,-145496,298409,460193,161784,161784,66983,,-50695,,-52359,,-52359,,,,,
,,1457,宜進,272225,,-45461,,,,,,,,,,0.39,2,,上市,114,63102,,,,,,,,215217,,169756,,,,,,92059,123158,,,362751,,-84432,1484598,1666628,182030,182030,91504,,278319,,44282,125474,215217,,,,,
,-186233,1459,聯發,,,-43604,,,,,,,,,,0.12,2,,上市,114,-1329,,,,,,,,36646,,-6958,,,,,,38001,-1355,,,410,,221140,495544,539889,44345,44345,43935,,221550,,-5147,-1811,222879,,,,,
,,1460,宏遠,-3471,,-321408,,,,,,,,,,-0.17,2,,上市,114,35606,,,,,,,,-114938,,-436346,,,,,,-114937,-1,,,-28970,,-50362,3145666,3702942,557276,557276,582775,,-79332,,-436345,-1,-114938,,,,,
,,1463,強盛新,,,-52527,,,,,,,,,,0.21,2,,上市,114,51598,,,,,,,,59780,,7253,,,,,,35940,23840,,,132614,,-21236,514573,684754,170181,170181,37567,,111378,,-16259,23512,59780,,,,,
,,1464,得力,3714,,-678546,,,,,,,,,,-0.12,2,,上市,114,112223,,,,,,,,-122277,,-800823,,,,,,-47437,-74840,,,294948,,-305002,4972125,6284704,1312579,1312579,1021345,,-10054,,-669853,-130970,-122277,,,,,
,,1465,偉全,,,,,,,,,,,,,-0.72,2,,上市,114,-39513,,,,,,,,-74668,,-74668,,,,,,,,,,-27596,,-86585,191456,189995,-1461,-1461,26135,,-114181,,,,-74668,,,,,
,,1466,聚隆,,,-6958,,,,,,,,,,-0.35,2,,上市,114,-7837,,,,,,,,-35965,,-42923,,,,,,-39135,3170,,,-2907,,-40895,1220387,1344442,124055,124055,126962,,-43802,,-46093,3170,-35965,,,,,
,,1467,南緯,,,-132477,,,,,,,,,,-0.80,2,,上市,114,9061,,,,,,,,-195307,,-327784,,,,,,-187059,-8248,,,-26963,,-159283,1963045,2385936,422891,422891,449854,,-186246,,-322460,-5324,-195307,,,,,
,,1468,昶和,,,-48860,,,,,,,,,,-0.38,2,,上市,114,-6856,,,,,,,,-58956,,-107816,,,,,,-60845,1889,,,-20575,,-45237,421765,455592,33827,33827,54402,,-65812,,-101826,-5990,-58956,,,,,
,,1470,大統新創,0,,-418,,,,,,,,,,0.07,2,,上市,114,1079,,,,,,,,6004,,5586,,,,,,6004,,,,39542,,-32459,316953,412631,95678,95678,56136,,7083,,5586,,6004,,,,,
,,1471,首利,,,-28940,,,,,,,,,,-0.01,2,,上市,114,-31,,,,,,,,-2124,,-31064,,,,,,-2084,-40,,,-48961,,46806,92498,102191,9693,9693,58654,,-2155,,-25771,-5293,-2124,,,,,
,,1472,三洋實業,,,20284,,,,,,,,,,3.48,2,,上市,114,33892,,,,,,,,182659,,202943,,,,,,182659,,,,214302,,2249,1520971,1804199,283228,283228,68926,,216551,,202943,,182659,,,,,
,,1473,台南,,,-320060,,,,,,,,,,0.91,2,,上市,114,29758,,,,,,,,133146,,-186914,,,,,,133146,,,,195688,,-32784,3294333,3999547,705214,705214,509526,,162904,,-186914,,133146,,,,,
,,1474,弘裕,,,-113497,,,,,,,,,,0.14,2,,上市,114,-2997,,,,,,,,17626,,-95871,,,,,,18342,-716,,,13426,,1203,1258300,1440980,182680,182680,169254,,14629,,-92874,-2997,17626,,,,,
,,1475,業旺,,,,,,,,,,,,,-0.11,2,,上市,114,10120,,,,,,,,-7129,,-7129,,,,,,-7129,,,,130610,,-127619,574533,759375,184842,184842,54232,,2991,,-7129,,-7129,,,,,
,,1476,儒鴻,,,-721617,,,,,,,,,,8.31,2,,上市,114,636042,,,,,,,,2280574,,1558957,,,,,,2280574,,,,3476314,,-559698,13768139,19092199,5324060,5324060,1847746,,2916616,,1558957,,2280574,,,,,
,,1477,聚陽,,,-614402,,,,,,,,,,7.65,2,,上市,114,518132,,,,,,,,1917845,,1303443,,,,,,1886741,31104,,,2521802,,-85825,13159846,17612957,4453111,4453111,1931309,,2435977,,1273327,30116,1917845,,,,,
,,1503,士電,,,-1253227,,,,,,,,,,4.05,2,,上市,114,503006,,,,,,,,2175099,,921872,,,,,,2112341,62758,,,2830826,,-152721,14703358,19154585,4451227,4451227,1620401,,2678105,,911894,9978,2175099,,,,,
,,1504,東元,,,-4377336,,,,,,,,,,1.23,2,10953,上市,114,776303,,,,,,11473,,2783717,,-1593619,,,,,,2596072,187645,,,2661943,,898077,22266068,29221136,6955068,6954548,4292605,,3560020,,-1682628,89009,2783717,,,,,
,,1506,正道,,,18971,,,,,,,,,,-0.03,2,,上市,114,1133,,,,,,,,-8691,,10280,,,,,,-9170,479,,,13204,,-20762,450836,546628,95792,95792,82588,,-7558,,12905,-2625,-8691,,,,,
,,1512,瑞利,,,-55111,,,,,,,,,,0.02,2,,上市,114,0,,,,,,,,1900,,-53211,,,,,,1900,,,,-19390,,21290,369799,546196,176397,176397,195787,,1900,,-53211,,1900,,,,,
,,1513,中興電,,,27666,,,,,,,,,,3.68,2,,上市,114,506737,,,,,,,,1820938,,1848604,,,,,,1819992,946,,,2428749,,-101074,10159276,13552078,3392802,3392802,964053,,2327675,,1862110,-13506,1820938,,,,,
,,1514,亞力,,,-32884,,,,,,,,,,1.32,2,1467,上市,114,77474,,,,,,0,,355646,,322762,,,,,,349646,6000,,,425500,,7620,3746187,4593338,847151,848618,423118,,433120,,316268,6494,355646,,,,,
,,1515,力山,,,-53455,,,,,,,,,,-0.40,2,,上市,114,-22339,,,,,,,,-75439,,-128894,,,,,,-73345,-2094,,,-24717,,-73061,1910947,2207165,296218,296218,320935,,-97778,,-126206,-2688,-75439,,,,,
,,1516,川飛,,,,,,,,,,,,,-0.09,2,,上市,114,0,,,,,,,,-3780,,-3780,,,,,,,,,,-4605,,825,38399,40522,2123,2123,6728,,-3780,,,,-3780,,,,,
