保險負債準備淨變動,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）
,,1213,大飲,,,5,,,,,,,,,,-0.43,2,,上市,113,-1358,,,,,,,,-24609,,-24604,,,,,,-24609,,,,-44796,,18829,102272,75252,-27020,-27020,17776,,-25967,,-24604,,-24609,,,,,
,,1215,卜蜂,12458,,376877,,,,,,,,,,2.53,2,,上市,113,186066,,,,,,,,732582,,1109459,,,,,,745683,-13101,,,1020028,,-101380,11465742,13617092,2151350,2151350,1143780,,918648,,1122560,-13101,732582,,,,,
,,1216,統一,,,5574789,,,,,,,,,,2.01,2,,上市,113,5155547,,,,,,,,17582460,,23157249,,,,,,11443039,6139421,,,17830332,,4907675,214675967,320876218,106200251,106200251,88369919,,22738007,,16236493,6920756,17582460,,,,,
,,1217,愛之味,,,612324,,,,,,,,,,0.40,2,,上市,113,23613,,,,,,,,206423,,818747,,,,,,196395,10028,,,80528,,149508,1686395,2361592,675197,675197,594669,,230036,,788798,29949,206423,,,,,
,,1218,泰山,,,26905,,,,,,,,,,0.74,2,278,上市,113,58782,,,,,,1524,,358527,,385432,,,,,,358402,125,,,280733,,136576,4424925,5311810,886885,885639,604906,,417309,,385452,-20,358527,,,,,
,,1219,福壽,,,3501,,,,,,,,,,0.32,2,1100,上市,113,6988,,,,,,-48,,68303,,71804,,,,,,108652,-40349,,,60687,,14604,6385039,7034368,650422,651570,590883,1093,75291,,111571,-39767,68303,,,,,
,,1220,台榮,,,,,,,,,,,,,0.72,2,,上市,113,37603,,,,,,,,136888,,136888,,,,,,126743,10145,,,160861,,13630,1263924,1575152,311228,311228,150367,,174491,,126743,10145,136888,,,,,
,,1225,福懋油,-9,,7222,,,,,,30450,,,,0.90,2,,上市,113,49110,,,,,,2123,,228234,,235456,,,,,,206824,21410,,,241240,,36104,5864767,6384651,550334,548211,306962,,277344,,214046,21410,228234,,,,,
,,1227,佳格,,,320067,,,,,,,,,,0.85,2,,上市,113,206894,,,,,,,,805033,,1125100,,,,,,768135,36898,,,757125,,254802,9961861,13153365,3191504,3191504,2434379,,1011927,,1086322,38778,805033,,,,,
,,1229,聯華,,,1913089,,,,,,,,,,1.44,2,,上市,113,85215,,,,,,,,3053751,,4966840,,,,,,2446138,607613,,,1065718,,2073248,5258374,6989643,1731269,1731269,665551,,3138966,,3803518,1163322,3053751,,,,,
,,1231,聯華食,,,6823,,,,,,,,,,2.05,2,,上市,113,97250,,,,,,,,505894,,512717,,,,,,505965,-71,,,398460,,204684,4439598,5555800,1116202,1116202,717742,,603144,,512296,421,505894,,,,,
,,1232,大統益,,,2597,,,,,,,,,,4.42,2,,上市,113,182331,,,,,,,,734126,,736723,,,,,,706485,27641,,,854052,,62405,9570539,10964435,1393896,1393896,539844,,916457,,709082,27641,734126,,,,,
,,1233,天仁,,,-2154,,,,,,,,,,0.60,2,,上市,113,11043,,,,,,,,54032,,51878,,,,,,53885,147,,,48015,,17060,452442,1096641,644199,644199,596184,,65075,,51630,248,54032,,,,,
,,1234,黑松,,,5703,,,,,,,,,,1.06,2,,上市,113,117653,,,,,,,,424980,,430683,,,,,,424980,,,,291735,,250898,3535783,4918619,1382836,1382836,1091101,,542633,,430683,,424980,,,,,
,,1235,興泰,,,1686213,,,,,,,,,,1.01,2,,上市,113,2150,,,,,,,,98159,,1784372,,,,,,87541,10618,,,-9912,,110221,26021,40774,14753,14753,24665,,100309,,1455821,328551,98159,,,,,
,,1236,宏亞,,,175933,,,,,,,,,,-0.21,2,,上市,113,1075,,,,,,,,-18042,,157891,,,,,,-18042,,,,-23636,,6669,690277,916665,226388,226388,250024,,-16967,,157891,,-18042,,,,,
,,1256,鮮活果汁-KY,,,108597,,,,,,,,,,4.06,2,,上市,113,56510,,,,,,,,144804,,253401,,,,,,137423,7381,,,182515,,18799,1551752,2066137,514385,514385,331870,,201314,,236481,16920,144804,,,,,
,,1301,台塑,,,-1463370,,,,,,,,,,0.25,2,,上市,113,118433,,,,,,,,1585447,,122077,,,,,,1585447,,,,-1275460,,2979340,93645788,99217347,5571559,5571559,6847019,,1703880,,122077,,1585447,,,,,
,,1303,南亞,,,12560051,,,,,,,,,,0.38,2,,上市,113,370427,,,,,,-1660,,2915504,,15475555,,,,,,2976183,-60679,,,-286196,,3572127,116483363,125036244,8552881,8554541,8840737,,3285931,,15250967,224588,2915504,,,,,
,,1304,台聚,,,1248273,,,,,,,,,,-0.60,2,,上市,113,-259170,,,,,,,,-1606866,,-358593,,,,,,-645320,-961546,,,-388631,,-1477405,23853560,25484522,1630962,1630962,2019593,,-1866036,,-194845,-163748,-1606866,,,,,
,,1305,華夏,,,6700,,,,,,,,,,0.11,2,,上市,113,-25188,,,,,,,,51039,,57739,,,,,,62729,-11690,,,-53952,,79803,5486302,5980637,494335,494335,548287,,25851,,69534,-11795,51039,,,,,
,,1307,三芳,,,392798,,,,,,,,,,1.79,2,,上市,113,183433,,,,,,,,713235,,1106033,,,,,,713235,,,,672340,,224328,3560963,5101788,1540825,1540825,868485,,896668,,1106033,,713235,,,,,
,,1308,亞聚,,,-175875,,,,,,,,,,-0.44,2,,上市,113,-73249,,,,,,,,-259647,,-435522,,,,,,-259647,,,,-10189,,-322707,2948750,3056168,107418,107418,117607,,-332896,,-435522,,-259647,,,,,
,,1309,台達化,,,33975,,,,,,,,,,-0.35,2,,上市,113,-32863,,,,,,,,-140962,,-106987,,,,,,-140962,,,,-286376,,112551,8494921,8733754,238833,238833,525209,,-173825,,-106987,,-140962,,,,,
,,1310,台苯,,,157708,,,,,,,,,,-0.05,2,,上市,113,-12750,,,,,,,,-31624,,126084,,,,,,-27503,-4121,,,-153254,,108880,5706117,5659110,-47007,-47007,106247,,-44374,,121364,4720,-31624,,,,,
,,1312,國喬,,,1340912,,,,,,,,,,-0.67,2,,上市,113,-145338,,,,,,,,-758342,,582570,,,,,,-740224,-18118,,,-551990,,-351690,7973169,8308369,335200,335200,887190,,-903680,,430436,152134,-758342,,,,,
,,1313,聯成,,,1514924,,,,,,,,,,-1.02,2,,上市,113,-358626,,,,,,,,-1352320,,162604,,,,,,-1352320,,,,-1628860,,-82086,38592489,38207000,-385489,-385489,1243371,,-1710946,,162604,,-1352320,,,,,
,,1314,中石化,,,460483,,,,,,,,,,0.12,2,,上市,113,-23934,,,,,,,,446756,,907239,,,,,,461510,-14754,,,-258322,,681144,15927950,16684527,756577,756577,1014899,,422822,,921771,-14532,446756,,,,,
,,1315,達新,,,-228457,,,,,,,,,,1.04,2,,上市,113,21456,,,,,,,,100578,,-127879,,,,,,99131,1447,,,-62466,,184500,887281,1014500,127219,127219,189685,,122034,,-129907,2028,100578,,,,,
,,1316,上曜,,,-10,,,,,,,,,,-0.21,2,,上市,113,-219,,,,,,,,61311,,61301,,,,,,-55304,116615,,,-17480,,78572,395124,601893,206769,206769,224249,,61092,,-55362,116663,61311,,,,,
,,1319,東陽,,,111135,,,,,,,,,,3.74,2,,上市,113,555165,,,,,,,,2260673,,2371808,,,,,,2212953,47720,,,2298321,,517517,8274953,12360033,4085080,4085080,1786759,,2815838,,2284998,86810,2260673,,,,,
,,1321,大洋,,,-89927,,,,,,,,,,0.85,2,,上市,113,52315,,,,,,,,187693,,97766,,,,,,187693,,,,2964,,237044,2244585,2445382,200797,200797,197833,,240008,,97766,,187693,,,,,
,,1323,永裕,,,96302,,,,,,,,,,0.55,2,,上市,113,17719,,,,,,,,91802,,188104,,,,,,50173,41629,,,88532,,20989,1260847,1556003,295156,295156,206624,,109521,,146475,41629,91802,,,,,
,,1324,地球,,,5689,,,,,,,,,,0.02,2,,上市,113,2024,,,,,,,,1384,,7073,,,,,,1384,,,,-111,,3519,329367,404761,75394,75394,75505,,3408,,7073,,1384,,,,,
,,1325,恆大,,,19949,,,,,,,,,,0.09,2,,上市,113,3068,,,,,,,,5795,,25744,,,,,,7767,-1972,,,-34762,,43625,184749,173392,-11357,-11357,23405,,8863,,23112,2632,5795,,,,,
,,1326,台化,,,-12659855,,,,,,,,,,0.58,2,,上市,113,264973,,,,,,,,3468688,,-9191167,,,,,,3364232,104456,,,1401053,,2332608,171141226,180416968,9275742,9275742,7874689,,3733661,,-5864587,-3326580,3468688,,,,,
,,1337,再生-KY,,,118562,,,,,,,,,,-0.70,2,,上市,113,0,,,,,,,,-187651,,-69089,,,,,,-187651,0,,,-170645,,-17006,484447,436674,-47773,-47773,122872,,-187651,,-69089,0,-187651,,,,,
,,1338,廣華-KY,,,127346,,,,,,,,,,-0.20,2,,上市,113,26298,,,,,,,,8822,,136168,,,,,,-17025,25847,,,-53292,,88412,1962808,2488991,526183,526183,579475,,35120,,124140,12028,8822,,,,,
,,1339,昭輝,,,10127,,,,,,,,,,3.02,2,,上市,113,61149,,,,,,,,220705,,230832,,,,,,224079,-3374,,,178696,,103158,615501,954286,338785,338785,160089,,281854,,231033,-201,220705,,,,,
,,1340,勝悅-KY,,,80524,,,,,,,,,,-1.43,2,,上市,113,-833,,,,,,,,-218388,,-137864,,,,,,-218388,,,,-221600,,2379,302029,210156,-91873,-91873,129727,,-219221,,-137864,,-218388,,,,,
,,1341,富林-KY,,,8728,,,,,,,,,,2.66,2,,上市,113,37845,,,,,,,,138926,,147654,,,,,,138926,,,,157558,,19213,1029484,1310536,281052,281052,123494,,176771,,147654,,138926,,,,,
,,1342,八貫,,,,,,,,,,,,,3.36,2,,上市,113,52353,,,,,,,,262743,,262743,,,,,,,,,,264308,,50788,858764,1232923,374159,374159,109851,,315096,,,,262743,,,,,
,,1402,遠東新,468682,,6740379,,,,,,,,,,1.00,2,278,上市,113,2309863,,,,,,,,9249885,,15990264,,,,,,5025846,4224039,,,8099733,,3460015,106920931,132925145,26004214,26004492,18373441,,11559748,,11333855,4656409,9249885,,,,,
,,1409,新纖,,578190,,,,,,,,,,,0.49,2,,上市,113,372348,,20908472,,22436255,,,,1155435,,1733625,,,,,,795918,359517,,,,,,,,,,,,,,1415167,318458,1155435,,,,1527783,
,,1410,南染,,,-470,,,,,,,,,,0.33,2,,上市,113,4754,,,,,,,,20447,,19977,,,,,,20518,-71,,,2866,,22335,74572,109164,34592,34592,31726,,25201,,20048,-71,20447,,,,,
,,1413,宏洲,,,0,,,,,,,,,,-0.22,2,,上市,113,0,,,,,,,,-28431,,-28431,,,,,,,,,,-30693,,2262,1116037,1110239,-5798,-5798,24895,,-28431,,,,-28431,,,,,
,,1414,東和,,,64236,,,,,,,,,,0.16,2,,上市,113,3211,,,,,,,,34873,,99109,,,,,,,,,,-2586,,40670,245511,282845,37334,37334,39920,,38084,,,,34873,,,,,
,,1416,廣豐,,,429422,,,,,,,,,,0.43,2,,上市,113,20928,,,,,,,,91037,,520459,,,,,,79470,11567,,,2693,,109272,97438,155330,57892,57892,55199,,111965,,508892,11567,91037,,,,,
,0,1417,嘉裕,,,11913,,,,,,,,,,-0.18,2,,上市,113,23,,,,,,,,-35137,,-23224,,,,,,-35137,,,,-75548,,40434,218423,379265,160842,160842,236390,,-35114,,-23224,,-35137,,,,,
,,1418,東華,550,,46,,,,,,,,,,-1.10,2,,上市,113,0,,,,,,,,-59742,,-59696,,,,,,-59738,-4,,,-35097,,-24645,5359,6310,951,951,36598,,-59742,,-59692,-4,-59742,,,,,
,,1419,新紡,34,,1630893,,,,,,,,,,1.01,2,,上市,113,187846,,,,,,,,303172,,1934065,,,,,,303172,,,,135536,,355482,1245478,1749796,504318,504318,368816,,491018,,1934065,,303172,,,,,
,,1423,利華,,,291353,,,,,,,,,,0.28,2,,上市,113,-16754,,,,,,,,28315,,319668,,,,,,,,,,-25891,,37452,70036,58317,-11719,-11719,14172,,11561,,,,28315,,,,,
,,1432,大魯閣,,,-3585,,,,,,,,,,-0.12,2,,上市,113,0,,,,,,,,-12728,,-16313,,,,,,-10629,-2099,,,9515,,-22243,382050,643927,261877,261877,252362,,-12728,,-14214,-2099,-12728,,,,,
,,1434,福懋,,,-5544343,,,,,,,,,,0.25,2,,上市,113,93083,,,,,,,,421929,,-5122414,,,,,,421929,0,,,365051,,149961,13210688,14793228,1582540,1582540,1217489,,515012,,-5122414,0,421929,,,,,
,,1435,中福,,,-60853,,,,,,,,,,-0.08,2,,上市,113,0,,,,,,0,,-11776,,-72629,,,,,,,,,,-18811,,7035,866,5708,4842,4842,23653,,-11776,,,,-11776,,,,,
,,1436,華友聯,,,920,,,,,,,,,,5.48,2,,上市,113,133255,,,,,,,,605640,,606560,,,,,,608068,-2428,,,756122,,-17227,1061280,2041841,980561,980561,224439,,738895,,608988,-2428,605640,,,,,
,,1437,勤益控,,,248267,,,,,,,,,,1.87,2,,上市,113,-40748,,,,,,,,381230,,629497,,,,,,381101,129,,,150419,,190063,149687,368898,219211,219211,68792,,340482,,629368,129,381230,,,,,
,,1438,三地開發,,,,,,,,,,,,,-0.50,2,,上市,113,-179,,,,,,,,-45186,,-45186,,,,,,,,,,-12114,,-33251,1385,1660,275,275,12389,,-45365,,,,-45186,,,,,
,,1439,雋揚,,,94781,,,,,,,,,,0.67,2,,上市,113,17780,,,,,,,,62893,,157674,,,,,,61578,1315,,,-11846,,92519,43125,64131,21006,21006,32852,,80673,,156359,1315,62893,,,,,
,,1440,南紡,,,995992,,,,,,,,,,-0.10,2,,上市,113,3056,,,,,,,,-122941,,873051,,,,,,-168283,45342,,,-270627,,150742,7954370,8558854,604484,604484,875111,,-119885,,824110,48941,-122941,,,,,
,,1441,大東,,,3257,,,,,,,,,,2.45,2,,上市,113,-585,,,,,,,,158217,,161474,,,,,,162705,-4488,,,-141315,,298947,729900,662893,-67007,-67007,74308,,157632,,164864,-3390,158217,,,,,
,,1442,名軒,,,109,,,,,,,,,,3.81,2,,上市,113,183685,,,,,,,,1396261,,1396370,,,,,,1396261,,,,1629588,,-49642,3026608,4973328,1946720,1946720,317132,,1579946,,1396370,,1396261,,,,,
,,1443,立益物流,,,-61921,,,,,,,,,,1.14,2,,上市,113,22330,,,,,,,,134312,,72391,,,,,,153768,-19456,,,160118,,-3476,222631,430409,207778,207778,47660,,156642,,114244,-41853,134312,,,,,
,,1444,力麗,,,-19388,,,,,,,,,,0.34,2,2871,上市,113,41269,,,,,,,,344262,,324874,,,,,,337106,7156,,,-155188,,540719,3934528,4075251,140723,143594,298782,,385531,,325933,-1059,344262,,,,,
,,1445,大宇,,,8892,,,,,,,,,,0.03,2,,上市,113,1791,,,,,,,,3329,,12221,,,,,,3329,,,,-28010,,33130,448494,507824,59330,59330,87340,,5120,,12221,,3329,,,,,
,,1446,宏和,,,2564,,,,,,,,,,4.18,2,,上市,113,17374,,,,,,,,575569,,578133,,,,,,575569,,,,596601,,-3658,733488,1462777,729289,729289,132688,,592943,,578133,,575569,,,,,
,,1447,力鵬,,,-59285,,,,,,,,,,0.24,2,,上市,113,33226,,,,,,135,,238734,,179449,,,,,,211513,27221,,,-128109,,400069,18050483,18277986,227503,227368,355477,,271960,,188912,-9463,238734,,,,,
,,1449,佳和,,,16327,,,,,,,,,,0.84,2,,上市,113,70383,,,,,,,,74669,,90996,,,,,,71779,2890,,,108776,,36276,1235357,1583966,348609,348609,239833,,145052,,88531,2465,74669,,,,,
,,1451,年興,,,279264,,,,,,,,,,0.47,2,,上市,113,31564,,,,,,,,93258,,372522,,,,,,93258,,,,14909,,109913,3020442,3317294,296852,296852,281943,,124822,,372522,,93258,,,,,
,,1452,宏益,,,119043,,,,,,,,,,0.34,2,,上市,113,11348,,,,,,,,44762,,163805,,,,,,44762,,,,-17056,,73166,743539,779853,36314,36314,53370,,56110,,163805,,44762,,,,,
,,1453,大將,,,,,,,,,,,,,0.27,2,,上市,113,1131,,,,,,,,28973,,28973,,,,,,28937,36,,,-21543,,51647,370,687,317,317,21860,,30104,,28937,36,28973,,,,,
,,1454,台富,-219,,-4708,,,,,,,,,,0.24,2,,上市,113,3016,,,,,,,,29693,,24985,,,,,,29690,3,,,-6767,,39476,740833,816692,75859,75859,82407,,32709,,24982,3,29693,,,,,
,,1455,集盛,,,11463,,,,,,,,,,0.26,2,,上市,113,7848,,,,,,,,135682,,147145,,,,,,135682,,,,-65234,,208764,4785960,4942078,156118,156118,221352,,143530,,147145,,135682,,,,,
,,1456,怡華,,,,,,,,,,,,,-0.90,2,,上市,113,2061,,,,,,,,-84744,,-84744,,,,,,-84744,,,,107357,,-190040,358602,538642,180040,180040,72683,,-82683,,-84744,,-84744,,,,,
,,1457,宜進,17660,,-48942,,,,,,,,,,0.28,2,,上市,113,41384,,,,,,,,40147,,-8795,,,,,,61734,-21587,,,63043,,18488,1496207,1626446,130239,130239,84856,,81531,,16392,-25187,40147,,,,,
,,1459,聯發,,,99193,,,,,,,,,,0.37,2,,上市,113,5054,,,,,,,,118282,,217475,,,,,,118282,0,,,-104412,,227748,723944,682095,-41849,-41849,62563,,123336,,217475,0,118282,,,,,
,,1460,宏遠,-10,,69222,,,,,,,,,,-0.17,2,,上市,113,8461,,,,,,,,-116716,,-47494,,,,,,-116717,1,,,-161740,,53485,3277529,3683477,405948,405948,567678,,-108255,,-47495,1,-116716,,,,,
,,1463,強盛新,,,15959,,,,,,,,,,0.04,2,,上市,113,3618,,,,,,,,6045,,22004,,,,,,7026,-981,,,-46968,,56631,152358,145292,-7066,-7066,39902,,9663,,22985,-981,6045,,,,,
,,1464,得力,196084,,221382,,,,,,,,,,0.38,2,,上市,113,58714,,,,,,,,206330,,427712,,,,,,156097,50233,,,221716,,43328,4308156,5362337,1054181,1054181,1028549,,265044,,330211,97501,206330,,,,,
,,1465,偉全,,,,,,,,,,,,,0.57,2,,上市,113,13620,,,,,,,,58756,,58756,,,,,,,,,,-22799,,95175,213204,229198,15994,15994,38793,,72376,,,,58756,,,,,
,,1466,聚隆,,,424,,,,,,,,,,-0.11,2,,上市,113,4079,,,,,,,,-12087,,-11663,,,,,,-12087,,,,-13504,,5496,1173473,1289243,115770,115770,129274,,-8008,,-11663,,-12087,,,,,
,,1467,南緯,,,107216,,,,,,,,,,0.12,2,,上市,113,51034,,,,,,,,32402,,139618,,,,,,28686,3716,,,23444,,59992,1795144,2262217,467073,467073,443629,,83436,,137486,2132,32402,,,,,
,,1468,昶和,,,18665,,,,,,,,,,0.71,2,,上市,113,22192,,,,,,,,125818,,144483,,,,,,114689,11129,,,40414,,107596,470945,589791,118846,118846,78432,,148010,,130468,14015,125818,,,,,
,,1470,大統新創,100,,1168,,,,,,,,,,0.64,2,,上市,113,11714,,,,,,,,54502,,55670,,,,,,54502,,,,40295,,25921,281578,376906,95328,95328,55133,,66216,,55670,,54502,,,,,
,,1471,首利,,,18587,,,,,,,,,,0.06,2,,上市,113,164,,,,,,,,9466,,28053,,,,,,9477,-11,,,-40110,,49740,117400,134999,17599,17599,57709,,9630,,26143,1910,9466,,,,,
,,1472,三洋實業,,,-1047,,,,,,,,,,1.39,2,,上市,113,34622,,,,,,,,59141,,58094,,,,,,59141,,,,91264,,2499,959510,1110456,150946,150946,59682,,93763,,58094,,59141,,,,,
,,1473,台南,,,154873,,,,,,,,,,2.05,2,,上市,113,48497,,,,,,,,300016,,454889,,,,,,300016,,,,247788,,100725,3196481,3948564,752083,752083,504295,,348513,,454889,,300016,,,,,
,,1474,弘裕,,,33133,,,,,,,,,,0.79,2,,上市,113,3654,,,,,,,,103572,,136705,,,,,,103206,366,,,-39886,,147112,1396736,1534259,137523,137523,177409,,107226,,137392,-687,103572,,,,,
,,1475,業旺,,,,,,,,,,,,,4.01,2,,上市,113,62896,,,,,,,,264594,,264594,,,,,,264594,,,,244218,,83272,670840,945428,274588,274588,30370,,327490,,264594,,264594,,,,,
,,1476,儒鴻,,,298360,,,,,,,,,,11.51,2,,上市,113,847844,,,,,,,,3158816,,3457176,,,,,,3158816,,,,3576119,,430541,11955775,17225915,5270140,5270140,1694021,,4006660,,3457176,,3158816,,,,,
,,1477,聚陽,,,262538,,,,,,,,,,8.18,2,,上市,113,522786,,,,,,,,2011318,,2273856,,,,,,1977972,33346,,,2471195,,62909,12030148,16302190,4272042,4272042,1800847,,2534104,,2239832,34024,2011318,,,,,
,,1503,士電,,,7190503,,,,,,,,,,3.63,2,,上市,113,588388,,,,,,,,1952223,,9142726,,,,,,1886992,65231,,,1750259,,790352,14735274,18089304,3354030,3354030,1603771,,2540611,,9007456,135270,1952223,,,,,
,,1504,東元,,,-1223689,,,,,,,,,,1.33,2,10419,上市,113,1021659,,,,,,11442,,3048368,,1824679,,,,,,2806090,242278,,,3246424,,823603,21031080,28255525,7224445,7223422,3976998,,4070027,,1564248,260431,3048368,,,,,
,,1506,正道,,,-39710,,,,,,,,,,0.06,2,,上市,113,5394,,,,,,,,18286,,-21424,,,,,,18520,-234,,,10974,,12706,431575,511558,79983,79983,69009,,23680,,-23020,1596,18286,,,,,
,,1512,瑞利,,,-158,,,,,,,,,,-0.18,2,,上市,113,0,,,,,,,,-17757,,-17915,,,,,,-17757,,,,-49822,,32065,415844,551191,135347,135347,185169,,-17757,,-17915,,-17757,,,,,
,,1513,中興電,,,2083446,,,,,,,,,,3.75,2,,上市,113,424826,,,,,,,,1851534,,3934980,,,,,,1850312,1222,,,2344197,,-67837,8868283,12272529,3404246,3404246,1060049,,2276360,,3928992,5988,1851534,,,,,
,,1514,亞力,,,71259,,,,,,,,,,1.66,2,0,上市,113,88526,,,,,,1723,,429937,,501196,,,,,,424463,5474,,,442163,,76300,3481675,4305203,823528,821805,379642,,518463,,493883,7313,429937,,,,,
,,1515,力山,,,31425,,,,,,,,,,1.87,2,,上市,113,85236,,,,,,,,340732,,372157,,,,,,339947,785,,,257793,,168175,3033178,3651934,618756,618756,360963,,425968,,371043,1114,340732,,,,,
,,1516,川飛,,,,,,,,,,,,,0.73,2,,上市,113,7118,,,,,,,,28470,,28470,,,,,,,,,,19781,,15807,513860,543068,29208,29208,9427,,35588,,,,28470,,,,,
,,1517,利奇,,,43558,,,,,,,,,,-0.12,2,,上市,113,-18299,,,,,,,,-16916,,26642,,,,,,-27892,10976,,,-168675,,133460,881073,885470,4397,4397,173072,,-35215,,11828,14814,-16916,,,,,
,,1519,華城,,,27414,,,,,,,,,,5.20,2,,上市,113,509685,,,,,,,,1483552,,1510966,,,,,,1492179,-8627,,,1770677,,222560,4960157,7683343,2723186,2723186,952509,,1993237,,1519593,-8627,1483552,,,,,
,,1521,大億,,,346,,,,,,,,,,0.88,2,169,上市,113,16350,,,,,,329,,66833,,67179,,,,,,66833,,,,58934,,24249,1763152,2065026,301874,301714,242780,,83183,,67179,,66833,,,,,
,,1522,堤維西,,,106250,,,,,,,,,,3.66,2,,上市,113,347797,,,,,,,,1236522,,1342772,,,,,,1202011,34511,,,1424316,,160003,7185816,10304004,3118188,3118188,1693872,,1584319,,1307861,34911,1236522,,,,,
