保留盈餘,保留盈餘（或累積虧損）,公司代號,公司名稱,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,市場,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
652752,,2745,五福,,,,1,上櫃,115,,,,1115006,,1115006,,0,,32.98,1477375,2720730,338085,1835934,124169,2950940,,358559,230210,0
43413,,2751,王座,,-54,,1,上櫃,115,,,,472924,,405384,,0,,20.51,407968,443340,197650,735007,164375,1207931,67540,327039,764591,0
388546,,2752,豆府,,-7622,,1,上櫃,115,,,,1152999,,1131849,,0,,42.40,968504,1396458,266939,1383070,483986,2536069,21150,414566,1139611,0
764666,,2754,亞洲藏壽司,,2030,,1,上櫃,115,,,,1818451,,1818451,,0,,38.80,990967,799419,468670,3146558,583085,4965009,,2155591,4165590,0
508737,,2755,揚秦,,2646,,1,上櫃,115,,,,1147823,,1147823,,0,,30.71,521854,924424,373742,1031420,262698,2179243,,509566,1254819,367921
111009,,2756,聯發國際,,10466,,1,上櫃,115,-27904,,,524673,,524673,,353000,,21.64,555161,666431,245976,781826,185126,1306499,,226665,640068,0
378916,,2916,滿心,,-3594,,1,上櫃,115,,0,,1485257,,,,0,,22.98,639099,1454124,646269,707153,463666,2192410,,68054,738286,0
-263892,,2924,宏太-KY,,-791,,1,上櫃,115,,,,463070,,463070,,0,,8.90,544535,968298,520359,545567,207394,1008637,,1032,40339,0
12171,,2926,誠品生活,,41851,,1,上櫃,115,,0,,613418,,607040,,0,,12.81,5246886,4238883,473897,14709897,79121,15323315,6378,9463011,11084432,0
488361,,2937,集雅社,,,,1,上櫃,115,,0,,1059919,,1059919,,0,,24.34,2078051,2318223,435420,2111951,136138,3171870,,33900,853647,0
33838,,2941,米斯特,,-524,,1,上櫃,115,,0,,338586,,,,0,,22.00,225190,421409,153900,290561,151372,629147,,65371,207738,0
263797,,2947,振宇五金,,-18102,,1,上櫃,115,,0,,795623,,795623,,0,,37.02,780973,888512,214931,2259936,334997,3055559,,1478963,2167047,0
309056,,2948,寶陞,,46256,,1,上櫃,115,,,,1065909,,1065909,,0,,34.38,1034677,1987646,310000,1398970,400597,2464879,,364293,477233,0
341431,,2949,欣新網,,-1746,,1,上櫃,115,-46618,,,1186118,,1052095,,500000,,34.91,1477420,2571704,306411,1696223,452617,2882341,134023,218803,310637,0
-81006,,3064,泰偉,,6966,,1,上櫃,115,0,0,,61036,,56849,,0,,4.37,81205,56881,130115,251204,774,312240,4187,169999,255359,0
-80098,,3066,李洲,,363408,,1,上櫃,115,,,,1220978,,1147152,,0,,13.81,519021,755176,830706,616254,33136,1837232,73826,97233,1082056,0
29673,,3067,全域,,0,,1,上櫃,115,,,,247883,,247883,,0,,12.39,13787,76735,200000,64689,18210,312572,,50902,235837,0
414207,,3071,協禧,,-8336,,1,上櫃,115,,0,,2013067,,1570243,,0,,14.27,1677767,2799967,1100000,1981630,64372,3994697,442824,303863,1194730,0
16404,,3073,天方能源,,-30855,,1,上櫃,115,,,,682771,,681851,,0,,17.26,437556,411657,395111,1636997,301191,2319768,920,1199441,1908111,0
4154301,,3078,僑威,,84579,,1,上櫃,115,,,,6727345,,6727345,,0,,29.58,3392223,8567875,2273911,4021275,214554,10748620,,629052,2180745,0
1528374,,3081,聯亞,,-14017,,1,上櫃,115,,,,4239556,,,,0,,45.82,1100813,3182499,925173,1438581,1800026,5678137,,337768,2495638,0
57835,,3083,網龍,,20608,,1,上櫃,115,,,,1335237,,1302380,,0,,15.06,94424,747304,864869,108793,359068,1444030,32857,14369,696726,0
-302619,,3085,新零售,,5976,,1,上櫃,115,,,,393550,,393550,,0,,5.70,106154,358514,690193,115150,0,508700,,8996,150186,0
12333,,3086,華義*,,-129,,1,上櫃,115,,,,320195,,314113,,0,,1.15,26940,234475,272710,28626,29199,348821,6082,1686,114346,0
2787741,,3088,艾訊,,77384,,1,上櫃,115,,,,5191325,,5130789,,0,,47.22,2370327,5302422,1086490,2820698,1179174,8012023,60536,450371,2709601,0
562241,,3093,港建*,,-16152,,1,上櫃,115,,,,953647,,953647,,0,,6.57,693646,1250173,362888,701524,44670,1655171,0,7878,404998,0
-76837,,3095,及成,,19015,,1,上櫃,115,,0,,193821,,193821,,0,,11.98,216596,410810,161800,795932,89843,989753,,579336,578943,0
18680959,,3105,穩懋,,8021193,,1,上櫃,115,,,,41291462,,40919607,,0,,96.52,6475261,14458348,4239404,19273879,9978051,60565341,371855,12798618,46106993,0
787088,,3114,好德,,151241,,1,上櫃,115,-17161,,,1624528,,1624528,,700000,,25.21,998281,2245407,651298,1026164,52062,2650692,,27883,405285,0
-186278,,3115,富榮綱,,2871,,1,上櫃,115,,,,538569,,538569,,0,,7.46,30075,563218,721976,39436,,578005,,9361,14787,0
216892,,3118,進階,,,,1,上櫃,115,,0,,597469,,,,0,,18.41,225458,474591,324529,236941,56048,834410,,11483,359819,0
-83397,,3122,笙泉,,90,,1,上櫃,115,,,,350840,,350840,,0,,8.61,260245,418178,407648,261529,26499,612369,,1284,194191,0
177102,,3128,昇銳,,,,1,上櫃,115,0,,,821764,,800370,,0,,16.91,566732,576664,473175,977830,150093,1799594,21394,411098,1222930,0
2290869,,3131,弘塑,,136224,,1,上櫃,115,-757077,0,,3975297,,3946243,,500000,,137.22,7546406,11128269,292589,10384147,1983638,14359444,29054,2837741,3231175,42912
1391431,,3141,晶宏,,153700,,1,上櫃,115,-62495,,,2743534,,2662958,,1074000,,35.80,1145244,1824127,754607,1241683,425715,3985217,80576,96439,2161090,0
932346,,3147,大綜,,-4121,,1,上櫃,115,,0,,1602243,,1602243,,0,,36.68,3102575,4074071,436868,3126191,237150,4728434,,23616,654363,0
2863777,,3152,璟德,,0,,1,上櫃,115,,,,4127471,,,,0,,59.80,463523,2801063,690162,476910,573532,4604381,,13387,1803318,0
444535,,3158,嘉實,,-6613,,1,上櫃,115,,0,,1084007,,1083993,,0,,35.57,332057,928994,304784,399318,341287,1483325,14,67261,554331,0
242558,,3162,精確,,165495,,1,上櫃,115,-4427,0,,4160536,,4112356,,95000,,26.66,5941452,5713336,1543711,6817856,2165019,10978392,48180,876404,5265056,0
1819338,,3163,波若威,,-33187,,1,上櫃,115,,0,,3192940,,3192940,,0,,39.64,945982,3569395,805407,1104586,601382,4297526,,158604,728131,0
794165,,3169,亞信,,-10719,,1,上櫃,115,,,,1909954,,1909954,,0,,30.27,189169,1958183,633070,198864,493438,2108818,,9695,150635,0
179501,,3171,炎洲流通,,9514,,1,上櫃,115,-92933,,,701521,,591450,,1507000,,18.71,892083,1202732,331181,932085,164187,1633606,110071,40002,430874,0
-514611,,3176,基亞,,-53787,,1,上櫃,115,,,,4717847,,1494514,,0,,10.73,716374,3878090,1393068,2229555,669844,6947402,3223333,1513181,3069312,0
567905,,3178,公準,,266,,1,上櫃,115,,0,,1196536,,1189754,,0,,26.41,556602,941574,450500,1484501,171083,2681037,6782,927899,1739463,0
1006264,,3188,鑫龍騰,,0,,1,上櫃,115,,,,3131659,,3131659,,0,,16.60,5752924,10459987,1886124,7346862,239271,10478521,,1593938,18534,280247
-198087,,3191,雲嘉南,,-541,,1,上櫃,115,,,,240731,,240731,,0,,5.52,35960,208039,435974,132783,3385,373514,,96823,165475,0
-46246,,3205,佰研,,11786,,1,上櫃,115,,,,1013833,,1011408,,0,,14.97,72712,855734,675456,73632,370412,1087465,2425,920,231731,0
772437,,3206,志豐,,37740,,1,上櫃,115,0,0,,1762715,,1597594,,0,,27.12,1145746,2553826,589167,1276786,198250,3039501,165121,131040,485675,0
-65425,,3207,耀勝,,229548,,1,上櫃,115,-1280,,,3742610,,1738113,,20000,,26.18,2844790,2645425,664222,3094559,911048,6837169,2004497,249769,4191744,0
4945481,,3211,順達,,-236740,,1,上櫃,115,,0,,8697680,,8697680,,0,,56.37,8983680,12710109,1543050,9785032,2445889,18482712,0,801352,5772603,0
3003229,,3213,茂訊,,327245,,1,上櫃,115,,0,,4029211,,3991710,,0,,68.02,1019460,4274179,586855,1189640,74381,5218851,37501,170180,944672,0
2512773,,3217,優群,,935086,,1,上櫃,115,,0,,5200602,,5200602,,0,,57.72,1397414,4320737,901042,1479463,851701,6680065,,82049,2359328,0
2418396,,3218,大學光,,6776,,1,上櫃,115,,,,3784421,,3654345,,0,,43.13,1733780,3303289,847249,2760030,381924,6544451,130076,1026250,3241162,0
496848,,3219,倚強科,,3240,,1,上櫃,115,,,,1775891,,1448351,,0,,20.18,955167,2097119,717809,1164649,230454,2940540,327540,209482,843421,0
634748,,3221,台嘉碩,,-319809,,1,上櫃,115,,0,,2155551,,2093966,,0,,19.93,693853,1805131,1050621,895524,728406,3051075,61585,201671,1245944,0
-335134,,3224,三顧,,11492,,1,上櫃,115,-1864,0,,2701309,,1401725,,40000,,17.94,587462,2015463,781726,986580,945505,3687889,1299584,399118,1672426,0
1226540,,3226,龍鋒,,-3019,,1,上櫃,115,,,,1882721,,,,0,,29.22,588084,1148605,644306,624177,14894,2506898,,36093,1358293,0
5416884,,3227,原相,,851969,,1,上櫃,115,,,,11403294,,11359794,,0,,75.48,4050943,10106782,1505043,4494009,3585898,15897303,43500,443066,5790521,0
-295919,,3228,金麗科,,-24081,,1,上櫃,115,,0,,637341,,,,0,,8.91,86177,280401,715115,90549,242226,727890,,4372,447489,0
-163737,,3230,錦明,0,-61635,,1,上櫃,115,-50503,0,0,935265,,935265,,895000,,10.99,265421,697008,860109,354634,351031,1289899,0,89213,592891,0
36076,,3232,昱捷,,10478,,1,上櫃,115,,0,,676774,,676774,,0,,14.53,383234,870874,465679,502686,164541,1179460,,119452,308586,0
-699835,,3234,光環,,-9239,,1,上櫃,115,,0,,728270,,711985,,0,,6.39,334439,700349,1114747,535957,306312,1264227,16285,201518,563878,0
409130,,3236,千如,,-15249,,1,上櫃,115,,,,1624950,,1624950,,0,,15.48,841169,1416809,1050006,1497796,181063,3122746,,656627,1705937,0
1156012,,3252,海灣,,28500,,1,上櫃,115,,,,2021050,,1968680,,0,,39.22,302540,532463,501958,1908970,282210,3930020,52370,1606430,3397557,0
-349298,,3259,鑫創,,0,,1,上櫃,115,,,,380361,,,,0,,5.21,55089,388134,729659,114150,0,494511,,59061,106377,0
16777739,,3260,威剛,,-821826,,1,上櫃,115,-737990,0,,30584445,,27553174,,8510000,,86.85,41894415,66138060,3257440,64560293,9077811,95144738,3031271,22665878,29006678,0
14187737,,3264,欣銓,,326736,,1,上櫃,115,-126772,0,,20245057,,20245057,,16250750,,42.72,7244788,9161378,4901701,15390809,955655,35635866,,8146021,26474488,0
4199095,,3265,台星科,,103703,,1,上櫃,115,,0,,6031658,,6031658,,0,,44.27,1981885,3972924,1362617,3660077,366243,9691735,,1678192,5718811,0
35349,,3268,海德威,,3344,,1,上櫃,115,,,,470774,,470774,,0,,13.56,375052,552188,347208,477446,84873,948220,,102394,396032,0
-449598,,3272,東碩,,-37477,,1,上櫃,115,-33580,0,,878558,,878558,,1275000,,14.67,1919973,2296156,611768,3710794,787445,4589352,,1790821,2293196,0
111859,,3276,宇環,,13451,,1,上櫃,115,,0,,912576,,851224,,0,,12.21,478991,391141,697127,592399,28787,1504975,61352,113408,1113834,0
368820,,3284,太普高,,-15091,,1,上櫃,115,,,,1789785,,1592356,,0,,14.68,542437,2081219,1084825,1583341,153802,3373126,197429,1040904,1291907,0
155970,,3285,微端,,-12652,,1,上櫃,115,,,,613329,,597142,,0,,13.97,388288,863551,427353,419552,26471,1032881,16187,31264,169330,0
206212,,3287,廣寰科,,-697,,1,上櫃,115,,,,725022,,661479,,0,,15.04,307386,888006,439705,310177,16259,1035199,63543,2791,147193,0
-76281,,3288,點晶,,12416,,1,上櫃,115,,,,106536,,107916,,0,,6.59,79113,172578,163800,99015,7981,205551,-1380,19902,32973,0
723236,,3289,宜特,,-55281,,1,上櫃,115,,,,4791311,,4791311,,0,,55.23,1948816,2797912,877620,3722413,3245736,8513724,0,1773597,5715812,271500
1031666,,3290,東浦,,-95067,,1,上櫃,115,,0,,2354913,,2354913,,0,,26.10,1856878,3632331,902150,3757684,516164,6112597,,1900806,2480266,0
8568887,,3293,鈊象,,333923,,1,上櫃,115,,,,12041710,,12038109,,0,,42.72,17340145,23759325,2818016,17422019,317283,29463729,3601,81874,5704404,0
-91034,,3294,英濟,,182474,,1,上櫃,115,,0,,2309864,,2268619,,0,,17.18,1536080,3433648,1320159,2773145,857020,5083009,41245,1237065,1649361,0
105875,,3297,杭特,,,,1,上櫃,115,0,0,,578981,,578981,,0,,16.06,135914,250014,360494,138893,112612,717874,0,2979,467860,0
896714,,3303,岱稜,,18198,,1,上櫃,115,-27093,,,2259793,,2241892,,554000,,23.97,1143815,2426135,940906,1843864,413167,4103657,17901,700049,1677522,0
236733,,3306,鼎天,,2045468,,1,上櫃,115,,,,3269708,,,,0,,64.61,388739,942897,506077,391162,481430,3660870,,2423,2717973,0
943849,,3310,佳穎,,154271,,1,上櫃,115,,0,,2023905,,2019328,,0,,26.94,4077255,5243436,749485,4268206,171723,6292111,4577,190951,1048675,0
-671547,,3313,斐成,,-1392,,1,上櫃,115,,0,,2210183,,2210169,,0,,9.99,1040634,3276355,2211338,1421466,671770,3631649,14,380832,355294,0
1655879,,3317,尼克森,,-1727,,1,上櫃,115,,0,,3314081,,3230200,,0,,35.89,686635,3459886,900000,757695,676048,4071776,83881,71060,611890,0
-66160,,3322,建舜電,,85912,,1,上櫃,115,,0,,1636447,,1636447,,0,,11.89,1780187,1921586,1376094,2150965,240601,3787412,0,370778,1865826,0
317986,,3323,加百裕,,37897,,1,上櫃,115,,,,2530064,,2443688,,0,,24.58,2355470,4365995,994032,2468569,1093773,4998633,86376,113099,632638,0
8681487,,3324,雙鴻,,235026,,1,上櫃,115,0,0,,13938883,,13422822,,0,,144.21,12327843,24498202,930768,19105637,3575541,33044520,516061,6777794,8546318,2042
-356200,,3325,旭品,,54182,,1,上櫃,115,,,,1107074,,1045976,,0,,9.49,653170,1162686,1101686,739585,246308,1846659,61098,86415,683973,0
1240626,,3332,幸康,,26199,,1,上櫃,115,,0,,1928570,,1928570,,0,,40.09,500017,1759694,481042,524358,180703,2452928,,24341,693234,0
-134255,,3339,泰谷,,,,1,上櫃,115,-102878,0,,655175,,650918,,3258000,,10.28,552888,778594,665683,646224,222368,1301399,4257,93336,522805,0
-225127,,3349,寶德,,-1785,,1,上櫃,115,,0,,321471,,321471,,0,,6.98,84604,302706,460716,137292,87667,458763,,52688,156057,0
70285,,3354,律勝,,-21758,,1,上櫃,115,,0,,784113,,784113,,0,,11.18,22850,341037,701124,89145,34462,873258,,66295,532221,0
4371478,,3357,臺慶科,,1246986,,1,上櫃,115,,0,,10176239,,9918879,,0,,86.30,3854525,6648182,1149370,5116040,3151045,15292279,257360,1261515,8644097,0
-35081,,3360,尚立,,5053,,1,上櫃,115,,,,821303,,827247,,0,,10.83,3399967,3958271,764021,3615586,93254,4436889,-5944,215619,478618,0
671856,,3362,先進光,,34430,,1,上櫃,115,,0,,3643376,,3643210,,0,,25.58,4294176,4018435,1424455,6975587,1512469,10618963,166,2681411,6600528,0
166452,,3363,上詮,,-221659,,1,上櫃,115,,0,,5734096,,5734096,,0,,50.46,475375,5262406,1136406,571192,4652897,6305288,,95817,1042882,0
-389511,,3372,典範,,0,,1,上櫃,115,,0,,1496713,,,,0,,8.54,248528,781785,1753240,328758,132984,1825471,,80230,1043686,0
292934,,3373,熱映,,-65709,,1,上櫃,115,,,,792190,,792190,,0,,16.64,73142,651597,476188,73617,88777,865807,,475,214210,0
7031962,,3374,精材,,,,1,上櫃,115,,,,10142029,,,,0,,37.37,2468491,7919873,2713643,6980650,396424,17122679,,4512159,9202806,0
54200,,3379,彬台,,121745,,1,上櫃,115,,0,,626377,,626377,,0,,16.47,523418,627774,380417,531445,70015,1157822,,8027,530048,0
2013885,,3388,崇越電,,264408,,1,上櫃,115,,,,4700955,,4540189,,0,,61.30,1628382,6016030,740656,2713663,1521240,7414618,160766,1085281,1398588,0
34628,,3390,旭軟,,62775,,1,上櫃,115,0,0,,1381180,,1381180,,0,,17.41,325807,1111540,793297,521212,490480,1902392,0,195405,790852,371400
1145643,,3402,漢科,,30343,,1,上櫃,115,,,,1961275,,1961275,,0,,26.85,4492869,5257364,730476,4679383,54813,6640658,,186514,1383294,0
636522,,3430,奇鈦科,,6899,,1,上櫃,115,,,,1142354,,1142354,,0,,33.88,434134,1178733,337161,692135,161772,1834489,,258001,655756,0
46063,,3434,哲固,,-4063,,1,上櫃,115,,0,,505448,,505448,,0,,14.14,114932,438036,357547,191008,105901,696456,,76076,258420,0
498126,,3438,類比科,,942751,,1,上櫃,115,,0,,2494754,,,,0,,52.89,180047,1130583,471658,421363,582219,2916117,,241316,1785534,0
351788,,3441,聯一光電,,23639,,1,上櫃,115,,,,847241,,833467,,0,,20.82,183372,966303,400399,245115,57641,1092356,13774,61743,126053,0
344080,,3444,利機,,-37098,,1,上櫃,115,,,,1018057,,1018057,,0,,22.63,416235,983465,449969,425969,261106,1444026,,9734,460561,0
1552052,,3455,由田,,-29029,,1,上櫃,115,,,,2311661,,2311661,,0,,38.62,1044264,2052190,598507,1512820,190131,3824481,,468556,1772291,0
111660,,3465,進泰電子,,28931,,1,上櫃,115,,0,,821488,,777193,,0,,22.00,888255,1204751,353298,1395267,283304,2216755,44295,507012,1012004,0
-446710,,3466,德晉,,-86304,,1,上櫃,115,,0,,1432386,,1432386,,0,,18.39,231554,1194444,778921,350380,1186479,1782766,,118826,588322,0
112376,,3467,台灣精材,,,,1,上櫃,115,,,,603961,,,,0,,19.42,198045,478414,311066,291839,180519,895800,,93794,417386,0
1354206,,3479,安勤,0,-1902,,1,上櫃,115,-1535,,0,3862175,,3237548,,76201,,44.62,3453637,5691080,726302,4666607,1160477,8528782,624627,1212970,2837702,0
1418187,,3483,力致,,93583,,1,上櫃,115,-92248,,,4770884,,4770884,,1000000,,48.66,3951889,6747897,990493,4691569,2360869,9462453,,739680,2714556,0
1612784,,3484,崧騰,,128443,,1,上櫃,115,,,,3427579,,3390838,,0,,43.02,1479504,3835244,788282,1749120,861329,5176699,36741,269616,1341455,0
1031314,,3485,敘豐,,-11890,,1,上櫃,115,,,,1382998,,1382998,,0,,40.45,155230,1228813,341919,163581,21655,1546579,,8351,317766,0
