CompanyName,Date,SecuritiesCompanyCode,保留盈餘,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
百德,1150904,4563,-108186.00,,105403.00,,2,115,,,,1466516.00,1388963.00,0.00,25.28,2215646.00,3128346.00,549500.00,2923068.00,842246.00,4389584.00,77553.00,707422.00,1261238.00,0.00
科際精密,1150904,4568,279299.00,,-38118.00,,2,115,-5355.00,,,1063979.00,1063979.00,112000.00,33.32,464759.00,1154645.00,320451.00,653043.00,507702.00,1717022.00,,188284.00,562377.00,0.00
達航科技,1150904,4577,372518.00,,-99392.00,,2,115,,,,952520.00,952520.00,0.00,19.38,425419.00,855414.00,491380.00,954092.00,188014.00,1906612.00,,528673.00,1051198.00,0.00
捷流閥業,1150904,4580,1182660.00,,41030.00,,2,115,,,,2747519.00,2747519.00,0.00,58.70,950701.00,2615167.00,468031.00,1292102.00,1055798.00,4039621.00,,341401.00,1424454.00,0.00
君帆,1150904,4584,463995.00,,6736.00,,2,115,,0.00,,1051439.00,1051439.00,0.00,35.05,684161.00,1003558.00,300024.00,981613.00,280684.00,2033052.00,,297452.00,1029494.00,0.00
唐鋒,1150904,4609,-307825.00,,-44104.00,,2,115,,,,130872.00,130872.00,0.00,2.73,208337.00,374293.00,479468.00,487944.00,3333.00,618816.00,,279607.00,244523.00,0.00
中美實,1150904,4702,558860.00,,40020.00,,2,115,,0.00,,1322212.00,1322212.00,0.00,18.28,307524.00,736894.00,723332.00,312145.00,0.00,1634357.00,,4621.00,897463.00,0.00
大恭,1150904,4706,765404.00,,-9465.00,,2,115,,,,1548278.00,1547410.00,0.00,19.58,184397.00,1522822.00,790301.00,191222.00,1170.00,1739500.00,868.00,6825.00,216678.00,0.00
磐亞,1150904,4707,1790703.00,,1455904.00,,2,115,,,,8267709.00,,0.00,20.48,2320462.00,1040764.00,4138082.00,2620881.00,883020.00,10888590.00,,300419.00,9847826.00,0.00
永純,1150904,4711,367236.00,,,,2,115,,,,1031107.00,1031107.00,0.00,16.89,175679.00,856191.00,610560.00,231403.00,53311.00,1262510.00,,55724.00,406319.00,0.00
永捷,1150904,4714,93394.00,,-155614.00,,2,115,0.00,0.00,,7992282.00,2125206.00,0.00,11.93,2904779.00,6063255.00,1780882.00,3819595.00,406544.00,11811877.00,5867076.00,914816.00,5748622.00,0.00
大立,1150904,4716,112826.00,,-4503.00,,2,115,,,,1139608.00,1139815.00,0.00,12.07,482737.00,1036539.00,944272.00,594250.00,87220.00,1733858.00,-207.00,111513.00,697319.00,0.00
美琪瑪,1150904,4721,765922.00,,-93725.00,,2,115,,,,1446885.00,1446885.00,0.00,19.30,1415733.00,2221229.00,749863.00,1422833.00,24825.00,2869718.00,,7100.00,648489.00,0.00
永昕,1150904,4726,-740210.00,,105.00,,2,115,,0.00,,1408072.00,1408072.00,0.00,6.80,1432208.00,870260.00,2070418.00,1871132.00,77759.00,3279204.00,,438924.00,2408944.00,0.00
雙美,1150904,4728,872101.00,,10552.00,,2,115,,,,1430934.00,1430934.00,0.00,26.27,404364.00,1031090.00,544630.00,570434.00,3651.00,2001368.00,,166070.00,970278.00,0.00
熒茂,1150904,4729,130998.00,,103770.00,,2,115,,,,1378184.00,1176371.00,0.00,14.85,1175392.00,1503638.00,792268.00,1787308.00,149335.00,3165492.00,201813.00,611916.00,1661854.00,0.00
豪展,1150904,4735,574670.00,,-29285.00,,2,115,-123137.00,0.00,,1130545.00,1130545.00,3063000.00,29.36,664002.00,1052019.00,415688.00,673528.00,292609.00,1804073.00,0.00,9526.00,752054.00,0.00
泓瀚,1150904,4741,228650.00,,-1639.00,,2,115,,,,934953.00,928482.00,0.00,26.67,217296.00,601275.00,348121.00,219379.00,353350.00,1154332.00,6471.00,2083.00,553057.00,0.00
合一,1150904,4743,160299.00,,-189103.00,,2,115,-25777.00,,,10393611.00,10248576.00,1033000.00,21.37,154822.00,5776841.00,4805335.00,872671.00,5497822.00,11266282.00,145035.00,717849.00,5489441.00,0.00
皇將,1150904,4744,236595.00,,-25552.00,,2,115,-30581.00,,,1212024.00,1212024.00,1477000.00,21.85,661703.00,1312175.00,569485.00,1059919.00,462077.00,2271943.00,0.00,398216.00,959768.00,0.00
合富-KY,1150904,4745,555391.00,,-61641.00,,2,115,-57437.00,3485000.00,,4919691.00,2698319.00,3485000.00,43.01,2223577.00,5549290.00,697056.00,2266783.00,1564950.00,7186474.00,2221372.00,43206.00,1637184.00,0.00
強生*,1150904,4747,219382.00,,-9915.00,,2,115,,,,1738441.00,1738441.00,0.00,38.24,820262.00,602886.00,454610.00,820262.00,1074364.00,2558703.00,,0.00,1955817.00,0.00
新應材,1150904,4749,1582104.00,,183718.00,,2,115,,,,10357144.00,10348659.00,0.00,111.49,1790763.00,7970565.00,999245.00,4211598.00,7583592.00,14568742.00,8485.00,2420835.00,6598177.00,86856.00
國碳科,1150904,4754,193059.00,,-3866.00,,2,115,,0.00,,535312.00,535312.00,0.00,17.68,381479.00,655388.00,302832.00,523340.00,43287.00,1058652.00,,141861.00,403264.00,0.00
勤凱科技,1150904,4760,544512.00,,237798.00,,2,115,,,,1348209.00,,0.00,41.94,1060760.00,2081982.00,327783.00,1515884.00,238116.00,2864093.00,,455124.00,782111.00,0.00
誠泰科技,1150904,4767,593394.00,,-12490.00,,2,115,,,,974670.00,975403.00,0.00,31.05,185851.00,988705.00,314150.00,398196.00,80349.00,1372866.00,-733.00,212345.00,384161.00,0.00
晶呈科技,1150904,4768,24394.00,,9119.00,,2,115,,0.00,,1700715.00,1421302.00,0.00,29.93,1590745.00,1691153.00,482002.00,2737834.00,905787.00,4438549.00,279413.00,1147089.00,2747396.00,0.00
台特化,1150904,4772,920685.00,,19304.00,,2,115,,0.00,,4612106.00,3701393.00,0.00,25.06,1226018.00,3276618.00,1476816.00,3910162.00,1284588.00,8522268.00,910713.00,2684144.00,5245650.00,0.00
大略-KY,1150904,4804,-647679.00,,-18609.00,,2,115,,,,53631.00,53631.00,0.00,0.74,35409.00,8685.00,719919.00,51738.00,0.00,105369.00,,16329.00,96684.00,0.00
桂田文創,1150904,4806,-309732.00,,-61734.00,,2,115,,0.00,,637258.00,637258.00,0.00,6.38,121021.00,494464.00,999471.00,221341.00,9253.00,858599.00,0.00,100320.00,364135.00,0.00
聯光通,1150904,4903,116362.00,,-4510.00,,2,115,,0.00,,1168112.00,1168112.00,0.00,11.09,666854.00,1240534.00,1053437.00,751651.00,2823.00,1919763.00,,84797.00,679229.00,0.00
台聯電,1150904,4905,2879259.00,,-64524.00,,2,115,-14.00,,,3339223.00,3118017.00,595.00,106.56,1203986.00,2038480.00,292600.00,1585867.00,10696.00,4925090.00,221206.00,381881.00,2886610.00,0.00
富宇,1150904,4907,1790842.00,,25863.00,,2,115,,,,3068188.00,,0.00,25.97,5193347.00,8139890.00,1181458.00,5267592.00,70025.00,8335780.00,,74245.00,195890.00,0.00
前鼎,1150904,4908,881004.00,,7140.00,,2,115,,0.00,,1764464.00,,0.00,22.56,345771.00,1651484.00,782169.00,347730.00,94151.00,2112194.00,,1959.00,460710.00,0.00
新復興,1150904,4909,1090616.00,,-2435.00,,2,115,,,,2536584.00,2536584.00,0.00,27.17,111823.00,2333429.00,933568.00,143665.00,514835.00,2680249.00,,31842.00,346820.00,0.00
德英,1150904,4911,54134.00,,,,2,115,,0.00,,876541.00,,0.00,13.76,100718.00,472263.00,688172.00,100809.00,134235.00,977350.00,,91.00,505087.00,0.00
力士,1150904,4923,-183365.00,,-27.00,,2,115,-55478.00,0.00,,533498.00,533498.00,1150000.00,14.91,191034.00,819728.00,369404.00,352470.00,402964.00,885968.00,,161436.00,66240.00,3049560.00
欣厚-KY,1150904,4924,68380.00,,-48020.00,,2,115,,,,397242.00,397242.00,0.00,10.69,229838.00,258621.00,371644.00,355215.00,5238.00,752457.00,,125377.00,493836.00,0.00
新盛力,1150904,4931,673081.00,,-46963.00,,2,115,,0.00,,1610793.00,1610793.00,0.00,24.57,1468867.00,3357219.00,655658.00,2142217.00,329017.00,3753010.00,,673350.00,395791.00,0.00
友輝,1150904,4933,1871453.00,,123074.00,,2,115,,,,3868232.00,3868232.00,0.00,46.80,1072997.00,3735925.00,826627.00,1312280.00,1047078.00,5180512.00,,239283.00,1444587.00,51000.00
亞電,1150904,4939,278115.00,,64229.00,,2,115,,0.00,,1517252.00,1517252.00,0.00,15.45,1274024.00,1860148.00,982009.00,1512029.00,192899.00,3029281.00,,238005.00,1169133.00,0.00
辣椒,1150904,4946,7763.00,,0.00,,2,115,,,,172866.00,172655.00,0.00,19.50,123267.00,245717.00,88528.00,126583.00,76364.00,299449.00,211.00,3316.00,53732.00,0.00
金耘國際,1150904,4950,16511.00,,-42379.00,,2,115,,,,759337.00,554438.00,0.00,9.60,533316.00,901145.00,577291.00,568818.00,3015.00,1328155.00,204899.00,35502.00,427010.00,0.00
精拓科,1150904,4951,481320.00,,-9006.00,,2,115,,0.00,,937446.00,937446.00,0.00,27.45,157208.00,620316.00,341487.00,172182.00,123645.00,1109628.00,0.00,14974.00,489312.00,0.00
緯致,1150904,4953,2126069.00,,109546.00,,2,115,-228825.00,0.00,,4094589.00,4094589.00,2000000.00,57.55,2523301.00,5836542.00,733264.00,2674729.00,1354535.00,6769318.00,,151428.00,932776.00,0.00
譜瑞-KY,1150904,4966,18046386.00,,1406896.00,,2,115,-1355314.00,0.00,,22150056.00,22150056.00,2077192.00,288.11,3561230.00,17023784.00,789578.00,3789406.00,3262510.00,25939462.00,,228176.00,8915678.00,0.00
IET-KY,1150904,4971,613453.00,,-491488.00,,2,115,,,,4414372.00,4413790.00,0.00,93.54,288176.00,909908.00,471857.00,298829.00,3819968.00,4713201.00,582.00,10653.00,3803293.00,0.00
湯石照明,1150904,4972,54274.00,,-488.00,,2,115,-11008.00,0.00,,1436116.00,1436116.00,500000.00,25.47,364027.00,1083726.00,568886.00,394656.00,824452.00,1830772.00,,30629.00,747046.00,0.00
廣穎電通,1150904,4973,1624416.00,,837773.00,,2,115,,0.00,,3465883.00,3465883.00,0.00,53.08,3322302.00,5306994.00,652928.00,3373345.00,350766.00,6839228.00,,51043.00,1532234.00,0.00
亞泰,1150904,4974,1795589.00,,54913.00,,2,115,,,,3282854.00,3282854.00,0.00,45.28,1424576.00,4633642.00,725001.00,1515022.00,707351.00,4797876.00,,90446.00,164234.00,0.00
華星光,1150904,4979,1473747.00,,54981.00,,2,115,,,,4452140.00,4452140.00,0.00,31.18,1388825.00,4907399.00,1428020.00,1815302.00,1495392.00,6267442.00,,426477.00,1360043.00,442743.00
環宇-KY,1150904,4991,323719.00,,-10753.00,,2,115,,0.00,,4463148.00,4446809.00,0.00,36.72,358381.00,3579623.00,1210847.00,649982.00,2922996.00,5113130.00,16339.00,291601.00,1533507.00,0.00
晶達,1150904,4995,322968.00,,3114.00,,2,115,,,,947376.00,947376.00,0.00,22.24,469084.00,782184.00,425920.00,819874.00,195374.00,1767250.00,,350790.00,985066.00,0.00
榮剛,1150904,5009,5744135.00,,-55532.00,,2,115,-1265207.00,,,17803673.00,17357138.00,44091044.00,31.08,9898718.00,13062312.00,6024712.00,16108976.00,6909030.00,33912649.00,446535.00,6210258.00,20850337.00,0.00
久陽,1150904,5011,56991.00,,-114359.00,,2,115,,0.00,,2610409.00,1939872.00,0.00,19.27,2185867.00,1976132.00,1006739.00,2961273.00,990501.00,5571682.00,670537.00,775406.00,3595550.00,0.00
強新,1150904,5013,2585243.00,,836.00,,2,115,,,,5336936.00,3940293.00,0.00,29.53,2195923.00,5463334.00,1334160.00,3696874.00,20054.00,9033810.00,1396643.00,1500951.00,3570476.00,0.00
建錩,1150904,5014,508630.00,,-57092.00,,2,115,0.00,0.00,,2656872.00,2647785.00,0.00,14.45,5122691.00,5106846.00,1832651.00,6458649.00,363596.00,9115521.00,9087.00,1335958.00,4008675.00,0.00
華祺,1150904,5015,554071.00,,-31866.00,,2,115,,,,1204357.00,1204357.00,0.00,19.86,1325135.00,1953355.00,606392.00,1354027.00,75760.00,2558384.00,,28892.00,605029.00,0.00
松和,1150904,5016,1005593.00,,-11873.00,,2,115,,0.00,,1509216.00,1497941.00,0.00,30.19,574169.00,1666968.00,496221.00,1151051.00,8000.00,2660267.00,11275.00,576882.00,993299.00,0.00
凱衛,1150904,5201,84427.00,,-38324.00,,2,115,,0.00,,639889.00,636874.00,0.00,16.47,188205.00,534107.00,386746.00,315427.00,204025.00,955316.00,3015.00,127222.00,421209.00,0.00
力新,1150904,5202,95344.00,,-7644.00,,2,115,,0.00,,1051644.00,1051641.00,0.00,11.80,64888.00,470076.00,890940.00,79063.00,73001.00,1130707.00,3.00,14175.00,660631.00,0.00
中茂,1150904,5205,-13024.00,,-59965.00,,2,115,,,,75460.00,74444.00,0.00,5.51,26500.00,61188.00,135000.00,32332.00,12433.00,107792.00,1016.00,5832.00,46604.00,0.00
坤悅,1150904,5206,2203098.00,,0.00,,2,115,0.00,0.00,,4095329.00,4095329.00,0.00,23.88,13473793.00,17490206.00,1800934.00,13491342.00,91297.00,17586671.00,,17549.00,96465.00,0.00
新鼎,1150904,5209,515868.00,,-2751.00,,2,115,,0.00,,1035924.00,1035921.00,0.00,36.26,3682550.00,4457461.00,285672.00,3854856.00,237132.00,4890780.00,3.00,172306.00,433319.00,15879.00
寶碩,1150904,5210,-132428.00,,-23960.00,,2,115,0.00,,,845393.00,845393.00,0.00,10.29,110355.00,535036.00,821778.00,163637.00,180003.00,1009030.00,0.00,53282.00,473994.00,0.00
蒙恬,1150904,5211,-93507.00,,1237.00,,2,115,,,,351220.00,340743.00,0.00,10.64,26777.00,230710.00,320247.00,40566.00,112766.00,391786.00,10477.00,13789.00,161076.00,0.00
凌網,1150904,5212,166348.00,,1847.00,,2,115,,,,570512.00,557089.00,0.00,16.09,237718.00,1005805.00,346330.00,633918.00,42564.00,1204430.00,13423.00,396200.00,198625.00,0.00
亞昕,1150904,5213,2230985.00,,40978.00,,2,115,-31810.00,0.00,,15859288.00,14413400.00,1420000.00,20.02,42676310.00,64457261.00,7213343.00,54169654.00,4959904.00,70028942.00,1445888.00,11493344.00,5571681.00,0.00
萬達光電,1150904,5220,308659.00,,112.00,,2,115,-6131.00,0.00,,745144.00,745144.00,303000.00,18.93,319229.00,628319.00,396670.00,499219.00,45834.00,1244363.00,,179990.00,616044.00,0.00
安力-KY,1150904,5223,991753.00,,372703.00,,2,115,,0.00,,2371510.00,2371510.00,0.00,53.23,920692.00,1551989.00,445498.00,1330495.00,561556.00,3702005.00,,409803.00,2150016.00,0.00
立凱-KY,1150904,5227,-798068.00,,26982.00,,2,115,,0.00,,632064.00,632064.00,0.00,7.99,205016.00,496464.00,974150.00,246508.00,429000.00,878572.00,,41492.00,382108.00,11100000.00
鈺鎧,1150904,5228,124500.00,,3159.00,,2,115,,0.00,,579877.00,,0.00,15.24,220916.00,361042.00,380563.00,668368.00,71655.00,1248245.00,,447452.00,887203.00,0.00
雷笛克光學,1150904,5230,194170.00,,-69008.00,,2,115,-22864.00,,,1300510.00,1292484.00,1231000.00,23.61,643166.00,1173615.00,559768.00,1037774.00,630418.00,2338284.00,8026.00,394608.00,1164669.00,0.00
智晶,1150904,5245,-62509.00,,,,2,115,-84691.00,,,606664.00,606664.00,1830000.00,14.01,875201.00,647955.00,451271.00,1025898.00,302593.00,1632562.00,0.00,150697.00,984607.00,0.00
天鉞電,1150904,5251,34694.00,,-5622.00,,2,115,0.00,,,431409.00,431409.00,0.00,12.79,67243.00,426400.00,337334.00,78683.00,65003.00,510092.00,,11440.00,83692.00,0.00
智崴,1150904,5263,85994.00,,40662.00,,2,115,-309122.00,,,3834226.00,3834226.00,3000000.00,54.05,1803578.00,3282555.00,739369.00,2655522.00,3277323.00,6489748.00,,851944.00,3207193.00,0.00
笙科,1150904,5272,-58797.00,,84982.00,,2,115,,,,822576.00,,0.00,14.88,93489.00,285586.00,552761.00,166115.00,243630.00,988691.00,,72626.00,703105.00,0.00
信驊,1150904,5274,5946298.00,,-60387.00,,2,115,,,,7817109.00,7791478.00,0.00,206.11,6200544.00,12524335.00,415830.00,6509687.00,1489737.00,14326796.00,25631.00,309143.00,1802461.00,0.00
達輝-KY,1150904,5276,138556.00,,-117002.00,,2,115,,0.00,,520710.00,520710.00,0.00,13.18,300118.00,634295.00,395000.00,317085.00,104156.00,837795.00,,16967.00,203500.00,0.00
尚凡*,1150904,5278,267665.00,,143778.00,,2,115,-160669.00,0.00,,5188713.00,3664904.00,6767002.00,12.50,2771154.00,7904488.00,300000.00,3071872.00,3114130.00,8260585.00,1523809.00,300718.00,356097.00,0.00
數字,1150904,5287,1924220.00,,-234812.00,,2,115,,,,2795287.00,2778674.00,0.00,46.07,1317746.00,2046118.00,657386.00,1821877.00,431880.00,4617164.00,16613.00,504131.00,2571046.00,0.00
宜鼎,1150904,5289,20264304.00,,-204768.00,,2,115,,3800.00,,23512937.00,23288098.00,0.00,241.67,18023760.00,42054184.00,982824.00,22584370.00,2245738.00,46097307.00,224839.00,4560610.00,4043123.00,0.00
邑昇,1150904,5291,424815.00,,-20207.00,,2,115,0.00,,,996721.00,986673.00,0.00,24.73,900524.00,1351803.00,398906.00,1279357.00,183159.00,2276078.00,10048.00,378833.00,924275.00,0.00
杰力,1150904,5299,1139010.00,,3875.00,,2,115,,,,3321986.00,3321986.00,0.00,65.28,814931.00,2169334.00,508890.00,816966.00,1670211.00,4138952.00,,2035.00,1969618.00,0.00
寶得利,1150904,5301,-146791.00,,-3908.00,,2,115,,,,522272.00,508401.00,0.00,7.72,185252.00,632633.00,658903.00,217721.00,197.00,739993.00,13871.00,32469.00,107360.00,0.00
太欣,1150904,5302,-348427.00,,-10908.00,,2,115,,,,1242750.00,1240610.00,0.00,7.76,218553.00,24026.00,1598883.00,493591.00,1062.00,1736341.00,2140.00,275038.00,1712315.00,0.00
系統電,1150904,5309,204753.00,,-66522.00,,2,115,-31289.00,0.00,,5664427.00,5296450.00,895000.00,23.02,1130204.00,5052081.00,2309675.00,2786304.00,2879833.00,8450731.00,367977.00,1656100.00,3398650.00,601400.00
天剛,1150904,5310,45178.00,,0.00,,2,115,,,,334613.00,334613.00,0.00,11.56,23531.00,334148.00,289435.00,27212.00,0.00,361825.00,,3681.00,27677.00,0.00
寶島科,1150904,5312,2534309.00,,676425.00,,2,115,0.00,0.00,,4286442.00,4286442.00,0.00,71.37,3692204.00,6117851.00,600599.00,5686319.00,475109.00,9972761.00,0.00,1994115.00,3854910.00,0.00
世紀*,1150904,5314,1359814.00,,8691.00,,2,115,-197260.00,0.00,,4018234.00,1790931.00,2503000.00,6.19,3322244.00,3251388.00,602980.00,3949706.00,16706.00,7967940.00,2227303.00,627462.00,4716552.00,0.00
光聯,1150904,5315,735910.00,,-120593.00,,2,115,,,,1730245.00,1730245.00,0.00,16.27,531732.00,2033168.00,1063518.00,560434.00,51410.00,2290679.00,,28702.00,257511.00,0.00
美而快,1150904,5321,-35734.00,,54.00,,2,115,,,,842997.00,796901.00,0.00,13.38,1898512.00,1395306.00,595431.00,4021766.00,237150.00,4864763.00,46096.00,2123254.00,3469457.00,6363347.00
士開,1150904,5324,-595585.00,,-213065.00,,2,115,,,,1590891.00,1472625.00,0.00,6.51,6967083.00,9635431.00,2263791.00,9508292.00,17484.00,11099183.00,118266.00,2541209.00,1463752.00,0.00
華容,1150904,5328,213621.00,,320655.00,,2,115,,0.00,,2275746.00,2271071.00,0.00,13.15,616445.00,1852527.00,1727107.00,643889.00,9688.00,2919635.00,4675.00,27444.00,1067108.00,0.00
建榮,1150904,5340,423699.00,,,,2,115,,0.00,,2372639.00,,0.00,12.17,753284.00,1656811.00,1948940.00,759762.00,,3132401.00,,6478.00,1475590.00,0.00
立衛,1150904,5344,-234099.00,,-55000.00,,2,115,,,,505375.00,,0.00,6.36,81565.00,284355.00,794474.00,127719.00,,633094.00,,46154.00,348739.00,0.00
馥鴻,1150904,5345,-186647.00,,,,2,115,,,,212864.00,212864.00,0.00,5.63,1889.00,161281.00,377950.00,1889.00,21561.00,214753.00,,0.00,53472.00,0.00
世界,1150904,5347,24053146.00,,-1305279.00,,2,115,,,,92911231.00,62975637.00,0.00,33.53,50151915.00,67501485.00,18783396.00,126275603.00,21444374.00,219186834.00,29935594.00,76123688.00,151685349.00,0.00
正能量智能,1150904,5348,-39653.00,0.00,-591.00,,2,115,0.00,,,133305.00,108619.00,0.00,7.35,76497.00,187330.00,147759.00,100313.00,1104.00,233618.00,24686.00,23816.00,46288.00,0.00
鈺創,1150904,5351,1696287.00,,1363189.00,,2,115,,0.00,,7298034.00,7208757.00,0.00,21.94,3553336.00,8639037.00,3291941.00,4986306.00,857340.00,12284340.00,89277.00,1432970.00,3645303.00,172000.00
台林,1150904,5353,376614.00,,128366.00,,2,115,,,,1461860.00,1461860.00,0.00,19.29,732186.00,1416766.00,757650.00,826684.00,199230.00,2288544.00,,94498.00,871778.00,0.00
佳總,1150904,5355,-916400.00,,-22979.00,,2,115,,,,722323.00,722323.00,0.00,4.35,235326.00,614965.00,1661228.00,334960.00,474.00,1057283.00,0.00,99634.00,442318.00,0.00
協益,1150904,5356,3155538.00,,-165536.00,,2,115,,,,4387686.00,4387686.00,0.00,42.58,1306857.00,3398424.00,1030400.00,1700593.00,367284.00,6088279.00,,393736.00,2689855.00,0.00
力麗店,1150904,5364,-70673.00,,-72696.00,,2,115,,,,711271.00,691784.00,0.00,10.83,357428.00,488367.00,638499.00,399833.00,196654.00,1111104.00,19487.00,42405.00,622737.00,0.00
光譜,1150904,5381,79310.00,,65798.00,,2,115,,,,2374700.00,2305646.00,0.00,11.10,1488784.00,1602995.00,2076906.00,2752342.00,83632.00,5127042.00,69054.00,1263558.00,3524047.00,0.00
青雲,1150904,5386,2584494.00,,-5989.00,,2,115,,,,3198589.00,,0.00,88.65,5963422.00,9119907.00,541213.00,5964979.00,78871.00,9163568.00,,1557.00,43661.00,0.00
能率,1150904,5392,1431876.00,,-92411.00,,2,115,-5714.00,,,8152914.00,5794262.00,1028147.00,33.01,4828408.00,7794230.00,1800934.00,7442942.00,2659577.00,15595856.00,2358652.00,2614534.00,7801626.00,0.00
慕康生醫,1150904,5398,12099.00,,-53934.00,,2,115,,,,518673.00,518673.00,0.00,10.49,47426.00,289681.00,494655.00,52064.00,65853.00,570737.00,,4638.00,281056.00,0.00
中菲,1150904,5403,1461445.00,,-15721.00,,2,115,-64263.00,,,2531071.00,,688000.00,32.69,1845474.00,3162590.00,781207.00,2085090.00,368403.00,4616161.00,,239616.00,1453571.00,0.00
國眾,1150904,5410,589504.00,,20769.00,,2,115,,,,1603569.00,1603364.00,0.00,17.21,8597363.00,9266909.00,931386.00,8680783.00,61705.00,10284352.00,205.00,83420.00,1017443.00,854000.00
台半,1150904,5425,3580351.00,,-166954.00,,2,115,-732278.00,0.00,,10904134.00,7638359.00,18768750.00,31.21,7011541.00,12746453.00,2634854.00,11159358.00,2322386.00,22063492.00,3265775.00,4147817.00,9317039.00,0.00
振發,1150904,5426,818232.00,,-35478.00,,2,115,0.00,0.00,,2303442.00,2298688.00,0.00,15.99,631295.00,1627684.00,1438000.00,871704.00,77934.00,3175146.00,4754.00,240409.00,1547462.00,0.00
新門,1150904,5432,339232.00,,-27532.00,,2,115,,0.00,,518578.00,,0.00,25.07,112152.00,510797.00,206878.00,115016.00,,633594.00,,2864.00,122797.00,0.00
東友,1150904,5438,1254261.00,,861496.00,,2,115,,0.00,,3241122.00,3241122.00,0.00,28.80,404855.00,974615.00,1125365.00,451991.00,,3693113.00,,47136.00,2718498.00,0.00
高技,1150904,5439,2168282.00,,41.00,,2,115,,,,4034972.00,4034972.00,0.00,43.40,5303855.00,8992883.00,929767.00,8446600.00,936882.00,12481572.00,,3142745.00,3488689.00,10.00
均豪,1150904,5443,631778.00,,18168861.00,,2,115,-462609.00,0.00,,22556458.00,20256094.00,3668000.00,125.75,5968352.00,5384333.00,1647466.00,8142583.00,270598.00,30699041.00,2300364.00,2174231.00,25314708.00,0.00
南良,1150904,5450,276625.00,,196991.00,,2,115,,,,1798432.00,1798432.00,0.00,14.69,603274.00,1884447.00,1224032.00,1772122.00,100784.00,3570554.00,,1168848.00,1686107.00,0.00
佶優,1150904,5452,501588.00,0.00,54575.00,,2,115,-31487.00,0.00,,2438073.00,2173943.00,1000000.00,14.71,1733562.00,3820447.00,1487637.00,2214444.00,161630.00,4652517.00,264130.00,480882.00,832070.00,0.00
昇益,1150904,5455,679119.00,,25091.00,,2,115,,,,1362965.00,,0.00,20.81,4055956.00,5324433.00,655018.00,4056796.00,3737.00,5419761.00,,840.00,95328.00,0.00
宣德,1150904,5457,2148486.00,,265709.00,,2,115,,,,12047197.00,5515129.00,0.00,28.08,19873455.00,22288842.00,1964288.00,22112192.00,1136646.00,34159389.00,6532068.00,2238737.00,11870547.00,0.00
同協,1150904,5460,158534.00,,-15688.00,,2,115,,,,744426.00,744426.00,0.00,12.67,51405.00,586094.00,587781.00,78737.00,13799.00,823163.00,,27332.00,237069.00,0.00
霖宏,1150904,5464,338466.00,,,,2,115,,,,1320799.00,1320799.00,0.00,18.58,1702542.00,1987800.00,710715.00,2830263.00,271618.00,4151062.00,,1127721.00,2163262.00,0.00
富驊,1150904,5465,607104.00,,76748.00,,2,115,,,,3116221.00,2475947.00,0.00,16.77,1760600.00,4122402.00,1476826.00,1787644.00,315269.00,4903865.00,640274.00,27044.00,781463.00,0.00
凱鈺,1150904,5468,-148501.00,,-32000.00,,2,115,,,,563609.00,563609.00,0.00,9.57,103218.00,607729.00,589229.00,129128.00,154881.00,692737.00,,25910.00,85008.00,0.00
聰泰,1150904,5474,1560856.00,,,,2,115,0.00,0.00,,1959218.00,,0.00,49.28,573528.00,1386841.00,397569.00,629325.00,793.00,2588543.00,,55797.00,1201702.00,0.00
德宏,1150904,5475,-768612.00,,586462.00,,2,115,,,,1080707.00,1089120.00,0.00,8.57,833815.00,1600296.00,1271270.00,1892928.00,,2973635.00,-8413.00,1059113.00,1373339.00,0.00
智冠,1150904,5478,3492095.00,,154336.00,,2,115,-567008.00,,,9997147.00,8719387.00,6246414.00,58.20,9792070.00,15962939.00,1560743.00,10091993.00,4079221.00,20089140.00,1277760.00,299923.00,4126201.00,0.00
新華,1150904,5481,444040.00,,-176.00,,2,115,-65913.00,,,1172152.00,1172152.00,5000000.00,17.65,19901.00,471143.00,714029.00,330687.00,80172.00,1502839.00,,310786.00,1031696.00,0.00
中美晶,1150904,5483,23643332.00,,-6841260.00,,2,115,-4382100.00,0.00,,122728710.00,51130992.00,27050000.00,83.25,80498161.00,105676641.00,6412217.00,147767732.00,32298803.00,270496442.00,71597718.00,67269571.00,164819801.00,0.00
通泰,1150904,5487,233767.00,,5063.00,,2,115,,0.00,,521901.00,521901.00,0.00,21.55,29878.00,474203.00,242225.00,51134.00,40846.00,573035.00,,21256.00,98832.00,0.00
松普,1150904,5488,54486.00,,44297.00,,2,115,0.00,0.00,,1014644.00,1014644.00,0.00,11.08,387540.00,1292529.00,915861.00,431197.00,0.00,1445841.00,0.00,43657.00,153312.00,0.00
彩富,1150904,5489,1263296.00,,35.00,,2,115,-171768.00,,,2235628.00,2230502.00,4235000.00,22.65,571552.00,2002762.00,1027064.00,694762.00,111875.00,2930390.00,5126.00,123210.00,927628.00,0.00
