CompanyName,Date,SecuritiesCompanyCode,保留盈餘,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
瓦城,1150904,2729,605841.00,,-14710.00,,2,115,-140357.00,0.00,,2271694.00,2249457.00,754000.00,53.20,2691211.00,1243111.00,430408.00,4122983.00,1368275.00,6394677.00,22237.00,1431772.00,5151566.00,0.00
六角,1150904,2732,380497.00,,-20591.00,,2,115,-177744.00,,,2209900.00,1782012.00,1823000.00,39.87,2086732.00,2129804.00,465186.00,3601056.00,1134664.00,5810956.00,427888.00,1514324.00,3681152.00,0.00
易飛網,1150904,2734,-196110.00,,-4647.00,,2,115,,,,654775.00,654064.00,0.00,11.42,411848.00,706291.00,572598.00,463043.00,282223.00,1117818.00,711.00,51195.00,411527.00,0.00
富野,1150904,2736,-36331.00,,-56395.00,,2,115,,0.00,,1413308.00,1370054.00,0.00,17.13,305371.00,325363.00,799721.00,883978.00,663059.00,2297286.00,43254.00,578607.00,1971923.00,0.00
華軒,1150904,2740,-96088.00,,-13.00,,2,115,,,,128296.00,128296.00,0.00,7.65,16077.00,137141.00,167620.00,45163.00,56777.00,173459.00,,29086.00,36318.00,0.00
山富,1150904,2743,453123.00,,,,2,115,,,,1134883.00,1134883.00,0.00,24.24,1870040.00,2456993.00,468152.00,2178396.00,213608.00,3313279.00,,308356.00,856286.00,0.00
五福,1150904,2745,456015.00,,,,2,115,,,,918269.00,918269.00,0.00,27.16,1765573.00,2798346.00,338085.00,2117091.00,124169.00,3035360.00,,351518.00,237014.00,0.00
王座,1150904,2751,71046.00,,-53.00,,2,115,,,,502275.00,434048.00,0.00,21.85,427597.00,448396.00,198144.00,762787.00,164911.00,1265062.00,68227.00,335190.00,816666.00,53750.00
豆府,1150904,2752,495960.00,,-8388.00,,2,115,,,,1261381.00,1238497.00,0.00,46.40,640314.00,1173627.00,266939.00,1049129.00,483986.00,2310510.00,22884.00,408815.00,1136883.00,0.00
亞洲藏壽司,1150904,2754,772855.00,,2351.00,,2,115,,,,1827401.00,1827401.00,0.00,38.96,1121064.00,903953.00,469110.00,3301064.00,583085.00,5128465.00,,2180000.00,4224512.00,40000.00
揚秦,1150904,2755,360409.00,,2500.00,,2,115,,,,1105716.00,1105716.00,0.00,29.45,709849.00,1054651.00,467925.00,1281857.00,274882.00,2387573.00,,572008.00,1332922.00,166087.00
聯發國際,1150904,2756,135837.00,,10192.00,,2,115,-27904.00,,,558186.00,549403.00,353000.00,22.66,534726.00,674119.00,245976.00,758133.00,185302.00,1316319.00,8783.00,223407.00,642200.00,0.00
滿心,1150904,2916,431194.00,,-1903.00,,2,115,,0.00,,1539226.00,,0.00,23.82,359427.00,1240749.00,646269.00,427808.00,463666.00,1967034.00,,68381.00,726285.00,0.00
宏太-KY,1150904,2924,-274951.00,,-815.00,,2,115,,,,451987.00,451987.00,0.00,8.69,581053.00,993743.00,520359.00,582444.00,207394.00,1034431.00,,1391.00,40688.00,0.00
誠品生活,1150904,2926,19123.00,,43244.00,,2,115,,0.00,,621489.00,615385.00,0.00,12.99,5234554.00,4472932.00,473897.00,14144506.00,79121.00,14765995.00,6104.00,8909952.00,10293063.00,0.00
集雅社,1150904,2937,482569.00,,,,2,115,,0.00,,1097669.00,1097669.00,0.00,25.21,1922527.00,2204649.00,478962.00,1953872.00,136138.00,3051541.00,,31345.00,846892.00,0.00
米斯特,1150904,2941,41263.00,,-535.00,,2,115,,0.00,,346000.00,,0.00,22.48,221117.00,405383.00,153900.00,399120.00,151372.00,745120.00,,178003.00,339737.00,0.00
振宇五金,1150904,2947,283680.00,,-15744.00,,2,115,,0.00,,817864.00,817864.00,0.00,38.05,768296.00,879039.00,236424.00,2278485.00,313504.00,3096349.00,,1510189.00,2217310.00,0.00
寶陞,1150904,2948,257135.00,,42127.00,,2,115,,,,1019859.00,1019859.00,0.00,32.90,1000741.00,1901179.00,320000.00,1377759.00,400597.00,2397618.00,,377018.00,496439.00,0.00
欣新網,1150904,2949,369432.00,,-1815.00,,2,115,-65278.00,,,1197004.00,1061367.00,785000.00,35.55,1790098.00,2884574.00,306411.00,1990287.00,452617.00,3187291.00,135637.00,200189.00,302717.00,0.00
泰偉,1150904,3064,-86931.00,,6965.00,,2,115,,,,55109.00,50923.00,0.00,3.91,80454.00,49565.00,130115.00,247978.00,774.00,303087.00,4186.00,167524.00,253522.00,0.00
李洲,1150904,3066,326060.00,,473316.00,,2,115,,,,1766367.00,1663218.00,0.00,20.02,538025.00,1196087.00,830706.00,636122.00,33136.00,2402489.00,103149.00,98097.00,1206402.00,0.00
全域,1150904,3067,29687.00,,0.00,,2,115,,,,247897.00,247897.00,0.00,12.39,7529.00,62137.00,200000.00,57713.00,18210.00,305610.00,,50184.00,243473.00,0.00
協禧,1150904,3071,363951.00,,14509.00,,2,115,,0.00,,2007486.00,1542832.00,0.00,14.03,1914173.00,3043926.00,1100000.00,2216572.00,64372.00,4224058.00,464654.00,302399.00,1180132.00,0.00
天方能源,1150904,3073,6092.00,,-33315.00,,2,115,,,,669617.00,669079.00,0.00,16.93,1217669.00,392115.00,395111.00,1679556.00,301191.00,2349173.00,538.00,461887.00,1957058.00,0.00
僑威,1150904,3078,4221874.00,,117470.00,,2,115,,,,6827809.00,6827809.00,0.00,30.03,3047395.00,8338002.00,2273911.00,3689674.00,214554.00,10517483.00,,642279.00,2179481.00,0.00
聯亞,1150904,3081,1904344.00,,-3154.00,,2,115,,,,4718906.00,,0.00,51.01,1163237.00,3350420.00,1017690.00,1498638.00,1800026.00,6217544.00,,335401.00,2867124.00,0.00
網龍,1150904,3083,29326.00,,42141.00,,2,115,,,,1327338.00,1295401.00,0.00,14.98,132555.00,758123.00,864869.00,144607.00,359065.00,1471945.00,31937.00,12052.00,713822.00,0.00
新零售,1150904,3085,-309637.00,,5831.00,,2,115,,,,386387.00,386387.00,0.00,5.60,95311.00,340067.00,690193.00,102576.00,0.00,488963.00,,7265.00,148896.00,0.00
華義*,1150904,3086,-536.00,,-156.00,,2,115,,,,306234.00,301217.00,0.00,1.10,30802.00,224633.00,272710.00,32257.00,29199.00,338491.00,5017.00,1455.00,113858.00,0.00
艾訊,1150904,3088,3009503.00,,67365.00,,2,115,,,,5616908.00,5550699.00,0.00,50.00,2417612.00,5801856.00,1309676.00,2853595.00,1164155.00,8470503.00,66209.00,435983.00,2668647.00,2366838.00
港建*,1150904,3093,612870.00,,552746.00,,2,115,,,,1573174.00,1573174.00,0.00,10.84,768130.00,1384024.00,362888.00,774439.00,44670.00,2347613.00,0.00,6309.00,963589.00,0.00
及成,1150904,3095,-67011.00,,16563.00,,2,115,,0.00,,201195.00,201195.00,0.00,12.43,366856.00,459514.00,161800.00,840302.00,89843.00,1041497.00,,473446.00,581983.00,0.00
穩懋,1150904,3105,19658326.00,,9853774.00,,2,115,,,,44247292.00,43810424.00,0.00,103.34,9749518.00,15780547.00,4239404.00,19242669.00,10058920.00,63489961.00,436868.00,9493151.00,47709414.00,0.00
好德,1150904,3114,717592.00,,215268.00,,2,115,-17161.00,,,1644987.00,1644987.00,700000.00,25.53,1027298.00,2228666.00,677226.00,1051644.00,52062.00,2696631.00,,24346.00,467965.00,0.00
富榮綱,1150904,3115,-185121.00,,3987.00,,2,115,,,,540842.00,540842.00,0.00,7.49,54056.00,589815.00,721976.00,62646.00,,603488.00,,8590.00,13673.00,0.00
進階,1150904,3118,159003.00,,,,2,115,,0.00,,539580.00,,0.00,16.63,248660.00,450624.00,324529.00,259497.00,56048.00,799077.00,,10837.00,348453.00,0.00
笙泉,1150904,3122,-85485.00,,308.00,,2,115,,,,323678.00,323678.00,0.00,7.94,84590.00,221032.00,407948.00,87395.00,907.00,411073.00,,2805.00,190041.00,7092.00
昇銳,1150904,3128,128140.00,,,,2,115,0.00,,,799404.00,779798.00,0.00,16.48,719793.00,701411.00,501565.00,1150004.00,150093.00,1949408.00,19606.00,430211.00,1247997.00,0.00
弘塑,1150904,3131,2741306.00,,167843.00,,2,115,-2910002.00,0.00,,3186836.00,3158762.00,1100000.00,109.94,8365937.00,10912045.00,298316.00,12169991.00,2861299.00,15356827.00,28074.00,3804054.00,4444782.00,572696.00
晶宏,1150904,3141,1568010.00,,80275.00,,2,115,-62495.00,,,2836411.00,2759146.00,1074000.00,37.09,1014429.00,1928386.00,754607.00,1266006.00,418749.00,4102417.00,77265.00,251577.00,2174031.00,0.00
大綜,1150904,3147,1264281.00,,-4085.00,,2,115,,0.00,,1935443.00,1934214.00,0.00,44.27,6559755.00,7864300.00,436868.00,6586470.00,237150.00,8521913.00,1229.00,26715.00,657613.00,0.00
璟德,1150904,3152,2682072.00,,0.00,,2,115,,,,3645766.00,,0.00,93.44,754917.00,2678191.00,390162.00,768649.00,573532.00,4414415.00,,13732.00,1736224.00,0.00
嘉實,1150904,3158,306663.00,,-6714.00,,2,115,,,,954281.00,954268.00,0.00,31.15,319628.00,771001.00,306382.00,385537.00,347937.00,1339818.00,13.00,65909.00,568817.00,0.00
精確,1150904,3162,247538.00,,163652.00,,2,115,-4427.00,0.00,,4201697.00,4115494.00,95000.00,26.68,7458034.00,7267828.00,1543411.00,8563230.00,2165320.00,12764927.00,86203.00,1105196.00,5497099.00,0.00
波若威,1150904,3163,1766178.00,,-27792.00,,2,115,,0.00,,3286121.00,3286121.00,0.00,40.80,957658.00,3588763.00,946353.00,1102550.00,601382.00,4388671.00,,144892.00,799908.00,0.00
亞信,1150904,3169,653949.00,,-11543.00,,2,115,,,,1768914.00,1768914.00,0.00,27.94,407951.00,2025306.00,633070.00,418379.00,493438.00,2187293.00,,10428.00,161987.00,0.00
炎洲流通,1150904,3171,250805.00,,12364.00,,2,115,-195339.00,0.00,,699684.00,563209.00,3000000.00,18.70,1085344.00,1367445.00,331181.00,1136608.00,164198.00,1836292.00,136475.00,51264.00,468847.00,0.00
基亞,1150904,3176,-132161.00,,-10025.00,,2,115,,0.00,,4710211.00,1476693.00,0.00,10.60,683231.00,3850388.00,1393068.00,2191363.00,225811.00,6901574.00,3233518.00,1508132.00,3051186.00,0.00
公準,1150904,3178,587065.00,,458.00,,2,115,,0.00,,1216114.00,1209106.00,0.00,26.84,719559.00,1057353.00,450500.00,1554687.00,171083.00,2770801.00,7008.00,835128.00,1713448.00,0.00
鑫龍騰,1150904,3188,1225289.00,,0.00,,2,115,,,,3363764.00,3363764.00,0.00,17.79,5355439.00,10296606.00,1890878.00,6948346.00,247597.00,10312110.00,,1592907.00,15504.00,755599.00
雲嘉南,1150904,3191,-195306.00,,-61.00,,2,115,,,,243992.00,243992.00,0.00,5.60,43781.00,222582.00,435974.00,138158.00,3385.00,382150.00,,94377.00,159568.00,0.00
佰研,1150904,3205,-47891.00,,3103.00,,2,115,,0.00,,1002939.00,1001080.00,0.00,14.82,133284.00,882123.00,675456.00,134443.00,370412.00,1137382.00,1859.00,1159.00,255259.00,0.00
志豐,1150904,3206,716951.00,,49624.00,,2,115,0.00,0.00,,1716695.00,1554125.00,0.00,26.38,1369157.00,2733657.00,589167.00,1499720.00,198383.00,3216415.00,162570.00,130563.00,482758.00,0.00
耀勝,1150904,3207,-60647.00,,236855.00,,2,115,-1280.00,,,3627313.00,1704340.00,20000.00,25.67,2324048.00,1793873.00,664222.00,2566580.00,865190.00,6193893.00,1922973.00,242532.00,4400020.00,0.00
順達,1150904,3211,5152695.00,,-205329.00,,2,115,,,,8959923.00,8959923.00,0.00,58.04,9117032.00,13068580.00,1543870.00,9903837.00,2468687.00,18863760.00,0.00,786805.00,5795180.00,0.00
茂訊,1150904,3213,2917224.00,,325620.00,,2,115,,0.00,,3943464.00,3904080.00,0.00,66.53,1536307.00,4616376.00,586855.00,1693273.00,74381.00,5636737.00,39384.00,156966.00,1020361.00,0.00
優群,1150904,3217,1825829.00,,1270841.00,,2,115,0.00,0.00,,4849413.00,4849413.00,0.00,53.82,2197334.00,4420923.00,901042.00,2276103.00,851701.00,7125516.00,,78769.00,2704593.00,0.00
大學光,1150904,3218,2534895.00,,109710.00,,2,115,,,,3903660.00,3873778.00,0.00,45.72,1393210.00,1899083.00,847249.00,2495761.00,381924.00,6399421.00,29882.00,1102551.00,4500338.00,0.00
倚強科,1150904,3219,555897.00,,15291.00,,2,115,,,,1862907.00,1519451.00,0.00,21.17,1364221.00,2599691.00,717809.00,1574265.00,230454.00,3437172.00,343456.00,210044.00,837481.00,0.00
台嘉碩,1150904,3221,674135.00,,-273157.00,,2,115,,0.00,,2215722.00,2159839.00,0.00,20.56,776032.00,1879333.00,1050621.00,964216.00,708240.00,3179938.00,55883.00,188184.00,1300605.00,0.00
三顧,1150904,3224,-343560.00,,10495.00,,2,115,-1864.00,0.00,,2656121.00,1392537.00,40000.00,17.82,641104.00,2055968.00,781726.00,1155791.00,945740.00,3811912.00,1263584.00,514687.00,1755944.00,0.00
龍鋒,1150904,3226,1201817.00,,-3251.00,,2,115,,,,1857776.00,,0.00,28.83,577488.00,1105120.00,644306.00,610401.00,14904.00,2468177.00,,32913.00,1363057.00,0.00
原相,1150904,3227,5990738.00,,3739341.00,,2,115,,,,15162336.00,15122518.00,0.00,99.53,3985896.00,12386739.00,1519381.00,4413655.00,3873058.00,19575991.00,39818.00,427759.00,7189252.00,0.00
金麗科,1150904,3228,-328135.00,,-24171.00,,2,115,,0.00,,680588.00,,0.00,9.46,107730.00,320690.00,719375.00,112038.00,313519.00,792626.00,,4308.00,471936.00,0.00
錦明,1150904,3230,-213211.00,0.00,-55935.00,,2,115,-50503.00,0.00,0.00,891491.00,891491.00,895000.00,10.47,312933.00,816858.00,860109.00,397815.00,351031.00,1289306.00,0.00,84882.00,472448.00,0.00
昱捷,1150904,3232,45063.00,,15633.00,,2,115,,0.00,,690916.00,690916.00,0.00,14.84,359802.00,870228.00,465679.00,503316.00,164541.00,1194232.00,,143514.00,324004.00,0.00
光環,1150904,3234,-717275.00,,-8247.00,,2,115,,0.00,,712008.00,696053.00,0.00,6.24,350724.00,690735.00,1114747.00,547861.00,306828.00,1259869.00,15955.00,197137.00,569134.00,0.00
千如,1150904,3236,367665.00,,191302.00,,2,115,,,,1790036.00,1790036.00,0.00,17.05,1026594.00,1506200.00,1050006.00,1699853.00,181063.00,3489889.00,,673259.00,1983689.00,0.00
海灣,1150904,3252,1144288.00,,28500.00,,2,115,,,,2005422.00,1956956.00,0.00,38.99,340619.00,563382.00,501958.00,1968959.00,282210.00,3974381.00,48466.00,1628340.00,3410999.00,0.00
鑫創,1150904,3259,-391311.00,,0.00,,2,115,,,,338348.00,,0.00,4.64,96201.00,375278.00,729659.00,148566.00,0.00,486914.00,,52365.00,111636.00,0.00
威剛,1150904,3260,27208975.00,,-741435.00,,2,115,-1339683.00,0.00,,41047860.00,39363650.00,9914000.00,121.53,44675912.00,81060106.00,3338099.00,69608962.00,10897694.00,110656822.00,1684210.00,24933050.00,29596716.00,0.00
欣銓,1150904,3264,13284873.00,,322988.00,,2,115,-126772.00,0.00,,19626979.00,19626979.00,16250750.00,41.41,10245747.00,9024162.00,4901701.00,21706278.00,1244189.00,41333257.00,,11460531.00,32309095.00,0.00
台星科,1150904,3265,4484154.00,,103703.00,,2,115,,0.00,,6316717.00,6316717.00,0.00,46.36,2170051.00,4426203.00,1362617.00,4453508.00,366243.00,10770225.00,,2283457.00,6344022.00,0.00
海德威,1150904,3268,34117.00,,13979.00,,2,115,,,,481161.00,481161.00,0.00,13.86,428360.00,596872.00,347208.00,525228.00,85857.00,1006389.00,,96868.00,409517.00,0.00
東碩,1150904,3272,-242646.00,,40547.00,,2,115,-33580.00,0.00,,882915.00,882915.00,1275000.00,14.74,3449232.00,2345536.00,611768.00,3781638.00,506826.00,4664553.00,,332406.00,2319017.00,0.00
宇環,1150904,3276,115801.00,,26692.00,,2,115,,0.00,,926880.00,868407.00,0.00,12.46,517826.00,440613.00,697127.00,630742.00,28787.00,1557622.00,58473.00,112916.00,1117009.00,0.00
太普高,1150904,3284,335241.00,,-19695.00,,2,115,0.00,,,1863550.00,1554173.00,0.00,14.33,748704.00,2459154.00,1084825.00,1815198.00,153802.00,3678748.00,309377.00,1066494.00,1219594.00,0.00
微端,1150904,3285,184027.00,,-11937.00,,2,115,,,,643492.00,625914.00,0.00,14.65,664162.00,1131669.00,427353.00,697962.00,26471.00,1341454.00,17578.00,33800.00,209785.00,0.00
廣寰科,1150904,3287,354459.00,,-78.00,,2,115,,,,880306.00,810345.00,0.00,18.43,438216.00,1182506.00,439705.00,439584.00,16259.00,1319890.00,69961.00,1368.00,137384.00,0.00
點晶,1150904,3288,-75811.00,,11294.00,,2,115,,,,105882.00,107264.00,0.00,6.55,59663.00,161719.00,163800.00,86381.00,7981.00,192263.00,-1382.00,26718.00,30544.00,0.00
宜特,1150904,3289,673841.00,,-51127.00,,2,115,0.00,,,4746979.00,4746979.00,0.00,54.72,2042581.00,3071837.00,867464.00,3892083.00,3256801.00,8639062.00,0.00,1849502.00,5567225.00,0.00
東浦,1150904,3290,1155285.00,,-74750.00,,2,115,,0.00,,2498849.00,2498849.00,0.00,27.70,1965256.00,3595660.00,902150.00,3857626.00,516164.00,6356475.00,,1892370.00,2760815.00,0.00
鈊象,1150904,3293,11834636.00,,145413.00,,2,115,,,,15118892.00,15115348.00,0.00,53.64,18412412.00,28101070.00,2818016.00,18496423.00,317283.00,33615315.00,3544.00,84011.00,5514245.00,0.00
英濟,1150904,3294,-71592.00,,208602.00,,2,115,,0.00,,2386865.00,2349686.00,0.00,17.80,1408062.00,3571076.00,1320159.00,3033483.00,892517.00,5420348.00,37179.00,1625421.00,1849272.00,0.00
杭特,1150904,3297,132392.00,,,,2,115,0.00,0.00,,605498.00,605498.00,0.00,16.80,142055.00,282648.00,360494.00,144811.00,112612.00,750309.00,0.00,2756.00,467661.00,0.00
岱稜,1150904,3303,1034877.00,,9767.00,,2,115,-27093.00,0.00,,2390108.00,2371789.00,554000.00,25.36,1144502.00,2610639.00,940906.00,1936184.00,413332.00,4326292.00,18319.00,791682.00,1715653.00,0.00
鼎天,1150904,3306,241404.00,,2816089.00,,2,115,,,,4045000.00,,0.00,79.93,445820.00,1004741.00,506077.00,448023.00,481430.00,4493023.00,,2203.00,3488282.00,0.00
佳穎,1150904,3310,821648.00,,107965.00,,2,115,,0.00,,1808621.00,1804446.00,0.00,24.08,4340284.00,5541734.00,749485.00,4842862.00,125348.00,6651483.00,4175.00,502578.00,1109749.00,0.00
斐成,1150904,3313,-695359.00,,-1392.00,,2,115,,0.00,,2186372.00,2186357.00,0.00,9.89,1141858.00,3358168.00,2211338.00,1524735.00,671770.00,3711107.00,15.00,382877.00,352939.00,0.00
尼克森,1150904,3317,1720357.00,,-1554.00,,2,115,,0.00,,3379503.00,3294851.00,0.00,36.61,732371.00,3584664.00,900000.00,817668.00,676048.00,4197171.00,84652.00,85297.00,612507.00,0.00
建舜電,1150904,3322,-134555.00,,80948.00,,2,115,,0.00,,1581089.00,1580995.00,0.00,11.49,1633509.00,1745624.00,1375822.00,1982364.00,258780.00,3563453.00,94.00,348855.00,1817829.00,0.00
加百裕,1150904,3323,256899.00,,37547.00,,2,115,,,,2463068.00,2391287.00,0.00,24.01,1983318.00,3933186.00,995933.00,2095309.00,1100908.00,4558377.00,71781.00,111991.00,625191.00,0.00
雙鴻,1150904,3324,8571189.00,,186823.00,,2,115,0.00,0.00,,13852556.00,13264321.00,0.00,142.51,13308314.00,24477198.00,930768.00,20049278.00,3575541.00,33901834.00,588235.00,6740964.00,9424636.00,0.00
旭品,1150904,3325,-438829.00,,65006.00,,2,115,,,,1025431.00,974171.00,0.00,8.84,644977.00,1069811.00,1101686.00,723149.00,246308.00,1748580.00,51260.00,78172.00,678769.00,0.00
幸康,1150904,3332,1199580.00,,28726.00,,2,115,,0.00,,1890051.00,1890051.00,0.00,39.29,693569.00,1919316.00,481042.00,727374.00,180703.00,2617425.00,,33805.00,698109.00,0.00
泰谷,1150904,3339,-252244.00,,,,2,115,-8754.00,0.00,,737513.00,734189.00,281000.00,11.08,630399.00,886460.00,665683.00,795351.00,329504.00,1532864.00,3324.00,164952.00,646404.00,0.00
寶德,1150904,3349,-238944.00,,-2998.00,,2,115,,0.00,,306441.00,306441.00,0.00,6.65,183823.00,387131.00,460716.00,234770.00,87667.00,541211.00,,50947.00,154080.00,0.00
律勝,1150904,3354,62230.00,,-20663.00,,2,115,,0.00,,777153.00,777153.00,0.00,11.08,32270.00,352416.00,701124.00,98565.00,34462.00,875718.00,,66295.00,523302.00,0.00
臺慶科,1150904,3357,5094915.00,,1901062.00,,2,115,,0.00,,11713717.00,11462940.00,0.00,98.49,3897423.00,7342301.00,1163857.00,4999667.00,3303106.00,16713384.00,250777.00,1102244.00,9371083.00,0.00
尚立,1150904,3360,1957.00,,3665.00,,2,115,,,,816991.00,827560.00,0.00,10.83,3955423.00,4517752.00,764021.00,4183342.00,57917.00,5000333.00,-10569.00,227919.00,482581.00,0.00
先進光,1150904,3362,473990.00,,39239.00,,2,115,,0.00,,3917938.00,3918018.00,0.00,26.57,2788565.00,4168654.00,1474455.00,6954093.00,1930334.00,10872031.00,-80.00,4165528.00,6703377.00,0.00
上詮,1150904,3363,141591.00,,-222107.00,,2,115,,0.00,,5717152.00,5717152.00,0.00,50.31,613432.00,5361359.00,1136406.00,713835.00,4661262.00,6430987.00,,100403.00,1069628.00,0.00
典範,1150904,3372,-402494.00,,0.00,,2,115,,0.00,,1483730.00,,0.00,8.46,286733.00,823426.00,1753240.00,366347.00,132984.00,1850077.00,,79614.00,1026651.00,0.00
熱映,1150904,3373,283955.00,,-61896.00,,2,115,,,,787024.00,787024.00,0.00,16.53,72051.00,645310.00,476188.00,72496.00,88777.00,859520.00,,445.00,214210.00,0.00
精材,1150904,3374,6749876.00,,,,2,115,,,,9859943.00,,0.00,36.33,4524322.00,8065374.00,2713643.00,8535572.00,396424.00,18395515.00,,4011250.00,10330141.00,0.00
彬台,1150904,3379,33831.00,,121336.00,,2,115,,0.00,,605599.00,605599.00,0.00,15.92,567551.00,660568.00,380417.00,572572.00,70015.00,1178171.00,,5021.00,517603.00,0.00
崇越電,1150904,3388,2125431.00,,344992.00,,2,115,,,,5116891.00,4956239.00,0.00,63.74,1712308.00,6252415.00,777529.00,2548040.00,1708287.00,7664931.00,160652.00,835732.00,1412516.00,0.00
旭軟,1150904,3390,9885.00,,155491.00,,2,115,,,,1433545.00,1433545.00,0.00,18.07,537458.00,1308830.00,793297.00,732692.00,474872.00,2166237.00,0.00,195234.00,857407.00,0.00
漢科,1150904,3402,1297248.00,,32297.00,,2,115,,,,2114834.00,2114834.00,0.00,28.95,4686001.00,5551669.00,730476.00,4876471.00,54813.00,6991305.00,,190470.00,1439636.00,0.00
奇鈦科,1150904,3430,678092.00,,8525.00,,2,115,,,,1185550.00,1185550.00,0.00,35.16,407635.00,1189543.00,337161.00,664501.00,161772.00,1850051.00,,256866.00,660508.00,0.00
哲固,1150904,3434,42458.00,,-4048.00,,2,115,,0.00,,466103.00,466103.00,0.00,13.04,190935.00,453001.00,357547.00,247183.00,70146.00,713286.00,,56248.00,260285.00,0.00
類比科,1150904,3438,565800.00,,1140697.00,,2,115,,0.00,,2760374.00,,0.00,58.52,295691.00,1323992.00,471658.00,585810.00,582219.00,3346184.00,,290119.00,2022192.00,0.00
聯一光電,1150904,3441,345412.00,,25600.00,,2,115,,,,843984.00,829052.00,0.00,20.71,248174.00,1027110.00,400399.00,306452.00,57641.00,1150436.00,14932.00,58278.00,123326.00,0.00
利機,1150904,3444,372752.00,,-34445.00,,2,115,,,,1049382.00,1049382.00,0.00,23.32,602450.00,1188760.00,449969.00,615530.00,261106.00,1664912.00,,13080.00,476152.00,0.00
由田,1150904,3455,1616541.00,,-6429.00,,2,115,,,,2399588.00,2399588.00,0.00,40.09,1294845.00,2317231.00,598507.00,1751995.00,190969.00,4151583.00,,457150.00,1834352.00,0.00
進泰電子,1150904,3465,118215.00,,27228.00,,2,115,,0.00,,820008.00,782045.00,0.00,22.14,1555369.00,1572877.00,353298.00,1829398.00,283304.00,2649406.00,37963.00,274029.00,1076529.00,0.00
德晉,1150904,3466,-45921.00,,-85530.00,,2,115,,0.00,,1411692.00,1411692.00,0.00,18.12,267425.00,1213602.00,778921.00,384694.00,764222.00,1796386.00,,117269.00,582784.00,0.00
台灣精材,1150904,3467,112237.00,,,,2,115,,,,603822.00,,0.00,19.41,229434.00,529520.00,311066.00,352798.00,180519.00,956620.00,,123364.00,427100.00,0.00
安勤,1150904,3479,1478659.00,0.00,-11458.00,,2,115,-36264.00,,0.00,3911082.00,3317914.00,440201.00,45.96,4064038.00,6328452.00,726320.00,5267683.00,1160657.00,9178765.00,593168.00,1203645.00,2850313.00,0.00
力致,1150904,3483,1469136.00,,144540.00,,2,115,-92248.00,,,4872794.00,4872794.00,1000000.00,49.70,4095448.00,6836291.00,990493.00,4644368.00,2360873.00,9517162.00,,548920.00,2680871.00,0.00
崧騰,1150904,3484,1468037.00,,133352.00,,2,115,,,,3288669.00,3251000.00,0.00,41.24,1565035.00,4008303.00,788282.00,2041620.00,861329.00,5330289.00,37669.00,476585.00,1321986.00,0.00
敘豐,1150904,3485,904286.00,,-10605.00,,2,115,,,,2405420.00,2405420.00,0.00,62.48,504667.00,2550506.00,385009.00,512639.00,1126730.00,2918059.00,,7972.00,367553.00,0.00
森寶,1150904,3489,17161.00,,,,2,115,,0.00,,936420.00,936420.00,0.00,10.35,3287907.00,4035493.00,904522.00,3291165.00,14737.00,4227585.00,,3258.00,192092.00,0.00
單井,1150904,3490,690045.00,,-3547.00,,2,115,,,,1581517.00,1581517.00,0.00,28.75,513780.00,957230.00,550065.00,893138.00,344954.00,2474655.00,,379358.00,1517425.00,0.00
昇達科,1150904,3491,963357.00,,264407.00,,2,115,,,,4541252.00,4541213.00,0.00,66.00,1528879.00,4023276.00,688051.00,2702360.00,2625398.00,7243612.00,39.00,1173481.00,3220336.00,0.00
長盛,1150904,3492,270463.00,,-2382.00,,2,115,0.00,0.00,,643184.00,643184.00,0.00,18.10,312843.00,728976.00,355316.00,357747.00,19787.00,1000931.00,,44904.00,271955.00,0.00
陽程,1150904,3498,609539.00,,-54674.00,,2,115,-28951.00,,,2493544.00,2492897.00,862000.00,41.27,2657458.00,4482683.00,612730.00,2857413.00,1354253.00,5350957.00,647.00,199955.00,868274.00,0.00
環天科,1150904,3499,-141082.00,,-9086.00,,2,115,0.00,0.00,,427978.00,427978.00,0.00,7.79,230086.00,376646.00,549706.00,243785.00,28440.00,671763.00,0.00,13699.00,295117.00,0.00
位速,1150904,3508,-2608763.00,,-27187.00,,2,115,-56294.00,,,463913.00,549455.00,1076366.00,5.10,1797071.00,942678.00,1088667.00,2301135.00,2153032.00,2765048.00,-85542.00,504064.00,1822370.00,0.00
矽瑪,1150904,3511,-6747.00,,10667.00,,2,115,,,,1763923.00,1273612.00,0.00,15.93,644781.00,1233391.00,799729.00,764400.00,469963.00,2528323.00,490311.00,119619.00,1294932.00,0.00
皇龍,1150904,3512,379144.00,,0.00,,2,115,,,,2502316.00,2502316.00,0.00,22.13,3815912.00,6264271.00,1130724.00,3825994.00,992448.00,6328310.00,,10082.00,64039.00,0.00
亞帝歐,1150904,3516,117198.00,,-37233.00,,2,115,,,,1699494.00,1561856.00,0.00,26.22,506662.00,767394.00,595609.00,1288839.00,886282.00,2988333.00,137638.00,782177.00,2220939.00,0.00
