保留盈餘,保留盈餘（或累積虧損）,公司代號,公司名稱,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,市場,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
705815,,1240,茂生農經,,106737,,2,上櫃,114,,,,1444336,,1400083,,0,,33.87,577501,1094492,442324,648384,145207,2092720,44253,70883,998228,0
950237,,1259,安心,,273214,,2,上櫃,114,,0,,2369798,,2357162,,0,,72.78,2087891,1261152,323895,3952339,809816,6322137,12636,1864448,5060985,0
2241120,,1264,德麥,,-99570,,2,上櫃,114,0,,,3889785,,3185693,,0,,85.98,1369519,2959380,370524,1443767,673619,5333552,704092,74248,2374172,0
601435,,1268,漢來美食,,12304,,2,上櫃,114,,,,2159310,,2159310,,0,,51.14,2210364,2412341,422237,4792067,1123334,6951377,,2581703,4539036,0
200729,,1294,漢田生技,,,,2,上櫃,114,-28361,,,803164,,800116,,300000,,28.66,313839,629741,331457,401672,296291,1204836,3048,87833,575095,590000
505674,,1295,生合,,-28272,,2,上櫃,114,,0,,1224315,,1224315,,0,,35.51,535898,880676,344748,1527637,402165,2751952,,991739,1871276,0
533549,,1336,台翰,,-249103,,2,上櫃,114,,0,,1737461,,1737461,,0,,22.39,973876,1170173,776144,1272796,676871,3010257,,298920,1840084,0
5249148,,1565,精華,,1765,,2,上櫃,114,,0,,6281078,,6281078,,0,,124.58,1456377,4210106,504165,1706444,526000,7987522,,250067,3777416,0
240269,,1569,濱川,,-295911,,2,上櫃,114,,,,2335460,,2192263,,0,,18.05,2749322,3107593,1214474,3596259,1033431,5931719,143197,846937,2824126,0
416834,,1570,力肯,,39371,,2,上櫃,114,,0,,971213,,971213,,0,,18.86,188427,866182,515008,198082,,1169295,0,9655,303113,0
2365870,,1580,新麥,,-292220,,2,上櫃,114,-128543,,,2801407,,2654236,,891000,,53.80,1300538,2581971,502302,1511832,206827,4313239,147171,211294,1731268,0
449929,,1584,精剛,,-57781,,2,上櫃,114,,0,,4832029,,4761288,,0,,20.48,1644649,3705568,2324705,2813358,2044435,7645387,70741,1168709,3939819,0
299880,,1586,和勤,,-196794,,2,上櫃,114,-220324,0,,1783942,,1783942,,5554000,,17.61,792053,1804343,1068495,1866082,832685,3650024,,1074029,1845681,0
