保留盈餘,保留盈餘（或累積虧損）,公司代號,公司名稱,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,市場,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
542035,,1240,茂生農經,,502792,,2,上櫃,113,,,,1653044,,1603421,,0,,40.73,732156,1521925,413387,798828,145207,2451872,49623,66672,929947,0
947236,,1259,安心,,414506,,2,上櫃,113,,0,,2500744,,2495453,,0,,77.05,2261204,1522373,323895,4042087,809816,6542831,5291,1780883,5020458,0
2009267,,1264,德麥,,-10542,,2,上櫃,113,-2432,,,3760093,,3040774,,12000,,82.07,1203001,2976604,370644,1276951,673837,5037044,719319,73950,2060440,0
512741,,1268,漢來美食,,101652,,2,上櫃,113,0,,,2159964,,2159964,,0,,51.16,2111977,2309088,422237,4871268,1123334,7031232,,2759291,4722144,0
171731,,1294,漢田生技,,,,2,上櫃,113,,,,464404,,461236,,0,,18.27,250905,391703,252388,511265,37117,975669,3168,260360,583966,0
434927,,1295,生合,,-1161,,2,上櫃,113,,0,,997973,,997973,,0,,32.46,297079,717514,313548,1123075,250659,2121048,,825996,1403534,0
488804,,1336,台翰,,-74639,,2,上櫃,113,,0,,1884283,,1884283,,0,,24.06,603307,1282645,783024,894039,687094,2778322,,290732,1495677,0
5076496,,1565,精華,,1368,,2,上櫃,113,,0,,6108029,,6108029,,0,,121.15,1442410,4077493,504165,1785369,526000,7893398,,342959,3815905,0
914979,,1569,濱川,,-70921,,2,上櫃,113,,,,3227110,,3091963,,0,,25.46,2342408,3288401,1214474,3131795,1033431,6358905,135147,789387,3070504,0
393139,,1570,力肯,,41668,,2,上櫃,113,,0,,949815,,949815,,0,,18.44,233056,907736,515008,256835,0,1206650,0,23779,298914,0
2183158,,1580,新麥,,-103175,,2,上櫃,113,,,,2908517,,2789112,,0,,55.53,1306825,2590728,502302,1385469,206827,4293986,119405,78644,1703258,0
543628,,1584,精剛,,24667,,2,上櫃,113,,0,,3729255,,3654769,,0,,18.99,1115474,3399710,1924705,2134589,1161769,5863844,74486,1019115,2464134,0
369167,,1586,和勤,,-91869,,2,上櫃,113,-204374,0,,1516931,,1516931,,5054000,,18.67,1132809,1961582,865561,2392879,578446,3909810,,1260070,1948228,0
194944,,1591,駿吉-KY,,-153633,,2,上櫃,113,0,,,484912,,484912,,0,,13.45,18619,255026,360480,37302,83121,522214,,18683,267188,0
335409,,1593,祺驊,,-31250,,2,上櫃,113,0,0,,1346369,,1281252,,0,,32.20,383422,781290,397848,651423,579245,1997792,65117,268001,1216502,0
1549212,,1595,川寶,,9774,,2,上櫃,113,,,,2616631,,2615429,,0,,54.63,1393249,2935660,478754,1717932,577689,4334563,1202,324683,1398903,0
806904,,1599,宏佳騰,,-2091,,2,上櫃,113,-63380,0,,1904886,,1904886,,1500000,,26.08,668473,1475153,745287,1058712,418166,2963598,,390239,1488445,0
348990,,1742,台蠟,,15930,,2,上櫃,113,-16780,0,,1448831,,1448831,,888000,,15.63,1606230,2164523,935593,1754245,165098,3203076,,148015,1038553,0
921456,,1777,生泰,,-3744,,2,上櫃,113,,0,,2347405,,,,0,,52.64,362288,1343601,445917,437777,983776,2785182,,75489,1441581,0
196351,,1780,立弘,,-5377,,2,上櫃,113,,0,,1157040,,1157040,,0,,12.08,959240,1591859,957848,1030242,8218,2187282,,71002,595423,0
-89646,,1781,合世,,-48331,,2,上櫃,113,,0,,336107,,336107,,0,,7.09,276151,424431,474076,292096,8,628203,,15945,203772,0
80033,,1784,訊聯,,-6253,,2,上櫃,113,-72719,0,,2047541,,1183491,,2335000,,25.03,419784,1685838,531212,762116,651218,2809657,864050,342332,1123819,0
3201682,,1785,光洋科,,-151059,,2,上櫃,113,,,,13158891,,13134866,,0,,22.03,9744656,20235578,5962017,16101174,4122226,29260065,24025,6356518,9024487,0
837479,,1788,杏昌,,-5095,,2,上櫃,113,,0,,2879582,,2879582,,0,,64.68,1568081,2557979,445210,2127362,1601988,5006944,,559281,2448965,0
89433,,1796,金穎生技,,-2273,,2,上櫃,113,,0,,796094,,796094,,0,,19.20,206146,485015,414598,442573,294336,1238667,,236427,753652,0
-626938,,1799,易威,,14050,,2,上櫃,113,,0,,745193,,740283,,0,,6.07,168318,676667,1218658,653796,134513,1398989,4910,485478,722322,0
97488,,1813,寶利徠,,-18290,,2,上櫃,113,,,,748171,,759255,,0,,16.28,338145,432400,466355,354913,213702,1103084,-11084,16768,670684,0
36206,,1815,富喬,,102047,,2,上櫃,113,,,,6693168,,6693168,,0,,14.41,2191625,3981331,4644192,6987139,1910723,13680307,,4795514,9698976,0
768528,,2035,唐榮公司,,140747,,2,上櫃,113,,,,4409321,,,,0,,12.60,2507004,3038231,3500000,12698524,46,17107845,,10191520,14069614,0
26014,,2061,風青,,1900,,2,上櫃,113,,0,,516314,,516314,,0,,10.96,594976,916066,471083,637260,17317,1153574,,42284,237508,0
295873,,2063,世鎧精密,,20670,,2,上櫃,113,,,,1086808,,1086808,,0,,21.91,397724,1425810,496015,987768,274250,2074576,,590044,648766,0
261575,,2064,晉椿,,-18700,,2,上櫃,113,-4104,,,1037618,,1037002,,300000,,14.96,1488957,1182625,696300,1588832,101931,2626450,616,99875,1443825,0
574126,,2065,世豐,,68495,,2,上櫃,113,,,,1894878,,1894878,,0,,32.48,1078697,1563262,583420,1432111,668837,3326989,,353414,1763727,0
1179550,,2066,世德,,-1064,,2,上櫃,113,-26095,0,,2110750,,2110750,,500000,,48.32,1127160,2810857,441788,1711843,516571,3822593,0,584683,1011736,0
-151711,,2067,嘉鋼,,-6425,,2,上櫃,113,,,,363136,,293246,,0,,6.50,1122959,642353,451382,1528238,,1891374,69890,405279,1249021,0
579943,,2070,精湛,,-34560,,2,上櫃,113,,0,,907731,,907731,,0,,25.37,345232,700671,357828,448749,4520,1356480,,103517,655809,0
101656,,2073,雄順,,287,,2,上櫃,113,,,,440146,,,,0,,16.01,206177,268712,275000,356459,63203,796605,,150282,527893,0
484182,,2221,大甲,0,-2194,,2,上櫃,113,0,0,0,1018623,,956660,,0,,22.60,478486,1165537,423250,639869,51422,1658492,61963,161383,492955,0
360196,,2230,泰茂,,7003,,2,上櫃,113,,,,1111206,,1096458,,0,,20.85,392902,1314877,525989,704147,203270,1815353,14748,311245,500476,1475280
406022,,2235,謚源,,,,2,上櫃,113,,,,1262604,,,,0,,35.19,242688,581138,358780,319162,497802,1581766,,76474,1000628,0
736769,,2596,綠意,0,0,,2,上櫃,113,0,,,2288896,,1925977,,0,,19.26,2583349,4710329,1000000,2583349,189208,4872245,362919,,161916,0
686300,,2640,大車隊,,-587,,2,上櫃,113,,0,,1873662,,1776986,,0,,29.98,1184222,1650892,592650,1772011,498623,3645673,96676,587789,1994781,0
1917933,,2641,正德,,455340,,2,上櫃,113,,0,,7160499,,6972992,,0,,22.57,643671,1576876,3089675,3558429,1510044,10718928,187507,2914758,9142052,0
998331,,2643,捷迅,,70652,,2,上櫃,113,,,,1840088,,1840088,,0,,52.57,761247,2324164,350000,962970,421105,2803058,,201723,478894,0
579407,,2718,全心投控,,109445,,2,上櫃,113,,0,,2291271,,2291271,,0,,26.16,2302028,4397277,875760,2517017,726659,4808288,,214989,411011,0
50540,,2719,燦星旅,,,,2,上櫃,113,,0,,748566,,748566,,0,,10.89,435517,831597,687421,544125,10605,1292691,,108608,461094,0
-336290,,2724,藝舍-KY,0,-9472,,2,上櫃,113,,0,,250802,,250802,,0,,4.20,42434,273961,596564,50921,0,301723,,8487,27762,0
-8706,,2726,雅茗-KY,,-42297,,2,上櫃,113,-20682,,,404137,,357683,,310000,,12.92,139848,404476,280000,326949,149368,731086,46454,187101,326610,0
634638,,2729,瓦城,,-5967,,2,上櫃,113,-86020,,,2419123,,2388226,,373000,,67.14,1944852,1152014,395010,3063884,1450565,5483007,30897,1119032,4330993,0
390575,,2732,六角,,-15919,,2,上櫃,113,-96697,,,2193786,,1892011,,918000,,41.49,1175978,2082147,465186,2872883,1148866,5066669,301775,1696905,2984522,0
-88672,,2734,易飛網,,-2741,,2,上櫃,113,,0,,394866,,392529,,0,,9.29,334248,479792,422598,441620,61344,836486,2337,107372,356694,0
180446,,2736,富野,,-52906,,2,上櫃,113,,0,,1361610,,1294320,,0,,21.58,387010,427350,599721,1072145,567059,2433755,67290,685135,2006405,0
-379523,,2740,華軒,,-966,,2,上櫃,113,,0,,107501,,107501,,0,,4.64,57036,106468,231855,99149,256135,206650,,42113,100182,0
441857,,2743,山富,,,,2,上櫃,113,0,,,994064,,994064,,0,,27.60,2132568,2424328,360117,2192403,192090,3186467,,59835,762139,0
309288,,2745,五福,,,,2,上櫃,113,,,,743316,,743316,,0,,21.99,1892464,2497347,338085,1910029,95943,2653345,,17565,155998,0
37272,,2751,王座,,-219,,2,上櫃,113,,,,222101,,222101,,0,,13.06,262126,285930,170000,385294,15048,607395,,123168,321465,0
399518,,2752,豆府,,-670,,2,上櫃,113,,,,1053000,,1038249,,0,,39.53,572991,1129309,262674,956967,376727,2009967,14751,383976,880658,0
604848,,2754,亞洲藏壽司,,900,,2,上櫃,113,,,,1657437,,1657437,,0,,35.37,1141313,510296,468610,3516097,583079,5173534,,2374784,4663238,0
265161,,2755,揚秦,,3153,,2,上櫃,113,,,,724982,,724982,,0,,24.05,616317,759456,301400,925711,155268,1650693,,309394,891237,0
128673,,2756,聯發國際,,13735,,2,上櫃,113,,,,561120,,561120,,0,,22.86,193224,725988,245428,581573,173284,1142693,,388349,416705,0
372228,,2916,滿心,,-8614,,2,上櫃,113,,0,,1098328,,,,0,,19.73,546605,1107123,589998,604405,144716,1702733,,57800,595610,1041166
-139956,,2924,宏太-KY,,-45073,,2,上櫃,113,,,,143022,,143022,,0,,4.36,125283,222883,328051,127547,0,270569,,2264,47686,0
-22040,,2926,誠品生活,,26656,,2,上櫃,113,,0,,564091,,557634,,0,,11.77,4910830,3984650,473897,15709320,79121,16273411,6457,10798490,12288761,0
386876,,2937,集雅社,,,,2,上櫃,113,,0,,918850,,918850,,0,,23.21,1685311,1886998,395836,1734009,136138,2652859,,48698,765861,0
45350,,2941,米斯特,,-473,,2,上櫃,113,,0,,350149,,,,0,,22.75,230743,508775,153900,267745,151372,617894,,37002,109119,0
246867,,2947,振宇五金,,,,2,上櫃,113,,0,,753996,,753996,,0,,39.13,686685,740419,192686,2134408,314443,2888404,,1447723,2147985,0
265685,,2948,寶陞,,58953,,2,上櫃,113,,,,1025235,,1025235,,0,,36.62,837540,1684541,300000,1245240,400597,2270475,,407700,585934,0
307271,,2949,欣新網,,-195,,2,上櫃,113,,,,1160227,,1013793,,0,,41.89,981809,1933482,254100,991390,452617,2151617,146434,9581,218135,0
-32854,,3064,泰偉,,7075,,2,上櫃,113,,,,111014,,105110,,0,,8.08,188117,106871,130115,250839,774,361853,5904,62722,254982,0
-35475,,3066,李洲,,350843,,2,上櫃,113,,,,1224184,,1178763,,0,,14.19,373745,658741,830706,490623,32689,1714807,45421,116878,1056066,0
