保留盈餘,保留盈餘（或累積虧損）,公司代號,公司名稱,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,市場,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
-5417,,2726,雅茗-KY,,-51989,,4,上櫃,114,-15512,,,387668,,378050,,232637,,10.03,119701,229052,379225,269437,71743,657105,9618,149736,428053,0
748075,,2729,瓦城,,-19558,,4,上櫃,114,-83575,0,,2466928,,2443625,,407000,,57.32,2575421,1353850,430408,3869789,1368275,6336717,23303,1294368,4982867,0
330024,,2732,六角,,-26416,,4,上櫃,114,-177744,,,2203772,,1770686,,1823000,,39.62,2369984,2623793,465186,3919759,1179636,6123531,433086,1549775,3499738,0
-197136,,2734,易飛網,,-4675,,4,上櫃,114,,,,655161,,653010,,0,,11.40,319585,627688,572598,378979,282223,1034140,2151,59394,406452,0
10190,,2736,富野,,-58727,,4,上櫃,114,,0,,1463641,,1414243,,0,,17.68,326371,403927,799721,959852,663059,2423493,49398,633481,2019566,0
-340224,,2740,華軒,,-13,,4,上櫃,114,,0,,80173,,80173,,0,,5.61,24857,78815,143020,37557,277390,117730,,12700,38915,0
494469,,2743,山富,,,,4,上櫃,114,,,,1176229,,1176229,,0,,25.12,1508833,2221333,468152,1817997,213608,2994226,,309164,772893,0
536438,,2745,五福,,,,4,上櫃,114,,,,970466,,970466,,0,,28.70,1643172,2448049,338085,1712789,95943,2683255,,69617,235206,0
72777,,2751,王座,,-104,,4,上櫃,114,,,,497904,,434163,,0,,21.97,405931,453203,197600,753009,163890,1250913,63741,347078,797710,0
639981,,2752,豆府,,-5103,,4,上櫃,114,,,,1405506,,1385803,,0,,51.91,632919,1317890,266939,1058685,483986,2464191,19703,425766,1146301,0
697982,,2754,亞洲藏壽司,,1305,,4,上櫃,114,,,,1751042,,1751042,,0,,37.36,1066833,791865,468670,3287331,583085,5038373,,2220498,4246508,0
447428,,2755,揚秦,,1760,,4,上櫃,114,,,,1055199,,1055199,,0,,28.51,628286,974079,370063,1172108,235948,2227307,,543822,1253228,177614
147106,,2756,聯發國際,,8620,,4,上櫃,114,-1315,,,585326,,585326,,16000,,23.81,574185,744480,245976,811016,184939,1396342,,236831,651862,0
530358,,2916,滿心,,-8005,,4,上櫃,114,,0,,1632288,,,,0,,25.26,432686,1438296,646269,500894,463666,2133182,,68208,694886,0
-252185,,2924,宏太-KY,,-885,,4,上櫃,114,,,,474683,,474683,,0,,9.12,483972,918502,520359,485004,207394,959687,,1032,41185,0
25790,,2926,誠品生活,,34111,,4,上櫃,114,,0,,619427,,612919,,0,,12.93,5392379,4656636,473897,15354141,79121,15973568,6508,9961762,11316932,0
552990,,2937,集雅社,,,,4,上櫃,114,,,,1124548,,1124548,,0,,25.83,2491304,2792673,435420,2525231,136138,3649779,,33927,857106,0
55300,,2941,米斯特,,-524,,4,上櫃,114,,0,,360048,,,,0,,23.39,219847,443849,153900,289169,151372,649217,,69322,205368,0
265722,,2947,振宇五金,,-19763,,4,上櫃,114,,,,795887,,795887,,0,,37.03,757421,876135,214931,2209315,334997,3005202,,1451894,2129067,0
296608,,2948,寶陞,,30149,,4,上櫃,114,,,,1037354,,1037354,,0,,33.46,956155,1872156,310000,1346152,400597,2383506,,389997,511350,0
379260,,2949,欣新網,,-1746,,4,上櫃,114,-46618,,,1220965,,1089924,,500000,,36.16,1251950,2399891,306411,1472109,452617,2693074,131041,220159,293183,0
-77493,,3064,泰偉,,6896,,4,上櫃,114,0,0,,64480,,60292,,0,,4.63,76554,60203,130115,243794,774,308274,4188,167240,248071,0
-130023,,3066,李洲,,350027,,4,上櫃,114,,,,1148506,,1083846,,0,,13.05,494273,669594,830706,590163,33136,1738669,64660,95890,1069075,0
27348,,3067,全域,,0,,4,上櫃,114,,,,245558,,245558,,0,,12.28,17514,81588,200000,69135,18210,314693,,51621,233105,0
398052,,3071,協禧,,-64907,,4,上櫃,114,,0,,1924418,,1497517,,0,,13.61,1678479,2697741,1100000,1983652,64372,3908070,426901,305173,1210329,0
16599,,3073,天方能源,,-26395,,4,上櫃,114,,,,687444,,686506,,0,,17.38,524547,395933,395111,1554469,301191,2241913,938,1029922,1845980,0
4900509,,3078,僑威,,-40068,,4,上櫃,114,,,,7348906,,7348906,,0,,32.32,2307276,8065129,2273911,2903533,214554,10252439,,596257,2187310,0
1488411,,3081,聯亞,,-22871,,4,上櫃,114,,,,4190739,,,,0,,45.29,531794,2911349,925214,817431,1799985,5008170,,285637,2096821,0
32091,,3083,網龍,,11165,,4,上櫃,114,,,,1299451,,1267193,,0,,14.65,98953,748508,864869,115890,359068,1415341,32258,16937,666833,0
-285799,,3085,新零售,,11076,,4,上櫃,114,,,,415470,,415470,,0,,6.02,83334,350414,690193,94049,0,509519,0,10715,159105,0
16334,,3086,華義*,,-67,,4,上櫃,114,,,,325172,,318176,,0,,11.67,34185,251582,272710,36104,29199,361276,6996,1919,109694,0
2868906,,3088,艾訊,,61795,,4,上櫃,114,,,,5223255,,5171009,,0,,47.80,1741973,4657090,1084972,2207118,1155336,7430373,52246,465145,2773283,90000
717795,,3093,港建*,,-25866,,4,上櫃,114,,,,1099487,,1099487,,0,,7.57,566019,1269038,362888,571184,44670,1670671,0,5165,401633,0
-84355,,3095,及成,,14953,,4,上櫃,114,,0,,155241,,155241,,0,,10.58,219110,381308,146800,808863,77843,964104,,589753,582796,0
19269149,,3105,穩懋,,8060197,,4,上櫃,114,,,,41990812,,41545262,,0,,98.00,5865116,14556870,4239404,18737863,9976512,60728675,445550,12872747,46171805,0
739882,,3114,好德,,152907,,4,上櫃,114,-17161,,,1578988,,1578988,,700000,,24.51,1011542,2198397,651298,1038839,52062,2617827,,27297,419430,0
-178931,,3115,富榮綱,,185,,4,上櫃,114,,,,543230,,543230,,0,,7.52,28846,569252,721976,28893,,572123,,47,2871,0
199599,,3118,進階,0,0,0,4,上櫃,114,,0,0,580176,,,,0,,17.88,274684,499945,324529,286628,56048,866804,,11944,366859,0
-71101,,3122,笙泉,,-464,,4,上櫃,114,,,,362582,,362582,,0,,8.89,250484,414187,407648,252311,26499,614893,,1827,200706,0
162661,,3128,昇銳,,,,4,上櫃,114,0,,,805975,,785909,,0,,16.61,568726,605784,473175,986850,150073,1792825,20066,418124,1187041,0
3150669,,3131,弘塑,,131991,,4,上櫃,114,-757077,0,,4769755,,4737853,,500000,,164.99,5279021,9773987,292160,8172312,1920110,12942067,31902,2893291,3168080,0
1329101,,3141,晶宏,,46387,,4,上櫃,114,-62495,,,2581570,,2496250,,1074000,,33.56,1141486,1876478,754607,1283881,428650,3865451,85320,142395,1988973,0
1056484,,3147,大綜,,-5813,,4,上櫃,114,,0,,1724689,,1724689,,0,,39.48,1739455,2834697,436868,1760690,237150,3485379,,21235,650682,0
2767830,,3152,璟德,,0,,4,上櫃,114,,,,4031524,,,,0,,58.41,421702,2595896,690162,437443,573532,4468967,,15741,1873071,0
398738,,3158,嘉實,,-6608,,4,上櫃,114,,0,,1036030,,1036016,,0,,34.04,317069,895064,304354,372877,339532,1408907,14,55808,513843,0
305664,,3162,精確,,100707,,4,上櫃,114,-4427,0,,3157156,,3123028,,95000,,23.42,6838288,5332566,1334411,7202053,1386673,10359209,34128,363765,5026643,0
1716533,,3163,波若威,,-50153,,4,上櫃,114,,0,,3073169,,3073169,,0,,38.16,734964,3331269,805407,887784,601382,3960953,,152820,629684,0
732595,,3169,亞信,,-13953,,4,上櫃,114,,,,1826230,,1826230,,0,,28.94,171512,1860095,631070,181453,476518,2007683,,9941,147588,0
271793,,3171,炎洲流通,,3518,,4,上櫃,114,0,,,874764,,770679,,0,,23.27,624750,1116877,331181,668543,164187,1543307,104085,43793,426430,0
-461462,,3176,基亞,,-50655,,4,上櫃,114,,,,4716374,,1549496,,0,,11.12,744650,3486910,1393068,1464551,668545,6180925,3166878,719901,2694015,0
567844,,3178,公準,,-240,,4,上櫃,114,,0,,1195555,,1189187,,0,,26.40,617510,929785,450500,1515023,171083,2710578,6368,897513,1780793,0
1187070,,3188,鑫龍騰,,,,4,上櫃,114,,,,3304103,,3304103,,0,,17.54,6663646,11120859,1883322,7835662,233711,11139765,,1172016,18906,2022292
-184061,,3191,雲嘉南,,-1639,,4,上櫃,114,,,,253659,,253659,,0,,5.82,35671,220345,435974,106570,3385,360229,,70899,139884,0
-49564,,3205,佰研,,45990,,4,上櫃,114,,,,1044800,,1042294,,0,,15.43,25987,827451,675456,26907,370412,1071707,2506,920,244256,0
756954,,3206,志豐,,9296,,4,上櫃,114,0,0,,1713647,,1553667,,0,,26.37,1147358,2501640,589167,1278838,198250,2992485,159980,131480,490845,0
-33836,,3207,耀勝,,202823,,4,上櫃,114,-1280,,,3705512,,1742977,,20000,,26.25,1818563,2642564,664222,2075017,911048,5780529,1962535,256454,3137965,0
6390630,,3211,順達,,-405086,,4,上櫃,114,,0,,9972439,,9972439,,0,,64.62,4913074,9967308,1543228,5616116,2443667,15588555,0,703042,5621247,0
2816141,,3213,茂訊,,295321,,4,上櫃,114,,0,,3796652,,3772698,,0,,64.29,913908,3970274,586855,1080414,74381,4877066,23954,166506,906792,0
2258056,,3217,優群,,666977,,4,上櫃,114,0,0,,4677776,,4677776,,0,,51.92,1389536,4080806,901042,1470783,851701,6148559,,81247,2067753,0
2795035,,3218,大學光,,-1185,,4,上櫃,114,,,,4159205,,4023023,,0,,47.48,1028992,3001314,847249,1933871,381924,6093076,136182,904879,3091762,0
462856,,3219,倚強科,,20366,,4,上櫃,114,,,,1716948,,1396000,,0,,19.58,830961,1912985,712839,1047379,199939,2764327,320948,216418,851342,0
596864,,3221,台嘉碩,,-305179,,4,上櫃,114,,0,,2101874,,2037892,,0,,19.62,720452,1822970,1038621,934097,707586,3035971,63982,213645,1213001,0
-337381,,3224,三顧,,4854,,4,上櫃,114,-1864,0,,2345642,,1027374,,40000,,15.08,606974,1777003,681726,921275,680039,3266917,1318268,314301,1489914,0
1225207,,3226,龍鋒,,-3888,,4,上櫃,114,,,,1880519,,,,0,,29.19,562869,1153683,644306,598327,14894,2478846,,35458,1325163,0
6476058,,3227,原相,,992500,,4,上櫃,114,,,,12483636,,12437634,,0,,82.96,2607996,9532790,1499278,3036333,3469798,15519969,46002,428337,5987179,0
-256518,,3228,金麗科,,-23275,,4,上櫃,114,,0,,673200,,,,0,,9.41,88474,311773,715115,92909,237878,766109,,4435,454336,0
-125361,,3230,錦明,0,-72512,,4,上櫃,114,-50503,0,0,962764,,962764,,895000,,11.31,208988,724972,860109,303279,351031,1266043,0,94291,541071,0
41530,,3232,昱捷,,9134,,4,上櫃,114,,0,,690198,,690198,,0,,14.82,278808,799397,465679,401896,173855,1092094,,123088,292697,0
-664120,,3234,光環,,-11640,,4,上櫃,114,,0,,762235,,745299,,0,,6.69,153694,500858,1114747,288039,306312,1050274,16936,134345,549416,0
398731,,3236,千如,,-40521,,4,上櫃,114,,,,1589279,,1589279,,0,,15.14,838358,1426102,1050006,1538292,181063,3127571,,699934,1701469,0
1151396,,3252,海灣,,28500,,4,上櫃,114,,,,2005999,,1964064,,0,,39.13,314465,522203,501958,1902300,282210,3908299,41935,1587835,3386096,0
-305789,,3259,鑫創,,0,,4,上櫃,114,,,,423870,,,,0,,5.81,132743,504899,729659,193482,0,617352,,60739,112453,0
12651512,,3260,威剛,,-979552,,4,上櫃,114,-737990,41600,,25652525,,23142794,,8510000,,72.95,24534051,41362388,3257440,43242081,8951384,68894606,2509731,18708030,27532218,0
13263394,,3264,欣銓,,255625,,4,上櫃,114,-126772,0,,19247376,,19247376,,16250750,,40.61,7050392,9037772,4901701,15577038,953428,34824414,,8526646,25786642,0
4518012,,3265,台星科,,115107,,4,上櫃,114,,0,,6361979,,6361979,,0,,46.69,1147321,3936244,1362617,2828143,366243,9190122,,1680822,5253878,0
38472,,3268,海德威,,-5270,,4,上櫃,114,,,,465283,,465283,,0,,13.40,369559,552132,347208,476439,84873,941722,,106880,389590,0
-282078,,3272,東碩,,-116028,,4,上櫃,114,-33580,0,,966191,,966191,,1275000,,16.13,1568439,2372025,611768,3673728,786109,4639919,,2105289,2267894,0
116140,,3276,宇環,,-8205,,4,上櫃,114,,0,,902137,,833849,,0,,11.96,444079,356064,697127,557381,28787,1459518,68288,113302,1103454,0
311397,,3284,太普高,,-12371,,4,上櫃,114,,,,1735835,,1537701,,0,,14.17,491169,1839837,1084825,1397885,153850,3133720,198134,906716,1293883,0
166346,,3285,微端,,-16603,,4,上櫃,114,,,,620243,,603567,,0,,14.12,234547,718617,427353,269083,26471,889326,16676,34536,170709,0
161865,,3287,廣寰科,,754,,4,上櫃,114,,,,671234,,618583,,0,,14.07,371957,898442,439705,373308,16259,1044542,52651,1351,146100,0
-75034,,3288,點晶,,12909,,4,上櫃,114,,,,103147,,104526,,0,,6.53,73795,164796,160000,97011,6651,200158,-1379,23216,35362,0
656873,,3289,宜特,,-99199,,4,上櫃,114,0,,,4687829,,4668145,,0,,53.98,2583668,3100922,865793,4300205,3244678,8988034,19684,1716537,5887112,27500
927578,,3290,東浦,,-136624,,4,上櫃,114,,,,2209262,,2209262,,0,,24.49,1382867,2643703,902150,2556914,516158,4766176,,1174047,2122473,0
15561820,,3293,鈊象,,359076,,4,上櫃,114,,,,19059830,,19056195,,0,,67.62,6327017,19726177,2818016,6408146,317283,25467976,3635,81129,5741799,0
-31450,,3294,英濟,,112797,,4,上櫃,114,0,0,,2304435,,2258516,,0,,17.11,1552362,3332271,1320159,2568648,857010,4873083,45919,1016286,1540812,0
107564,,3297,杭特,,,,4,上櫃,114,0,0,,580670,,580670,,0,,16.11,107906,221525,360494,110640,112612,691310,0,2734,469785,0
1091061,,3303,岱稜,,5975,,4,上櫃,114,-27093,,,2443437,,2423995,,554000,,25.91,887629,2444320,940906,1584130,413146,4027567,19442,696501,1583247,0
317412,,3306,鼎天,,2010367,,4,上櫃,114,,,,3315286,,3315286,,0,,65.51,330260,959890,506077,332902,481430,3648188,,2642,2688298,0
918467,,3310,佳穎,,96411,,4,上櫃,114,,0,,1941671,,1936086,,0,,25.83,4021969,5148166,749485,4246932,171723,6188603,5585,224963,1040437,0
-687081,,3313,斐成,,-1392,,4,上櫃,114,,0,,2194654,,2194635,,0,,9.92,1046606,3229707,2211338,1426559,671770,3621213,19,379953,391506,0
1624948,,3317,尼克森,,-2095,,4,上櫃,114,,0,,3281158,,3198901,,0,,35.54,555027,3302005,900000,638211,676048,3919369,82257,83184,617364,0
11430,,3322,建舜電,,93360,,4,上櫃,114,,0,,1559172,,1559172,,0,,12.82,1522793,1698344,1215822,2029376,238560,3588548,0,506583,1890204,0
380624,,3323,加百裕,,36410,,4,上櫃,114,,,,2575737,,2483380,,0,,25.18,2103643,4155420,986271,2216746,1080075,4792483,92357,113103,637063,0
7523696,,3324,雙鴻,,257810,,4,上櫃,114,-160915,0,,11494464,,11084543,,750000,,120.06,12522996,18587376,930748,14630145,2533204,26124609,409921,2107149,7537233,311859
-291991,,3325,旭品,,33542,,4,上櫃,114,,,,900795,,829545,,0,,9.20,917962,1219199,901686,1016023,186308,1916818,71250,98061,697619,0
1174051,,3332,幸康,,2278,,4,上櫃,114,,0,,1838071,,1838071,,0,,38.21,464251,1650911,481042,500686,180700,2338757,,36435,687846,0
-85689,,3339,泰谷,0,,,4,上櫃,114,-102878,,,703624,,699484,,3258000,,11.05,469751,723563,665683,545622,222368,1249246,4140,75871,525683,0
-203243,,3349,寶德,,425,,4,上櫃,114,,0,,345565,,345565,,0,,7.50,117810,352799,460716,172740,87667,518305,,54930,165506,0
82240,,3354,律勝,,-25464,,4,上櫃,114,,0,,792362,,792362,,0,,11.30,25161,347061,701124,85995,34462,878357,,60834,531296,0
4657760,,3357,臺慶科,,612777,,4,上櫃,114,,0,,9369794,,9109809,,0,,82.37,3432253,6136845,1105926,4779080,2733346,14148874,259985,1346827,8012029,0
-34877,,3360,尚立,,2087,,4,上櫃,114,,,,823814,,824485,,0,,10.79,2513854,3083683,764021,2747709,93254,3571523,-671,233855,487840,0
743067,,3362,先進光,,5593,,4,上櫃,114,,0,,3685891,,3685584,,0,,25.87,4097593,3983952,1424455,6779018,1512469,10464909,307,2681425,6480957,0
273488,,3363,上詮,,-224754,,4,上櫃,114,,0,,2549092,,2549092,,0,,24.60,521974,2207389,1036406,607987,1463952,3157079,,86013,949690,0
-384093,,3372,典範,,0,,4,上櫃,114,,0,,1502131,,,,0,,8.57,273197,782657,1753240,343221,132984,1845352,,70024,1062695,0
305207,,3373,熱映,,-76367,,4,上櫃,114,,,,793805,,793805,,0,,16.67,67090,649935,476188,67503,88777,861308,,413,211373,0
6647545,,3374,精材,,,,4,上櫃,114,,,,9757612,,,,0,,35.96,2553241,6391546,2713643,5452105,396424,15209717,,2898864,8818171,0
114822,,3379,彬台,,114537,,4,上櫃,114,,0,,679791,,679791,,0,,17.87,636438,787865,380417,645098,70015,1324889,,8660,537024,0
2184431,,3388,崇越電,,163933,,4,上櫃,114,,,,4766375,,4610067,,0,,62.25,1177320,5799191,740624,1923045,1521079,6689420,156308,745725,890229,0
49204,,3390,旭軟,,72524,,4,上櫃,114,0,,,1399280,,1399280,,0,,17.72,203521,1080485,789583,397312,487969,1796592,0,193791,716107,0
1469723,,3402,漢科,,6885,,4,上櫃,114,,,,2261897,,2261897,,0,,30.96,3871729,4983666,730476,4058773,54813,6320670,,187044,1337004,0
641602,,3430,奇鈦科,,299,,4,上櫃,114,,,,1140834,,1140834,,0,,33.84,377264,1120037,337161,504684,161772,1645518,,127420,525481,0
43268,,3434,哲固,,-4099,,4,上櫃,114,,0,,502617,,502617,,0,,14.06,121884,444860,357547,199052,105901,701669,,77168,256809,0
459716,,3438,類比科,,627214,,4,上櫃,114,,0,,2140807,,,,0,,45.39,165625,1062132,471658,328641,582219,2469448,,163016,1407316,0
333047,,3441,聯一光電,,9800,,4,上櫃,114,,,,813992,,800887,,0,,20.00,190195,939506,400399,253086,57641,1067078,13105,62891,127572,0
406521,,3444,利機,,-38510,,4,上櫃,114,,,,1079086,,1079086,,0,,23.98,410635,1046588,449969,419547,261106,1498633,,8912,452045,0
1744417,,3455,由田,,-32564,,4,上櫃,114,,,,2566327,,2566327,,0,,42.88,932699,2236436,598507,1413583,255967,3979910,,480884,1743474,0
144093,,3465,進泰電子,,12311,,4,上櫃,114,,0,,845391,,793006,,0,,22.45,629398,951691,353298,1067183,283304,1912574,52385,437785,960883,0
-422257,,3466,德晉,,-90434,,4,上櫃,114,,0,,1452709,,1452709,,0,,18.65,228995,1256709,778921,328063,1186479,1780772,,99068,524063,0
102959,,3467,台灣精材,,,,4,上櫃,114,,,,594544,,,,0,,19.11,167168,470088,311066,242162,180519,836706,,74994,366618,0
1526840,,3479,安勤,0,-32147,,4,上櫃,114,-1535,,0,3984821,,3379650,,76201,,46.58,2271422,5107035,726302,3876170,1160190,7860991,605171,1604748,2753956,0
1695822,,3483,力致,,-18124,,4,上櫃,114,-76521,,,4952539,,4952539,,828000,,50.42,3664329,6631117,990493,4377912,2360869,9330451,,713583,2699334,0
1562872,,3484,崧騰,,52256,,4,上櫃,114,,,,3300553,,3264739,,0,,41.42,1537881,3783597,788282,1829467,861329,5130020,35814,291586,1346423,0
973392,,3485,敘豐,,-15557,,4,上櫃,114,,,,1321415,,1321415,,0,,38.65,181216,1188377,341919,186214,21661,1507629,,4998,319252,0
