保留盈餘,保留盈餘（或累積虧損）,公司代號,公司名稱,共同控制下前手權益,其他權益,合併前非屬共同控制股權,季別,市場,年度,庫藏股票,待註銷股本股數（單位：股）,權益─具證券性質之虛擬通貨,權益總計,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
835116,,2718,全心投控,,49939,,1,上櫃,113,,0,,2487474,,2487474,,0,,28.40,2046592,4395633,875760,2266319,726659,4753793,,219727,358160,0
-48330,,2719,燦星旅,,,,1,上櫃,113,,0,,648183,,648183,,0,,9.43,256420,660933,687421,360796,9092,1008979,,104376,348046,0
-354561,,2724,藝舍-KY,0,-9472,,1,上櫃,113,,0,,232531,,232531,,0,,3.90,97153,262311,596564,227009,0,459540,,129856,197229,0
-14628,,2726,雅茗-KY,,-46033,,1,上櫃,113,-20682,,,394228,,348025,,310000,,12.57,167385,468959,280000,314754,149368,708982,46203,147369,240023,0
932910,,2729,瓦城,,-6622,,1,上櫃,113,-86020,0,,2682675,,2650272,,373000,,74.51,1479145,1111727,359439,2622311,1450565,5304986,32403,1143166,4193259,0
322345,,2732,六角,,-23010,,1,上櫃,113,-96697,,,2119845,,1813977,,918000,,39.78,1396060,2240290,465146,2960647,1146193,5080492,305868,1564587,2840202,0
-154889,,2734,易飛網,,-2812,,1,上櫃,113,,0,,423313,,326241,,0,,7.72,447217,787429,422598,627343,61344,1050656,97072,180126,263227,0
233328,,2736,富野,,-55516,,1,上櫃,113,,0,,1213092,,1142063,,0,,22.85,306119,311023,499721,961804,464530,2174896,71029,655685,1863873,0
-364360,,2740,華軒,,-966,,1,上櫃,113,,0,,122664,,122664,,0,,5.29,67803,128323,231855,113591,256135,236255,,45788,107932,0
531780,,2743,山富,,,,1,上櫃,113,0,,,1083987,,1083987,,0,,30.10,1847440,2299538,360117,1930158,192090,3014145,,82718,714607,0
334645,,2745,五福,,,,1,上櫃,113,,,,768673,,768673,,0,,22.74,1312945,1929907,338085,1320704,95943,2089377,,7759,159470,0
18819,,2751,王座,,-348,,1,上櫃,113,,,,202041,,202041,,0,,11.88,324437,330294,170000,405139,13570,607180,,80702,276886,0
300477,,2752,豆府,,-68,,1,上櫃,113,,,,953592,,939810,,0,,35.78,904953,1393919,262674,1283908,376727,2237500,13782,378955,843581,0
687387,,2754,亞洲藏壽司,,-987,,1,上櫃,113,,,,1736549,,1736549,,0,,37.17,1129642,615407,467210,3558684,582939,5295233,,2429042,4679826,0
329493,,2755,揚秦,,2520,,1,上櫃,113,,,,788681,,788681,,0,,26.17,439844,654547,301400,739389,155268,1528070,,299545,873523,0
109693,,2756,聯發國際,,11729,,1,上櫃,113,,,,520033,,520033,,0,,21.19,245769,484182,245428,371700,153183,891733,,125931,407551,0
333084,,2916,滿心,,-9433,,1,上櫃,113,,0,,997170,,,,0,,18.25,653041,1136656,546269,710685,127250,1707855,,57644,571199,0
-134263,,2924,宏太-KY,,-45381,,1,上櫃,113,,,,148407,,148407,,0,,4.52,81509,183870,328051,84177,0,232584,,2668,48714,0
-138302,,2926,誠品生活,,21549,,1,上櫃,113,,0,,572590,,565677,,0,,11.94,4866554,3964942,473897,15853094,208533,16425684,6913,10986540,12460742,0
358469,,2937,集雅社,,,,1,上櫃,113,,0,,890443,,890443,,0,,22.50,1637739,1872858,395836,1684664,136138,2575107,,46925,702249,0
31149,,2941,米斯特,,-473,,1,上櫃,113,,0,,335948,,,,0,,21.83,196762,470198,153900,216356,151372,552304,,19594,82106,0
231959,,2947,振宇五金,,,,1,上櫃,113,,0,,739088,,739088,,0,,38.36,723955,729328,192686,2149518,314443,2888606,,1425563,2159278,0
340886,,2948,寶陞,,46305,,1,上櫃,113,,,,1067788,,1067788,,0,,38.14,743059,1619348,280000,1178435,400597,2246223,,435376,626875,0
345365,,2949,欣新網,,-197,,1,上櫃,113,,,,1185250,,1039785,,0,,42.97,1033823,2007843,242000,1042836,452617,2228086,145465,9013,220243,0
-22677,,3064,泰偉,,6980,,1,上櫃,113,0,0,,121355,,115192,,0,,8.85,187068,110811,130115,251319,774,372674,6163,64251,261863,0
-142317,,3066,李洲,,319110,,1,上櫃,113,,,,1089236,,1040188,,0,,12.52,298755,491581,830706,420855,32689,1510091,49048,122100,1018510,0
62538,,3067,全域,,-13616,,1,上櫃,113,,,,267132,,267132,,0,,13.36,10608,120482,200000,41970,18210,309102,,31362,188620,0
448019,,3071,協禧,,-73975,,1,上櫃,113,0,0,,1928252,,1532218,,0,,13.93,1655831,2583152,1100000,1948501,58174,3876753,396034,292670,1293601,0
8023,,3073,天方能源,,-3168,,1,上櫃,113,,,,438178,,410332,,0,,12.78,295778,213283,320996,918462,84481,1356640,27846,622684,1143357,0
3488979,,3078,僑威,,1429,,1,上櫃,113,,,,5978605,,5978605,,0,,26.29,4491450,8791012,2273911,5046537,214286,11025142,,555087,2234130,0
1073159,,3081,聯亞,,-6212,,1,上櫃,113,,,,3762668,,,,0,,40.97,241917,1936195,918477,541635,1777244,4304303,,299718,2368108,0
-38250,,3083,網龍,,171540,,1,上櫃,113,,,,1387424,,1356674,,0,,15.69,105572,877204,864724,107785,358660,1495209,30750,2213,618005,0
-200573,,3085,新零售,,0,,1,上櫃,113,,,,108754,,111225,,0,,3.83,79078,72399,290193,85468,21605,194222,-2471,6390,121823,0
75413,,3086,華義*,,,,1,上櫃,113,,,,340725,,340725,,0,,14.43,31552,274295,236113,32467,29199,373192,,915,98897,0
2207367,,3088,艾訊,,42413,,1,上櫃,113,,,,3971098,,3971098,,0,,38.92,1764102,4189643,1020205,2947415,701113,6918513,,1183313,2728870,0
559595,,3093,港建*,,-38395,,1,上櫃,113,,,,928758,,928758,,0,,6.40,573022,1197443,362888,591336,44670,1520094,0,18314,322651,0
-67353,,3095,及成,,-12753,,1,上櫃,113,,0,,83734,,83734,,0,,6.50,181652,315645,128800,781644,35040,865378,,599992,549733,0
17618442,,3105,穩懋,,3478420,,1,上櫃,113,,,,36589529,,35304197,,0,,83.28,9148354,12696989,4239404,28155582,9967931,64745111,1285332,19007228,52048122,0
669513,,3114,好德,,239580,,1,上櫃,113,,,,1612453,,1612453,,0,,24.76,921674,2039003,651298,935902,52062,2548355,,14228,509352,0
-236756,,3115,富榮綱,,-1487,,1,上櫃,113,,,,198733,,198733,,0,,4.55,13834,206499,436976,17974,,216707,,4140,10208,0
188058,,3118,進階,0,0,0,1,上櫃,113,,0,0,568635,,,,0,,17.52,248332,706185,324529,269610,56048,838245,,21278,132060,0
-4929,,3122,笙泉,,-778,,1,上櫃,113,,,,447316,,447316,,0,,11.13,270292,475319,402068,273827,50955,721143,,3535,245824,73000
116950,,3128,昇銳,,,,1,上櫃,113,-13028,,,657930,,637158,,560000,,15.38,239804,607145,420000,672663,113236,1330593,20772,432859,723448,0
1776244,,3131,弘塑,,295853,,1,上櫃,113,-26837,0,,3826076,,3792559,,225520,,130.82,3422955,5406711,292160,4514123,1455139,8340199,33517,1091168,2933488,0
1311352,,3141,晶宏,,-4591,,1,上櫃,113,-3544,,,2433139,,2409506,,124000,,32.15,808680,2023374,750676,978508,355613,3411647,23633,169828,1388273,1400
537571,,3147,大綜,,-4491,,1,上櫃,113,,0,,1160291,,1160291,,0,,29.75,1716730,2316396,390061,1735752,237150,2896043,,19022,579647,0
2446636,,3152,璟德,,0,,1,上櫃,113,,,,3710330,,,,0,,53.76,684930,1940778,690162,750320,573532,4460650,,65390,2519872,0
-111844,,3162,精確,,32822,,1,上櫃,113,,0,,2632342,,2627212,,0,,20.12,2492985,2925694,1305665,3680152,1400569,6312494,5130,1187167,3386800,0
1129100,,3163,波若威,,-41857,,1,上櫃,113,,0,,2494032,,2494032,,0,,30.97,973238,3046427,805407,1023286,601382,3517318,,50048,470891,0
744982,,3169,亞信,,-14465,,1,上櫃,113,,,,1818125,,1818125,,0,,28.96,179959,1862146,629270,190530,458338,2008655,,10571,146509,0
186887,,3171,炎洲流通,,-5603,,1,上櫃,113,-107187,,,963072,,963072,,5066000,,14.54,568989,1199304,713023,584705,175952,1547777,,15716,348473,0
-823254,,3176,基亞,,-23860,,1,上櫃,113,,0,,4923749,,1555805,,0,,11.17,2704199,5323275,1392298,3446844,1010621,8370593,3367944,742645,3047318,0
669543,,3178,公準,,-468,,1,上櫃,113,,0,,1295560,,1290658,,0,,28.65,856910,1036384,450500,1540691,171083,2836251,4902,683781,1799867,0
511948,,3188,鑫龍騰,,0,,1,上櫃,113,,,,2531809,,2531809,,0,,13.59,3191204,7091286,1863099,4585162,156762,7116971,,1393958,25685,0
-188672,,3191,雲嘉南,,-11479,,1,上櫃,113,,,,239208,,239208,,0,,5.49,47437,298596,435974,217601,3385,456809,,170164,158213,0
-64384,,3205,佰研,,88229,,1,上櫃,113,0,,,505747,,494047,,0,,15.18,102545,299399,325456,113790,144746,619537,11700,11245,320138,0
759377,,3206,志豐,,-3308,,1,上櫃,113,0,0,,1732131,,1543204,,0,,26.19,1393317,2741161,589167,1564388,197968,3296519,188927,171071,555358,0
118926,,3207,耀勝,,261081,,1,上櫃,113,,,,1496528,,1431863,,0,,23.56,514613,1458759,607704,1178229,444152,2674757,64665,663616,1215998,0
4447169,,3211,順達,,-120922,,1,上櫃,113,,0,,8079839,,8079839,,0,,53.18,5118983,10437381,1519300,7785691,2234292,15865530,0,2666708,5428149,0
1822711,,3213,茂訊,,324084,,1,上櫃,113,,0,,2832903,,2808031,,0,,47.85,720822,2397253,586855,995723,74381,3828626,24872,274901,1431373,0
1669810,,3217,優群,,1035326,,1,上櫃,113,0,0,,4454557,,4454557,,0,,49.44,880182,3167612,901042,989329,848379,5443886,,109147,2276274,0
1627498,,3218,大學光,,3666,,1,上櫃,113,,,,3001793,,2860337,,0,,33.76,1643798,2853558,847249,2380847,381924,5382640,141456,737049,2529082,0
340989,,3219,倚強科,,37067,,1,上櫃,113,,,,1486514,,1258304,,0,,17.80,373382,1207294,706763,563370,173485,2049884,228210,189988,842590,0
644624,,3221,台嘉碩,,-272741,,1,上櫃,113,,0,,2231938,,2188996,,0,,21.05,656114,1763300,1039774,806309,777339,3038247,42942,150195,1274947,0
-192036,,3224,三顧,,8163,,1,上櫃,113,-1864,0,,2713553,,1173545,,40000,,17.22,455442,2498720,681726,562984,677556,3276537,1540008,107542,777817,0
998249,,3226,龍鋒,,-3950,,1,上櫃,113,,,,1653488,,,,0,,25.66,843405,1437998,644306,854262,14883,2507750,,10857,1069752,0
4451164,,3227,原相,,827720,,1,上櫃,113,,,,9709641,,9709641,,0,,66.13,2629379,7307309,1468309,3057599,2962448,12767240,,428220,5459931,0
-87946,,3228,金麗科,,-23883,,1,上櫃,113,,0,,586503,,,,0,,8.40,126820,340445,698265,134511,67,721014,,7691,380569,0
-344940,,3230,錦明,0,-81482,,1,上櫃,113,0,0,0,585691,,585691,,0,,8.25,640325,714117,710109,813946,302004,1399637,0,173621,685520,0
58222,,3232,昱捷,,139,,1,上櫃,113,,0,,707209,,707209,,0,,15.19,528540,1084726,465679,671914,183169,1379123,,143374,294397,0
-639191,,3234,光環,,-12298,,1,上櫃,113,,0,,1073165,,1111675,,0,,9.97,354012,1010957,1114747,540595,648417,1613760,-38510,186583,602803,0
400292,,3236,千如,,-134568,,1,上櫃,113,,0,,1496793,,1496793,,0,,14.26,907555,1396983,1050006,1693260,181063,3190053,,785705,1793070,0
1166708,,3252,海灣,,28500,,1,上櫃,113,,,,2006053,,1979376,,0,,39.43,234114,550069,501958,1859430,282210,3865483,26677,1625316,3315414,0
-283380,,3259,鑫創,,0,,1,上櫃,113,,,,362743,,362743,,0,,6.37,59683,398517,569659,89389,76464,452132,,29706,53615,0
6540248,,3260,威剛,,-959148,,1,上櫃,113,-40549,10000,,16886821,,15882541,,780000,,53.81,20873883,30600285,2959494,33509894,7382496,50396715,1004280,12636011,19796430,0
12049566,,3264,欣銓,,192115,,1,上櫃,113,-126772,0,,18240641,,18240641,,16250750,,38.49,4914302,8690449,4901701,14762377,1224031,33003018,,9848075,24312569,0
3800207,,3265,台星科,,167141,,1,上櫃,113,,0,,5696208,,5696208,,0,,41.80,1913469,4988599,1362617,2370146,366243,8066354,,456677,3077755,0
91002,,3268,海德威,,26559,,1,上櫃,113,,,,549338,,549338,,0,,15.82,339198,761908,347208,390591,84569,939929,,51393,178021,0
304425,,3272,東碩,,-38136,,1,上櫃,113,0,0,,1647480,,1647480,,0,,26.93,1509992,2820613,611680,2943562,769511,4591042,,1433570,1770429,0
118369,,3276,宇環,,-41948,,1,上櫃,113,,0,,934538,,802335,,0,,11.51,712425,591957,697127,779649,28787,1714187,132203,67224,1122230,0
115389,,3284,太普高,,-5041,,1,上櫃,113,0,,,1189030,,1089433,,0,,12.26,374111,1275637,888414,943121,90671,2132151,99597,569010,856514,0
167252,,3285,微端,,-14241,,1,上櫃,113,,,,638669,,619655,,0,,14.50,196773,735036,427353,230261,39291,868930,19014,33488,133894,0
142467,,3287,廣寰科,,-1238,,1,上櫃,113,,,,671992,,597193,,0,,13.58,302066,860865,439705,318428,16259,990420,74799,16362,129555,0
-67055,,3288,點晶,,13958,,1,上櫃,113,,,,95601,,96962,,0,,6.46,56208,155058,150000,104044,59,199645,-1361,47836,44587,0
574162,,3289,宜特,,-70291,,1,上櫃,113,0,,,3418035,,3372110,,0,,45.54,2218147,2412588,741742,4158763,2126497,7576798,45925,1940616,5164210,32000
507587,,3290,東浦,,-184319,,1,上櫃,113,,,,2012057,,2012057,,0,,16.42,1042885,2314434,1225201,1463526,463588,3475583,0,420641,1161149,0
7261292,,3293,鈊象,,187241,,1,上櫃,113,,,,9178157,,9174824,,0,,65.12,9554655,15456286,1409008,9629799,317283,18807956,3333,75144,3351670,0
-22312,,3294,英濟,,65082,,1,上櫃,113,0,0,,2249127,,2234763,,0,,16.93,1854024,4132965,1320159,3088790,871834,5337917,14364,1234766,1204952,0
94304,,3297,杭特,,,,1,上櫃,113,0,0,,567410,,567410,,0,,15.74,235079,345780,360494,239412,112612,806822,0,4333,461042,0
620543,,3303,岱稜,,-34954,,1,上櫃,113,,,,1907435,,1896956,,0,,20.16,841682,1561386,940906,1249424,370461,3156859,10479,407742,1595473,0
256200,,3306,鼎天,,2143693,,1,上櫃,113,,,,3387400,,3387400,,0,,66.93,282383,891546,506077,286425,481430,3673825,,4042,2782279,0
902290,,3310,佳穎,,214306,,1,上櫃,113,,0,,1829824,,1820572,,0,,30.33,3915340,5168028,600238,4753855,103738,6583679,9252,838515,1415651,0
-518761,,3313,斐成,,-1392,,1,上櫃,113,,0,,1699376,,1698123,,0,,10.06,286803,1537492,1687708,287105,530568,1986481,1253,302,448989,0
1538468,,3317,尼克森,,4643,,1,上櫃,113,,0,,2884141,,2884141,,0,,40.59,570340,2817263,710518,573486,630512,3457627,,3146,640364,0
233283,,3322,建舜電,,-37582,,1,上櫃,113,,0,,1500361,,1498668,,0,,13.20,1268599,1646455,1135728,1703103,167239,3203464,1693,434504,1557009,0
658413,,3323,加百裕,,46716,,1,上櫃,113,,,,2466802,,2448905,,0,,27.73,2178302,4758750,883059,2976892,860717,5443694,17897,798590,684944,0
4935273,,3324,雙鴻,,122185,,1,上櫃,113,-493483,0,,7695685,,7433553,,2300000,,83.87,4851939,8983010,909355,5526442,1960223,13222127,262132,674503,4239117,1436560
-56289,,3325,旭品,,7702,,1,上櫃,113,,,,1096291,,1028535,,0,,11.41,744168,1400978,901686,906476,175436,2002767,67756,162308,601789,0
1071614,,3332,幸康,,3666,,1,上櫃,113,,0,,1737016,,1737016,,0,,36.11,364681,1464543,481042,433053,180694,2170069,,68372,705526,0
32674,,3339,泰谷,,0,,1,上櫃,113,,,,862255,,,,0,,13.58,246813,836539,634950,249337,194631,1111592,,2524,275053,0
-137845,,3349,寶德,,1781,,1,上櫃,113,,0,,325996,,325996,,0,,8.14,143054,338944,400716,255768,61344,581764,,112714,242820,0
53908,,3354,律勝,,-29774,,1,上櫃,113,-287,0,,894494,,894494,,21000,,12.76,218225,621567,701124,285492,169523,1179986,,67267,558419,0
3347561,,3357,臺慶科,,444278,,1,上櫃,113,,0,,6727744,,6666458,,0,,65.34,1852032,4922848,1020340,4685029,1854279,11412773,61286,2832997,6489925,0
-95378,,3360,尚立,,6015,,1,上櫃,113,,,,905375,,885602,,0,,11.59,1161987,1865548,764021,1337762,210944,2243137,19773,175775,377589,0
940282,,3362,先進光,,-38233,,1,上櫃,113,,0,,3483333,,3480839,,0,,24.43,2853319,3484289,1424599,4183704,1154191,7667037,2494,1330385,4182748,0
329255,,3363,上詮,,-223177,,1,上櫃,113,,0,,2060341,,2060341,,0,,20.89,213088,1625669,986406,300642,967857,2360983,,87554,735314,0
-23497,,3372,典範,,-8787,,1,上櫃,113,,0,,1855021,,,,0,,10.58,184699,994661,1753400,257594,133905,2112615,,72895,1117954,0
469481,,3373,熱映,,-64203,,1,上櫃,113,,,,926953,,926953,,0,,21.41,58970,766549,432898,59497,88777,986450,,527,219901,0
5170184,,3374,精材,,,,1,上櫃,113,,,,8280251,,,,0,,30.51,1467875,5532577,2713643,2141699,396424,10421950,,673824,4889373,0
1850,,3379,彬台,,154468,,1,上櫃,113,,0,,606316,,606316,,0,,15.94,810224,866957,380417,829073,69581,1435389,,18849,568432,0
1884903,,3388,崇越電,,162012,,1,上櫃,113,,,,4445299,,4308618,,0,,58.18,1343524,5651346,740624,2078145,1521079,6523444,136681,734621,872098,0
157807,,3390,旭軟,,44299,,1,上櫃,113,0,0,,1218433,,1218433,,0,,17.67,615658,1580531,689583,634775,326744,1853208,0,19117,272677,0
785810,,3402,漢科,,-24297,,1,上櫃,113,,,,1838993,,1838993,,0,,25.18,4860887,6095055,730476,5042532,347004,6881525,,181645,786470,0
504644,,3430,奇鈦科,,2744,,1,上櫃,113,,,,1006321,,1006321,,0,,29.85,323883,1064905,337161,462959,161772,1469280,,139076,404375,0
51759,,3434,哲固,,-4122,,1,上櫃,113,,0,,318437,,318437,,0,,11.76,214294,453645,270800,224988,,543425,,10694,89780,0
313296,,3438,類比科,,368008,,1,上櫃,113,,0,,1735181,,,,0,,36.79,131734,822365,471658,229186,582219,1964367,,97452,1142002,0
303085,,3441,聯一光電,,16181,,1,上櫃,113,,,,788685,,777306,,0,,19.41,182126,909980,400399,201430,57641,990115,11379,19304,80135,0
324298,,3444,利機,,-22917,,1,上櫃,113,,,,1003633,,1003633,,0,,22.75,378959,808171,441146,405795,261106,1409428,,26836,601257,0
1452557,,3455,由田,,-28340,,1,上櫃,113,,,,2398393,,2398393,,0,,40.07,1325991,2705937,598507,1966121,375669,4364514,,640130,1658577,0
135140,,3465,進泰電子,,26858,,1,上櫃,113,,0,,884074,,810965,,0,,22.95,431976,1018724,353298,1021162,295669,1905236,73109,589186,886512,0
-205416,,3466,德晉,,-98507,,1,上櫃,113,,0,,841348,,841348,,0,,13.68,481749,821969,614821,693216,530450,1534564,,211467,712595,0
1017170,,3479,安勤,0,26620,,1,上櫃,113,-1535,,0,3350252,,2928034,,76201,,40.43,1833544,4582780,725002,2572880,1160777,5923132,422218,739336,1340352,0
1192691,,3483,力致,,-81032,,1,上櫃,113,-27943,,,3838537,,3838537,,455000,,46.51,4090778,6238453,829785,4663093,1925036,8501630,,572315,2263177,0
1263696,,3484,崧騰,,87946,,1,上櫃,113,,,,2902117,,2865351,,0,,37.93,1364660,3497412,755387,1949716,758322,4851833,36766,585056,1354421,0
104662,,3489,森寶,,,,1,上櫃,113,,0,,1367639,,1367639,,0,,15.12,3093944,4578570,904522,3401638,358455,4769277,,307694,190707,0
442510,,3490,單井,,-18162,,1,上櫃,113,0,,,1319367,,1319367,,0,,23.99,189625,629491,550065,307140,344954,1626507,,117515,997016,0
394523,,3491,昇達科,,72341,,1,上櫃,113,,,,2395641,,2004769,,0,,31.47,1119613,2259911,636972,1190948,900933,3586589,390872,71335,1326678,0
229116,,3492,長盛,,-15844,,1,上櫃,113,0,0,,588375,,588375,,0,,16.56,282579,635372,355316,349027,19787,937402,,66448,302030,0
442839,,3498,陽程,,-109406,,1,上櫃,113,-84693,,,2266274,,2263933,,2462000,,37.48,796342,2246612,628730,938566,1386463,3204840,2341,142224,958228,0
-21889,,3499,環天科,,-15019,,1,上櫃,113,,0,,541238,,541238,,0,,9.85,326371,544963,549706,337717,28440,878955,0,11346,333992,0
