不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險負債,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,具金融商品性質之保險契約準備,再保險合約資產,再保險合約資產－淨額,分離帳戶保險商品負債,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,外匯價格變動準備,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,採用權益法之投資－淨額,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,,,,66776398,,,1101,台泥,,,21714962,,,,,,,,,,,,,,,,,,,,2,上市,113,-732459,,,,,,,,,,,,,,,,,,,,,297187706,,,,239362656,,20000000,,30.96,92784347,171878544,,,,,,,,,77511817,,,286312574,,,74091938,583500280,,,,,,,,,,,,,,57825050,193528227,411621736,0
,,,,117970303,,,1102,亞泥,,,15992040,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,,,,,,,,,,,,,,,,,200994614,,,,177784409,,0,,50.13,84680479,124423684,,,,,,,,,35465629,,,141055489,,,8356437,342050103,,,,,,,,,,,,,,23210205,56375010,217626419,0
,,,,9897470,,,1103,嘉泥,,,3300917,,,,,,,,,,,,,,,,,,,,2,上市,113,-1077950,,,,,,,,,,,,,,,,,,,,,22070468,,,,21342019,,131352726,,32.39,3473125,10827742,,,,,,,,,7902474,,,14231520,,,1319108,36301988,,,,,,,,,,,,,,728449,10758395,25474246,0
,,,,13490412,,,1104,環泥,,,2021512,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,,,,,,,,,,,,,,,,,23272909,,,,22502461,,0,,33.43,4558247,7415382,,,,,,,,,6866818,,,5956734,,,123719,29229643,,,,,,,,,,,,,,770448,1398487,21814261,0
,,,,886391,,,1108,幸福,,,-7416,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,,,,,,,,,,,,,,,,,4926440,,,,4926373,,0,,12.17,3958201,5854257,,,,,,,,,4047380,,,5108824,,,18,10035264,,,,,,,,,,,,,,67,1150623,4181007,0
,,,,4782879,,,1109,信大,,,-109483,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,0,,,,,,,,,,,,,,,,9945212,,,,8100709,,0,,23.74,1520339,6749081,,,,,,,,,3411589,,,1639704,,,15724,11584916,,,,,,,,,,,,,,1844503,119365,4835835,0
,,,,2277183,,,1110,東泥,,,920192,,,,,,,,,,,,,,,,,,,,2,上市,113,-12185,,,,,,,,,,,,,,,,,,,,,9221705,,,,9093886,,2112865,,15.96,2066813,2736307,,,,,,,,,5720008,,,3183219,,,188688,12404924,,,,,,,,,,,,,,127819,1116406,9668617,0
,,,,2561531,,,1201,味全,,,-124985,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,0,,,,,,,,,,,,,,,,7540793,,,,7533290,,0,,14.89,7186689,6729345,,,,,,,,,5060629,,,10496551,,,36115,18037344,,,,,,,,,,,,,,7503,3309862,11307999,0
,,,,3254029,,,1203,味王,,,115627,,,,,,,,,,,,,,,,,,,,2,上市,113,-38464,,,,,0,,,,,,,,,,,,,,,0,6568853,,,,5779731,,2293865,,24.31,2050285,4339632,,,,,,,,,2400000,,,3376846,,,48539,9945699,,,,,,,,,,,,,,789122,1326561,5606067,0
,,,,9845224,,,1210,大成,,,1546170,,,,,,,,,,,,,,,,,,,,2,上市,113,-734822,,,,,,,,,,,,,,,,,,,,,32256774,,,,23409028,,49059471,,27.68,30421785,28575712,,,,,,,,,8947673,,,34015697,,,3804783,66272471,,,,,,,,,,,,,,8847746,3593912,37696759,0
,,,,-385405,,,1213,大飲,,,-157,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,0,,,,,,,,,,,,,,,,202602,,,,202602,,0,,3.58,181355,60911,,,,,,,,,566226,,,608617,,,21938,811219,,,,,,,,,,,,,,,427262,750308,0
,,,,5250085,,,1215,卜蜂,,,1044295,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,0,,,,,,,,,,,,,,,,9715646,,,,9252717,,0,,31.39,9826600,8162588,,,,,,,,,2947901,,,18733879,,,10436,28449525,,,,,,,,,,,,,,462929,8907279,20286937,0
,,,,65611626,,,1216,統一,,,-1134335,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,0,,,,,,,,,,,,,,,,192352465,,,,124139337,,0,,21.85,249683347,232730909,,,,,,,,,56820154,,,496302343,,,2841892,688654808,,,,,,,,,,,,,,68213128,246618996,455923899,0
,,,,1248241,,,1217,愛之味,,,1012851,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,0,,,,,,,,,,,,,,,,8256713,,,,7474370,,0,,15.11,3143010,2922518,,,,,,,,,4945134,,,6717329,,,268144,14974042,,,,,,,,,,,,,,782343,3574319,12051524,0
,,,,6718150,,,1218,泰山,,,-64650,,,,,,,,,,,,,,,,,,,,2,上市,113,-203876,,,,,,,,,,,,,,,,,,,,,12469500,,,,12464111,,13680042,,25.63,1360375,5889837,,,,,,,,,4999990,,,1596409,,,1014497,14065909,,,,,,,,,,,,,,5389,236034,8176072,0
,,,,1060601,,,1219,福壽,,,-4205,,,,,,,,,,,,,,,,,,,,2,上市,113,-6735,,,,,,,,,,,,,,,,,,,,,4575247,,,,4480715,,364000,,13.52,3810818,5718306,,,,,,,,,3416024,,,5661877,,,15030,10237124,,,,,,,,,,,,,,94532,1851059,4518818,0
,,,,591752,,,1220,台榮,,,0,,,,,,,,,,,,,,,,,,,,2,上市,113,-10881,,,,,,,,,,,,,,,,,,,,,2578170,,,,2375493,,679000,,13.47,400343,1910689,,,,,,,,,1770779,,,644555,,,23843,3222725,,,,,,,,,,,,,,202677,244212,1312036,0
,,,,1081152,,,1225,福懋油,,,-95996,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,,,,,,,,,,,,,,,,,3820151,,,,3405199,,0,,14.83,3321836,4728673,,,,,,,,,2296382,,,4667924,,,123661,8488075,,,,,,,,,,,,,,414952,1346088,3759402,0
,,,,8100677,,,1227,佳格,,,-74560,,,,,,,,,,,,,,,,,,,,2,上市,113,-21182,,,,,0,,,,,,,,,,,,,,,,17604094,,,,17321417,,6669471,,19.07,8900353,18503992,,,,,,,,,9150897,,,9257892,,,165585,26861986,,,,,,,,,,,,,,282677,357539,8357994,0
,,,,14435686,,,1229,聯華,,,14783439,,,,,,,,,,,,,,,,,,,,2,上市,113,-136868,,,,,0,,,,,,,,,,,,,,,,67665923,,,,47333891,,6383000,,30.01,16948711,18788009,,,,,,,,,17104388,,,20972323,,,1147246,88638246,,,,,,,,,,,,,,20332032,4023612,69850237,0
,,,,3059182,,,1231,聯華食,,,12230,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,,,,,,,,,,,,,,,,,5896971,,,,5878474,,0,,23.83,4460181,5930556,,,,,,,,,2713222,,,8322871,,,93840,14219842,,,,,,,,,,,,,,18497,3862690,8289286,0
,,,,3425134,,,1232,大統益,,,2847,,,,,,,,,,,,,,,,,,,,2,上市,113,,,,,,0,,,,,,,,,,,,,,,,5198211,,,,5051514,,0,,31.58,2665946,6652385,,,,,,,,,1599749,,,3968127,,,23784,9166338,,,,,,,,,,,,,,146697,1302181,2513953,0
