不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險負債,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,具金融商品性質之保險契約準備,再保險合約資產,再保險合約資產－淨額,分離帳戶保險商品負債,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,外匯價格變動準備,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,採用權益法之投資－淨額,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,,,,70576781,,,1101,台泥,,,9457953,,,,,,,,,,,,,,,,,,,,4,上市,112,-732459,,,,,,,,,,,,,,,,,,,,,253901041,,,,230933254,,20000000,,29.87,72581236,153113300,,,,,,,,,77511817,,,215537481,,,74119162,469438522,,,,,,,,,,,,,,22967787,142956245,316325222,0
,,,,117910408,,,1102,亞泥,,,7219740,,,,,,,,,,,,,,,,,,,,4,上市,112,,,,,,,,,,,,,,,,,,,,,,191863567,,,,169169896,,0,,47.70,82887767,122340909,,,,,,,,,35465629,,,144863284,,,8574119,336726851,,,,,,,,,,,,,,22693671,61975517,214385942,0
,,,,10258578,,,1103,嘉泥,,,3280168,,,,,,,,,,,,,,,,,,,,4,上市,112,-1077950,,,,,,,,,,,,,,,,,,,,,22418558,,,,21681451,,131352726,,32.91,3301743,10549056,,,,,,,,,7902474,,,14045776,,,1318181,36464334,,,,,,,,,,,,,,737107,10744033,25915278,0
,,,,14205736,,,1104,環泥,,,807552,,,,,,,,,,,,,,,,,,,,4,上市,112,,,,,,,,,,,,,,,,,,,,,,22678134,,,,21869182,,0,,32.48,4078849,6836434,,,,,,,,,6732175,,,5511426,,,123719,28189560,,,,,,,,,,,,,,808952,1432577,21353126,0
,,,,1060033,,,1108,幸福,,,-36673,,,,,,,,,,,,,,,,,,,,4,上市,112,,,,,,,,,,,,,,,,,,,,,,5070825,,,,5070758,,0,,12.53,3297728,5955830,,,,,,,,,4047380,,,4899048,,,18,9969873,,,,,,,,,,,,,,67,1601320,4014043,0
,,,,4883546,,,1109,信大,,,-193155,,,,,,,,,,,,,,,,,,,,4,上市,112,0,,,,,0,,,,,,,,,,,,,,,,9990601,,,,8117677,,0,,23.79,1391300,6686926,,,,,,,,,3411589,,,1572569,,,15697,11563170,,,,,,,,,,,,,,1872924,181269,4876244,0
,,,,2303476,,,1110,東泥,,,723623,,,,,,,,,,,,,,,,,,,,4,上市,112,-12185,,,,,,,,,,,,,,,,,,,,,9025238,,,,8923610,,2112865,,15.66,1740711,2485708,,,,,,,,,5720008,,,2796324,,,188688,11821562,,,,,,,,,,,,,,101628,1055613,9335854,0
,,,,2461437,,,1201,味全,,,-274237,,,,,,,,,,,,,,,,,,,,4,上市,112,,,,,,0,,,,,,,,,,,,,,,,7292000,,,,7283944,,0,,14.39,7149460,6785270,,,,,,,,,5060629,,,10735715,,,36115,18027715,,,,,,,,,,,,,,8056,3586255,11242445,0
,,,,3248498,,,1203,味王,,,114026,,,,,,,,,,,,,,,,,,,,4,上市,112,-38464,,,,,0,,,,,,,,,,,,,,,,6762184,,,,5770076,,2293865,,24.27,1859137,4505524,,,,,,,,,2400000,,,3350243,,,46016,10112427,,,,,,,,,,,,,,992108,1491106,5606903,0
,,,,10181765,,,1210,大成,,,1103914,,,,,,,,,,,,,,,,,,,,4,上市,112,-219132,,,,,,,,,,,,,,,,,,,,,31816745,,,,23690581,,49059471,,28.01,28608887,28952571,,,,,,,,,8947673,,,33010871,,,3676361,64827616,,,,,,,,,,,,,,8126164,4401984,35875045,0
