不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險負債,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,具金融商品性質之保險契約準備,再保險合約資產,再保險合約資產－淨額,分離帳戶保險商品負債,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,外匯價格變動準備,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,採用權益法之投資－淨額,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,,,,68806743,,,1101,台泥,,,14822862,,,,,,,,,,,,,,,,,,,,3,上市,112,-732459,,,,,,,,,,,,,,,,,,,,,244726491,,,,222398369,,20000000,,30.32,94338554,163318027,,,,,,,,,73561817,,,228190971,,,65939406,472917462,,,,,,,,,,,,,,22328122,133852417,309599435,0
,,,,116564985,,,1102,亞泥,,,9294095,,,,,,,,,,,,,,,,,,,,3,上市,112,,,,,,,,,,,,,,,,,,,,,,191706450,,,,168143213,,0,,47.41,84451777,121392947,,,,,,,,,35465629,,,144251304,,,6818504,335957754,,,,,,,,,,,,,,23563237,59799527,214564807,0
,,,,10315233,,,1103,嘉泥,,,2859400,,,,,,,,,,,,,,,,,,,,3,上市,112,-1077950,,,,,,,,,,,,,,,,,,,,,21993122,,,,21272466,,131352726,,32.29,3638594,10641592,,,,,,,,,7902474,,,14086940,,,1273309,36080062,,,,,,,,,,,,,,720656,10448346,25438470,0
,,,,13746034,,,1104,環泥,,,1384300,,,,,,,,,,,,,,,,,,,,3,上市,112,,,,,,,,,,,,,,,,,,,,,,22777981,,,,21986008,,0,,32.66,3891311,6529436,,,,,,,,,6732175,,,5550211,,,123499,28328192,,,,,,,,,,,,,,791973,1658900,21798756,0
,,,,1061365,,,1108,幸福,,,-104523,,,,,,,,,,,,,,,,,,,,3,上市,112,,,,,,,,,,,,,,,,,,,,,,5004310,,,,5004240,,0,,12.36,3119415,6005588,,,,,,,,,4047380,,,4800236,,,18,9804546,,,,,,,,,,,,,,70,1680821,3798958,0
,,,,4665202,,,1109,信大,,,-128791,,,,,,,,,,,,,,,,,,,,3,上市,112,0,,,,,0,,,,,,,,,,,,,,,,9847094,,,,7963697,,0,,23.34,1247205,6398519,,,,,,,,,3411589,,,1432555,,,15697,11279649,,,,,,,,,,,,,,1883397,185350,4881130,0
,,,,2312462,,,1110,東泥,,,696469,,,,,,,,,,,,,,,,,,,,3,上市,112,-12185,,,,,,,,,,,,,,,,,,,,,8984191,,,,8905442,,2112865,,15.63,1446110,2300255,,,,,,,,,5720008,,,2478465,,,188688,11462656,,,,,,,,,,,,,,78749,1032355,9162401,0
,,,,2438124,,,1201,味全,,,-142083,,,,,,,,,,,,,,,,,,,,3,上市,112,,,,,,0,,,,,,,,,,,,,,,,7400670,,,,7392785,,0,,14.61,7739745,7445031,,,,,,,,,5060629,,,11533233,,,36115,18933903,,,,,,,,,,,,,,7885,3793488,11488872,0
,,,,3094973,,,1203,味王,,,119011,,,,,,,,,,,,,,,,,,,,3,上市,112,-38464,,,,,0,,,,,,,,,,,,,,,,6528096,,,,5621536,,2293865,,23.65,2129822,4612695,,,,,,,,,2400000,,,3605630,,,46016,10133726,,,,,,,,,,,,,,906560,1475808,5521031,0
,,,,9225370,,,1210,大成,,,1451570,,,,,,,,,,,,,,,,,,,,3,上市,112,-219132,,,,,,,,,,,,,,,,,,,,,31447030,,,,22889773,,49059471,,27.07,29763954,30066408,,,,,,,,,8947673,,,33290366,,,3484292,64737396,,,,,,,,,,,,,,8557257,3526412,34670988,0
