保留盈餘,公司代號,公司名稱,共同控制下前手權益,其他權益,出表日期,合併前非屬共同控制股權,季別,年度,庫藏股票,待註銷股本股數,權益─具證券性質之虛擬通貨,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
-134861.00,2254,巨鎧精密-創,,235872.00,1150905,,2,115,-9942.00,0.00,,967018.00,967018.00,153000.00,15.17,756907.00,234225.00,639077.00,1225001.00,236872.00,2192019.00,,468094.00,1957794.00,0.00
-12194444.00,2258,鴻華先進-創,,1287.00,1150905,,2,115,,0.00,,11395925.00,11395925.00,0.00,6.51,8372613.00,6453739.00,17512673.00,9967393.00,6076409.00,21363318.00,,1594780.00,14909579.00,190500.00
53924633.00,2301,光寶科,,-137874.00,1150905,,2,115,-2726963.00,,,96611966.00,95803594.00,47004221.00,42.22,137099769.00,190058403.00,23161078.00,142552447.00,21582720.00,239164413.00,808372.00,5452678.00,49106010.00,0.00
306676.00,2302,麗正,,-132484.00,1150905,,2,115,,,,1837230.00,1837230.00,0.00,11.05,888484.00,1316572.00,1663029.00,958796.00,9.00,2796026.00,0.00,70312.00,1479454.00,0.00
262764860.00,2303,聯電,,42609887.00,1150905,,2,115,-3095666.00,,,443924300.00,443920249.00,30551000.00,35.38,106305702.00,230259789.00,125769849.00,222048583.00,15871319.00,665972883.00,4051.00,115742881.00,435713094.00,0.00
116859.00,2305,全友,,313890.00,1150905,,2,115,-49781.00,,,2617348.00,2437576.00,2934365.00,12.02,511813.00,1905978.00,2056608.00,847099.00,0.00,3464447.00,179772.00,335286.00,1558469.00,0.00
199126013.00,2308,台達電,,7573776.00,1150905,,2,115,,0.00,,350224892.00,293710740.00,0.00,113.07,304502192.00,487049600.00,25975433.00,404208440.00,61035518.00,754433332.00,56514152.00,99706248.00,267383732.00,0.00
3450301.00,2312,金寶,,4140080.00,1150905,,2,115,0.00,,,38589852.00,24256351.00,0.00,16.11,81828349.00,101417662.00,15059532.00,105682397.00,1606438.00,144272249.00,14333501.00,23854048.00,42854587.00,0.00
33803663.00,2313,華通,,1796333.00,1150905,,2,115,,,,48578428.00,48578428.00,0.00,40.76,34785114.00,57690356.00,11918206.00,52344953.00,1060226.00,100923381.00,0.00,17559839.00,43233025.00,0.00
-816279.00,2314,台揚,,-245749.00,1150905,,2,115,,0.00,,29247.00,29247.00,0.00,0.27,2259568.00,1690313.00,1085964.00,3051149.00,5311.00,3080396.00,,791581.00,1390083.00,0.00
11177250.00,2316,楠梓電,,647051.00,1150905,,2,115,-93017.00,,,14433166.00,14433166.00,1306059.00,79.55,3430053.00,7732650.00,1827405.00,6764283.00,874477.00,21197449.00,,3334230.00,13464799.00,0.00
1474252130.00,2317,鴻海,,50979768.00,1150905,,2,115,-15194.00,0.00,,2119587584.00,1907936607.00,1483078.00,136.02,3077477192.00,4378473822.00,140734239.00,3502988890.00,241985664.00,5622576474.00,211650977.00,425511698.00,1244102652.00,0.00
-128870.00,2321,東訊,,14944.00,1150905,,2,115,0.00,0.00,,452731.00,188793.00,0.00,6.24,383662.00,630696.00,302719.00,766718.00,0.00,1219449.00,263938.00,383056.00,588753.00,0.00
2594412.00,2323,中環,,132051.00,1150905,,2,115,,0.00,,20407547.00,20054383.00,0.00,18.41,7221088.00,19951531.00,10893483.00,11678179.00,6434437.00,32085726.00,353164.00,4457091.00,12134195.00,0.00
78610789.00,2324,仁寶,,15933331.00,1150905,,2,115,-4297954.00,,,153562063.00,138119756.00,150017431.00,32.44,345137624.00,423759334.00,44071466.00,368220677.00,3802124.00,521782740.00,15442307.00,23083053.00,98023406.00,0.00
116249185.00,2327,國巨*,,8491943.00,1150905,,2,115,-535053.00,,,178948487.00,176751310.00,3833324.00,86.01,211576230.00,277576009.00,5146827.00,328393749.00,47398408.00,507342236.00,2197177.00,116817519.00,229766227.00,0.00
8591227.00,2328,廣宇,,-663324.00,1150905,,2,115,,0.00,,17258758.00,14614971.00,0.00,28.20,7509140.00,17734903.00,5183462.00,7963368.00,1503606.00,25222126.00,2643787.00,454228.00,7487223.00,0.00
4754751.00,2329,華泰,,4486994.00,1150905,,2,115,,0.00,,16409590.00,16409590.00,0.00,24.90,7534872.00,10651316.00,6589483.00,10245168.00,578362.00,26654758.00,,2710296.00,16003442.00,0.00
6051113099.00,2330,台積電,,49790695.00,1150905,,2,115,,,,6474470981.00,6432518334.00,0.00,248.05,1857761825.00,4565700742.00,259323701.00,2901183746.00,72290839.00,9375654727.00,41952647.00,1043421921.00,4809953985.00,0.00
2204131.00,2331,精英,,-2399989.00,1150905,,2,115,,0.00,,10825060.00,10815495.00,0.00,19.40,9877356.00,14487993.00,5574030.00,10715286.00,5437323.00,21540346.00,9565.00,837930.00,7052353.00,0.00
2482580.00,2332,友訊,,-1559668.00,1150905,,2,115,-82823.00,0.00,,10676933.00,8210349.00,5434609.00,13.76,4343363.00,10700527.00,6021704.00,5199813.00,1348556.00,15876746.00,2466584.00,856450.00,5176219.00,0.00
29637565.00,2337,旺宏,,10551698.00,1150905,,2,115,-159061.00,,,61944480.00,61932113.00,1956619.00,31.28,18583906.00,43838444.00,19818566.00,34502007.00,2083345.00,96446487.00,12367.00,15918101.00,52608043.00,547818.00
-169445.00,2338,光罩,0.00,37982.00,1150905,,2,115,-891759.00,0.00,,6268670.00,6153880.00,39816440.00,18.82,8379245.00,7256304.00,3668492.00,12096297.00,3508610.00,18364967.00,114790.00,3717052.00,11108663.00,0.00
332371.00,2340,台亞,,-201746.00,1150905,,2,115,-23172.00,,,6755639.00,6350611.00,754543.00,14.50,4639083.00,6147813.00,4386228.00,8234978.00,1856930.00,14990617.00,405028.00,3595895.00,8842804.00,0.00
213022.00,2342,茂矽,,-86697.00,1150905,,2,115,,0.00,,2322726.00,2301529.00,0.00,14.62,476140.00,1348506.00,1574747.00,752105.00,600457.00,3074831.00,21197.00,275965.00,1726325.00,0.00
64211055.00,2344,華邦電,,39823925.00,1150905,,2,115,,,,173542517.00,165009628.00,0.00,36.67,92104416.00,147164785.00,45000002.00,119491802.00,15974646.00,293034319.00,8532889.00,27387386.00,145869534.00,0.00
62443627.00,2345,智邦,,86055.00,1150905,,2,115,-50999.00,,,69122879.00,69038082.00,2209867.00,123.52,125103174.00,178203985.00,5611179.00,130217930.00,948220.00,199340809.00,84797.00,5114756.00,21136824.00,0.00
57218659.00,2347,聯強,,-819283.00,1150905,,2,115,,0.00,,89419065.00,86561940.00,0.00,51.90,181072018.00,258158967.00,16679470.00,211935622.00,13483094.00,301354687.00,2857125.00,30863604.00,43195720.00,0.00
4147966.00,2348,海悅,,338989.00,1150905,,2,115,-10295.00,0.00,,9864975.00,7725453.00,164000.00,42.51,16437706.00,37531323.00,1894856.00,40380312.00,1353937.00,50245287.00,2139522.00,23942606.00,12713964.00,0.00
-1923039.00,2349,錸德,,-653386.00,1150905,,2,115,,0.00,,9978364.00,5611051.00,0.00,8.09,5028134.00,7383377.00,6936797.00,8483844.00,1250679.00,18462208.00,4367313.00,3455710.00,11078831.00,0.00
4980128.00,2351,順德,,-24504.00,1150905,,2,115,,,,8570003.00,8175334.00,0.00,42.20,4562007.00,8960504.00,1937340.00,6115629.00,1282370.00,14685632.00,394669.00,1553622.00,5725128.00,0.00
15844141.00,2352,佳世達,,5690558.00,1150905,,2,115,,,,71219130.00,39789645.00,0.00,25.18,114269329.00,131882616.00,15805065.00,159329681.00,2449881.00,230548811.00,31429485.00,45060352.00,98666195.00,0.00
17448480.00,2353,宏碁,,3741546.00,1150905,,2,115,-2712774.00,0.00,,99794583.00,77173874.00,41646290.00,25.67,182478622.00,222531339.00,30478538.00,208887724.00,28218084.00,308682307.00,22620709.00,26409102.00,86150968.00,0.00
95337812.00,2354,鴻準,,-3352220.00,1150905,,2,115,,0.00,,113846584.00,113807215.00,0.00,80.46,63337508.00,139272785.00,14144852.00,64840480.00,7676771.00,178687064.00,39369.00,1502972.00,39414279.00,0.00
11636389.00,2355,敬鵬,,336225.00,1150905,,2,115,-6333.00,0.00,,17522666.00,17522003.00,150000.00,44.10,6695673.00,14857213.00,3974954.00,7987076.00,1580768.00,25509742.00,663.00,1291403.00,10652529.00,0.00
37660020.00,2356,英業達,,1241513.00,1150905,,2,115,,0.00,,77963612.00,77669034.00,0.00,21.65,372242014.00,402808437.00,35874751.00,397367413.00,2892750.00,475331025.00,294578.00,25125399.00,72522588.00,0.00
199652823.00,2357,華碩,,77453680.00,1150905,,2,115,,,,329985687.00,301357449.00,0.00,405.73,511107464.00,654227276.00,7427603.00,538556270.00,16823343.00,868541957.00,28628238.00,27448806.00,214314681.00,0.00
3892521.00,2359,所羅門,,-117034.00,1150905,,2,115,-6042.00,0.00,,6967159.00,6395507.00,100432.00,37.32,4030540.00,9016213.00,1714711.00,4309178.00,911351.00,11276337.00,571652.00,278638.00,2260124.00,0.00
23252693.00,2360,致茂,,1228585.00,1150905,,2,115,-30868.00,,,33709772.00,32989812.00,1654579.00,77.88,24636688.00,41211672.00,4252457.00,29991536.00,4286945.00,63701308.00,719960.00,5354848.00,22489636.00,0.00
41661769.00,2362,藍天,,-268797.00,1150905,,2,115,-873442.00,0.00,,46921595.00,46921595.00,44263265.00,81.18,22129977.00,25337313.00,6222630.00,63148663.00,179435.00,110070258.00,,41018686.00,84732945.00,0.00
4797705.00,2363,矽統,,37294523.00,1150905,,2,115,-155570.00,,,48990661.00,48864470.00,2455001.00,95.34,2318215.00,4082559.00,5149882.00,3088848.00,1777930.00,52079509.00,126191.00,770633.00,47996950.00,0.00
289610.00,2364,倫飛,,31318.00,1150905,,2,115,,0.00,,868465.00,897371.00,0.00,17.13,1044197.00,1371619.00,576286.00,1093699.00,157.00,1962164.00,-28906.00,49502.00,590545.00,0.00
1188312.00,2365,昆盈,,-553165.00,1150905,,2,115,,,,3120897.00,3077511.00,0.00,13.89,259147.00,1817118.00,2215285.00,506322.00,227079.00,3627219.00,43386.00,247175.00,1810101.00,0.00
1130062.00,2367,燿華,,81373.00,1150905,,2,115,0.00,0.00,,12319890.00,12319890.00,0.00,17.44,9508691.00,9099278.00,7062532.00,15713674.00,4045923.00,28033564.00,,6204983.00,18934286.00,0.00
23510812.00,2368,金像電,,902828.00,1150905,,2,115,-92754.00,,,42192926.00,42192926.00,5151375.00,81.49,44285195.00,73410496.00,5229330.00,54869555.00,12642710.00,97062481.00,,10584360.00,23651985.00,5886037.00
302470.00,2369,菱生,,-17872.00,1150905,,2,115,-176415.00,,,5093795.00,4916511.00,5658911.00,13.13,1691059.00,4047131.00,3801023.00,2672239.00,1007305.00,7766034.00,177284.00,981180.00,3718903.00,0.00
20618239.00,2371,大同,,4514893.00,1150905,,2,115,-2215590.00,0.00,,56178456.00,48217604.00,104778243.00,23.57,36029054.00,70411870.00,21508349.00,86730462.00,3791713.00,142908918.00,7960852.00,50701408.00,72497048.00,0.00
3662819.00,2373,震旦行,,174062.00,1150905,,2,115,-791826.00,,,8696968.00,7370911.00,12496797.00,32.95,7133989.00,9575265.00,2362025.00,9076812.00,1963831.00,17773780.00,1326057.00,1942823.00,8198515.00,0.00
3122845.00,2374,佳能,,233010.00,1150905,,2,115,-156.00,,,9215876.00,8925350.00,15600.00,26.41,5320618.00,8439224.00,3379921.00,5621780.00,2189730.00,14837656.00,290526.00,301162.00,6398432.00,0.00
4292012.00,2375,凱美,,521580.00,1150905,,2,115,,0.00,,10633877.00,10633877.00,0.00,97.85,3675020.00,7005163.00,1086753.00,4320518.00,4733532.00,14954395.00,,645498.00,7949232.00,0.00
41831605.00,2376,技嘉,,3942424.00,1150905,,2,115,,0.00,,69273572.00,66520674.00,0.00,99.30,175770017.00,253932735.00,6698889.00,201983297.00,14047756.00,271256869.00,2752898.00,26213280.00,17324134.00,0.00
48483963.00,2377,微星,,318465.00,1150905,,2,115,,0.00,,58058305.00,58058305.00,0.00,68.72,63245460.00,115611953.00,8448562.00,70554073.00,807315.00,128612378.00,,7308613.00,13000425.00,0.00
37862666.00,2379,瑞昱,,5783732.00,1150905,,2,115,,0.00,,50442156.00,50432429.00,0.00,97.83,93546620.00,111218632.00,5155126.00,96827154.00,1630905.00,147269310.00,9727.00,3280534.00,36050678.00,0.00
-87808.00,2380,虹光,,-25208.00,1150905,,2,115,-6669.00,0.00,,592029.00,589626.00,54176.00,9.84,1680078.00,1721241.00,600000.00,1931926.00,109311.00,2523955.00,2403.00,251848.00,802714.00,0.00
174909702.00,2382,廣達,,9271741.00,1150905,,2,115,-333094.00,0.00,,255816330.00,243624611.00,8108885.00,63.20,1705318297.00,1922808876.00,38626274.00,1806710619.00,21149988.00,2062526949.00,12191719.00,101392322.00,139718073.00,0.00
40999533.00,2383,台光電,,2231344.00,1150905,,2,115,,0.00,,58312077.00,58335438.00,0.00,162.80,83610781.00,113288915.00,3583211.00,100265367.00,11521350.00,158577444.00,-23361.00,16654586.00,45288529.00,0.00
25006543.00,2385,群光,,932149.00,1150905,,2,115,-273574.00,0.00,,52870396.00,44870274.00,32363233.00,61.18,56621747.00,81194949.00,7657212.00,57363231.00,11547944.00,110233627.00,8000122.00,741484.00,29038678.00,0.00
8516135.00,2387,精元,,-205920.00,1150905,,2,115,-23737.00,1730000.00,,11533231.00,10378930.00,1730000.00,54.12,7891921.00,14573958.00,1952510.00,8572633.00,139942.00,20105864.00,1154301.00,680712.00,5531906.00,0.00
8139922.00,2388,威盛,,1274400.00,1150905,,2,115,,,,24202398.00,22224638.00,0.00,39.98,13968386.00,26565935.00,5559709.00,15340641.00,7250607.00,39543039.00,1977760.00,1372255.00,12977104.00,20000.00
-161875.00,2390,云辰,,-27126.00,1150905,,2,115,,,,2356350.00,2356350.00,0.00,12.23,358854.00,1672804.00,1926194.00,371359.00,619157.00,2727709.00,,12505.00,1054905.00,0.00
13266447.00,2392,正崴,,-600142.00,1150905,,2,115,-622774.00,0.00,,32368703.00,28502050.00,49503000.00,61.58,63264299.00,69446327.00,5123269.00,91137012.00,11335250.00,123505715.00,3866653.00,27872713.00,54059388.00,0.00
6461874.00,2393,億光,,-337547.00,1150905,,2,115,,,,19788878.00,19217747.00,0.00,43.34,10759745.00,21008652.00,4433931.00,11669578.00,8659489.00,31458456.00,571131.00,909833.00,10449804.00,0.00
33159968.00,2395,研華,,2533035.00,1150905,,2,115,,,,55454249.00,55335278.00,0.00,63.67,33371279.00,57103277.00,8690460.00,37749561.00,10951815.00,93203810.00,118971.00,4378282.00,36100533.00,791521.00
1387245.00,2397,友通,,-59779.00,1150905,,2,115,,0.00,,5693662.00,3371970.00,0.00,29.45,6762469.00,9551969.00,1144889.00,8986440.00,899615.00,14680102.00,2321692.00,2223971.00,5128133.00,0.00
969901.00,2399,映泰,,13302.00,1150905,,2,115,,,,2830981.00,2830981.00,0.00,15.90,814759.00,3030585.00,1781000.00,857970.00,66778.00,3688951.00,,43211.00,658366.00,0.00
1922108.00,2401,凌陽,,-483651.00,1150905,,2,115,-63401.00,,,10808133.00,8457716.00,3559996.00,14.37,2600031.00,9357125.00,5919949.00,4150475.00,1162711.00,14958608.00,2350417.00,1550444.00,5601483.00,0.00
1515120.00,2402,毅嘉,,374129.00,1150905,,2,115,0.00,,,7276767.00,7276767.00,0.00,23.66,6210161.00,10003907.00,3075366.00,9491436.00,2312152.00,16768203.00,,3281275.00,6764296.00,0.00
15208841.00,2404,漢唐,,531934.00,1150905,,2,115,-325240.00,0.00,,18175286.00,17913771.00,1700000.00,94.84,81392093.00,95379958.00,1905867.00,82304131.00,592369.00,100479417.00,261515.00,912038.00,5099459.00,0.00
66326.00,2405,輔信,,-63089.00,1150905,,2,115,,,,3549248.00,3439669.00,0.00,10.02,928548.00,1996209.00,3434273.00,1026769.00,2159.00,4576017.00,109579.00,98221.00,2579808.00,0.00
-35681.00,2406,國碩,,-157917.00,1150905,,2,115,,,,8784646.00,3707721.00,0.00,10.57,3651395.00,7118952.00,3509057.00,8640440.00,392262.00,17425086.00,5076925.00,4989045.00,10306134.00,0.00
175705438.00,2408,南亞科,,3894538.00,1150905,,2,115,,0.00,,322698513.00,322560603.00,0.00,93.49,41174906.00,284521498.00,34502059.00,65059683.00,108458568.00,387758196.00,137910.00,23884777.00,103236698.00,0.00
32088850.00,2409,友達,,888939.00,1150905,,2,115,0.00,,,166902188.00,154397339.00,0.00,20.46,123417456.00,144236082.00,75470990.00,210774202.00,45948560.00,377676390.00,12504849.00,87356746.00,233440308.00,0.00
115625007.00,2412,中華電,,861776.00,1150905,,2,115,,,,382078449.00,366630312.00,0.00,47.26,117472787.00,143770298.00,77574465.00,171548938.00,172569064.00,553627387.00,15448137.00,54076151.00,409857089.00,0.00
969511.00,2413,環科,,-402680.00,1150905,,2,115,0.00,0.00,,2261556.00,2261179.00,0.00,17.75,1468363.00,3284695.00,1273592.00,2428550.00,420756.00,4690106.00,377.00,960187.00,1405411.00,0.00
1244988.00,2414,精技,,-6955.00,1150905,,2,115,,,,4313801.00,3151550.00,0.00,19.49,13516645.00,16219303.00,1617358.00,13722890.00,296159.00,18036691.00,1162251.00,206245.00,1817388.00,0.00
517408.00,2415,錩新,,-3324.00,1150905,,2,115,,,,3103608.00,1727938.00,0.00,19.20,7098514.00,9057033.00,1000000.00,7801364.00,213854.00,10904972.00,1375670.00,702850.00,1847939.00,0.00
1134168.00,2417,圓剛,,-1597.00,1150905,,2,115,-697304.00,0.00,,3838971.00,2747340.00,30084600.00,21.61,1784424.00,3589430.00,1572189.00,2102613.00,739884.00,5941584.00,1091631.00,318189.00,2352154.00,0.00
230178.00,2419,仲琦,,220740.00,1150905,,2,115,,0.00,,6013220.00,4817708.00,0.00,14.99,5472527.00,9709154.00,3213172.00,5790077.00,1153618.00,11803297.00,1195512.00,317550.00,2094143.00,0.00
2205656.00,2420,新巨,,24042.00,1150905,,2,115,,,,3913130.00,3894236.00,0.00,25.51,1194566.00,2719061.00,1526487.00,2154621.00,138051.00,6067751.00,18894.00,960055.00,3348690.00,0.00
4796297.00,2421,建準,,-147417.00,1150905,,2,115,-77943.00,,,10522552.00,10522552.00,904000.00,36.79,9914080.00,16282010.00,2869437.00,10612980.00,3082178.00,21135532.00,0.00,698900.00,4853522.00,0.00
1632221.00,2423,固緯,,-96885.00,1150905,,2,115,,0.00,,2989965.00,2989965.00,0.00,20.61,1200912.00,3011772.00,1450472.00,1339908.00,4157.00,4329873.00,,138996.00,1318101.00,0.00
-345761.00,2424,隴華,,1960.00,1150905,,2,115,,0.00,,271393.00,252049.00,0.00,4.23,90130.00,123987.00,595850.00,108896.00,0.00,380289.00,19344.00,18766.00,256302.00,0.00
1495827.00,2425,承啟,,55102.00,1150905,,2,115,,0.00,,3022368.00,2516017.00,0.00,26.07,3537667.00,6484749.00,964988.00,3637298.00,100.00,6659666.00,506351.00,99631.00,174917.00,0.00
585347.00,2426,鼎元,,-23206.00,1150905,,2,115,,,,3835138.00,3835138.00,0.00,12.76,840895.00,2805108.00,3006223.00,908978.00,266774.00,4744116.00,,68083.00,1939008.00,0.00
1168733.00,2427,三商電,,-2956.00,1150905,,2,115,,,,3487512.00,3487512.00,0.00,17.61,2571610.00,4615525.00,1979996.00,3558128.00,341739.00,7045640.00,0.00,986518.00,2430115.00,0.00
9764300.00,2428,興勤,,411561.00,1150905,,2,115,,,,11919045.00,11809895.00,0.00,92.18,4236388.00,12682575.00,1281127.00,6761920.00,352907.00,18680965.00,109150.00,2525532.00,5998390.00,0.00
-587082.00,2429,銘旺科,,-9235.00,1150905,,2,115,,,,721912.00,709882.00,0.00,8.30,218209.00,369340.00,855000.00,1128720.00,451199.00,1850632.00,12030.00,910511.00,1481292.00,0.00
1977813.00,2430,燦坤,,-75640.00,1150905,,2,115,,0.00,,4321013.00,4321013.00,0.00,36.99,4941938.00,4304478.00,1168000.00,9174009.00,1250840.00,13495022.00,,4232071.00,9190544.00,0.00
-168576.00,2431,聯昌,,-21380.00,1150905,,2,115,,0.00,,1078652.00,1078652.00,0.00,9.72,93517.00,907775.00,1109270.00,119919.00,159338.00,1198571.00,,26402.00,290796.00,0.00
263224.00,2432,倚天酷碁-創,0.00,-77291.00,1150905,,2,115,,0.00,,1163468.00,1163468.00,0.00,18.81,774449.00,1395245.00,618600.00,797354.00,358935.00,1960822.00,,22905.00,565577.00,0.00
1298840.00,2433,互盛電,,476414.00,1150905,,2,115,,,,4060761.00,3262857.00,0.00,22.58,2464310.00,3751525.00,1444960.00,3403207.00,42643.00,7463968.00,797904.00,938897.00,3712443.00,0.00
-18115.00,2434,統懋,,-4809.00,1150905,,2,115,,,,448495.00,448495.00,0.00,12.12,122523.00,72913.00,370000.00,225704.00,101419.00,674199.00,,103181.00,601286.00,0.00
1771292.00,2436,偉詮電,,-14563.00,1150905,,2,115,-185963.00,0.00,,4810196.00,4798386.00,2711000.00,23.82,2213083.00,5781611.00,2041776.00,2369006.00,1185844.00,7179202.00,11810.00,155923.00,1397591.00,0.00
-325239.00,2438,翔耀,,-54570.00,1150905,,2,115,-17920.00,,,609648.00,380848.00,3000000.00,5.58,621598.00,707512.00,711956.00,1173602.00,66621.00,1783250.00,228800.00,552004.00,1075738.00,0.00
6677337.00,2439,美律,,-464402.00,1150905,,2,115,-432739.00,0.00,,18600512.00,16786938.00,5000000.00,67.51,16828471.00,27553366.00,2536413.00,22225310.00,8470329.00,40825822.00,1813574.00,5396839.00,13272456.00,0.00
-50115.00,2440,太空梭,,461020.00,1150905,,2,115,,0.00,,1807187.00,1807187.00,0.00,12.99,1323858.00,2384918.00,1391173.00,1409856.00,5109.00,3217043.00,,85998.00,832125.00,0.00
17077070.00,2441,超豐,,4717462.00,1150905,,2,115,,,,27487562.00,27485766.00,0.00,48.32,5895178.00,13592628.00,5688459.00,6174721.00,2775.00,33662283.00,1796.00,279543.00,20069655.00,0.00
2776166.00,2442,新美齊,,-66121.00,1150905,,2,115,,0.00,,7564163.00,6926663.00,0.00,21.30,13803081.00,20244497.00,3479983.00,15109737.00,736635.00,22673900.00,637500.00,1306656.00,2429403.00,0.00
-494126.00,2444,兆勁,0.00,-8213.00,1150905,,2,115,0.00,,,672302.00,667302.00,0.00,6.57,575709.00,923772.00,1015696.00,1051781.00,153945.00,1724083.00,5000.00,476072.00,800311.00,0.00
31191243.00,2449,京元電子,,13553049.00,1150905,,2,115,,,,62672485.00,62664065.00,0.00,51.25,20713873.00,30507886.00,12838824.00,66076165.00,5080949.00,128748650.00,8420.00,45362292.00,98240764.00,0.00
2921177.00,2450,神腦,,-26773.00,1150905,,2,115,,,,6223571.00,6215130.00,0.00,24.07,3824033.00,6841488.00,2582527.00,4539381.00,738199.00,10762952.00,8441.00,715348.00,3921464.00,0.00
30946458.00,2451,創見,,266782.00,1150905,,2,115,,0.00,,38472502.00,38472502.00,0.00,89.19,14982992.00,46298310.00,4313457.00,15470982.00,2945805.00,53943484.00,,487990.00,7645174.00,0.00
1068718.00,2453,凌群,,48521.00,1150905,,2,115,0.00,0.00,,2128581.00,2119657.00,0.00,21.20,2287080.00,3736739.00,1000000.00,2426560.00,2418.00,4555141.00,8924.00,139480.00,818402.00,0.00
329762727.00,2454,聯發科,,43251130.00,1150905,,2,115,-55970.00,,,432641700.00,424190236.00,7794085.00,265.77,320318775.00,397005577.00,16038954.00,354806672.00,35193395.00,787448372.00,8451464.00,34487897.00,390442795.00,0.00
1380753.00,2455,全新,,-46200.00,1150905,,2,115,0.00,0.00,,3693109.00,,0.00,19.75,1373593.00,3024000.00,1869834.00,2023624.00,488722.00,5716733.00,,650031.00,2692733.00,2077525.00
186244.00,2457,飛宏,,-51502.00,1150905,,2,115,0.00,,,8867588.00,8867588.00,0.00,20.88,3589289.00,7697087.00,4247724.00,4556995.00,4485122.00,13424583.00,,967706.00,5727496.00,0.00
7257880.00,2458,義隆,0.00,-39691.00,1150905,,2,115,-213771.00,,0.00,11511267.00,11362346.00,13614199.00,39.14,3492592.00,7959746.00,3038804.00,5329832.00,1319124.00,16841099.00,148921.00,1837240.00,8881353.00,0.00
4252909.00,2459,敦吉,,456569.00,1150905,,2,115,,,,6348015.00,5947329.00,0.00,56.32,3278526.00,6533140.00,1055956.00,3369255.00,181895.00,9717270.00,400686.00,90729.00,3184130.00,0.00
-58360.00,2460,建通,,-4091.00,1150905,,2,115,0.00,,,1629549.00,1629549.00,0.00,9.63,3081525.00,3120253.00,1692000.00,3573667.00,0.00,5203216.00,,492142.00,2082963.00,0.00
859564.00,2461,光群雷,,-133659.00,1150905,,2,115,-135685.00,,,4257077.00,3391320.00,7864000.00,18.43,3123139.00,4997582.00,1918880.00,4409174.00,882220.00,8666251.00,865757.00,1286035.00,3668669.00,0.00
1313467.00,2462,良得電,,-113139.00,1150905,,2,115,,0.00,,3712184.00,3299420.00,0.00,21.88,2253497.00,3761911.00,1507844.00,2558374.00,591248.00,6270558.00,412764.00,304877.00,2508647.00,0.00
1821117.00,2464,盟立,,63745.00,1150905,,2,115,,,,5769097.00,5705241.00,0.00,26.33,6861812.00,8699228.00,2166804.00,7151245.00,1653575.00,12920342.00,63856.00,289433.00,4221114.00,0.00
261923.00,2465,麗臺,,16766.00,1150905,,2,115,,0.00,,1363333.00,1363333.00,0.00,14.51,992453.00,2082460.00,939460.00,1012098.00,145184.00,2375431.00,0.00,19645.00,292971.00,0.00
222370.00,2466,冠西電,,-323613.00,1150905,,2,115,,,,1937182.00,1937182.00,0.00,11.17,1112313.00,1319216.00,1734587.00,2709563.00,303838.00,4646745.00,,1597250.00,3327529.00,0.00
1932446.00,2467,志聖,,10184564.00,1150905,,2,115,-220845.00,0.00,,16330007.00,15817015.00,3886486.00,100.34,8766584.00,10483123.00,1615137.00,12831780.00,2305713.00,29161787.00,512992.00,4065196.00,18678664.00,0.00
487068.00,2468,華經,,-713.00,1150905,,2,115,,,,1248328.00,1248328.00,0.00,17.84,1290293.00,1990450.00,699612.00,1339672.00,62361.00,2588000.00,,49379.00,597550.00,0.00
238639.00,2471,資通,,-2234.00,1150905,,2,115,,0.00,,869096.00,865444.00,0.00,18.31,733514.00,1424572.00,472539.00,798403.00,156500.00,1667499.00,3652.00,64889.00,242927.00,0.00
5468325.00,2472,立隆電,,370629.00,1150905,,2,115,,0.00,,14593562.00,9543969.00,0.00,57.94,4358997.00,12552765.00,1647351.00,5203312.00,2057664.00,19796874.00,5049593.00,844315.00,7244109.00,0.00
116395788.00,2474,可成,,2422484.00,1150905,,2,115,0.00,,,141613829.00,138382810.00,0.00,256.83,80141405.00,107292448.00,5388211.00,87370822.00,14176327.00,228984651.00,3231019.00,7229417.00,121692203.00,0.00
5606533.00,2476,鉅祥,,314359.00,1150905,,2,115,,,,9839130.00,9113576.00,0.00,41.60,2918044.00,9173169.00,2190705.00,3758973.00,1001979.00,13598103.00,725554.00,840929.00,4424934.00,989456.00
2411066.00,2477,美隆電,,71982.00,1150905,,2,115,,,,4390147.00,4075064.00,0.00,25.70,2820157.00,5623768.00,1585732.00,4287632.00,6284.00,8677779.00,315083.00,1467475.00,3054011.00,0.00
4556784.00,2478,大毅,,-169364.00,1150905,,2,115,-87880.00,,,7396982.00,7272325.00,2000000.00,50.95,2301841.00,5963319.00,1447313.00,3159386.00,1525472.00,10556368.00,124657.00,857545.00,4593049.00,0.00
1981428.00,2480,敦陽科,,64116.00,1150905,,2,115,0.00,0.00,,3275661.00,3275661.00,0.00,30.80,6130251.00,8234016.00,1063603.00,6196679.00,166514.00,9472340.00,0.00,66428.00,1238324.00,0.00
5234015.00,2481,強茂,,-158816.00,1150905,,2,115,,,,16447493.00,15059450.00,0.00,39.41,9104928.00,14812119.00,3821149.00,15033289.00,6163102.00,31480782.00,1388043.00,5928361.00,16668663.00,0.00
