保留盈餘,公司代號,公司名稱,共同控制下前手權益,其他權益,出表日期,合併前非屬共同控制股權,季別,年度,庫藏股票,待註銷股本股數,權益─具證券性質之虛擬通貨,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
-137428.00,3047,訊舟,,51921.00,1150905,,2,115,-12935.00,,,3080097.00,2459542.00,1380104.00,11.01,1596749.00,3320727.00,2247616.00,3283678.00,310368.00,6363775.00,620555.00,1686929.00,3043048.00,0.00
2574263.00,3048,益登,,1356268.00,1150905,,2,115,,,,7365768.00,7365768.00,0.00,27.30,26978413.00,36035511.00,2698298.00,31681784.00,736939.00,39047552.00,,4703371.00,3012041.00,0.00
-397248.00,3049,精金,,245020.00,1150905,,2,115,,0.00,,8958175.00,8188427.00,0.00,10.21,3909547.00,6282116.00,8020105.00,5817266.00,320550.00,14775441.00,769748.00,1907719.00,8493325.00,0.00
431405.00,3050,鈺德,0.00,-86691.00,1150905,,2,115,0.00,0.00,,2977276.00,2443568.00,0.00,15.77,1033713.00,1938249.00,1549845.00,2735666.00,549009.00,5712942.00,533708.00,1701953.00,3774693.00,0.00
913090.00,3051,力特,,29419.00,1150905,,2,115,-41599.00,,,2572799.00,2572799.00,2000000.00,15.59,771811.00,1515023.00,1670000.00,1492982.00,1889.00,4065781.00,0.00,721171.00,2550758.00,0.00
1135019.00,3052,夆典,,-7974.00,1150905,,2,115,-255837.00,0.00,,3619722.00,3529607.00,29261043.00,17.30,8019869.00,11399261.00,2332457.00,8028763.00,325942.00,11648485.00,90115.00,8894.00,249224.00,0.00
320373.00,3054,立萬利,,411158.00,1150905,,2,115,,0.00,,1538041.00,1538041.00,0.00,19.07,192846.00,830851.00,806510.00,199243.00,0.00,1737284.00,,6397.00,906433.00,0.00
483450.00,3055,蔚華科,,-142717.00,1150905,,2,115,-144237.00,,,1643292.00,1622446.00,2243030.00,14.39,211250.00,1096543.00,1149749.00,322200.00,276201.00,1965492.00,20846.00,110950.00,868949.00,0.00
2363798.00,3056,富華新,,,1150905,,2,115,-64222.00,,,8377304.00,8377304.00,4539000.00,17.60,4987313.00,13752533.00,4805550.00,6784305.00,1272178.00,15161609.00,,1796992.00,1409076.00,0.00
-81443.00,3057,喬鼎,,-84503.00,1150905,,2,115,,,,623589.00,623404.00,0.00,9.19,231814.00,764126.00,678646.00,262089.00,110704.00,885678.00,185.00,30275.00,121552.00,0.00
-326216.00,3058,立德,,-133373.00,1150905,,2,115,-25377.00,0.00,,1678975.00,1565890.00,1348000.00,7.81,2572121.00,2964996.00,2017228.00,3493892.00,33628.00,5172867.00,113085.00,921771.00,2207871.00,0.00
4580552.00,3059,華晶科,,-73374.00,1150905,,2,115,-2847.00,0.00,,10692963.00,10182136.00,100000.00,33.10,5016160.00,10050796.00,3077020.00,5978434.00,2600785.00,16671397.00,510827.00,962274.00,6620601.00,0.00
604049.00,3060,銘異,,-633567.00,1150905,,2,115,,0.00,,2761581.00,2750934.00,0.00,20.00,1570694.00,3180760.00,1375632.00,1904628.00,1404820.00,4666209.00,10647.00,333934.00,1485449.00,0.00
292216.00,3062,建漢,,-45083.00,1150905,,2,115,-65282.00,0.00,,4042779.00,4042779.00,2040000.00,12.32,2008338.00,3439342.00,3300918.00,2197516.00,560010.00,6240295.00,,189178.00,2800953.00,0.00
3303671.00,3090,日電貿,,4618572.00,1150905,,2,115,,,,18636098.00,18576701.00,0.00,64.60,8019227.00,12537330.00,2875672.00,8331936.00,7778786.00,26968034.00,59397.00,312709.00,14430704.00,0.00
-172628.00,3092,鴻碩,,-35247.00,1150905,,2,115,,0.00,,1265586.00,1239476.00,0.00,11.62,1732124.00,2045024.00,1066493.00,3578441.00,380858.00,4844027.00,26110.00,1846317.00,2799003.00,0.00
151059.00,3094,聯傑,,-8915.00,1150905,,2,115,0.00,0.00,,1037900.00,1037900.00,0.00,12.49,65740.00,794797.00,831171.00,140329.00,64585.00,1178229.00,,74589.00,383432.00,0.00
813430.00,3130,一零四,,23594.00,1150905,,2,115,,0.00,,1566505.00,1566505.00,0.00,47.20,2721819.00,3212312.00,331907.00,2787484.00,397574.00,4353989.00,,65665.00,1141677.00,0.00
2191480.00,3135,凌航,,,1150905,,2,115,-11718.00,,,4645033.00,,350000.00,47.98,3585203.00,9465970.00,1017876.00,5402100.00,1447395.00,10047133.00,,1816897.00,581163.00,7087465.00
682319.00,3138,耀登,,44921.00,1150905,,2,115,-186262.00,0.00,,2646617.00,2644166.00,2063000.00,48.67,1447034.00,2093633.00,563923.00,1699985.00,1539265.00,4346602.00,2451.00,252951.00,2252969.00,0.00
-370247.00,3149,正達,,476307.00,1150905,,2,115,,0.00,,2368396.00,2368396.00,0.00,10.47,1946243.00,3561797.00,2262336.00,3164682.00,0.00,5533078.00,,1218439.00,1971281.00,0.00
19441.00,3150,鈺寶-創,,-39828.00,1150905,,2,115,,,,590149.00,,0.00,13.30,84860.00,447522.00,443770.00,96927.00,166766.00,687076.00,,12067.00,239554.00,0.00
81424.00,3164,景岳,,34203.00,1150905,,2,115,0.00,0.00,,1429161.00,1310303.00,0.00,15.23,153576.00,551580.00,860104.00,241978.00,334572.00,1671139.00,118858.00,88402.00,1119559.00,0.00
2450138.00,3167,大量,,35620.00,1150905,,2,115,0.00,,,4295814.00,4294348.00,0.00,47.97,6639733.00,9544768.00,903147.00,7802996.00,905443.00,12098810.00,1466.00,1163263.00,2554042.00,0.00
447314.00,3168,眾福科,,18366.00,1150905,,2,115,0.00,,,2429040.00,1678745.00,0.00,22.35,1466035.00,2826989.00,750996.00,1526705.00,462069.00,3955745.00,750295.00,60670.00,1128756.00,0.00
22025189.00,3189,景碩,,-56869.00,1150905,,2,115,,,,52986406.00,44466694.00,0.00,84.39,19011357.00,32887152.00,5269104.00,31548092.00,17229270.00,84534498.00,8519712.00,12536735.00,51647346.00,0.00
2133413.00,3209,全科,,166930.00,1150905,,2,115,,,,5838880.00,5639115.00,0.00,23.96,14444785.00,21075188.00,2471608.00,17135057.00,867164.00,22973937.00,199765.00,2690272.00,1898749.00,0.00
-51458.00,3229,晟鈦,,0.00,1150905,,2,115,,0.00,,681514.00,681514.00,0.00,10.61,369802.00,796620.00,642630.00,371931.00,90342.00,1053445.00,0.00,2129.00,256825.00,0.00
73736726.00,3231,緯創,,4099772.00,1150905,,2,115,0.00,0.00,,277268037.00,194001281.00,0.00,61.01,1172120795.00,1384801750.00,31800523.00,1295840944.00,84364260.00,1573108981.00,83266756.00,123720149.00,188307231.00,0.00
601969.00,3257,虹冠電,,-786.00,1150905,,2,115,-11409.00,0.00,,1614621.00,1605765.00,259000.00,20.18,255146.00,1478198.00,798236.00,750355.00,217755.00,2364976.00,8856.00,495209.00,886778.00,0.00
1879395.00,3266,昇陽,,0.00,1150905,,2,115,,0.00,,6232914.00,6205209.00,0.00,17.61,9525381.00,14956663.00,3523143.00,9795435.00,802671.00,16028349.00,27705.00,270054.00,1071686.00,0.00
188542.00,3296,勝德,,-60029.00,1150905,,2,115,,0.00,,1279121.00,1279121.00,0.00,13.22,973585.00,1527198.00,967244.00,985409.00,183364.00,2264530.00,,11824.00,737332.00,0.00
2717485.00,3305,昇貿,,22260.00,1150905,,2,115,-161843.00,0.00,,6080607.00,6059349.00,2988000.00,43.16,7563527.00,11710325.00,1433740.00,8988219.00,2047707.00,15068826.00,21258.00,1424692.00,3358501.00,0.00
550225.00,3308,聯德,,4420.00,1150905,,2,115,,,,1159551.00,1159551.00,0.00,19.33,632118.00,1485105.00,600000.00,1018445.00,4906.00,2177996.00,,386327.00,692891.00,0.00
1727896.00,3311,閎暉,,-265438.00,1150905,,2,115,,,,3655591.00,3655591.00,0.00,36.56,1480702.00,1544315.00,1000000.00,1551629.00,1193133.00,5207220.00,,70927.00,3662905.00,0.00
1118729.00,3312,弘憶股,,101762.00,1150905,,2,115,,0.00,,4021326.00,4021326.00,0.00,22.02,8850798.00,10732612.00,1826268.00,8896319.00,974567.00,12917645.00,0.00,45521.00,2185033.00,0.00
-148797.00,3321,同泰,,-41369.00,1150905,,2,115,,0.00,,671367.00,671367.00,0.00,7.80,1196230.00,1619563.00,861138.00,1382872.00,395.00,2054239.00,,186642.00,434676.00,0.00
767714.00,3338,泰碩,,14903.00,1150905,,2,115,-50634.00,0.00,,1959993.00,1959993.00,1082000.00,22.57,1643933.00,2953898.00,879081.00,1785882.00,348929.00,3745875.00,,141949.00,791977.00,0.00
621631.00,3346,麗清,,43592.00,1150905,,2,115,-20122.00,,,3582439.00,3582439.00,750000.00,29.74,4685446.00,8381718.00,1212284.00,6886110.00,1725054.00,10468549.00,,2200664.00,2086831.00,0.00
1798987.00,3356,奇偶,,-23788.00,1150905,,2,115,,0.00,,2842588.00,2832418.00,0.00,35.17,592069.00,3246182.00,805417.00,614747.00,251802.00,3457335.00,10170.00,22678.00,211153.00,0.00
12553843.00,3376,新日興,,-75211.00,1150905,,2,115,,,,16541851.00,16541851.00,0.00,84.50,5072371.00,11201945.00,1957802.00,6287555.00,2105417.00,22829406.00,,1215184.00,11627461.00,0.00
1675230.00,3380,明泰,,-2587.00,1150905,,2,115,,,,12887207.00,9175587.00,0.00,16.94,12250074.00,18971928.00,5417185.00,12890194.00,2085759.00,25777401.00,3711620.00,640120.00,6805473.00,0.00
15432461.00,3406,玉晶光,,1261894.00,1150905,,2,115,,,,27038759.00,27061461.00,0.00,240.03,9589165.00,22859080.00,1127431.00,17597964.00,9239675.00,44636723.00,-22702.00,8008799.00,21777643.00,0.00
8619351.00,3413,京鼎,,580571.00,1150905,,2,115,,0.00,,18030511.00,16550096.00,0.00,149.20,9992327.00,16591656.00,1109244.00,12291275.00,6240930.00,30321786.00,1480415.00,2298948.00,13730130.00,162130.00
1614757.00,3416,融程電,,100330.00,1150905,,2,115,,,,3569838.00,3572898.00,0.00,44.39,1903689.00,3244528.00,845177.00,1969960.00,1012634.00,5539798.00,-3060.00,66271.00,2295270.00,0.00
-254410.00,3419,譁裕,,-58193.00,1150905,,2,115,,,,892626.00,892626.00,0.00,7.41,866397.00,1114711.00,1204804.00,995671.00,425.00,1888297.00,,129274.00,773586.00,0.00
-265151.00,3432,台端,,-41153.00,1150905,,2,115,,0.00,,294197.00,294197.00,0.00,6.97,91657.00,359593.00,422300.00,147606.00,178201.00,441803.00,,55949.00,82210.00,0.00
-175700.00,3437,榮創,,440633.00,1150905,,2,115,,0.00,,2292549.00,2217981.00,0.00,15.34,490226.00,1471529.00,1445480.00,496752.00,507568.00,2789301.00,74568.00,6526.00,1317772.00,0.00
12076903.00,3443,創意,,15385.00,1150905,,2,115,,,,13465348.00,13465348.00,0.00,100.48,23386208.00,33873425.00,1340119.00,23920056.00,32941.00,37385404.00,,533848.00,3511979.00,0.00
275566.00,3447,展達,,4197.00,1150905,,2,115,,0.00,,1241025.00,1241025.00,0.00,16.02,1892708.00,2922834.00,774491.00,1898360.00,186771.00,3139385.00,,5652.00,216551.00,0.00
3451406.00,3450,聯鈞,,27764.00,1150905,,2,115,,,,8585603.00,5584813.00,0.00,38.34,4878715.00,9224276.00,1456814.00,6965105.00,648829.00,15550708.00,3000790.00,2086390.00,6326432.00,0.00
45827043.00,3481,群創,,-763770.00,1150905,,2,115,-56914.00,,,227429659.00,224970543.00,4072200.00,28.17,134358350.00,202300660.00,79891974.00,175275668.00,100072210.00,402705327.00,2459116.00,40917318.00,200404667.00,0.00
-531918.00,3494,誠研,,-28788.00,1150905,,2,115,,,,615884.00,525159.00,0.00,5.54,524718.00,430496.00,948000.00,1216741.00,137865.00,1832625.00,90725.00,692023.00,1402129.00,0.00
4054380.00,3501,維熹,,50327.00,1150905,,2,115,,0.00,,7033131.00,7033131.00,0.00,59.47,2004823.00,6260352.00,1182579.00,2898111.00,1745845.00,9931242.00,,893288.00,3670890.00,0.00
136179.00,3504,揚明光,,-79195.00,1150905,,2,115,,,,2845787.00,2845787.00,0.00,24.95,1202561.00,2417491.00,1140598.00,1609497.00,1648205.00,4455284.00,0.00,406936.00,2037793.00,0.00
5098408.00,3515,華擎,,-43398.00,1150905,,2,115,,20160.00,,15071957.00,11623590.00,0.00,94.10,16527411.00,28887352.00,1235238.00,16603317.00,5333342.00,31675274.00,3448367.00,75906.00,2787922.00,0.00
131548.00,3518,柏騰,,-122032.00,1150905,,2,115,,,,1705576.00,1705576.00,0.00,16.65,321439.00,1258909.00,1024222.00,733989.00,671838.00,2439565.00,,412550.00,1180656.00,0.00
1179886.00,3528,安馳,,127183.00,1150905,,2,115,,,,2275228.00,,0.00,34.14,12346298.00,14430072.00,666392.00,12376626.00,301767.00,14651854.00,,30328.00,221782.00,0.00
539477.00,3530,晶相光,,5249.00,1150905,,2,115,,,,2477669.00,2477669.00,0.00,31.98,468973.00,2574888.00,774759.00,474766.00,1158184.00,2952435.00,,5793.00,377547.00,0.00
14777594.00,3532,台勝科,,-100913.00,1150905,,2,115,,,,24294570.00,24294570.00,0.00,62.64,3621964.00,9814961.00,3878483.00,26988973.00,5739406.00,51283543.00,,23367009.00,41468582.00,0.00
28580202.00,3533,嘉澤,,1100768.00,1150905,,2,115,-113976.00,0.00,,43109002.00,40973462.00,101000.00,364.42,13708483.00,37965191.00,1125347.00,15024280.00,10281121.00,58133282.00,2135540.00,1315797.00,20168091.00,0.00
238850.00,3535,晶彩科,,-3581.00,1150905,,2,115,,,,1124282.00,1124282.00,0.00,14.22,334283.00,1165575.00,790523.00,508184.00,98490.00,1632466.00,,173901.00,466891.00,0.00
216452.00,3543,州巧,,-285798.00,1150905,,2,115,-25619.00,0.00,,3672815.00,3077692.00,1000000.00,28.17,1353673.00,3691050.00,1102631.00,1879360.00,2070026.00,5552175.00,595123.00,525687.00,1861125.00,0.00
612580.00,3545,敦泰,,276249.00,1150905,,2,115,-321893.00,,,8897591.00,8897591.00,5202000.00,40.96,4005121.00,8322893.00,2224114.00,4488126.00,6106541.00,13385717.00,0.00,483005.00,5062824.00,0.00
314959.00,3550,聯穎,,-66021.00,1150905,,2,115,,0.00,,1770962.00,1748513.00,0.00,16.26,1657071.00,2964511.00,1075500.00,2637223.00,424075.00,4408185.00,22449.00,980152.00,1443674.00,0.00
987837.00,3557,嘉威,,36223.00,1150905,,2,115,,,,2549352.00,2549352.00,0.00,30.24,2330506.00,1853538.00,843154.00,3806656.00,682138.00,6356008.00,,1476150.00,4502470.00,0.00
3120867.00,3563,牧德,,15455.00,1150905,,2,115,,,,5682116.00,5547440.00,0.00,86.73,2134308.00,6767267.00,639608.00,2232949.00,1771510.00,7915065.00,134676.00,98641.00,1147798.00,0.00
-4424684.00,3576,聯合再生,,215098.00,1150905,,2,115,-18699.00,,,12933226.00,12899731.00,1065679.00,7.93,5469867.00,8430183.00,16277954.00,11249187.00,850062.00,24182413.00,33495.00,5779320.00,15752230.00,0.00
4081467.00,3583,辛耘,,3260457.00,1150905,,2,115,,,,10525176.00,10156717.00,0.00,121.48,18915624.00,21781611.00,836087.00,19373138.00,1978706.00,29898314.00,368459.00,457514.00,8116703.00,0.00
814410.00,3588,通嘉,,6900.00,1150905,,2,115,,,,1813692.00,1813692.00,0.00,29.26,342820.00,1709778.00,619932.00,362446.00,372450.00,2176138.00,,19626.00,466360.00,0.00
53183.00,3591,艾笛森,,-101577.00,1150905,,2,115,-73473.00,,,3079875.00,2890675.00,4025827.00,20.45,815370.00,2551686.00,1453868.00,1609826.00,1558674.00,4689701.00,189200.00,794456.00,2138015.00,0.00
5988425.00,3592,瑞鼎,,-71213.00,1150905,,2,115,,0.00,,11388697.00,11388697.00,0.00,150.14,10024328.00,18888519.00,758552.00,10233644.00,4712933.00,21622341.00,,209316.00,2733822.00,0.00
-497422.00,3593,力銘,,80697.00,1150905,,2,115,,,,207952.00,207952.00,0.00,3.42,526802.00,589225.00,608255.00,929822.00,16422.00,1137774.00,,403020.00,548549.00,0.00
10919029.00,3596,智易,,123972.00,1150905,,2,115,,,,16544256.00,16455927.00,0.00,74.68,37377649.00,46783486.00,2203543.00,37666699.00,3209383.00,54210955.00,88329.00,289050.00,7427469.00,0.00
3950712.00,3605,宏致,,472264.00,1150905,,2,115,0.00,0.00,,8931805.00,8930946.00,0.00,50.96,4756498.00,8474614.00,1752703.00,7184188.00,2755267.00,16115993.00,859.00,2427690.00,7641379.00,572900.00
38770.00,3607,谷崧,,-646903.00,1150905,,2,115,,,,1721951.00,1721951.00,0.00,14.15,1279340.00,2379854.00,1216622.00,1403139.00,1113462.00,3125090.00,,123799.00,745236.00,0.00
5582086.00,3617,碩天,,116586.00,1150905,,2,115,,,,9988473.00,9879499.00,0.00,104.25,4108220.00,11238477.00,947620.00,5864280.00,3233207.00,15852753.00,108974.00,1756060.00,4614276.00,0.00
2415790.00,3622,洋華,,2585268.00,1150905,,2,115,,,,7987066.00,7895418.00,0.00,52.17,1072342.00,6968221.00,1513276.00,1330394.00,1381084.00,9317460.00,91648.00,258052.00,2349239.00,0.00
1181513.00,3645,達邁,,2870.00,1150905,,2,115,,,,3355716.00,3344866.00,0.00,24.46,1234805.00,1851863.00,1367542.00,1898230.00,792941.00,5253946.00,10850.00,663425.00,3402083.00,0.00
263762.00,3652,精聯,,-17388.00,1150905,,2,115,,,,1935281.00,1932575.00,0.00,25.73,727292.00,2237551.00,750975.00,807137.00,935226.00,2742418.00,2706.00,79845.00,504867.00,0.00
9263316.00,3653,健策,,79934.00,1150905,,2,115,,0.00,,23806611.00,23578124.00,0.00,160.69,9137834.00,23448546.00,1467328.00,9576127.00,12767546.00,33382738.00,228487.00,438293.00,9934192.00,0.00
13693260.00,3661,世芯-KY,,1446858.00,1150905,,2,115,,,,60343197.00,60325507.00,0.00,699.79,29074064.00,84591735.00,862047.00,29290317.00,44323342.00,89633514.00,17690.00,216253.00,5041779.00,0.00
21779101.00,3665,貿聯-KY,,2267765.00,1150905,,2,115,,0.00,,49558924.00,49562802.00,0.00,254.07,27059844.00,57823563.00,1950784.00,42631108.00,23565152.00,92190032.00,-3878.00,15571264.00,34366469.00,0.00
1876295.00,3669,圓展,,-35483.00,1150905,,2,115,,,,3505132.00,3505132.00,0.00,37.72,1246951.00,2262831.00,929200.00,1367301.00,735120.00,4872433.00,,120350.00,2609602.00,0.00
4174737.00,3673,TPK-KY,,3345370.00,1150905,,2,115,,,,54898209.00,40492200.00,0.00,99.57,37568695.00,74379404.00,4066638.00,50676123.00,28905455.00,105574332.00,14406009.00,13107428.00,31194928.00,0.00
3295031.00,3679,新至陞,,-27188.00,1150905,,2,115,,,,4838964.00,4838964.00,0.00,76.78,2781617.00,6714911.00,630222.00,4638060.00,940899.00,9477024.00,,1856443.00,2762113.00,0.00
-112287.00,3686,達能,,,1150905,,2,115,,0.00,,658787.00,658787.00,0.00,8.61,6254.00,382454.00,764951.00,7591.00,6123.00,666378.00,,1337.00,283924.00,0.00
976343.00,3694,海華,,-35507.00,1150905,,2,115,,,,3661086.00,3661086.00,0.00,23.63,4372306.00,6753711.00,1549292.00,4499273.00,1170958.00,8160359.00,,126967.00,1406648.00,0.00
647530.00,3701,大眾控,,-32353.00,1150905,,2,115,,,,6658570.00,4724543.00,0.00,19.96,5244201.00,10643173.00,2366689.00,8166679.00,1742677.00,14825249.00,1934027.00,2922478.00,4182076.00,0.00
52995484.00,3702,大聯大,,901948.00,1150905,,2,115,,0.00,,98940573.00,96328550.00,0.00,55.73,477176298.00,571595967.00,17284600.00,518933855.00,25146518.00,617874428.00,2612023.00,41757557.00,46278461.00,0.00
10664920.00,3703,欣陸,,1627736.00,1150905,,2,115,,,,28819267.00,27408834.00,0.00,33.29,50595964.00,61444777.00,8232160.00,69007908.00,6884018.00,97827175.00,1410433.00,18411944.00,36382398.00,0.00
4739833.00,3704,合勤控,,-397344.00,1150905,,2,115,-96550.00,,,12371696.00,12123053.00,7317397.00,29.70,15873935.00,24230560.00,4154450.00,16605778.00,3722664.00,28977474.00,248643.00,731843.00,4746914.00,0.00
3006807.00,3705,永信,,-259030.00,1150905,,2,115,-1439.00,0.00,,8583905.00,7792603.00,58059.00,29.26,3022777.00,7568539.00,2664230.00,4592273.00,2382035.00,13176178.00,791302.00,1569496.00,5607639.00,0.00
29665367.00,3706,神達,,7553821.00,1150905,,2,115,,0.00,,77858148.00,76267152.00,0.00,57.46,61960618.00,117190530.00,14599337.00,102159905.00,24448627.00,180018053.00,1590996.00,40199287.00,62827523.00,0.00
5902385.00,3708,上緯投控,,10758686.00,1150905,,2,115,-311975.00,0.00,,21739732.00,21696085.00,2522000.00,241.49,3007102.00,5651694.00,923649.00,3470149.00,4423340.00,25209881.00,43647.00,463047.00,19558187.00,0.00
145934560.00,3711,日月光投控,,34624067.00,1150905,,2,115,-1959107.00,0.00,,419197779.00,389205323.00,72941505.00,88.50,336798821.00,360399211.00,44705723.00,652136648.00,165900080.00,1071334427.00,29992456.00,315337827.00,710935216.00,9739200.00
527533.00,3712,永崴投控,,238694.00,1150905,,2,115,,,,4386671.00,4371747.00,0.00,17.75,42831544.00,24502753.00,2462421.00,49684271.00,1143099.00,54070942.00,14924.00,6852727.00,29568189.00,0.00
1303955.00,3714,富采,,1957862.00,1150905,,2,115,-135163.00,0.00,,44387427.00,43324326.00,1282377.00,58.81,8511068.00,30239815.00,7379405.00,10037205.00,32818267.00,54424632.00,1063101.00,1526137.00,24184817.00,0.00
1603635.00,3715,定穎投控,,210134.00,1150905,,2,115,,0.00,,12181345.00,10464998.00,0.00,36.90,17800586.00,22862302.00,2835746.00,36710498.00,5815483.00,48891843.00,1716347.00,18909912.00,26029541.00,0.00
542660.00,3716,中化控股,,-114754.00,1150905,,2,115,-162302.00,0.00,,7677463.00,7670995.00,4074941.00,52.65,3837769.00,5770255.00,1497656.00,4653584.00,5907735.00,12331047.00,6468.00,815815.00,6560792.00,0.00
304893.00,3717,聯嘉投控,,31574.00,1150905,,2,115,0.00,,,3523021.00,3519100.00,0.00,16.93,3909654.00,5524573.00,2078455.00,5604338.00,1104178.00,9127359.00,3921.00,1694684.00,3602786.00,0.00
3464065.00,4104,佳醫,,216767.00,1150905,,2,115,,0.00,,13204220.00,9813491.00,0.00,52.10,5990266.00,11672026.00,1883674.00,7951661.00,4248985.00,21155881.00,3390729.00,1961395.00,9483855.00,0.00
1221162.00,4106,雃博,,-44435.00,1150905,,2,115,,,,2531881.00,2531579.00,0.00,25.09,678584.00,1847117.00,1009116.00,782776.00,345736.00,3314657.00,302.00,104192.00,1467540.00,0.00
-303672.00,4108,懷特,,254017.00,1150905,,2,115,,,,2353358.00,1943124.00,0.00,9.78,40436.00,1179387.00,1986189.00,58220.00,6590.00,2411578.00,410234.00,17784.00,1232191.00,0.00
1885478.00,4119,旭富,,-15345.00,1150905,,2,115,,0.00,,5310381.00,5310381.00,0.00,44.44,848639.00,1063126.00,1195087.00,1615065.00,2245161.00,6925446.00,,766426.00,5862320.00,0.00
197579.00,4133,亞諾法,0.00,-4428.00,1150905,,2,115,0.00,,0.00,1273214.00,1273214.00,0.00,21.03,65016.00,946992.00,605536.00,79679.00,474527.00,1352893.00,0.00,14663.00,405901.00,0.00
2918190.00,4137,麗豐-KY,,-226614.00,1150905,,2,115,,,,4935985.00,4935985.00,0.00,59.84,4226863.00,6926309.00,824924.00,5071377.00,1419485.00,10007362.00,,844514.00,3081053.00,0.00
-199996.00,4142,國光生,,52067.00,1150905,,2,115,-292538.00,0.00,,4704928.00,4624448.00,8000000.00,10.97,716463.00,3202707.00,4295078.00,3407897.00,769837.00,8112825.00,80480.00,2691434.00,4910118.00,0.00
1513112.00,4148,全宇生技-KY,,-197195.00,1150905,,2,115,,,,3502503.00,2770644.00,0.00,41.21,880160.00,3397330.00,672357.00,1043869.00,782370.00,4546372.00,731859.00,163709.00,1149042.00,0.00
323771.00,4155,訊映,,-65422.00,1150905,,2,115,-59215.00,0.00,,2574321.00,2517564.00,3953000.00,17.89,572558.00,1374117.00,1446842.00,1419403.00,871588.00,3993724.00,56757.00,846845.00,2619607.00,0.00
1105268.00,4164,承業醫,,-406388.00,1150905,,2,115,-40096.00,0.00,,7863054.00,7470324.00,1367000.00,38.52,3086859.00,5233268.00,1953110.00,8319042.00,4858430.00,16182096.00,392730.00,5232183.00,10948828.00,0.00
-4445.00,4169,泰宗,,-40246.00,1150905,,2,115,,0.00,,1954442.00,1954442.00,0.00,29.42,133656.00,1561198.00,664316.00,149823.00,1334817.00,2104265.00,,16167.00,543067.00,0.00
-1512760.00,4178,永笙-KY,,-83224.00,1150905,,2,115,,,,2050020.00,2050020.00,0.00,9.50,262281.00,3043001.00,2158670.00,1405726.00,1487334.00,3455746.00,,1143445.00,412745.00,0.00
349360.00,4190,佐登-KY,,-4398.00,1150905,,2,115,-108436.00,,,1612741.00,1612741.00,2000000.00,27.13,3419117.00,2233245.00,614460.00,5633649.00,761755.00,7246390.00,,2214532.00,5013145.00,0.00
-222657.00,4195,基米-創,,-1489.00,1150905,,2,115,,,,748510.00,665349.00,0.00,8.32,424256.00,606676.00,800001.00,702592.00,89494.00,1451102.00,83161.00,278336.00,844426.00,0.00
3634023.00,4306,炎洲,,1203954.00,1150905,,2,115,-243995.00,0.00,,14697604.00,14054291.00,18791283.00,21.36,16945281.00,26606811.00,6767572.00,25050537.00,2692737.00,39748141.00,643313.00,8105256.00,13141330.00,0.00
-68679.00,4414,如興,,163784.00,1150905,,2,115,,,,4424698.00,4206319.00,0.00,14.59,8886266.00,8237793.00,2909337.00,9256897.00,1201877.00,13681595.00,218379.00,370631.00,5443802.00,0.00
-14506.00,4426,利勤,,-11999.00,1150905,,2,115,,0.00,,1743606.00,1743127.00,0.00,10.09,861316.00,694642.00,1726773.00,2372027.00,42859.00,4115633.00,479.00,1510711.00,3420991.00,0.00
4026173.00,4438,廣越,,-204029.00,1150905,,2,115,-62946.00,,,10724435.00,8661591.00,754000.00,76.87,9191259.00,15353290.00,1134255.00,10777292.00,3768138.00,21501727.00,2062844.00,1586033.00,6148437.00,0.00
1389531.00,4439,冠星-KY,,23317.00,1150905,,2,115,-47106.00,,,3437292.00,3437292.00,500000.00,91.38,3125286.00,4290725.00,381152.00,3869258.00,1690398.00,7306550.00,,743972.00,3015825.00,0.00
372177.00,4440,宜新實業,,5797.00,1150905,,2,115,,,,1335858.00,,0.00,19.76,315252.00,529027.00,675980.00,740768.00,281904.00,2076626.00,,425516.00,1547599.00,0.00
3744576.00,4441,振大環球,,36721.00,1150905,,2,115,,,,6880331.00,6871398.00,0.00,100.79,2968929.00,7225729.00,681756.00,3021068.00,2408345.00,9901399.00,8933.00,52139.00,2675670.00,0.00
600327.00,4526,東台,,942341.00,1150905,,2,115,-76916.00,,,5078016.00,5009278.00,3000000.00,19.89,7314641.00,8156077.00,2548265.00,8700457.00,995261.00,13778473.00,68738.00,1385816.00,5622396.00,0.00
4837293.00,4532,瑞智,,-288677.00,1150905,,2,115,-209890.00,,,11708245.00,10632953.00,8920000.00,21.88,18948289.00,24938096.00,4948951.00,20245311.00,1345276.00,31953556.00,1075292.00,1297022.00,7015460.00,0.00
7023820.00,4536,拓凱,,-134045.00,1150905,,2,115,,,,9933427.00,9437507.00,0.00,103.91,3712972.00,9854377.00,908200.00,5168038.00,1639532.00,15101465.00,495920.00,1455066.00,5247088.00,0.00
28786.00,4540,全球傳動,,66733.00,1150905,,2,115,,,,3491855.00,3491855.00,0.00,30.31,2423210.00,4293765.00,1151868.00,4487454.00,2244468.00,7979309.00,,2064244.00,3685544.00,0.00
522626.00,4545,銘鈺,,6933.00,1150905,,2,115,,0.00,,1942344.00,1942344.00,0.00,25.23,1190709.00,1955528.00,770000.00,1404139.00,642785.00,3346483.00,,213430.00,1390955.00,0.00
