不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險合約負債,保險合約負債及再保險合約負債,保險合約資產,保險合約資產及再保險合約資產－淨額,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,再保險合約負債,再保險合約資產,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資性不動產,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,按攤銷後成本衡量之金融資產,採用權益法之投資－淨額,放款,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,避險之金融資產,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,,,,433902,,,,,,1903,士紙,,,2406940,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,5441233,,,,5441233,,0,,20.92,3471062,3573741,,,,,,,,,2600391,,,5062394,,,0,10503627,,,,,,,,,,,,,,,,1591332,6929886,0
,,,,18095234,,,,,,1904,正隆,,,-637703,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,30456730,,,,29706857,,0,,26.80,24639229,23384595,,,,,,,,,11082745,,,42553667,,,1166581,73010397,,,,,,,,,,,,,,,749873,17914438,49625802,0
,,,,2020921,,,,,,1905,華紙,,,3085042,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,18846892,,,,16305169,,0,,14.78,17495767,20547530,,,,,,,,,11028353,,,22082543,,,170853,40929435,,,,,,,,,,,,,,,2541723,4586776,20381905,0
,,,,2613575,,,,,,1906,寶隆,,,-1062652,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3079226,,,,,,0,,20.39,2439937,476045,,,,,,,,,1510000,,,2763272,,,18303,5842498,,,,,,,,,,,,,,,,323335,5366453,0
,,,,23087115,,,,,,1907,永豐餘,,,34511961,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,95450520,,,,78208058,,0,,47.10,57579369,69038373,,,,,,,,,16603715,,,82625870,,,4005267,178076390,,,,,,,,,,,,,,,17242462,25046501,109038017,0
,,,,4729629,,,,,,1909,榮成,,,-1357322,,,,,,,,,,,,,,,,,1,上市,115,-226789,,,,,,,,,,,,,,,,,,,,,,,20800130,,,,20769351,,23248000,,15.92,22767425,14658431,,,,,,,,,13276857,,,49630869,,,4346976,70430999,,,,,,,,,,,,,,,30779,26863444,55772568,0
,,,,106834674,,,,,,2002,中鋼,,,736287,,,,,,,,,,,,,,,,,1,上市,115,-13118233,,,,,,,,,,,,,,,,,,,,,,,331606684,,,,293381230,,674286000,,19.43,154652832,182155729,,,,,,,,,157731290,,,344185931,,,41197212,675792615,,,,,,,,,,,,,,,38225454,189533099,493636886,0
,,,,17774995,,,,,,2006,東和鋼鐵,,,-394968,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,32549969,,,,32427210,,0,,44.41,18568929,28387625,,,,,,,,,7302138,,,19405487,,,7745045,51955456,,,,,,,,,,,,,,,122759,836558,23567831,0
,,,,-1622611,,,,,,2007,燁興,,,8187,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3987539,,,,,,0,,7.51,4815985,1778772,,,,,,,,,5306516,,,8216939,,,295447,12204478,,,,,,,,,,,,,,,,3400954,10425706,0
,,,,1495054,,,,,,2008,高興昌,,,361738,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,3765315,,,,,,0,,19.73,1949854,2434612,,,,,,,,,1908523,,,4596942,,,0,8362257,,,,,,,,,,,,,,,,2647088,5927645,0
,,,,652007,,,,,,2009,第一銅,,,4040699,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,8288928,,,,,,0,,23.05,1725805,2492291,,,,,,,,,3596222,,,1994285,,,0,10283213,,,,,,,,,,,,,,,,268480,7790922,0
,,,,5550897,,,,,,2010,春源,,,-131458,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,12462425,,,,12074324,,0,,18.64,9394504,15350374,,,,,,,,,6476554,,,11630814,,,178331,24093239,,,,,,,,,,,,,,,388101,2236310,8742865,0
,,,,1051552,,,,,,2012,春雨,,,-554656,,,,,,,,,,,,,,,,,1,上市,115,-267195,,,,,0,,,,,,,,,,,,,,,,,,4526126,,,,3818061,,23430173,,13.70,2951091,7012659,,,,,,,,,3021627,,,7079137,,,566733,11605263,,,,,,,,,,,,,,,708065,4128046,4592604,0
,,,,2593600,,,,,,2013,中鋼構,,,-159131,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,5817800,,,,5817800,,0,,29.09,9196600,11211063,,,,,,,,,2000000,,,9941941,,,1383331,15759741,,,,,,,,,,,,,,,,745341,4548678,0
,,,,-1087120,,,,,,2014,中鴻,,,-1297827,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,11971400,,,,11971400,,0,,8.34,5559159,7457212,,,,,,,,,14355444,,,13973640,,,903,25945040,,,,,,,,,,,,,,,,8414481,18487828,0
,,,,15146123,,,,,,2015,豐興,,,-217035,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,21214466,,,,21202191,,0,,36.45,4388066,12172005,,,,,,,,,5815994,,,5068762,,,457109,26283228,,,,,,,,,,,,,,,12275,680696,14111223,0
,,,,-165597,,,,,,2017,官田鋼,,,632717,,,,,,,,,,,,,,,,,1,上市,115,-277143,,,,,,,,,,,,,,,,,,,,,,,6997439,,,,5234482,,20446652,,12.28,4052808,4770869,,,,,,,,,4468747,,,7711201,,,575758,14708640,,,,,,,,,,,,,,,1762957,3658393,9937771,0
,,,,1139236,,,,,,2020,美亞,,,1900,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,4105888,,,,4093071,,0,,15.33,4176897,6020459,,,,,,,,,2670313,,,4910199,,,281622,9016087,,,,,,,,,,,,,,,12817,733302,2995628,0
,,,,-186875,,,,,,2022,聚亨,,,81643,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,6866402,,,,3381243,,0,,10.03,2999244,5762757,,,,,,,,,3371682,,,3817208,,,114793,10683610,,,,,,,,,,,,,,,3485159,817964,4920853,0
,,,,9418927,,,,,,2023,燁輝,,,-319566,,,,,,,,,,,,,,,,,1,上市,115,-397485,,,,,0,,,,,,,,,,,,,,,,,,32015488,,,,31724438,,27198000,,17.16,24854621,27193306,,,,,,,,,18762402,,,68710431,,,4260160,100725919,,,,,,,,,,,,,,,291050,43855810,73532613,0
,,,,144650,,,,,,2024,志聯,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1130358,,,,,,0,,11.59,308309,701978,,,,,,,,,975000,,,495039,,,10708,1625397,,,,,,,,,,,,,,,,186730,923419,0
,,,,-207145,,,,,,2025,千興,,,137142,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1656602,,,,,,0,,9.59,642110,1385153,,,,,,,,,1726605,,,643754,,,,2300356,,,,,,,,,,,,,,,,1644,915203,0
,,,,25951768,,,,,,2027,大成鋼,,,4406087,,,,,,,,,,,,,,,,,1,上市,115,-3544603,,,,,,,,,,,,,,,,,,,,,,,93391454,,,,79210902,,232022155,,33.67,24455518,89517343,,,,,,,,,25842606,,,66551339,,,26555044,159942793,,,,,,,,,,,,,,,14180552,42095821,70425450,0
,,,,1218472,,,,,,2028,威致,,,342775,,,,,,,,,,,,,,,,,1,上市,115,-40711,,,,,,,,,,,,,,,,,,,,,,,4777684,,,,,,1693000,,14.74,1640339,3243867,,,,,,,,,3257148,,,2992382,,,,7770066,,,,,,,,,,,,,,,,1352043,4526199,0
,,,,5240145,,,,,,2029,盛餘,,,9509,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,10107183,,,,10019423,,0,,31.20,1415146,8418174,,,,,,,,,3211800,,,1524045,,,1557969,11631228,,,,,,,,,,,,,,,87760,108899,3213054,0
,,,,1797302,,,,,,2030,彰源,,,27002,,,,,,,,,,,,,,,,,1,上市,115,-75919,,,,,,,,,,,,,,,,,,,,,,,5017116,,,,5017116,,4560000,,18.18,4584464,6688220,,,,,,,,,2805260,,,7059382,,,463471,12076498,,,,,,,,,,,,,,,,2474918,5388278,0
,,,,6103859,,,,,,2031,新光鋼,,,288242,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,11274871,,,,10549294,,0,,32.85,10640609,15811293,,,,,,,,,3211463,,,17538865,,,945730,28813736,,,,,,,,,,,,,,,725577,6898256,13002443,0
,,,,330843,,,,,,2032,新鋼,,,10811,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1753880,,,,,,0,,13.44,447134,1409931,,,,,,,,,1305215,,,586657,,,107011,2340537,,,,,,,,,,,,,,,,139523,930606,0
,,,,167043,,,,,,2033,佳大,,,71966,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,1063992,,,,,,0,,13.19,130958,382129,,,,,,,,,806945,,,149464,,,18038,1213456,,,,,,,,,,,,,,,,18506,831327,0
,,,,1494447,,,,,,2034,允強,,,791242,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,9600432,,,,9600432,,0,,18.15,9094633,10115642,,,,,,,,,5289956,,,13057364,,,2024787,22657796,,,,,,,,,,,,,,,,3962731,12542154,0
,,,,488379,,,,,,2038,海光,,,995924,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,4020615,,,,3831864,,0,,19.74,2285465,3525258,,,,,,,,,1941343,,,5038254,,,406218,9058869,,,,,,,,,,,,,,,188751,2752789,5533611,0
,,,,25034565,,,,,,2049,上銀,,,1497832,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,37647569,,,,37550055,,0,,106.14,8865182,20342001,,,,,,,,,3537923,,,17143078,,,7479735,54790647,,,,,,,,,,,,,,,97514,8277896,34448646,0
,,,,29749459,,,,,,2059,川湖,,,29522,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,31528643,,,,31528643,,0,,330.85,6265438,34276607,,,,,,,,,952971,,,7981426,,,796691,39510069,,,,,,,,,,,,,,,0,1715988,5233462,0
,,,,3680268,,,,,,2062,橋椿,,,-9740,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,7583276,,,,7581596,,0,,37.91,2757680,5437227,,,,,,,,,1999942,,,4030140,,,1911126,11613416,,,,,,,,,,,,,,,1680,1272460,6176189,0
,,,,1457075,,,,,,2069,運錩,,,-7415,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,4356658,,,,4356658,,0,,26.18,3913450,4252225,,,,,,,,,1663868,,,5325210,,,1243130,9681868,,,,,,,,,,,,,,,,1411760,5429643,0
,,,,2601559,,,,,,2072,世紀風電,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,23361966,,,,23359566,,0,,121.66,5754398,17192001,,,,,,,,,1920000,,,7319257,,,18838007,30681223,,,,,,,,,,,,,,,2400,1564859,13489222,0
,,,,5819489,,,,,,2101,南港,,,436437,,,,,,,,,,,,,,,,,1,上市,115,-419993,,,,,,,,,,,,,,,,,,,,,,,13468504,,,,13468504,,10865595,,18.63,37879190,40354728,,,,,,,,,7339349,,,38754818,,,293222,52223322,,,,,,,,,,,,,,,0,875628,11868594,0
,,,,166062,,,,,,2102,泰豐,,,4795183,,,,,,,,,,,,,,,,,1,上市,115,-183035,,,,,,,,,,,,,,,,,,,,,,,9675716,,,,9675716,,13755607,,21.05,173077,3027452,,,,,,,,,4733292,,,2492802,,,164214,12168518,,,,,,,,,,,,,,,,2319725,9141066,0
,,,,9599804,,,,,,2103,台橡,,,2573493,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,22147499,,,,20488162,,0,,24.81,11013075,20606457,,,,,,,,,8257099,,,22698723,,,57766,44846222,,,,,,,,,,,,,,,1659337,11685648,24239765,0
,,,,3033104,,,,,,2104,國際中橡,,,1790383,,,,,,,,,,,,,,,,,1,上市,115,-290088,,,,,,,,,,,,,,,,,,,,,,,24812157,,,,23617748,,14734663,,24.35,16492986,21721369,,,,,,,,,9847336,,,23513335,,,9237013,48325492,,,,,,,,,,,,,,,1194409,7020349,26604123,0
,,,,54585813,,,,,,2105,正新,,,-2257796,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,85422288,,,,84858548,,0,,26.18,28545164,74828337,,,,,,,,,32414155,,,61509132,,,116376,146931420,,,,,,,,,,,,,,,563740,32963968,72103083,0
,,,,10015874,,,,,,2106,建大,,,27950,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,19592765,,,,19592765,,0,,20.52,9730576,25478129,,,,,,,,,9548900,,,27476173,,,41,47068938,,,,,,,,,,,,,,,,17745597,21590809,0
,,,,8922597,,,,,,2107,厚生,,,916942,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,13325218,,,,13325218,,0,,43.89,2061631,11124237,,,,,,,,,3035934,,,2536045,,,449745,15861263,,,,,,,,,,,,,,,,474414,4737026,0
,,,,8999430,,,,,,2108,南帝,,,324316,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,16455741,,,,14299334,,0,,29.04,1850566,14271694,,,,,,,,,4924167,,,2404041,,,51421,18859782,,,,,,,,,,,,,,,2156407,553475,4588088,0
,,,,556035,,,,,,2109,華豐,,,15269,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,4949687,,,,3480438,,0,,12.46,2285586,3848121,,,,,,,,,2793492,,,3577294,,,115642,8526981,,,,,,,,,,,,,,,1469249,1291708,4678860,0
,,,,2234019,,,,,,2114,鑫永銓,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,3283008,,,,,,0,,42.09,377709,2447186,,,,,,,,,779918,,,589495,,,269071,3872503,,,,,,,,,,,,,,,,211786,1425317,0
,,,,2126358,,,,,,2115,六暉-KY,,,-226268,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,3355957,,,,3337825,,0,,31.98,942761,2550411,,,,,,,,,1043732,,,1610225,,,394003,4966182,,,,,,,,,,,,,,,18132,667464,2415771,0
,,,,36011638,,,,,,2201,裕隆,,,2022458,,,,,,,,,,,,,,,,,1,上市,115,-376301,,,,,,,,,,,,,,,,,,,,,,,96021448,,,,64453478,,7526431,,60.66,257093889,258394518,,,,,,,,,10700013,,,273701167,,,16095670,369722615,,,,,,,,,,,,,,,31567970,16607278,111328097,0
,,,,23693032,,,,,,2204,中華,,,175730,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,40777484,,,,36863914,,0,,66.59,12470685,14530336,,,,,,,,,5536203,,,13555521,,,7458949,54333005,,,,,,,,,,,,,,,3913570,1084836,39802669,0
,,,,18960744,,,,,,2206,三陽工業,,,-632306,,,,,,,,,,,,,,,,,1,上市,115,-598988,,,,,0,,,,,,,,,,,,,,,,,,43371715,,,,27283540,,13176452,,35.41,24328027,35643431,,,,,,,,,7836756,,,53175170,,,1717334,96546885,,,,,,,,,,,,,,,16088175,28847143,60903454,0
,,,,64624396,,,,,,2207,和泰車,,,6107609,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,,116334068,,,79222218,,0,,142.20,369092964,371776395,,,,,,,,,5571028,,,408817797,,,2919185,525151865,,,,,,,,,,,,,,,37111850,39724833,153375470,0
,,,,-5546536,,,,,,2208,台船,,,138680,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,7288975,,,,7337538,,0,,5.76,26569866,29452802,,,,,,,,,12745394,,,41875243,,,0,49164218,,,,,,,,,,,,,,,-48563,15305377,19711416,0
,,,,14026481,,,,,,2211,長榮鋼,,,7729983,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,30961845,,,,27247186,,0,,65.33,5623316,15679754,,,,,,,,,4170915,,,8163868,,,1319807,39125713,,,,,,,,,,,,,,,3714659,2540552,23445959,0
,,,,9802107,,,,,,2227,裕日車,,,-414652,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,18376423,,,,18376423,,0,,61.25,1673418,7156009,,,,,,,,,3000000,,,4692070,,,5988968,23068493,,,,,,,,,,,,,,,,3018652,15912484,0
,,,,3249149,,,,,,2228,劍麟,,,-44208,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,5202287,,,,5202287,,0,,65.21,620149,3665930,,,,,,,,,797797,,,1614190,,,1199549,6816477,,,,,,,,,,,,,,,,994041,3150547,0
,,,,1661821,,,,,,2231,為升,,,10727,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,4483656,,,,3444599,,0,,25.34,3871879,5909936,,,,,,,,,1359319,,,6306282,,,412732,10789938,,,,,,,,,,,,,,,1039057,2434403,4880002,0
,,,,2499993,,,,,,2233,宇隆,,,-11597,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,4014646,,,,3999083,,0,,66.33,1255818,4204923,,,,,,,,,602881,,,3106555,,,907806,7121201,,,,,,,,,,,,,,,15563,1850737,2916278,0
,,,,491320,,,,,,2236,百達-KY,,,-121504,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,2424149,,,,2309173,,0,,37.61,3805503,5738910,,,,,,,,,614017,,,6132128,,,1325340,8556277,,,,,,,,,,,,,,,114976,2326625,2817367,0
,,,,164771,,,,,,2237,華德動能-創,,,-32305,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1367284,,,,1367284,,0,,11.23,2462337,3403652,,,,,,,,,1217729,,,2747319,,,17089,4114603,,,,,,,,,,,,,,,,284982,710951,0
,,,,1800904,,,,,,2239,英利-KY,,,-683754,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,17788041,,,,11601352,,0,,98.56,11457831,17936897,,,,,,,,,1177126,,,17327620,,,9307076,35115661,,,,,,,,,,,,,,,6186689,5869789,17178764,0
,,,,-819083,,,,,,2241,艾姆勒,,,11677,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1519590,,,,1335084,,0,,12.76,375178,952113,,,,,,,,,1046023,,,856522,,,1096467,2376112,,,,,,,,,,,,,,,184506,481344,1423999,0
,,,,-426047,,,,,,2243,宏旭-KY,,,-1352,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,888645,,,,888645,,0,,12.81,2072227,2600752,,,,,,,,,693736,,,2339243,,,622308,3227888,,,,,,,,,,,,,,,,267016,627136,0
,,,,7195952,,,,,,2247,汎德永業,,,33851,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,12391565,,,,12391565,,0,,153.53,4180964,11058769,,,,,,,,,807087,,,8824557,,,4354675,21216122,,,,,,,,,,,,,,,,4643593,10157353,0
,,,,784795,,,,,,2248,華勝-KY,,,36493,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1790141,,,,1790141,,0,,37.61,1373717,2515725,,,,,,,,,476000,,,1407252,,,492853,3197393,,,,,,,,,,,,,,,,33535,681668,0
,,,,806042,,,,,,2250,IKKA-KY,0,,-139045,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2140951,,,,2140951,,0,,58.84,986699,2520265,,,,,,,,,363882,,,1562907,,,1110072,3703858,,,,,,,,,,,,,,,0,576208,1183593,0
,,,,-119992,,,,,,2254,巨鎧精密-創,,,235872,,,,,,,,,,,,,,,,,1,上市,115,-9942,,,,,0,,,,,,,,,,,,,,,,,,1034748,,,,1034748,,153000,,16.23,730335,245505,,,,,,,,,639077,,,1197039,,,289733,2231787,,,,,,,,,,,,,,,,466704,1986282,0
,,,,-11080462,,,,,,2258,鴻華先進-創,,,684,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,12507399,,,,12507399,,0,,7.14,5665843,5432601,,,,,,,,,17510768,,,6776615,,,6076409,19284014,,,,,,,,,,,,,,,,1110772,13851413,484900
,,,,46800183,,,,,,2301,光寶科,,,-704261,,,,,,,,,,,,,,,,,1,上市,115,-2726963,,,,,,,,,,,,,,,,,,,,,,,88263414,,,,88105047,,47004221,,38.83,116511425,165353065,,,,,,,,,23161078,,,122427807,,,21575010,210691221,,,,,,,,,,,,,,,158367,5916382,45338156,0
,,,,247924,,,,,,2302,麗正,,,-124831,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1786131,,,,1786131,,0,,10.74,819815,1204494,,,,,,,,,1663029,,,894283,,,9,2680414,,,,,,,,,,,,,,,,74468,1475920,0
,,,,249065399,,,,,,2303,聯電,,,16037791,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,406736158,,,,406700597,,0,,32.33,79611375,216440269,,,,,,,,,125785246,,,193195750,,,15812161,599931908,,,,,,,,,,,,,,,35561,113584375,383491639,0
,,,,45407,,,,,,2305,全友,,,299653,,,,,,,,,,,,,,,,,1,上市,115,-49781,,,,,,,,,,,,,,,,,,,,,,,2488151,,,,2351887,,2934365,,11.60,336947,1660268,,,,,,,,,2056608,,,667749,,,0,3155900,,,,,,,,,,,,,,,136264,330802,1495632,0
,,,,204081142,,,,,,2308,台達電,,,8439662,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,357259207,,,,299542746,,0,,115.32,220629087,431011083,,,,,,,,,25975433,,,326914768,,,61046509,684173975,,,,,,,,,,,,,,,57716461,106285681,253162892,0
,,,,2749683,,,,,,2312,金寶,,,2827634,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,36934758,,,,22463861,,0,,14.92,68733311,84408959,,,,,,,,,15057812,,,88792974,,,1828732,125727732,,,,,,,,,,,,,,,14470897,20059663,41318773,0
,,,,32325000,,,,,,2313,華通,,,1550454,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,46853886,,,,46853886,,0,,39.31,33662918,52731928,,,,,,,,,11918206,,,46599014,,,1060226,93452900,,,,,,,,,,,,,,,0,12936096,40720972,0
,,,,-1831437,,,,,,2314,台揚,,,-265764,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,56158,,,,56158,,0,,0.53,2737838,1919579,,,,,,,,,1061264,,,3284757,,,1092095,3340915,,,,,,,,,,,,,,,,546919,1421336,0
,,,,10963959,,,,,,2316,楠梓電,,,334973,,,,,,,,,,,,,,,,,1,上市,115,-93017,,,,,,,,,,,,,,,,,,,,,,,13737042,,,,13737042,,1306059,,75.71,3322172,7528022,,,,,,,,,1827405,,,6292603,,,703722,20029645,,,,,,,,,,,,,,,,2970431,12501623,0
,,,,1413917377,,,,,,2317,鴻海,,,-3930137,,,,,,,,,,,,,,,,,1,上市,115,-15194,,,,,0,,,,,,,,,,,,,,,,,,1988798469,,,,1779930229,,1483078,,127.12,2792211149,4052387707,,,,,,,,,140286486,,,3241680598,,,229671697,5230479067,,,,,,,,,,,,,,,208868240,449469449,1178091360,0
,,,,-140839,,,,,,2321,東訊,,,13728,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,432797,,,,175608,,0,,5.80,366319,594557,,,,,,,,,302719,,,735200,,,0,1167997,,,,,,,,,,,,,,,257189,368881,573440,0
,,,,1290671,,,,,,2323,中環,,,155607,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,19114310,,,,18773951,,0,,17.23,6222986,17255783,,,,,,,,,10893483,,,9533685,,,6434190,28647995,,,,,,,,,,,,,,,340359,3310699,11392212,0
,,,,75427035,,,,,,2324,仁寶,,,8425671,,,,,,,,,,,,,,,,,1,上市,115,-881247,,,,,,,,,,,,,,,,,,,,,,,145908725,,,,130890309,,50017431,,30.04,285043722,372539532,,,,,,,,,44071466,,,306525209,,,3847384,452433934,,,,,,,,,,,,,,,15018416,21481487,79894402,0
,,,,107961080,,,,,,2327,國巨*,,,7890247,,,,,,,,,,,,,,,,,1,上市,115,-2030720,,,,,,,,,,,,,,,,,,,,,,,169099395,,,,166871112,,16568120,,81.15,150655819,175966941,,,,,,,,,5182415,,,232595483,,,47868090,401694878,,,,,,,,,,,,,,,2228283,81939664,225727937,0
,,,,9099604,,,,,,2328,廣宇,,,-766483,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,17709889,,,,15020189,,0,,28.98,5968936,17020205,,,,,,,,,5183462,,,6535005,,,1503606,24244894,,,,,,,,,,,,,,,2689700,566069,7224689,0
,,,,4181303,,,,,,2329,華泰,,,95885,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,11445034,,,,11445034,,0,,17.37,8460526,11473582,,,,,,,,,6589763,,,11149882,,,578083,22594916,,,,,,,,,,,,,,,,2689356,11121334,0
,,,,5520488484,,,,,,2330,台積電,,,37482236,,,,,,,,,,,,,,,,,1,上市,115,,,,,,154454,,,,,,,,,,,,,,,,,,5932388921,,,,5890960252,,0,,227.17,1714253448,4265512176,,,,,,,,,259323701,,,2728560764,,,73665831,8660949685,,,,,,,,,,,,,,,41428669,1014307316,4395437509,0
