不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險合約負債,保險合約負債及再保險合約負債,保險合約資產,保險合約資產及再保險合約資產－淨額,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,再保險合約負債,再保險合約資產,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資性不動產,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,按攤銷後成本衡量之金融資產,採用權益法之投資－淨額,放款,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,避險之金融資產,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,23281958,,2193529,159802627,,,10796108,,13006034,2886,兆豐金,,5810000,16967155,19062748,,10633265,26248861,9934770,,,,,,2160875,703100689,,665805572,,3222658789,1,上市,115,,,,,,0,50200000,,57433916,116212359,,,157698776,,,1685002,478007931,,5125792,,,,,,401953394,,401953394,,,0,,27.10,,,,1629956,,108936088,8987771,1569202,,2259790,148333783,,17477663,,4601326283,2498622414,76849829,,5003279677,737354583,28876052,277403869,2233849,6958363,,,,,,327806813,3432573,,,,,0
,84632915,,6934494,164786850,,,3355596287,,1258366,2887,台新新光金,,8545014,37675640,270733161,,112357137,182633819,172953173,,,,,,,98938101,,284687302,,3746971084,1,上市,115,-89298,,4885637,,,,146527470,,108454001,134561854,,,346500709,,,231343674,1675173057,,3021795,,,,,,599197547,,598716342,,,1927518,,22.80,,,,674445540,28576911,97795796,7359100,1516552,,9439651,262610672,,2443271,,8465511408,2905523432,133732478,,9064708955,2001192490,155290566,378417961,48896172,50658500,,,,,,160544946,31410425,,481205,,,0
,6916616,,162400,6648494,,,,,,2889,國票金,,,3163059,8941839,,9785548,17925259,22382950,,,,,,24417133,,,95,,,1,上市,115,,,,,,0,,,54376261,27757569,,,64927222,,,392857,699406,,5486163,,,,,,54765949,,46553200,,,0,,12.81,,,,267455,,15724281,608214,10333,,158720,36335635,,1823196,,414812209,,406012,,469578158,157336196,4431730,181021585,68081,544897,,,,,,274304207,3920154,,8212749,,,0
,18813452,,4482466,101559222,,,,,,2890,永豐金,,14992781,-7884931,22191371,,42227848,138491074,76437259,,,,,,,123114733,,283061223,,2779616655,1,上市,115,,,0,,,,62784100,,138735948,104486298,,,218183183,,,2319859,358647350,,1123916,,,,,,268118072,,265424611,,,0,,18.31,,,,12729056,18437,41779009,4555151,451833,,4065777,144923223,0,2935440,,3552231164,2033972191,26827097,,3820349236,467434228,72036717,193958050,2438847,3465573,,,,,,81767835,61262740,,2693461,,,0
,54968342,,17735539,341912829,,,1886983436,,26601652,2891,中信金,,,-40816662,117443683,,92863825,81062160,140660184,,,,,,59752138,67868476,,506683588,,5817260379,1,上市,115,,,,,,0,212161628,,78811536,118926080,,,313287120,,,128170647,1883998732,,25878186,,,,,,594389506,,564305043,,,0,,27.97,,,,40189688,,137297531,11704464,6610404,,26961025,201778069,,4384224,,9033405624,4461339952,61430807,,9627795130,1270990902,231117396,457905330,23617640,25572418,3596448,,273448,,,291754911,36767642,,30084463,,,0
,27939209,,2622430,96969111,,,86688074,,,2892,第一金,,3220000,30775176,17621617,,7972518,74919293,16437781,,,,,,0,417788710,,317278622,,3982274599,1,上市,115,,,,,,,75800000,,48859044,66352530,,,97222237,,,12442418,944551254,,3454943,,,,,,297646219,,297646219,,,0,,20.70,,,,1249818,,66304190,5562884,1095657,,2511739,143794686,,4183862,,4848752228,2944632253,26107246,,5146398447,464723736,13890744,231164369,7753493,5070612,,,,,,41325639,2236400,,0,,,0
,2592322,,363285,14226983,,,,,,2897,王道銀行,,,-490341,695639,,1793970,17154542,1464810,,,,,,,,60980908,,28557892,330850729,1,上市,115,-221695,,,,,,,,,5599533,14660000,,5079764,,,,33622263,,6438099,,,,,,65297724,,,44646805,,22939000,,14.72,,,,1750979,,6137312,233798,124016,,382283,30553579,,2347246,,649644985,263172058,578279,,714942709,155218341,1159312,187285355,1018226,809319,,,,,,214562769,,20532924,20650919,,,0
,,,,161057,,,,,,2901,欣欣,,,0,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,891993,,,,,,0,,12.21,62092,504302,,,,,,,,,730433,,,194064,,,503,1086057,,,,,,,,,,,,,,,,131972,581755,0
,,,,9206723,,,,,,2903,遠百,,,4678693,,,,,,,,,,,,,,,,,1,上市,115,-97110,,,,,,,,,,,,,,,,,,,,,,,36604306,,,,31301312,,8207004,,22.22,44841575,23289316,,,,,,,,,14169406,,,96156196,,,3343600,132760502,,,,,,,,,,,,,,,5302994,51314621,109471186,0
,,,,351289,,,,,,2904,匯僑,,,15792,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1235932,,,,1235499,,0,,15.87,257701,225391,,,,,,,,,778344,,,521284,,,90074,1757216,,,,,,,,,,,,,,,433,263583,1531825,0
,,,,40156228,,,,,,2905,三商,0,,-25645804,,,,,,,,,,,,,,,,,1,上市,115,-592930,,,,,0,,,,,,,,,,,,,,,,,,,86764624,,,29486820,,57093000,,28.00,62246052,133124099,,,,,,,,,11103717,,,1530645893,,,4465609,1617410517,,,,,,,,,,,,,,,57277804,1468399841,1484286418,0
,,,,1118318,,,,,,2906,高林,,,-148045,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,6656356,,,,3355487,,0,,16.05,4299259,5399113,,,,,,,,,2091167,,,6450412,,,294047,13106768,,,,,,,,,,,,,,,3300869,2151153,7707655,0
,,,,1799558,,,,,,2908,特力,,,-144296,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,8728480,,,,6911284,,0,,13.55,15304252,20114529,,,,,,,,,5098875,,,31810333,,,157147,40538813,,,,,,,,,,,,,,,1817196,16506081,20424284,0
,,,,932461,,,,,,2910,統領,,,-49610,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2636881,,,,2636881,,0,,15.03,924884,1046634,,,,,,,,,1754030,,,3855433,,,0,6492314,,,,,,,,,,,,,,,0,2930549,5445680,0
,,,,-217637,,,,,,2911,麗嬰房,,,406848,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,1533226,,,,1442995,,0,,13.73,1262833,1761691,,,,,,,,,1051260,,,1921775,,,202524,3455001,,,,,,,,,,,,,,,90231,658942,1693310,0
,,,,34383162,,,,,,2912,統一超,,,1604811,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,57283074,,,,46475305,,0,,44.70,113749838,94109724,,,,,,,,,10396223,,,238221964,,,91109,295505038,,,,,,,,,,,,,,,10807769,124472126,201395314,0
,,,,2338713,,,,,,2913,農林,,,-50489,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,12386172,,,,,,0,,15.68,1648344,1684184,,,,,,,,,7900000,,,8933991,,,2197948,21320163,,,,,,,,,,,,,,,,7285647,19635979,0
,,,,123678924,,,,,,2915,潤泰全,,,-47624823,,,,,,,,,,,,,,,,,1,上市,115,-552479,,,,,0,,,,,,,,,,,,,,,,,,117351814,,,,114820876,,36593388,,107.54,1001903,4840429,,,,,,,,,11043188,,,12898049,,,28276066,130249863,,,,,,,,,,,,,,,2530938,11896146,125409434,0
,,,,29840003,,,,,,2923,鼎固-KY,,,-1600405,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,48213990,,,,45834714,,0,,26.34,14759908,43331856,,,,,,,,,17402970,,,69575606,,,192146,117789596,,,,,,,,,,,,,,,2379276,54815698,74457740,0
,,,,502683,,,,,,2929,淘帝-KY,,,-318194,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,2797314,,,,2797314,,0,,25.55,471304,3349489,,,,,,,,,1094938,,,788873,,,1517887,3586187,,,,,,,,,,,,,,,,317569,236698,0
,,,,-234995,,,,,,2939,永邑-KY,,,-3981,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,550717,,,,550717,,0,,12.09,46551,619898,,,,,,,,,455487,,,256162,,,334206,806879,,,,,,,,,,,,,,,,209611,186981,0
,,,,193453,,,,,,2945,三商家購,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2105209,,,,1923688,,0,,28.50,3963686,3112588,,,,,,,,,675000,,,6396324,,,1055235,8501533,,,,,,,,,,,,,,,181521,2432638,5388945,0
,,,,204712,,,,,,3002,歐格,,,25645,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,1408018,,,,1277291,,0,,12.52,207740,1651670,,,,,,,,,1020000,,,504392,,,26934,1912410,,,,,,,,,,,,,,,130727,296652,260740,0
,,,,4934644,,,,,,3003,健和興,,,-95561,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,6512085,,,,6422913,,0,,41.26,1409389,6542183,,,,,,,,,1556549,,,1821129,,,27281,8333214,,,,,,,,,,,,,,,89172,411740,1791031,0
,,,,1669375,,,,,,3004,豐達科,0,,53588,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,3641585,,,,3641585,,0,,56.58,2713494,4115707,,,,,,,,,643651,,,4784576,,,1274971,8426161,,,,,,,,,,,,,,,0,2071082,4310454,0
,,,,11652338,,,,,,3005,神基,,,1349618,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,26697285,,,,23447123,,0,,37.56,19619666,34157049,,,,,,,,,6243102,,,24716257,,,4202065,51413542,,,,,,,,,,,,,,,3250162,5096591,17256493,0
,,,,8853997,,,,,,3006,晶豪科,,,-3181,,,,,,,,,,,,,,,,,1,上市,115,-163122,,,,,,,,,,,,,,,,,,,,,,,12904612,,,,13019535,,14000000,,45.89,5859607,17585827,,,,,,,,,2977415,,,7169155,,,1354426,20073767,,,,,,,,,,,,,,,-114923,1309548,2487940,0
,,,,185139750,,,,,,3008,大立光,,,3000222,,,,,,,,,,,,,,,,,1,上市,115,-6474268,,,,,0,,,,,,,,,,,,,,,,,,186622715,,,,184565071,,2670000,,1411.07,39536493,159095122,,,,,,,,,1334682,,,39762818,,,1564685,226385533,,,,,,,,,,,,,,,2057644,226325,67290411,0
,,,,15024523,,,,,,3010,華立,,,2223863,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,25985340,,,,23684310,,0,,91.29,24301868,38704302,,,,,,,,,2594368,,,32315671,,,3841556,58301011,,,,,,,,,,,,,,,2301030,8013803,19596709,0
,,,,-341530,,,,,,3011,今皓,,,320464,,,,,,,,,,,,,,,,,1,上市,115,,,,,,460,,,,,,,,,,,,,,,,,,1370855,,,,1343749,,0,,10.36,412402,620697,,,,,,,,,1296008,,,1252671,,,68807,2623526,,,,,,,,,,,,,,,27106,840269,2002829,0
,,,,2627273,,,,,,3013,晟銘電,,,58368,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,5502055,,,,5502055,,0,,26.82,3947896,6453212,,,,,,,,,2051389,,,4676392,,,765025,10178447,,,,,,,,,,,,,,,0,728496,3725235,0
,,,,2962674,,,,,,3014,聯陽,,,97266,,,,,,,,,,,,,,,,,1,上市,115,-80,,,,,0,,,,,,,,,,,,,,,,,,6202881,,,,6202881,,8000,,37.37,3534436,7276847,,,,,,,,,1659871,,,3664549,,,1483150,9867430,,,,,,,,,,,,,,,0,130113,2590583,0
,,,,5633688,,,,,,3015,全漢,,,3436153,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,12240621,,,,11804562,,0,,63.04,5382690,10514930,,,,,,,,,1872620,,,5983787,,,862101,18224408,,,,,,,,,,,,,,,436059,601097,7709478,0
,,,,362610,,,,,,3016,嘉晶,,,-2781,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,4896021,,,,4896021,,0,,16.97,1259785,4149251,,,,,,,,,2885418,,,2217982,,,1650774,7114003,,,,,,,,,,,,,,,,958197,2964752,0
,,,,39390863,,,,,,3017,奇鋐,,,147271,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,51314983,,,,45164885,,0,,115.06,112699102,135871669,,,,,,,,,3941060,,,124678400,,,1685691,175993383,,,,,,,,,,,,,,,6150098,11979298,40121714,364200
,,,,-232197,,,,,,3018,隆銘綠能,,,-17334,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,511205,,,,511205,,0,,6.78,679342,945217,,,,,,,,,753777,,,686677,,,6959,1197882,,,,,,,,,,,,,,,0,7335,252665,0
,,,,5627659,,,,,,3019,亞光,,,374118,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,16725840,,,,14280740,,0,,51.14,10340672,23147848,,,,,,,,,2792439,,,10678584,,,5486524,27404424,,,,,,,,,,,,,,,2445100,337912,4256576,0
,,,,674205,,,,,,3021,鴻名,,,-59565,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1640546,,,,1571034,,0,,16.56,1378089,2414408,,,,,,,,,948900,,,1512711,,,7494,3153257,,,,,,,,,,,,,,,69512,134622,738849,0
,,,,8934854,,,,,,3022,威強電,,,-345190,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,11691404,,,,11490677,,0,,65.07,3234728,10450596,,,,,,,,,1765978,,,4335529,,,1135035,16026933,,,,,,,,,,,,,,,200727,1100801,5576337,0
,,,,11467199,,,,,,3023,信邦,,,78423,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,17783718,,,,17511255,,0,,72.94,13869565,26277086,,,,,,,,,2400690,,,14861895,,,3564943,32645613,,,,,,,,,,,,,,,272463,992330,6368527,0
,,,,667511,,,,,,3024,憶聲,,,-407116,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,3033572,,,,3033572,,0,,10.95,1763960,2489569,,,,,,,,,2771575,,,1870820,,,1602,4904392,,,,,,,,,,,,,,,,106860,2414823,0
,,,,311850,,,,,,3025,星通,,,-2814,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,920354,,,,920354,,0,,16.22,262017,973024,,,,,,,,,567365,,,303728,,,43953,1224082,,,,,,,,,,,,,,,,41711,251058,0
,,,,4954795,,,,,,3026,禾伸堂,,,-85743,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,9920266,,,,9687374,,0,,58.40,5803981,11840787,,,,,,,,,1658903,,,6345747,,,3159419,16266013,,,,,,,,,,,,,,,232892,541766,4425226,0
,,,,208614,,,,,,3027,盛達,,,-35124,,,,,,,,,,,,,,,,,1,上市,115,-21295,,,,,,,,,,,,,,,,,,,,,,,2293555,,,,2155061,,948000,,16.70,636654,1521070,,,,,,,,,1299604,,,737539,,,703262,3031094,,,,,,,,,,,,,,,138494,100885,1510024,0
,,,,2302564,,,,,,3028,增你強,,,349622,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,6370590,,,,6370590,,0,,26.85,24755869,30113817,,,,,,,,,2372412,,,24995374,,,1345992,31365964,,,,,,,,,,,,,,,,239505,1252147,0
,,,,1206481,,,,,,3029,零壹,,,22598,,,,,,,,,,,,,,,,,1,上市,115,-51893,,,,,,,,,,,,,,,,,,,,,,,6365676,,,,5057861,,551000,,30.39,7803745,12286821,,,,,,,,,1670052,,,8760650,,,2210623,15126326,,,,,,,,,,,,,,,1307815,956905,2839505,0
,,,,8025522,,,,,,3030,德律,,,3462,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,10461886,,,,10461886,,0,,44.29,2617903,8993545,,,,,,,,,2362160,,,2948413,,,70742,13410299,,,,,,,,,,,,,,,,330510,4416754,0
,,,,653697,,,,,,3031,佰鴻,,,25244,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,2932397,,,,2850024,,0,,16.45,574545,2027628,,,,,,,,,1732032,,,671104,,,439051,3603501,,,,,,,,,,,,,,,82373,96559,1575873,0
,,,,779427,,,,,,3032,偉訓,,,263015,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,3765963,,,,2812487,,0,,24.83,5887506,9631770,,,,,,,,,1132856,,,14504218,,,637189,18270181,,,,,,,,,,,,,,,953476,8616712,8638411,0
,,,,2853429,,,,,,3033,威健,,,256847,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,10649558,,,,10649558,,0,,22.06,35487063,48803503,,,,,,,,,4827248,,,38880637,,,2712034,49530195,,,,,,,,,,,,,,,,3393574,726692,0
,,,,61064677,,,,,,3034,聯詠,,,2402969,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,71927815,,,,71927815,,0,,118.20,21790635,79261926,,,,,,,,,6085115,,,31738768,,,2375054,103666583,,,,,,,,,,,,,,,0,9948133,24404657,0
,,,,5269983,,,,,,3035,智原,,,1359196,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,14409439,,,,13655073,,0,,52.41,5732857,13023994,,,,,,,,,2605503,,,6486089,,,4420391,20895528,,,,,,,,,,,,,,,754366,753232,7871534,0
,,,,35772732,,,,,,3036,文曄,,,2945447,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,112989972,,,,112701604,,0,,89.06,521467363,609616444,,,,,,,,,12691499,,,561170459,,,61291926,674160431,,,,,,,,,,,,,,,288368,39703096,64543987,0
,,,,71423350,,,,,,3037,欣興,,,2086978,,,,,,,,,,,,,,,,,1,上市,115,-107330,,,,,0,,,,,,,,,,,,,,,,,,116952673,,,,113384008,,901935,,71.39,86190209,114144042,,,,,,,,,15892465,,,149928398,,,24088545,266881071,,,,,,,,,,,,,,,3568665,63738189,152737029,0
,,,,1075123,,,,,,3038,全台,,,-109461,,,,,,,,,,,,,,,,,1,上市,115,-229745,,,,,0,,,,,,,,,,,,,,,,,,2460504,,,,2402609,,8794388,,16.17,821438,2872777,,,,,,,,,1574076,,,1349585,,,92616,3810089,,,,,,,,,,,,,,,57895,528147,937312,0
,,,,814558,,,,,,3040,遠見,,,-45859,,,,,,,,,,,,,,,,,1,上市,115,-164912,,,,,,,,,,,,,,,,,,,,,,,1417822,,,,1417822,,3150000,,22.51,62434,1532390,,,,,,,,,662245,,,444169,,,151790,1861991,,,,,,,,,,,,,,,,381735,329601,0
,,,,-500910,,,,,,3041,揚智,,,16522,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,,,,,,,,,,,,,,,,,,,1453899,,,,1415504,,0,,10.09,1175974,1753949,,,,,,,,,1402237,,,2638568,,,497655,4092467,,,,,,,,,,,,,,,38395,1462594,2338518,0
,,,,7624045,,,,,,3042,晶技,,,-119332,,,,,,,,,,,,,,,,,1,上市,115,-264017,,,,,,,,,,,,,,,,,,,,,,,15240891,,,,15122667,,3000000,,44.48,6050925,13992302,,,,,,,,,3429930,,,7476497,,,4452041,22717388,,,,,,,,,,,,,,,118224,1425572,8725086,0
,,,,-107171,,,,,,3043,科風,,,442728,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,700684,,,,725313,,0,,18.61,1021387,793833,,,,,,,,,389756,,,1100053,,,0,1800737,,,,,,,,,,,,,,,-24629,78666,1006904,0
,,,,53141429,,,,,,3044,健鼎,,,-431488,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,58309672,,,,58301589,,0,,110.92,38074338,70597125,,,,,,,,,5256059,,,45274053,,,335589,103583725,,,,,,,,,,,,,,,8083,7199715,32986600,0
,,,,54736982,,,,,,3045,台灣大,,,-895073,,,,,,,,,,,,,,,,,1,上市,115,-29455719,,,,,,,,,,,,,,,,,,,,,,,99846915,,,,91058326,,692599601,,30.05,76460035,41814599,,,,,,,,,37232618,,,136571793,,,29439518,236418708,,,,,,,,,,,,,,,8788589,60111758,194604109,0
,,,,355001,,,,,,3046,建碁,,,-17762,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1534100,,,,1542558,,0,,19.66,2193135,3347000,,,,,,,,,784480,,,2266693,,,420839,3800793,,,,,,,,,,,,,,,-8458,73558,453793,0
,,,,-90081,,,,,,3047,訊舟,,,33358,,,,,,,,,,,,,,,,,1,上市,115,-12935,,,,,,,,,,,,,,,,,,,,,,,3131040,,,,2487286,,1380104,,11.13,1394520,3225235,,,,,,,,,2248074,,,3126850,,,308870,6257890,,,,,,,,,,,,,,,643754,1732330,3032655,112500
,,,,1548407,,,,,,3048,益登,,,850694,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,5834338,,,,5834338,,0,,21.62,24960693,31564687,,,,,,,,,2698298,,,29455310,,,736939,35289648,,,,,,,,,,,,,,,,4494617,3724961,0
,,,,-832529,,,,,,3049,精金,,,-451720,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,7642546,,,,7056406,,0,,8.80,2116140,2768786,,,,,,,,,8020105,,,5688411,,,320550,13330957,,,,,,,,,,,,,,,586140,3572271,10562171,0
,,,,331077,,,,,,3050,鈺德,,,-70315,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,2939887,,,,2391990,,0,,15.43,854779,1704289,,,,,,,,,1549845,,,2639596,,,581383,5579483,,,,,,,,,,,,,,,547897,1784817,3875194,0
,,,,896613,,,,,,3051,力特,,,26705,,,,,,,,,,,,,,,,,1,上市,115,-41599,,,,,0,,,,,,,,,,,,,,,,,,2551719,,,,2551719,,2000000,,15.46,1199950,1296235,,,,,,,,,1670000,,,1348223,,,0,3899942,,,,,,,,,,,,,,,0,148273,2603707,0
,,,,1174278,,,,,,3052,夆典,,,-6223,,,,,,,,,,,,,,,,,1,上市,115,-255837,,,,,0,,,,,,,,,,,,,,,,,,3643468,,,,3554500,,29261043,,17.43,8128121,11542706,,,,,,,,,2332457,,,8138924,,,309825,11782392,,,,,,,,,,,,,,,88968,10803,239686,0
,,,,264677,,,,,,3054,立萬利,,,269888,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1341075,,,,1341075,,0,,16.63,142266,735976,,,,,,,,,806510,,,148487,,,0,1489562,,,,,,,,,,,,,,,,6221,753586,0
,,,,469807,,,,,,3055,蔚華科,,,-142346,,,,,,,,,,,,,,,,,1,上市,115,-144237,,,,,,,,,,,,,,,,,,,,,,,1647564,,,,1623248,,2243030,,14.40,157618,1123572,,,,,,,,,1149749,,,284996,,,290275,1932560,,,,,,,,,,,,,,,24316,127378,808988,0
,,,,2390000,,,,,,3056,富華新,,,,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,8467123,,,,8467123,,0,,17.62,4655985,13460843,,,,,,,,,4805550,,,6453799,,,1271573,14920922,,,,,,,,,,,,,,,,1797814,1460079,0
,,,,-50394,,,,,,3057,喬鼎,,,-83908,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,655272,,,,655048,,0,,9.65,188413,759809,,,,,,,,,678646,,,229946,,,110704,885218,,,,,,,,,,,,,,,224,41533,125409,0
,,,,-335353,,,,,,3058,立德,,,-141118,,,,,,,,,,,,,,,,,1,上市,115,-25377,,,,,0,,,,,,,,,,,,,,,,,,1664267,,,,1548947,,1348000,,7.73,2659349,3022520,,,,,,,,,2017228,,,3570654,,,33567,5234921,,,,,,,,,,,,,,,115320,911305,2212401,0
,,,,4463776,,,,,,3059,華晶科,,,-137472,,,,,,,,,,,,,,,,,1,上市,115,-2847,,,,,0,,,,,,,,,,,,,,,,,,10442868,,,,10001918,,100000,,32.51,5342391,10009497,,,,,,,,,3077170,,,6281437,,,2601291,16724305,,,,,,,,,,,,,,,440950,939046,6714808,0
,,,,556024,,,,,,3060,銘異,,,-622510,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,2749707,,,,2741479,,0,,19.93,1413440,2994981,,,,,,,,,1375632,,,1760816,,,1432333,4510523,,,,,,,,,,,,,,,8228,347376,1515542,0
,,,,655458,,,,,,3062,建漢,,,-321128,,,,,,,,,,,,,,,,,1,上市,115,-65282,,,,,0,,,,,,,,,,,,,,,,,,4129976,,,,4129976,,2040000,,12.59,1975747,3440630,,,,,,,,,3300918,,,2175561,,,560010,6305537,,,,,,,,,,,,,,,,199814,2864907,0
,,,,2394620,,,,,,3090,日電貿,,,4570134,,,,,,,,,,,,,,,,,1,上市,115,,,,,,,,,,,,,,,,,,,,,,,,17685192,,,,17617652,,0,,61.26,7202127,10610464,,,,,,,,,2875672,,,7479587,,,7777226,25164779,,,,,,,,,,,,,,,67540,277460,14554315,0
,,,,-548326,,,,,,3092,鴻碩,,,-56750,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1379823,,,,1349844,,0,,12.66,2147728,2144213,,,,,,,,,1066493,,,3621239,,,888427,5001062,,,,,,,,,,,,,,,29979,1473511,2856849,0
,,,,124342,,,,,,3094,聯傑,,,-8388,,,,,,,,,,,,,,,,,1,上市,115,0,,,,,0,,,,,,,,,,,,,,,,,,1011710,,,,1011710,,0,,12.17,52199,792305,,,,,,,,,831171,,,121752,,,64585,1133462,,,,,,,,,,,,,,,,69553,341157,0
,,,,1101578,,,,,,3130,一零四,,,-7309,,,,,,,,,,,,,,,,,1,上市,115,,,,,,0,,,,,,,,,,,,,,,,,,1823750,,,,1823750,,0,,54.95,2093178,3063217,,,,,,,,,331907,,,2168307,,,397574,3992057,,,,,,,,,,,,,,,,75129,928840,0
