不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險負債,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,具金融商品性質之保險契約準備,再保險合約資產,再保險合約資產－淨額,分離帳戶保險商品負債,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,外匯價格變動準備,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,採用權益法之投資－淨額,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,,,,72518852,,,1101,台泥,,,15565299,,,,,,,,,,,,,,,,,,,,1,上市,113,-732459,,,,,,,,,,,,,,,,,,,,,295927355,,,,238925148,,20000000,,30.90,83624804,176118197,,,,,,,,,77511817,,,272059608,,,74061639,567986963,,,,,,,,,,,,,,57002207,188434804,391868766,0
,,,,113438464,,,1102,亞泥,,,13260100,,,,,,,,,,,,,,,,,,,,1,上市,113,,,,,,,,,,,,,,,,,,,,,,194192319,,,,170738338,,0,,48.14,88921160,126200652,,,,,,,,,35465629,,,150783839,,,8574145,344976158,,,,,,,,,,,,,,23453981,61862679,218775506,0
,,,,10219880,,,1103,嘉泥,,,2498493,,,,,,,,,,,,,,,,,,,,1,上市,113,-1077950,,,,,,,,,,,,,,,,,,,,,21565595,,,,20862006,,131352726,,31.66,2861263,10562877,,,,,,,,,7902474,,,14002279,,,1319109,35567874,,,,,,,,,,,,,,703589,11141016,25004997,0
,,,,14453878,,,1104,環泥,,,1450791,,,,,,,,,,,,,,,,,,,,1,上市,113,,,,,,,,,,,,,,,,,,,,,,23547064,,,,22760563,,0,,33.81,3607841,6635033,,,,,,,,,6732175,,,5026395,,,123719,28573459,,,,,,,,,,,,,,786501,1418554,21938426,0
,,,,777407,,,1108,幸福,,,-43949,,,,,,,,,,,,,,,,,,,,1,上市,113,,,,,,,,,,,,,,,,,,,,,,4780923,,,,4780856,,0,,11.81,3680966,5802834,,,,,,,,,4047380,,,5098778,,,18,9879701,,,,,,,,,,,,,,67,1417812,4076867,0
,,,,5002605,,,1109,信大,,,-135509,,,,,,,,,,,,,,,,,,,,1,上市,113,,,,,,0,,,,,,,,,,,,,,,,10183416,,,,8294409,,0,,24.31,1200617,6660394,,,,,,,,,3411589,,,1339796,,,15724,11523212,,,,,,,,,,,,,,1889007,139179,4862818,0
,,,,2332277,,,1110,東泥,,,803311,,,,,,,,,,,,,,,,,,,,1,上市,113,-12185,,,,,,,,,,,,,,,,,,,,,9150384,,,,9032099,,2112865,,15.85,1846642,2651878,,,,,,,,,5720008,,,2919784,,,188688,12070168,,,,,,,,,,,,,,118285,1073142,9418290,0
,,,,2458153,,,1201,味全,,,-155755,,,,,,,,,,,,,,,,,,,,1,上市,113,,,,,,0,,,,,,,,,,,,,,,,7407428,,,,7399142,,0,,14.62,7021712,6493324,,,,,,,,,5060629,,,10401964,,,36115,17809392,,,,,,,,,,,,,,8286,3380252,11316068,0
,,,,3398311,,,1203,味王,,,104221,,,,,,,,,,,,,,,,,,,,1,上市,113,-38464,,,,,0,,,,,,,,,,,,,,,,6966313,,,,5910084,,2293865,,24.86,1862910,4752926,,,,,,,,,2400000,,,3363144,,,46016,10329457,,,,,,,,,,,,,,1056229,1500234,5576531,0
,,,,9059276,,,1210,大成,,,1536422,,,,,,,,,,,,,,,,,,,,1,上市,113,-283235,,,,,,,,,,,,,,,,,,,,,31687434,,,,22960469,,50698471,,27.20,30215111,28993352,,,,,,,,,8947673,,,33911409,,,3700333,65598843,,,,,,,,,,,,,,8726965,3696298,36605491,0
