不動產及設備,不動產及設備－淨額,使用權資產,使用權資產－淨額,保留盈餘,保留盈餘（或累積虧損）,保險負債,公司代號,公司名稱,共同控制下前手權益,其他借款,其他權益,其他負債,其他資產,其他資產－淨額,其他金融負債,其他金融資產－淨額,具金融商品性質之保險契約準備,再保險合約資產,再保險合約資產－淨額,分離帳戶保險商品負債,分離帳戶保險商品資產,受限制資產－淨額,合併前非屬共同控制股權,外匯價格變動準備,央行及同業融資,央行及金融同業存款,央行及銀行同業存款,存放央行及拆借金融同業,存放央行及拆借銀行同業,存款及匯款,季別,市場,年度,庫藏股票,待出售資產,待出售資產－淨額,待分配予業主之資產（或處分群組）,待分配予業主之資產－淨額,待註銷股本股數（單位：股）,應付債券,應付公司債,應付商業本票－淨額,應付款項,應付金融債券,應收款項,應收款項－淨額,投資,投資性不動產投資－淨額,投資性不動產－淨額,按攤銷後成本衡量之債務工具投資,採用權益法之投資－淨額,本期所得稅負債,本期所得稅資產,權益─具證券性質之虛擬通貨,權益總計,權益總額,權益－具證券性質之虛擬通貨,歸屬於母公司業主之權益,歸屬於母公司業主之權益合計,歸屬於母公司業主權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,無形資產,無形資產－淨額,特別股負債,現金及約當現金,當期所得稅負債,當期所得稅資產,短期債務,租賃負債,股本,與待出售資產直接相關之負債,負債準備,負債總計,負債總額,貼現及放款－淨額,資本公積,資產總計,資產總額,透過其他綜合損益按公允價值衡量之金融資產,透過損益按公允價值衡量之金融負債,透過損益按公允價值衡量之金融資產,遞延所得稅負債,遞延所得稅資產,避險之衍生金融負債,避險之衍生金融負債－淨額,避險之衍生金融資產,避險之衍生金融資產淨額,附買回票券及債券負債,附賣回票券及債券投資,附賣回票券及債券投資淨額,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
,,,,469349,,,1233,天仁,,,-55330,,,,,,,,,,,,,,,,,,,,3,上市,114,-1974,,,,,0,,,,,,,,,,,,,,,,1339094,,,,1336148,,43000,,14.76,599480,698294,,,,,,,,,905919,,,854326,,,18184,2193420,,,,,,,,,,,,,,2946,254846,1495126,0
,,,,14379427,,,1234,黑松,,,108220,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,18693294,,,,18693294,,0,,46.52,3100802,9185338,,,,,,,,,4018711,,,5458508,,,186936,24151802,,,,,,,,,,,,,,,2357706,14966464,0
,,,,1173046,,,1235,興泰,,,283726,,,,,,,,,,,,,,,,,,,,3,上市,114,-867600,,,,,,,,,,,,,,,,,,,,,3077467,,,,2798527,,119264643,,73.87,2418447,999017,,,,,,,,,1885778,,,2473320,,,323577,5550787,,,,,,,,,,,,,,278940,54873,4551770,0
,,,,1249919,,,1236,宏亞,,,356717,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2507581,,,,2507581,,0,,28.93,485355,769389,,,,,,,,,866740,,,1262185,,,34205,3769766,,,,,,,,,,,,,,,776830,3000377,0
,,,,2118876,,,1256,鮮活果汁-KY,,,-176633,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,3432868,,,,3426227,,0,,101.24,1085807,2145535,,,,,,,,,338422,,,1166391,,,1145562,4599259,,,,,,,,,,,,,,6641,80584,2453724,0
,,,,191085078,,,1301,台塑,0,,25189999,,,,,,,,,,,,,,,,,,,,3,上市,114,0,,,,,,,,,,,,,,,,,,,,0,291896930,,,,291896930,,0,,45.85,92826018,108447513,,,,,,,,,63657408,,,197520230,,,11964445,489417160,,,,,,,,,,,,,,0,104694212,380969647,0
,,,,223179945,,,1303,南亞,,,-607093,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,344566065,,,,328987874,,0,,41.48,151111586,175360882,,,,,,,,,79308216,,,243647296,,,27106806,588213361,,,,,,,,,,,,,,15578191,92535710,412852479,0
,,,,6830832,,,1304,台聚,,,-637852,,,,,,,,,,,,,,,,,,,,3,上市,114,-475606,,,,,,,,,,,,,,,,,,,,,36915183,,,,18104375,,116465574,,16.88,13940291,23605774,,,,,,,,,11887635,,,27644782,,,499366,64559965,,,,,,,,,,,,,,18810808,13704491,40954191,0
,,,,2009721,,,1305,華夏,,,-2902,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,8355390,,,,7837633,,0,,13.49,4942628,4570931,,,,,,,,,5810505,,,8786153,,,20309,17141543,,,,,,,,,,,,,,517757,3843525,12570612,0
,,,,5537230,,,1307,三芳,,,-227956,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,9438534,,,,9438534,,0,,23.73,4712311,8986001,,,,,,,,,3978181,,,7543892,,,151079,16982426,,,,,,,,,,,,,,,2831581,7996425,0
,,,,4876678,,,1308,亞聚,,,-397880,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,10454389,,,,10454389,,0,,17.61,1115081,2841511,,,,,,,,,5937438,,,1819563,,,38153,12273952,,,,,,,,,,,,,,,704482,9432441,0
,,,,1790659,,,1309,台達化,,,-99410,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,5670365,,,,5670365,,0,,14.26,2787323,5467925,,,,,,,,,3975868,,,3082423,,,3248,8752788,,,,,,,,,,,,,,,295100,3284863,0
,,,,87333,,,1310,台苯,,,1284908,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,6904230,,,,6778306,,0,,12.84,2282318,2150723,,,,,,,,,5278698,,,2538188,,,127367,9442418,,,,,,,,,,,,,,125924,255870,7291695,0
,,,,17275523,,,1312,國喬,,,-784490,,,,,,,,,,,,,,,,,,,,3,上市,114,-49858,,,,,0,,,,,,,,,,,,,,,,31959385,,,,28791682,,1776000,,25.60,12661380,15656901,,,,,,,,,11266203,,,31657375,,,1084304,63616760,,,,,,,,,,,,,,3167703,18995995,47959859,0
,,,,1710121,,,1313,聯成,,,13556813,,,,,,,,,,,,,,,,,,,,3,上市,114,-227093,,,,,,,,,,,,,,,,,,,,,29710668,,,,29710668,,20000000,,22.32,8045729,17886648,,,,,,,,,13506495,,,25495842,,,1164332,55206510,,,,,,,,,,,,,,,17450113,37319862,1156500
,,,,37807327,,,1314,中石化,,,-1279202,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,76023769,,,,75958633,,0,,20.07,26855370,59394895,,,,,,,,,37848502,,,54022785,,,1582006,130046554,,,,,,,,,,,,,,65136,27167415,70651659,0
,,,,7630177,,,1315,達新,,,602968,,,,,,,,,,,,,,,,,,,,3,上市,114,-83230,,,,,0,,,,,,,,,,,,,,,,9428114,,,,9397246,,3572068,,98.37,489888,6223541,,,,,,,,,990990,,,697309,,,256341,10125423,,,,,,,,,,,,,,30868,207421,3901882,0
,,,,-554596,,,1316,上曜,,,-1556,,,,,,,,,,,,,,,,,,,,3,上市,114,-56625,,,,,0,,,,,,,,,,,,,,,,11871161,,,,4036178,,35421058,,12.17,8567019,16590324,,,,,,,,,3670890,,,9667995,,,978065,21539156,,,,,,,,,,,,,,7834983,1100976,4948832,0
,,,,16680895,,,1319,東陽,,,-23176,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,27298922,,,,26724208,,0,,45.18,5974512,10912250,,,,,,,,,5914771,,,8933988,,,4151718,36232910,,,,,,,,,,,,,,574714,2959476,25320660,0
,,,,3463862,,,1321,大洋,,,88661,,,,,,,,,,,,,,,,,,,,3,上市,114,-36189,,,,,0,,,,,,,,,,,,,,,,5812635,,,,5812635,,6542716,,26.34,1056127,2009084,,,,,,,,,2272283,,,5620338,,,24018,11432973,,,,,,,,,,,,,,,4564211,9423889,0
,,,,1653807,,,1323,永裕,,,-144187,,,,,,,,,,,,,,,,,,,,3,上市,114,0,,,,,0,,,,,,,,,,,,,,,,2464922,,,,2464922,,0,,27.01,780664,2416670,,,,,,,,,912745,,,2143180,,,42557,4608102,,,,,,,,,,,,,,0,1362516,2191432,0
,,,,168094,,,1324,地球,,,-26085,,,,,,,,,,,,,,,,,,,,3,上市,114,0,,,,,0,,,,,,,,,,,,,,,,894095,,,,894095,,0,,11.90,186806,680410,,,,,,,,,751219,,,220637,,,867,1114732,,,,,,,,,,,,,,0,33831,434322,0
,,,,1719970,,,1325,恆大,,,4831,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,2655320,,,,2581239,,0,,30.27,39075,1638243,,,,,,,,,852812,,,91120,,,3626,2746440,,,,,,,,,,,,,,74081,52045,1108197,0
,,,,175237244,,,1326,台化,,,37259429,,,,,,,,,,,,,,,,,,,,3,上市,114,-323952,,,,,0,,,,,,,,,,,,,,,,312435502,,,,280098654,,12169610,,47.89,116873902,155094880,,,,,,,,,58611863,,,169974479,,,9314070,482409981,,,,,,,,,,,,,,32336848,53100577,327315101,0
,,,,-570184,,,1337,再生-KY,,,-487807,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,3616060,,,,3616060,,0,,13.44,2006099,1959873,,,,,,,,,2689547,,,2440578,,,1984504,6056638,,,,,,,,,,,,,,,434479,4096765,0
,,,,2747849,,,1338,廣華-KY,,,-740680,,,,,,,,,,,,,,,,,,,,3,上市,114,-92080,,,,,0,,,,,,,,,,,,,,,,5904350,,,,5540579,,3081000,,68.61,3411902,4952238,,,,,,,,,838400,,,4272340,,,2787090,10176690,,,,,,,,,,,,,,363771,860438,5224452,0
,,,,2116865,,,1339,昭輝,,,-130563,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,3992077,,,,3920910,,0,,52.90,904748,1665738,,,,,,,,,741239,,,1152007,,,1193369,5144084,,,,,,,,,,,,,,71167,247259,3478346,0
,,,,-679869,,,1340,勝悅-KY,0,,-668862,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2721312,,,,2721312,,0,,17.80,94715,788719,,,,,,,,,1529229,,,249635,,,2540814,2970947,,,,,,,,,,,,,,0,154920,2182228,0
,,,,786563,,,1341,富林-KY,,,-392816,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,1178145,,,,1178145,,0,,22.29,810431,1460162,,,,,,,,,528506,,,840696,,,255892,2018841,,,,,,,,,,,,,,,30265,558679,0
,,,,906956,,,1342,八貫,,,0,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2370239,,,,,,0,,29.98,614811,2112793,,,,,,,,,790589,,,1093792,,,672694,3464031,,,,,,,,,,,,,,,478981,1351238,0
,,,,154425423,,,1402,遠東新,,,1988687,,,,,,,,,,,,,,,,,,,,3,上市,114,-25063,,,,,,,,,,,,,,,,,,,,,305631476,,,,223175380,,779000,,41.70,157251700,154594393,,,,,,,,,53528751,,,359556456,,,13257582,665187932,,,,,,,,,,,,,,82456096,202304756,510593539,0
,,,,15521049,,,1409,新纖,,,5910044,,,,,,,,,,,,,,,,,,,,3,上市,114,-29834,,,,,,,,,,,,,,,,,,,,,,51025083,,,39748604,,4680487,,24.63,141562811,151655990,,,,,,,,,16184093,,,168077610,,,2163252,219102693,,,,,,,,,,,,,,11276479,26514799,67446703,0
,,,,404807,,,1410,南染,,,-3381,,,,,,,,,,,,,,,,,,,,3,上市,114,0,,,,,0,,,,,,,,,,,,,,,,1080897,,,,1044521,,0,,16.85,49014,622175,,,,,,,,,620000,,,211405,,,23095,1292302,,,,,,,,,,,,,,36376,162391,670127,0
,,,,-183692,,,1413,宏洲,,,-8703,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,1128729,,,,,,0,,8.54,408978,645763,,,,,,,,,1321124,,,1285143,,,0,2413872,,,,,,,,,,,,,,,876165,1768109,0
,,,,1040199,,,1414,東和,,,-136593,,,,,,,,,,,,,,,,,,,,3,上市,114,0,,,,,,,,,,,,,,,,,,,,,3103606,,,,3103606,,0,,14.11,367303,864493,,,,,,,,,2200000,,,1044638,,,0,4148244,,,,,,,,,,,,,,,677335,3283751,0
,,,,1760837,,,1416,廣豐,,,527244,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,4257745,,,,4191563,,0,,22.62,523716,1232563,,,,,,,,,1853422,,,1557769,,,50060,5815514,,,,,,,,,,,,,,66182,1034053,4582951,0
,,,,211022,,,1417,嘉裕,,,243866,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2354307,,,,2354307,,0,,12.39,373145,1593063,,,,,,,,,1899419,,,482050,,,,2836357,,,,,,,,,,,,,,,108905,1243294,0
,,,,-868280,,,1418,東華,,,1550780,,,,,,,,,,,,,,,,,,,,3,上市,114,-80333,,,,,0,,,,,,,,,,,,,,,,1178518,,,,1178518,,2522865,,21.70,3298769,1460689,,,,,,,,,568343,,,4103555,,,8008,5282073,,,,,,,,,,,,,,0,804786,3821384,0
,,,,5698732,,,1419,新紡,,,8551194,,,,,,,,,,,,,,,,,,,,3,上市,114,-13174,,,,,,,,,,,,,,,,,,,,,17306271,,,,17306271,,803829,,57.83,4739180,6048929,,,,,,,,,3000413,,,7457995,,,69106,24764266,,,,,,,,,,,,,,,2718815,18715337,0
,,,,1071705,,,1423,利華,,,1764438,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,3938720,,,,,,0,,39.53,46245,1181646,,,,,,,,,996480,,,246588,,,106097,4185308,,,,,,,,,,,,,,,200343,3003662,0
,,,,-316344,,,1432,大魯閣,,,-83474,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,1165887,,,,973859,,0,,9.02,1676909,1206638,,,,,,,,,1080000,,,4363957,,,293677,5529844,,,,,,,,,,,,,,192028,2687048,4323206,0
,,,,19374880,,,1434,福懋,,,450341,,,,,,,,,,,,,,,,,,,,3,上市,114,-19064,,,,,0,,,,,,,,,,,,,,,,37599309,,,,37599309,,2193228,,22.35,5035471,14002574,,,,,,,,,16846646,,,14403595,,,946506,52002904,,,,,,,,,,,,,,,9368124,38000330,0
,,,,-204391,,,1435,中福,,,-195084,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,1123463,,,,,,0,,8.04,7779,392725,,,,,,,,,1397801,,,185588,,,125137,1309051,,,,,,,,,,,,,,,177809,916326,0
,,,,3386382,,,1436,華友聯,,,18912,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,7023739,,,,6584005,,0,,33.91,10095528,20964722,,,,,,,,,1941518,,,15763927,,,1237193,22787666,,,,,,,,,,,,,,439734,5668399,1822944,21451143
,,,,5353544,,,1437,勤益控,,,466598,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,8296247,,,,8294681,,0,,40.79,1230395,2332906,,,,,,,,,2033713,,,5412835,,,440826,13709082,,,,,,,,,,,,,,1566,4182440,11376176,0
,,,,30871,,,1438,三地開發,,,-2446,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2850709,,,,,,0,,25.63,10258102,13533162,,,,,,,,,1112058,,,11454699,,,1710226,14305408,,,,,,,,,,,,,,,1196597,772246,0
,,,,1878484,,,1439,雋揚,,,-174698,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,3299915,,,,2852331,,0,,31.00,2047663,3471836,,,,,,,,,920000,,,2549077,,,228545,5848992,,,,,,,,,,,,,,447584,501414,2377156,0
,,,,11119471,,,1440,南紡,,,-317580,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,27769098,,,,27442735,,0,,16.56,9602648,12070251,,,,,,,,,16568159,,,17442664,,,72685,45211762,,,,,,,,,,,,,,326363,7840016,33141511,0
,,,,-203936,,,1441,大東,,,-76334,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,468951,,,,468951,,0,,6.54,538794,604888,,,,,,,,,717444,,,904063,,,31777,1373014,,,,,,,,,,,,,,0,365269,768126,0
,,,,3136876,,,1442,名軒,,,15410,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,7806251,,,,7806251,,0,,21.32,2233042,12730280,,,,,,,,,3662113,,,6193607,,,991852,13999858,,,,,,,,,,,,,,,3960565,1269578,0
,,,,96721,,,1443,立益物流,,,837192,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,0,,,,,,,,,,,,,,,,1878125,,,,2288044,,0,,16.91,2516488,607636,,,,,,,,,1353430,,,5948196,,,701,7826321,,,,,,,,,,,,,,-409919,3431708,7218685,0
,,,,116453,,,1444,力麗,,,-460954,,,,,,,,,,,,,,,,,,,,3,上市,114,-28470,,,,,,,,,,,,,,,,,,,,,10970113,,,,9702223,,11204989,,9.86,7428312,6578523,,,,,,,,,9955950,,,9082860,,,119244,20052973,,,,,,,,,,,,,,1267890,1654548,13474450,0
,,,,757026,,,1445,大宇,,,218566,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2283876,,,,2283876,,0,,17.48,383874,793491,,,,,,,,,1306660,,,2382304,,,1624,4666180,,,,,,,,,,,,,,,1998430,3872689,0
,,,,1424483,,,1446,宏和,,,22562,,,,,,,,,,,,,,,,,,,,3,上市,114,0,,,,,0,,,,,,,,,,,,,,,,2830724,,,,2830724,,0,,20.56,364826,2794040,,,,,,,,,1377095,,,373094,,,6584,3203818,,,,,,,,,,,,,,0,8268,409778,0
,,,,-259296,,,1447,力鵬,,,-900261,,,,,,,,,,,,,,,,,,,,3,上市,114,-287142,,,,,,,,,,,,,,,,,,,,,8661843,,,,7873161,,66529106,,9.33,7368146,8841568,,,,,,,,,9100712,,,9175974,,,219148,17837817,,,,,,,,,,,,,,788682,1807828,8996249,0
,,,,198023,,,1449,佳和,,,604123,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2285569,,,,2208312,,0,,17.37,1998315,1988170,,,,,,,,,1271146,,,4107133,,,135020,6392702,,,,,,,,,,,,,,77257,2108818,4404532,0
,,,,5400592,,,1451,年興,,,-556721,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,7243587,,,,7243587,,0,,36.58,869084,5267976,,,,,,,,,1980000,,,1203346,,,419716,8446933,,,,,,,,,,,,,,,334262,3178957,0
,,,,971026,,,1452,宏益,,,232029,,,,,,,,,,,,,,,,,,,,3,上市,114,,,,,,,,,,,,,,,,,,,,,,2685641,,,,2685641,,0,,20.25,85773,1987459,,,,,,,,,1326414,,,131710,,,156172,2817351,,,,,,,,,,,,,,,45937,829892,0
