停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,支出及費用,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
,1240,茂生農經,,-31348,-6029,,,1.15,1,,上櫃,114,8168,,,,,46196,14848,,,,47666,-1470,,36732,,17632,596612,683656,98974,98974,62242,17959,54364,,16318,-1470,46196
,1259,安心,,-82954,,,,0.27,1,,上櫃,114,-3733,,,,,11090,-71864,,,,8751,2339,,5168,,2189,1146183,1469693,323510,323510,318342,,7357,,-72656,792,11090
,1264,德麥,,37995,,,,5.20,1,,上櫃,114,65734,,,,,220909,258904,,,,192662,28247,,279963,,6680,1117905,1662710,544805,544805,264842,,286643,,213795,45109,220909
,1268,漢來美食,,-16717,,,,4.39,1,,上櫃,114,47310,,,,,185233,168516,,,,185233,,,242407,,-9864,906017,1735459,829442,829442,587035,,232543,,168516,,185233
,1294,漢田生技,,,,,,1.17,1,,上櫃,114,9350,,,,,32158,32158,,,,32156,2,,41719,,-211,109414,174677,65263,65263,23544,,41508,,32156,2,32158
,1295,生合,,7309,,,,1.26,1,,上櫃,114,11838,,,,,39369,46678,,,,39369,,,42417,,8790,107997,233724,125727,125727,83310,,51207,,46678,,39369
,1336,台翰,,15796,,,,0.44,1,,上櫃,114,14661,,,,,33941,49737,,,,33941,,,41851,,6751,510284,622572,112288,112288,70437,,48602,,49737,,33941
,1565,精華,,1060,,,,3.43,1,,上櫃,114,43302,,,,,173146,174206,,,,173146,,,170714,,45734,844013,1110980,266967,266967,96253,,216448,,174206,,173146
,1569,濱川,,41279,,,,-1.33,1,,上櫃,114,34883,,,,,-142538,-101259,,,,-161676,19138,,-128581,,20926,807742,817948,10206,10206,138787,,-107655,,-122429,21170,-142538
,1570,力肯,,-13930,,,,0.43,1,,上櫃,114,4689,,,,,22259,8329,,,,22259,0,,21560,,5388,79810,121078,41268,41268,19708,,26948,,8329,0,22259
