停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,支出及費用,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
,1240,茂生農經,,456078,10836,,,3.07,3,,上櫃,113,30581,,,,,114316,570394,,,,127102,-12786,,114765,,30132,1888849,2132889,298142,298142,183377,43266,144897,,583180,-12786,114316
,1259,安心,,57413,,,,2.22,3,,上櫃,113,9454,,,,,62227,119640,,,,71758,-9531,,19573,,52108,3528302,4571195,1042893,1042893,1023320,,71681,,128829,-9189,62227
,1264,德麥,,99487,,,,15.67,3,,上櫃,113,192958,,,,,671463,770950,,,,580611,90852,,842731,,21690,3336429,4924106,1587677,1587677,744946,,864421,,640985,129965,671463
,1268,漢來美食,,19330,,,,7.75,3,,上櫃,113,77776,,,,,327136,346466,,,,327136,,,409029,,-4117,2408706,4426194,2017488,2017488,1608459,,404912,,346466,,327136
,1294,漢田生技,,,,,,4.94,3,,上櫃,113,32984,,,,,124652,124652,,,,124843,-191,,160777,,-3141,350186,595387,245201,245201,84424,,157636,,124843,-191,124652
,1295,生合,,15944,,,,4.73,3,,上櫃,113,54691,,,,,148217,164161,,,,148217,,,186381,,16527,329819,743027,413208,413208,226827,,202908,,164161,,148217
,1336,台翰,,62832,,,,1.53,3,,上櫃,113,67048,,,,,118611,181443,,,,118611,,,153952,,31707,1528231,1862369,334138,334138,180186,,185659,,181443,,118611
,1565,精華,,680,,,,10.33,3,0,上櫃,113,138627,,,,,520843,521523,,,,520843,,,563248,,96222,2450955,3320177,869222,869222,305974,,659470,,521523,,520843
,1569,濱川,,150175,,,,-1.60,3,,上櫃,113,805,,,,,-178706,-28531,,,,-194755,16049,,-279629,,101728,2130121,2239589,109468,109468,389097,,-177901,,-56196,27665,-178706
,1570,力肯,,47812,,,,1.75,3,,上櫃,113,21357,,,,,89907,137719,,,,89907,0,,100137,,11127,412074,577212,165138,165138,65001,,111264,,137719,0,89907
,1580,新麥,,109802,,,,10.06,3,,上櫃,113,232105,,,,,537709,647511,,,,505525,32184,,675390,,94424,1923866,3414012,1490146,1490146,814756,,769814,,609539,37972,537709
,1584,精剛,,-3823,,,,1.75,3,,上櫃,113,55991,,,,,334339,330516,,,,336229,-1890,,273730,,116600,1814913,2240026,425113,425113,151383,,390330,,332406,-1890,334339
,1586,和勤,,59300,,,,0.42,3,,上櫃,113,6259,,,,,34471,93771,,,,34471,,,45107,,-4377,1608090,1916892,308802,308802,263695,,40730,,93771,,34471
,1591,駿吉-KY,,57713,,,,-1.43,3,,上櫃,113,-6640,,,,,-51578,6135,,,,-51578,,,-52359,,-5859,167230,162749,-4481,-4481,47878,,-58218,,6135,,-51578
,1593,祺驊,,11009,,,,1.01,3,,上櫃,113,24256,,,,,60898,71907,,,,40086,20812,,58310,,26844,540989,795948,254959,254959,196649,,85154,,51095,20812,60898
,1595,川寶,,6779,,,,-0.11,3,,上櫃,113,15450,,,,,-8618,-1839,,,,-5069,-3549,,-43307,,50139,499718,677161,177443,177443,220750,,6832,,1710,-3549,-8618
,1599,宏佳騰,,-8084,,,,0.94,3,,上櫃,113,15712,,,,,68334,60250,,,,68988,-654,,57391,,26655,1373936,1807205,433269,433269,375878,,84046,,60904,-654,68334
,1742,台蠟,,1682,,,,1.22,3,,上櫃,113,1771,,,,,113413,115095,,,,113413,,,-54612,,169796,140068,185812,45744,45744,100356,,115184,,115095,,113413
,1777,生泰,,80,,,,6.77,3,,上櫃,113,75714,,,,,302008,302088,,,,,,,257373,,120349,586466,943393,356927,356927,99554,,377722,,,,302008
,1781,合世,,2719,,,,0.36,3,,上櫃,113,188,,,,,17031,19750,,,,17031,,,2578,,14641,440231,545354,105123,105123,102545,,17219,,19750,,17031
