CompanyName,Date,Season,SecuritiesCompanyCode,Year,停業單位損益,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,已實現銷貨（損）益,所得稅費用（利益）,未實現銷貨（損）益,本期淨利（淨損）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益（損失）,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
台嘉碩,1150904,2,3221,115,,,60225.00,,,,0.82,,30745.00,,76091.00,136316.00,,85580.00,-9489.00,77847.00,28989.00,915962.00,1205467.00,289505.00,289505.00,211658.00,,106836.00,,144604.00,-8288.00,76091.00
三顧,1150904,2,3224,115,,,5548.00,,,,-0.08,,1592.00,,-69361.00,-63813.00,,-6179.00,-63182.00,-82191.00,14422.00,704360.00,827191.00,122831.00,122831.00,205022.00,,-67769.00,,-538.00,-63275.00,-69361.00
龍鋒,1150904,2,3226,115,,,637.00,,,,-0.36,2044.00,3771.00,5112.00,-23390.00,-22753.00,,,,-39083.00,19464.00,600650.00,635124.00,34474.00,31406.00,70489.00,,-19619.00,,,,-23390.00
原相,1150904,2,3227,115,,,3157469.00,,,,6.11,,160109.00,,893529.00,4050998.00,,899721.00,-6192.00,863093.00,190545.00,1955998.00,4747618.00,2791620.00,2791620.00,1928527.00,,1053638.00,,4057190.00,-6192.00,893529.00
金麗科,1150904,2,3228,115,,,-896.00,,,,-1.00,,0.00,,-71617.00,-72513.00,,,,-73485.00,1868.00,68843.00,171637.00,102794.00,102794.00,176279.00,,-71617.00,,,,-71617.00
錦明,1150904,2,3230,115,,,16577.00,,,,-1.03,,-215.00,,-87850.00,-71273.00,,-87850.00,,-84309.00,-3756.00,195158.00,203447.00,8289.00,8289.00,92598.00,,-88065.00,,-71273.00,,-87850.00
昱捷,1150904,2,3232,115,,,6499.00,,,,0.38,,3953.00,,17503.00,24002.00,,17503.00,,17492.00,3964.00,421281.00,508897.00,87616.00,87616.00,70124.00,,21456.00,,24002.00,0.00,17503.00
光環,1150904,2,3234,115,,,3393.00,,,,-0.48,354.00,0.00,202.00,-54136.00,-50743.00,,-53155.00,-981.00,-56921.00,2785.00,322205.00,378996.00,56791.00,56943.00,113864.00,,-54136.00,,-49762.00,-981.00,-54136.00
千如,1150904,2,3236,115,,,231823.00,,,,0.20,,23389.00,,21434.00,253257.00,,21434.00,,52576.00,-7753.00,876984.00,1160957.00,283973.00,283973.00,231397.00,,44823.00,,253257.00,,21434.00
海灣,1150904,2,3252,115,,,0.00,,,,-0.14,,1662.00,,6244.00,6244.00,,-7108.00,13352.00,37193.00,-29287.00,148364.00,254868.00,106504.00,106504.00,69311.00,,7906.00,,-7108.00,13352.00,6244.00
鑫創,1150904,2,3259,115,,,,,,,-1.17,,,,-85522.00,-85522.00,,,,-83829.00,-1693.00,92154.00,105167.00,13013.00,13013.00,96842.00,,-85522.00,,,,-85522.00
威剛,1150904,2,3260,115,,,371731.00,,,,62.46,,5826556.00,345.00,20742119.00,21113850.00,,19936408.00,805711.00,25044794.00,1523881.00,33643820.00,64242687.00,30598867.00,30598522.00,5553728.00,,26568675.00,,20214659.00,899191.00,20742119.00
欣銓,1150904,2,3264,115,,,67363.00,,,,4.39,,542486.00,,2080193.00,2147556.00,,2080193.00,,2473880.00,148799.00,5168181.00,8517069.00,3348888.00,3348888.00,875008.00,,2622679.00,,2147556.00,,2080193.00
台星科,1150904,2,3265,115,,,-11404.00,,,,3.85,,110602.00,,524815.00,513411.00,,524815.00,,594802.00,40615.00,1967927.00,2715381.00,747454.00,747454.00,152652.00,,635417.00,,513411.00,,524815.00
海德威,1150904,2,3268,115,,,19249.00,,,,-0.12,,-809.00,,-4004.00,15245.00,,-4004.00,,-7157.00,2344.00,479944.00,515222.00,35278.00,35278.00,42435.00,,-4813.00,,15245.00,,-4004.00
東碩,1150904,2,3272,115,,,156575.00,,,,-4.05,,14224.00,,-242646.00,-86071.00,,-242646.00,,-194168.00,-34254.00,1289182.00,1367343.00,78161.00,78161.00,272329.00,,-228422.00,,-86071.00,,-242646.00
宇環,1150904,2,3276,115,,,34897.00,,,,0.06,,1904.00,,-5971.00,28926.00,,3844.00,-9815.00,-35374.00,31307.00,321843.00,330834.00,8991.00,8991.00,44365.00,,-4067.00,,38741.00,-9815.00,-5971.00
太普高,1150904,2,3284,115,,,-9717.00,,,,0.72,,18005.00,,77954.00,68237.00,,77727.00,227.00,38978.00,56981.00,327093.00,420188.00,93095.00,93095.00,54117.00,,95959.00,,73903.00,-5666.00,77954.00
微端,1150904,2,3285,115,,,4947.00,,,,0.91,,10227.00,,41615.00,46562.00,,39049.00,2566.00,43418.00,8424.00,424263.00,558519.00,134256.00,134256.00,90838.00,,51842.00,,43715.00,2847.00,41615.00
廣寰科,1150904,2,3287,115,,,-832.00,,,,5.88,,12620.00,,275860.00,275028.00,,258550.00,17310.00,71076.00,217404.00,251189.00,434235.00,183046.00,183046.00,111970.00,,288480.00,,257718.00,17310.00,275860.00
點晶,1150904,2,3288,115,,,-1615.00,,,,-0.05,,0.00,,-780.00,-2395.00,,-777.00,-3.00,-2304.00,1524.00,10225.00,38994.00,28769.00,28769.00,31073.00,,-780.00,,-2392.00,-3.00,-780.00
宜特,1150904,2,3289,115,,,41118.00,,,,3.08,,-10440.00,,259634.00,300752.00,,266675.00,-7041.00,-2922.00,252116.00,1770599.00,2266979.00,496380.00,496380.00,499302.00,,249194.00,,307793.00,-7041.00,259634.00
東浦,1150904,2,3290,115,,,61874.00,,,,4.02,,-1024.00,,363030.00,424904.00,,363030.00,,2089.00,359917.00,1439455.00,1857587.00,418132.00,418132.00,416043.00,,362006.00,,424904.00,,363030.00
鈊象,1150904,2,3293,115,,,-213511.00,,,,22.77,,1378674.00,,6417429.00,6203918.00,,6417672.00,-243.00,7485965.00,310138.00,276245.00,12678167.00,12401922.00,12401922.00,4915957.00,,7796103.00,,6204009.00,-91.00,6417429.00
英濟,1150904,2,3294,115,,,95805.00,,,,-0.54,,3262.00,,-80365.00,15440.00,,-71592.00,-8773.00,-178995.00,101892.00,1348192.00,1466436.00,118244.00,118244.00,297239.00,,-77103.00,,24213.00,-8773.00,-80365.00
杭特,1150904,2,3297,115,,,0.00,,,,0.69,,-177.00,,24828.00,24828.00,,24828.00,,-8812.00,33463.00,73360.00,115570.00,42210.00,42210.00,51022.00,,24651.00,,24828.00,,24828.00
岱稜,1150904,2,3303,115,,,3792.00,,,,2.40,,87433.00,,230181.00,233973.00,,224426.00,5755.00,298475.00,19139.00,1109576.00,1753568.00,643992.00,643992.00,345517.00,,317614.00,,228218.00,5755.00,230181.00
鼎天,1150904,2,3306,115,,930.00,805722.00,,,,0.20,,450.00,,10025.00,815747.00,,,,3834.00,6641.00,409271.00,545194.00,135923.00,135923.00,133019.00,,10475.00,,,,10025.00
佳穎,1150904,2,3310,115,,,11554.00,,,,1.59,,14686.00,,117716.00,129270.00,,119126.00,-1410.00,111238.00,21164.00,862729.00,1115146.00,252417.00,252417.00,141179.00,,132402.00,,130680.00,-1410.00,117716.00
斐成,1150904,2,3313,115,,,,,,,-0.04,,261.00,,-8282.00,-8282.00,,-8278.00,-4.00,-21639.00,13618.00,14563.00,19177.00,4614.00,4614.00,26253.00,,-8021.00,,-8278.00,-4.00,-8282.00
尼克森,1150904,2,3317,115,,,541.00,,,,1.56,,41888.00,,142804.00,143345.00,,140409.00,2395.00,183621.00,1071.00,1016996.00,1434461.00,417465.00,417465.00,233844.00,,184692.00,,140950.00,2395.00,142804.00
建舜電,1150904,2,3322,115,,,-12412.00,,,,-1.13,,0.00,,-145985.00,-158397.00,,-145985.00,0.00,-120433.00,-25552.00,1454047.00,1613890.00,159843.00,159843.00,280276.00,,-145985.00,,-158397.00,0.00,-145985.00
加百裕,1150904,2,3323,115,,,1137.00,,,,-0.97,,494.00,,-101177.00,-100040.00,,-96286.00,-4891.00,-118000.00,17317.00,1987897.00,2173727.00,185830.00,185830.00,303830.00,,-100683.00,,-95149.00,-4891.00,-101177.00
雙鴻,1150904,2,3324,115,,,-35321.00,,,,23.01,,582919.00,,2304320.00,2268999.00,,2132961.00,171359.00,2909923.00,-22684.00,12242784.00,17251778.00,5008994.00,5008994.00,2099071.00,,2887239.00,,2090685.00,178314.00,2304320.00
旭品,1150904,2,3325,115,,,29152.00,,,,-1.35,,3963.00,,-164516.00,-135364.00,,-146838.00,-17678.00,-132077.00,-28476.00,408149.00,368481.00,-39668.00,-39668.00,92409.00,,-160553.00,,-115374.00,-19990.00,-164516.00
幸康,1150904,2,3332,115,,,26448.00,,,,2.53,,25830.00,,121737.00,148185.00,,121737.00,,102092.00,45475.00,615219.00,951704.00,336485.00,336485.00,234393.00,,147567.00,,148185.00,,121737.00
泰谷,1150904,2,3339,115,,,,,,,-2.61,,0.00,,-166348.00,-166348.00,,-166555.00,207.00,-149704.00,-16644.00,398266.00,412272.00,14006.00,14006.00,163710.00,,-166348.00,,-166555.00,207.00,-166348.00
寶德,1150904,2,3349,115,,,-3423.00,,,,-0.77,,-238.00,,-35701.00,-39124.00,,-35701.00,,-44784.00,8845.00,178774.00,191018.00,12244.00,12244.00,57028.00,,-35939.00,,-39124.00,,-35701.00
律勝,1150904,2,3354,115,,,4801.00,,,,-0.29,,1981.00,,-20010.00,-15209.00,,-20010.00,,-27868.00,9839.00,43791.00,65018.00,21227.00,21227.00,49095.00,,-18029.00,,-15209.00,,-20010.00
臺慶科,1150904,2,3357,115,,,1575184.00,,,,6.33,1598.00,133342.00,2428.00,718551.00,2293735.00,,727256.00,-8705.00,634307.00,217586.00,2742498.00,3913502.00,1171004.00,1170174.00,535867.00,,851893.00,,2301541.00,-7806.00,718551.00
尚立,1150904,2,3360,115,,,1518.00,,,,0.02,,6463.00,,-8341.00,-6823.00,,1497.00,-9838.00,23374.00,-25252.00,5085576.00,5250465.00,164889.00,164889.00,141515.00,,-1878.00,,3075.00,-9898.00,-8341.00
先進光,1150904,2,3362,115,,,33545.00,,,,-1.88,,-47898.00,,-269365.00,-235820.00,,-269077.00,-288.00,-313046.00,-4217.00,1833815.00,2058158.00,224343.00,224343.00,537389.00,,-317263.00,,-235431.00,-389.00,-269365.00
上詮,1150904,2,3363,115,,,2647.00,,,,-1.18,,-30645.00,,-131897.00,-129250.00,,-131897.00,,-248050.00,85508.00,802981.00,811157.00,8176.00,8176.00,256226.00,,-162542.00,,-129250.00,,-131897.00
典範,1150904,2,3372,115,,,,,,,-0.10,,0.00,,-18401.00,-18401.00,,,,-26014.00,7613.00,628452.00,648001.00,19549.00,19549.00,45563.00,,-18401.00,,,,-18401.00
熱映,1150904,2,3373,115,,,14471.00,,,,-0.35,,-3767.00,,-16490.00,-2019.00,,-16490.00,,-28821.00,8564.00,178485.00,213998.00,35513.00,35513.00,64334.00,,-20257.00,,-2019.00,,-16490.00
精材,1150904,2,3374,115,,29427.00,,,,,2.88,,182421.00,,780742.00,780742.00,,,,938552.00,24611.00,2926628.00,4098395.00,1171767.00,1171767.00,262642.00,,963163.00,,,,780742.00
彬台,1150904,2,3379,115,,,6799.00,,,,-0.93,,16016.00,,-35341.00,-28542.00,,-35341.00,,-24052.00,4727.00,233705.00,298847.00,65142.00,65142.00,89194.00,,-19325.00,,-28542.00,,-35341.00
崇越電,1150904,2,3388,115,,,127622.00,,,,3.41,,116884.00,,266736.00,394358.00,,254609.00,12127.00,357542.00,26078.00,3494456.00,4385264.00,890808.00,890808.00,533266.00,,383620.00,,381277.00,13081.00,266736.00
旭軟,1150904,2,3390,115,,,82967.00,,,,-0.50,,152.00,,-39319.00,43648.00,,-39319.00,,-13197.00,-25970.00,423069.00,486816.00,63747.00,63747.00,76944.00,,-39167.00,,43648.00,,-39319.00
漢科,1150904,2,3402,115,,,25412.00,,,,3.64,,80642.00,,265811.00,291223.00,,265811.00,,345069.00,1384.00,2324448.00,2944266.00,619818.00,619818.00,274749.00,,346453.00,,291223.00,,265811.00
奇鈦科,1150904,2,3430,115,,,8226.00,,,,2.68,,32211.00,,90436.00,98662.00,,90436.00,,112478.00,10169.00,737070.00,972559.00,235489.00,235489.00,123011.00,,122647.00,,98662.00,,90436.00
哲固,1150904,2,3434,115,,,51.00,,,,0.18,,1585.00,,6342.00,6393.00,,6342.00,,1952.00,5975.00,205632.00,256215.00,50583.00,50583.00,48631.00,,7927.00,,6393.00,,6342.00
類比科,1150904,2,3438,115,,,660778.00,,,,0.63,,4928.00,,29538.00,690316.00,,,,11852.00,22614.00,276222.00,448223.00,172001.00,172001.00,160149.00,,34466.00,,,,29538.00
聯一光電,1150904,2,3441,115,,,16424.00,,,,1.16,,16793.00,,47602.00,64026.00,,46399.00,1203.00,43945.00,20450.00,167797.00,255240.00,87443.00,87443.00,43498.00,,64395.00,,62199.00,1827.00,47602.00
利機,1150904,2,3444,115,,,4065.00,,,,1.05,,8854.00,,47225.00,51290.00,,47225.00,,25360.00,30719.00,524497.00,653233.00,128736.00,128736.00,103376.00,,56079.00,,51290.00,,47225.00
由田,1150904,2,3455,115,,,68040.00,,,,-0.44,,-23855.00,,-26139.00,41901.00,,-26139.00,,-87744.00,37750.00,216683.00,502712.00,286029.00,286029.00,373773.00,,-49994.00,,41901.00,,-26139.00
進泰電子,1150904,2,3465,115,,,16896.00,,,,-0.73,,-1077.00,,-42279.00,-25383.00,,-25878.00,-16401.00,-58434.00,15078.00,836642.00,954129.00,117487.00,117487.00,175921.00,,-43356.00,,-10961.00,-14422.00,-42279.00
德晉,1150904,2,3466,115,,,4904.00,,,,-0.59,,72.00,,-45921.00,-41017.00,,-45921.00,,-70509.00,24660.00,124021.00,136568.00,12547.00,12547.00,83056.00,,-45849.00,,-41017.00,,-45921.00
台灣精材,1150904,2,3467,115,,,,,,,0.80,,6150.00,,24831.00,24831.00,,,,29059.00,1922.00,282082.00,374815.00,92733.00,92733.00,63674.00,,30981.00,,,,24831.00
安勤,1150904,2,3479,115,,0.00,25162.00,,,,3.95,0.00,110299.00,0.00,310299.00,335461.00,,285918.00,24381.00,377228.00,43370.00,3384835.00,4574828.00,1189993.00,1189993.00,812765.00,,420598.00,0.00,306607.00,28854.00,310299.00
力致,1150904,2,3483,115,,,162664.00,,,,0.69,,33207.00,,67462.00,230126.00,,67462.00,,18862.00,81807.00,3540977.00,4240984.00,700007.00,700007.00,681145.00,,100669.00,,230126.00,,67462.00
崧騰,1150904,2,3484,115,,,81626.00,,,,1.30,,52273.00,,104140.00,185766.00,,102336.00,1804.00,151793.00,4620.00,1798225.00,2286420.00,488195.00,488195.00,336402.00,,156413.00,,183432.00,2334.00,104140.00
敘豐,1150904,2,3485,115,,,4952.00,,,,2.93,,26911.00,,104148.00,109100.00,,104148.00,,101995.00,29064.00,142624.00,297848.00,155224.00,155224.00,53229.00,,131059.00,,109100.00,,104148.00
森寶,1150904,2,3489,115,,104.00,,,,,0.03,,5518.00,,2622.00,2622.00,0.00,2622.00,0.00,9507.00,-1367.00,489389.00,513051.00,23662.00,23662.00,14259.00,,8140.00,0.00,2622.00,0.00,2622.00
單井,1150904,2,3490,115,,,11644.00,,,,6.15,,22014.00,,338059.00,349703.00,,338059.00,,-31351.00,391424.00,101085.00,121087.00,20002.00,20002.00,51353.00,,360073.00,,349703.00,,338059.00
昇達科,1150904,2,3491,115,,,162833.00,,,,8.15,,113197.00,,560966.00,723799.00,,560965.00,1.00,555087.00,119076.00,829153.00,1922184.00,1093031.00,1093031.00,537944.00,,674163.00,,723798.00,1.00,560966.00
長盛,1150904,2,3492,115,,,11639.00,,,,0.51,0.00,7109.00,0.00,18256.00,29895.00,0.00,18256.00,0.00,22668.00,2697.00,315275.00,432954.00,117679.00,117679.00,95011.00,,25365.00,0.00,29895.00,0.00,18256.00
陽程,1150904,2,3498,115,,,54809.00,,,,3.26,,52918.00,,196744.00,251553.00,,197113.00,-369.00,230010.00,19652.00,621597.00,1065066.00,443469.00,443469.00,213459.00,,249662.00,,251979.00,-426.00,196744.00
環天科,1150904,2,3499,115,,,6531.00,,,,-0.83,,-2577.00,,-45727.00,-39196.00,0.00,-45727.00,0.00,-48407.00,103.00,119600.00,146791.00,27191.00,27191.00,75598.00,,-48304.00,,-39196.00,0.00,-45727.00
位速,1150904,2,3508,115,,,-2310.00,,,,-0.34,,9387.00,,-40841.00,-43151.00,,-34961.00,-5880.00,-71684.00,40230.00,410959.00,459827.00,48868.00,48868.00,120552.00,,-31454.00,,-37654.00,-5497.00,-40841.00
矽瑪,1150904,2,3511,115,,,7008.00,,,,-0.41,,531.00,,-43208.00,-36200.00,,-33122.00,-10086.00,-40881.00,-1796.00,794706.00,930872.00,136166.00,136166.00,177047.00,,-42677.00,,-26114.00,-10086.00,-43208.00
皇龍,1150904,2,3512,115,,,,,,,0.45,,8242.00,,51300.00,51300.00,,51300.00,,59771.00,-229.00,161921.00,272699.00,110778.00,110778.00,51007.00,,59542.00,,51300.00,,51300.00
亞帝歐,1150904,2,3516,115,,,33704.00,,,,0.43,,8463.00,,36592.00,70296.00,,25893.00,10699.00,23354.00,21701.00,444523.00,568167.00,123644.00,123644.00,100290.00,,45055.00,,59597.00,10699.00,36592.00
華盈,1150904,2,3520,115,,,8173.00,,,,-0.18,,-1962.00,,-12376.00,-4203.00,,-12376.00,0.00,-4714.00,-9624.00,557050.00,626931.00,69881.00,69881.00,74595.00,,-14338.00,,-4203.00,0.00,-12376.00
台鋼建設,1150904,2,3521,115,,,-23689.00,,,,1.96,,-12566.00,,306686.00,282997.00,,306686.00,,-42874.00,336994.00,16004.00,11523.00,-4481.00,-4481.00,38393.00,,294120.00,,282997.00,,306686.00
御嵿,1150904,2,3522,115,,,-389.00,,,,-0.49,,721.00,,-55930.00,-56319.00,,-49369.00,-6561.00,-42243.00,-12966.00,344917.00,684440.00,339523.00,339523.00,381766.00,,-55209.00,,-49758.00,-6561.00,-55930.00
迎輝,1150904,2,3523,115,,,0.00,,,,-0.89,,488.00,,-56572.00,-56572.00,,-56887.00,315.00,-55931.00,-153.00,60958.00,40969.00,-19989.00,-19989.00,35942.00,,-56084.00,,-56887.00,315.00,-56572.00
凡甲,1150904,2,3526,115,,,190828.00,,,,9.08,,125156.00,,598414.00,789242.00,,598414.00,0.00,724689.00,-1119.00,1180820.00,2311896.00,1131076.00,1131076.00,406387.00,,723570.00,,789242.00,0.00,598414.00
聚積,1150904,2,3527,115,,,25626.00,,,,0.15,,11296.00,,6768.00,32394.00,,6768.00,,43.00,18021.00,440033.00,732704.00,292671.00,292671.00,292628.00,,18064.00,,32394.00,,6768.00
力旺,1150904,2,3529,115,,,226.00,,,,15.75,,176030.00,,1210908.00,1211134.00,,1176041.00,34867.00,1328484.00,58454.00,0.00,2190620.00,2190620.00,2190620.00,862136.00,,1386938.00,,1176167.00,34967.00,1210908.00
先益,1150904,2,3531,115,,,28560.00,,,,0.17,,10766.00,,8636.00,37196.00,,10094.00,-1458.00,-20708.00,40110.00,439493.00,530995.00,91502.00,91502.00,112210.00,,19402.00,,38654.00,-1458.00,8636.00
堡達,1150904,2,3537,115,,,8416.00,,,,2.13,-260.00,29918.00,,119494.00,127910.00,,119494.00,,132289.00,17123.00,1297848.00,1531944.00,234096.00,233836.00,101547.00,,149412.00,,127910.00,,119494.00
曜越,1150904,2,3540,115,,0.00,28610.00,,,,0.16,,-2587.00,550.00,5148.00,33758.00,,11830.00,-6682.00,4915.00,-2354.00,1616053.00,2285267.00,669214.00,668664.00,663749.00,,2561.00,,40440.00,-6682.00,5148.00
西柏,1150904,2,3541,115,,,90.00,,,,0.13,,-367.00,,7050.00,7140.00,,7050.00,,-5372.00,12055.00,322436.00,501879.00,179443.00,179443.00,184815.00,,6683.00,,7140.00,,7050.00
宇峻,1150904,2,3546,115,,,-29713.00,,,,3.30,,44401.00,,202528.00,172815.00,,202528.00,,223007.00,23922.00,118986.00,931901.00,812915.00,812915.00,589908.00,,246929.00,,172815.00,,202528.00
兆利,1150904,2,3548,115,,,181525.00,,,,-1.80,,10629.00,,-121772.00,59753.00,,-121772.00,,-118550.00,7407.00,3766390.00,4066277.00,299887.00,299887.00,418437.00,,-111143.00,,59753.00,,-121772.00
世禾,1150904,2,3551,115,,,74285.00,,,,5.40,,82322.00,,333314.00,407599.00,,333314.00,,360566.00,55070.00,1028889.00,1672323.00,643434.00,643434.00,282868.00,,415636.00,,407599.00,,333314.00
同致,1150904,2,3552,115,,,160361.00,,,,-1.53,,3674.00,,-149936.00,10425.00,,-149936.00,,-223256.00,76994.00,3326670.00,3891209.00,564539.00,564539.00,787795.00,,-146262.00,,10425.00,,-149936.00
博士旺,1150904,2,3555,115,,,-130.00,,,,6.87,,0.00,,277561.00,277431.00,,274612.00,2949.00,114884.00,162677.00,232109.00,451376.00,219267.00,219267.00,104383.00,,277561.00,,274545.00,2886.00,277561.00
禾瑞亞,1150904,2,3556,115,,,384.00,,,,2.38,,28002.00,,149017.00,149401.00,,151404.00,-2387.00,110062.00,66957.00,317126.00,628281.00,311155.00,311155.00,201093.00,,177019.00,,151636.00,-2235.00,149017.00
神準,1150904,2,3558,115,,61639.00,4729.00,,,,0.81,,25537.00,,75068.00,79797.00,,47841.00,27227.00,76059.00,24546.00,5537312.00,6627594.00,1090282.00,1090282.00,1075862.00,,100605.00,,52662.00,27135.00,75068.00
其陽,1150904,2,3564,115,,,6809.00,,,,0.04,,1149.00,,2551.00,9360.00,,2551.00,,12056.00,-8356.00,1033593.00,1368161.00,334568.00,334568.00,322512.00,,3700.00,,9360.00,,2551.00
逸昌,1150904,2,3567,115,,,,,,,0.42,,3549.00,,14334.00,14334.00,,,,15644.00,2239.00,94979.00,133346.00,38367.00,38367.00,22723.00,,17883.00,,,,14334.00
大塚,1150904,2,3570,115,,,6211.00,,,,8.05,,38518.00,,137647.00,143858.00,,137647.00,,174559.00,1606.00,1041888.00,1432229.00,390341.00,390341.00,215782.00,,176165.00,,143858.00,,137647.00
泓格,1150904,2,3577,115,,1148.00,6018.00,,,,3.28,,48916.00,,210005.00,216023.00,,210005.00,,253962.00,4959.00,343554.00,839172.00,495618.00,495618.00,242804.00,,258921.00,,216023.00,,210005.00
友威科,1150904,2,3580,115,,,28499.00,,,,0.65,,9402.00,,25540.00,54039.00,,25540.00,,30194.00,4748.00,98071.00,189510.00,91439.00,91439.00,61245.00,,34942.00,,54039.00,,25540.00
博磊,1150904,2,3581,115,,,3454.00,,,,0.94,,17944.00,,69790.00,73244.00,,47726.00,22064.00,52014.00,35720.00,568656.00,844905.00,276249.00,276249.00,224235.00,,87734.00,,51180.00,22064.00,69790.00
閎康,1150904,2,3587,115,,,150405.00,,,,2.99,,282868.00,,206710.00,357115.00,,206710.00,0.00,453224.00,36354.00,2071713.00,3068042.00,996329.00,996329.00,543105.00,,489578.00,,357115.00,0.00,206710.00
磐儀,1150904,2,3594,115,,,35153.00,,,,0.37,,-4807.00,,23398.00,58551.00,,35724.00,-12326.00,2376.00,16215.00,801198.00,1231600.00,430402.00,430402.00,428026.00,,18591.00,,63504.00,-4953.00,23398.00
映興,1150904,2,3597,115,,,8384.00,,,,0.35,,7967.00,,13662.00,22046.00,,13662.00,,24503.00,-2874.00,344387.00,451377.00,106990.00,106990.00,82487.00,,21629.00,,22046.00,,13662.00
三一東林,1150904,2,3609,115,,,-1305.00,,,,-1.88,,-2102.00,,-71976.00,-73281.00,,-71976.00,,-68775.00,-5303.00,132319.00,180373.00,48054.00,48054.00,116829.00,,-74078.00,,-73281.00,,-71976.00
鼎翰,1150904,2,3611,115,,,995469.00,,,,9.67,,125575.00,,460061.00,1455530.00,,459828.00,233.00,547441.00,38195.00,3989059.00,5909403.00,1920344.00,1920344.00,1372903.00,,585636.00,,1455572.00,-42.00,460061.00
安可,1150904,2,3615,115,,,-11128.00,,,,2.17,,4932.00,,154788.00,143660.00,,148441.00,6347.00,-43092.00,202812.00,301709.00,372818.00,71109.00,71109.00,114201.00,,159720.00,,137313.00,6347.00,154788.00
富晶通,1150904,2,3623,115,,,1991.00,,,,0.64,,1310.00,,18649.00,20640.00,,,,-11543.00,31502.00,129811.00,133069.00,3258.00,3258.00,14801.00,,19959.00,,,,18649.00
光頡,1150904,2,3624,115,,,18216.00,,,,1.86,,72239.00,,220361.00,238577.00,,218486.00,1875.00,262062.00,30538.00,1121526.00,1622899.00,501373.00,501373.00,239311.00,,292600.00,,236389.00,2188.00,220361.00
西勝,1150904,2,3625,115,,,7708.00,,,,-0.42,,-114.00,,-46600.00,-38892.00,,-46600.00,,-76782.00,30068.00,190153.00,221658.00,31505.00,31505.00,108287.00,,-46714.00,,-38892.00,,-46600.00
盈正,1150904,2,3628,115,,,18209.00,,,,0.97,,51507.00,,43877.00,62086.00,,43805.00,72.00,94283.00,1101.00,1241782.00,1749193.00,507411.00,507411.00,413128.00,,95384.00,,61994.00,92.00,43877.00
地心引力,1150904,2,3629,115,,,203.00,,,,-0.23,,,,-7716.00,-7513.00,,-7716.00,,-8286.00,570.00,14155.00,21176.00,7021.00,7021.00,15307.00,,-7716.00,,-7513.00,,-7716.00
新鉅科,1150904,2,3630,115,,,28115.00,,,,-0.75,,0.00,,-152995.00,-124880.00,,-152995.00,,-171987.00,18992.00,1083003.00,1247923.00,164920.00,164920.00,336907.00,,-152995.00,,-124880.00,,-152995.00
晟楠,1150904,2,3631,115,,,22738.00,,,,-0.35,,3673.00,,-38699.00,-15961.00,,-28807.00,-9892.00,-53084.00,18058.00,15053.00,18072.00,3019.00,3019.00,56103.00,,-35026.00,,-6069.00,-9892.00,-38699.00
研勤,1150904,2,3632,115,,,497.00,,,,-0.11,,1238.00,,-5433.00,-4936.00,,-4639.00,-794.00,-2320.00,-1875.00,61547.00,142768.00,81221.00,81221.00,83541.00,,-4195.00,,-4088.00,-848.00,-5433.00
艾恩特,1150904,2,3646,115,,,21542.00,,,,-0.43,,5257.00,,-17001.00,4541.00,,-17001.00,,3580.00,-15324.00,290093.00,382981.00,92888.00,92888.00,89308.00,,-11744.00,,4541.00,,-17001.00
鑫科,1150904,2,3663,115,,,1341131.00,,,,0.28,,11343.00,,32145.00,1373276.00,,30722.00,1423.00,64792.00,-21304.00,3912628.00,4095477.00,182849.00,182849.00,118057.00,,43488.00,,1350216.00,23060.00,32145.00
安瑞-KY,1150904,2,3664,115,,,8218.00,,,,-1.85,,5786.00,,-127009.00,-118791.00,,-127009.00,0.00,-99104.00,-22119.00,10325.00,128510.00,118185.00,118185.00,217289.00,,-121223.00,,-118791.00,0.00,-127009.00
光耀,1150904,2,3666,115,,,-1272.00,,,,-0.68,,0.00,,-91891.00,-93163.00,,-91891.00,,-111151.00,19260.00,282045.00,249921.00,-32124.00,-32124.00,79027.00,,-91891.00,,-93163.00,,-91891.00
康聯訊,1150904,2,3672,115,,,-2074.00,,,,-0.82,,727.00,,-33501.00,-35575.00,,-33577.00,76.00,-33038.00,264.00,68949.00,108428.00,39479.00,39479.00,72517.00,,-32774.00,,-35644.00,69.00,-33501.00
德微,1150904,2,3675,115,,,2659.00,,,,3.51,,46541.00,,198392.00,201051.00,,186221.00,12171.00,243480.00,1453.00,896734.00,1485502.00,588768.00,588768.00,345288.00,,244933.00,,188880.00,12171.00,198392.00
