CompanyName,Date,Season,SecuritiesCompanyCode,Year,停業單位損益,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,已實現銷貨（損）益,所得稅費用（利益）,未實現銷貨（損）益,本期淨利（淨損）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益（損失）,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
聯光通,1150904,2,4903,115,,,8720.00,,,,0.26,,4181.00,,27491.00,36211.00,,27491.00,,27563.00,4109.00,737131.00,816627.00,79496.00,79496.00,51933.00,,31672.00,,36211.00,,27491.00
台聯電,1150904,2,4905,115,,,52873.00,,,,8.07,,13579.00,,255552.00,308425.00,,236239.00,19313.00,-4537.00,273668.00,323955.00,445521.00,121566.00,121566.00,126103.00,,269131.00,,287546.00,20879.00,255552.00
富宇,1150904,2,4907,115,,,8640.00,,,,6.50,,198864.00,,767965.00,776605.00,,,,962972.00,3857.00,1369184.00,2447908.00,1078724.00,1078724.00,115752.00,,966829.00,,,,767965.00
前鼎,1150904,2,4908,115,,,4598.00,,,,1.42,,27842.00,,111370.00,115968.00,,,,125656.00,13556.00,279777.00,520704.00,240927.00,240927.00,115271.00,,139212.00,,,,111370.00
新復興,1150904,2,4909,115,,,-352.00,,,,-0.09,,5441.00,,-8089.00,-8441.00,,-8089.00,0.00,-56659.00,54011.00,129388.00,103475.00,-25913.00,-25913.00,30746.00,,-2648.00,,-8441.00,0.00,-8089.00
德英,1150904,2,4911,115,,,,,,,0.33,,-5575.00,,22768.00,22768.00,,,,13233.00,3960.00,19756.00,66661.00,46905.00,46905.00,33672.00,,17193.00,,,,22768.00
力士,1150904,2,4923,115,,,35.00,,,,0.50,,-434.00,,16698.00,16733.00,,16698.00,,1246.00,15018.00,371626.00,515457.00,143831.00,143831.00,142585.00,,16264.00,,16733.00,,16698.00
欣厚-KY,1150904,2,4924,115,,,16127.00,,,,0.23,,2422.00,,8574.00,24701.00,,8574.00,,2519.00,8477.00,290251.00,393424.00,103173.00,103173.00,100654.00,,10996.00,,24701.00,,8574.00
新盛力,1150904,2,4931,115,,,10743.00,,,,3.69,,60157.00,,241636.00,252379.00,,241636.00,,265962.00,35831.00,1470165.00,1904638.00,434473.00,434473.00,168511.00,,301793.00,,252379.00,,241636.00
友輝,1150904,2,4933,115,,,152361.00,,,,2.91,,31226.00,,239802.00,392163.00,,239802.00,,234482.00,36546.00,961874.00,1416375.00,454501.00,454501.00,220019.00,,271028.00,,392163.00,,239802.00
亞電,1150904,2,4939,115,,,137465.00,,,,0.53,,21680.00,,52396.00,189861.00,,52396.00,,52624.00,21452.00,544601.00,749246.00,204645.00,204645.00,152021.00,,74076.00,,189861.00,,52396.00
辣椒,1150904,2,4946,115,,,0.00,,,,2.60,,0.00,,22488.00,22488.00,,22829.00,-341.00,-11258.00,33746.00,100616.00,153418.00,52802.00,52802.00,64060.00,,22488.00,,22829.00,-341.00,22488.00
金耘國際,1150904,2,4950,115,,,-3792.00,,,,0.64,,16340.00,,56319.00,52527.00,,37196.00,19123.00,64362.00,8297.00,517192.00,640039.00,122847.00,122847.00,58485.00,,72659.00,,34475.00,18052.00,56319.00
精拓科,1150904,2,4951,115,,,-407.00,,,,3.00,,12942.00,,102549.00,102142.00,,102549.00,0.00,83045.00,32446.00,62705.00,267107.00,204402.00,204402.00,121357.00,,115491.00,,102142.00,0.00,102549.00
緯致,1150904,2,4953,115,,,140288.00,,,,4.88,,81303.00,,352201.00,492489.00,,352201.00,,422301.00,11203.00,5996670.00,7022384.00,1025714.00,1025714.00,603413.00,,433504.00,,492489.00,,352201.00
譜瑞-KY,1150904,2,4966,115,,,339866.00,,,,14.43,,105195.00,,1122529.00,1462395.00,,1122529.00,,1135864.00,91860.00,4923076.00,8239156.00,3316080.00,3316080.00,2180216.00,,1227724.00,,1462395.00,,1122529.00
IET-KY,1150904,2,4971,115,,,-566343.00,,,,2.31,,21381.00,,97569.00,-468774.00,,97592.00,-23.00,118135.00,815.00,342341.00,588345.00,246004.00,246004.00,127869.00,,118950.00,,-468751.00,-23.00,97569.00
湯石照明,1150904,2,4972,115,,,47037.00,,,,-0.88,,-8962.00,,-49404.00,-2367.00,,-49404.00,,-82726.00,24360.00,384256.00,498373.00,114117.00,114117.00,196843.00,,-58366.00,,-2367.00,,-49404.00
廣穎電通,1150904,2,4973,115,,,457881.00,,,,15.29,,247673.00,,980670.00,1438551.00,,980670.00,,1215710.00,12633.00,2768479.00,4523831.00,1755352.00,1755352.00,539642.00,,1228343.00,,1438551.00,,980670.00
亞泰,1150904,2,4974,115,,,93181.00,,,,2.49,,46029.00,,180756.00,273937.00,,180756.00,,192472.00,34313.00,1727518.00,2009499.00,281981.00,281981.00,89509.00,,226785.00,,273937.00,,180756.00
華星光,1150904,2,4979,115,,,63777.00,,,,2.91,,120132.00,,413906.00,477683.00,,413906.00,,487101.00,46937.00,1889906.00,2482586.00,592680.00,592680.00,105579.00,,534038.00,,477683.00,,413906.00
環宇-KY,1150904,2,4991,115,,,183762.00,,,,2.58,,78773.00,,300629.00,484391.00,,306250.00,-5621.00,280185.00,99217.00,761841.00,1484783.00,722942.00,722942.00,442757.00,,379402.00,,490012.00,-5621.00,300629.00
晶達,1150904,2,4995,115,,,1428.00,,,,1.82,,132.00,,77258.00,78686.00,,77258.00,,74696.00,2694.00,486770.00,708153.00,221383.00,221383.00,146687.00,,77390.00,,78686.00,,77258.00
榮剛,1150904,2,5009,115,,,60778.00,,,,1.00,,138680.00,,592278.00,653056.00,,562195.00,30083.00,701252.00,29706.00,4624415.00,6091166.00,1466751.00,1466751.00,765499.00,,730958.00,,627766.00,25290.00,592278.00
久陽,1150904,2,5011,115,,10069.00,-70517.00,,,,0.46,,24202.00,,52523.00,-17994.00,,46777.00,5746.00,64263.00,12462.00,2039629.00,2176927.00,137298.00,137298.00,83104.00,,76725.00,,-23740.00,5746.00,52523.00
強新,1150904,2,5013,115,,,114925.00,,,,1.36,,93478.00,,231214.00,346139.00,,182149.00,49065.00,335649.00,-10957.00,3573409.00,4146937.00,573528.00,573528.00,237879.00,,324692.00,,247087.00,99052.00,231214.00
建錩,1150904,2,5014,115,,,129139.00,,,,-0.19,,29593.00,,-34881.00,94258.00,,-34878.00,-3.00,169179.00,-174467.00,7647231.00,8046582.00,399351.00,399351.00,230172.00,,-5288.00,,94139.00,119.00,-34881.00
華祺,1150904,2,5015,115,,,-33761.00,,,,0.58,,8838.00,,35071.00,1310.00,,35071.00,0.00,16708.00,27201.00,475204.00,597293.00,122089.00,122089.00,105381.00,,43909.00,,1310.00,0.00,35071.00
松和,1150904,2,5016,115,,,1081.00,,,,1.12,,14626.00,,55704.00,56785.00,,55643.00,61.00,71504.00,-1174.00,976029.00,1110034.00,134005.00,134005.00,62501.00,,70330.00,,56668.00,117.00,55704.00
凱衛,1150904,2,5201,115,,,-15.00,,,,-0.78,,-1227.00,,-31327.00,-31342.00,,-30058.00,-1269.00,-43222.00,10668.00,81047.00,121666.00,40619.00,40619.00,83841.00,,-32554.00,,-30073.00,-1269.00,-31327.00
力新,1150904,2,5202,115,,,4661.00,,,,-1.05,,686.00,,-93833.00,-89172.00,,-93833.00,,-35898.00,-57249.00,19150.00,69077.00,49927.00,49927.00,85825.00,,-93147.00,,-89172.00,,-93833.00
中茂,1150904,2,5205,115,,,,,,,-0.89,,41.00,,-12114.00,-12114.00,,-11997.00,-117.00,-12221.00,148.00,15264.00,16241.00,977.00,977.00,13198.00,,-12073.00,,-11997.00,-117.00,-12114.00
坤悅,1150904,2,5206,115,,,,,,,3.20,,148097.00,,575949.00,575949.00,,575949.00,,712801.00,11245.00,1367062.00,2284824.00,917762.00,917762.00,204961.00,,724046.00,,575949.00,,575949.00
新鼎,1150904,2,5209,115,,,4689.00,,,,8.72,,54310.00,,248495.00,253184.00,,248495.00,0.00,261654.00,41151.00,1430141.00,1771742.00,341601.00,341601.00,79947.00,,302805.00,,253184.00,0.00,248495.00
寶碩,1150904,2,5210,115,,,2867.00,,,,0.50,,-10610.00,,41425.00,44292.00,,41425.00,0.00,10716.00,20099.00,38996.00,131742.00,92746.00,92746.00,82030.00,,30815.00,,44292.00,0.00,41425.00
蒙恬,1150904,2,5211,115,,,2568.00,,,,-0.26,,375.00,,-6379.00,-3811.00,,-8192.00,1813.00,-9436.00,3432.00,72273.00,128933.00,56660.00,56660.00,66096.00,,-6004.00,,-5731.00,1920.00,-6379.00
凌網,1150904,2,5212,115,,,14184.00,,,,1.64,,10877.00,,58324.00,72508.00,,56836.00,1488.00,68068.00,1133.00,247004.00,502012.00,255008.00,255008.00,186940.00,,69201.00,,70998.00,1510.00,58324.00
亞昕,1150904,2,5213,115,,,20011.00,,,,0.30,,360730.00,,227845.00,247856.00,,213740.00,14105.00,844332.00,-255757.00,3170025.00,4612839.00,1442814.00,1442814.00,598482.00,,588575.00,,231029.00,16827.00,227845.00
萬達光電,1150904,2,5220,115,,,185.00,,,,0.67,,3467.00,,26448.00,26633.00,,26448.00,,28991.00,924.00,421953.00,533553.00,111600.00,111600.00,82609.00,,29915.00,,26633.00,,26448.00
安力-KY,1150904,2,5223,115,,,435573.00,,,,-0.66,,6965.00,,-29526.00,406047.00,,-29526.00,,-17589.00,-4972.00,795252.00,927020.00,131768.00,131768.00,149357.00,,-22561.00,,406047.00,,-29526.00
立凱-KY,1150904,2,5227,115,,,150.00,,,,-2.87,,0.00,,-194861.00,-194711.00,,-194861.00,,-196207.00,1346.00,122743.00,58546.00,-64197.00,-64197.00,132010.00,,-194861.00,,-194711.00,,-194861.00
鈺鎧,1150904,2,5228,115,,,129.00,,,,1.80,,-1790.00,,68476.00,68605.00,,,,67457.00,-771.00,250715.00,381734.00,131019.00,131019.00,63562.00,,66686.00,,,,68476.00
雷笛克光學,1150904,2,5230,115,,,60877.00,,,,-0.18,,596.00,,-10026.00,50851.00,,-9644.00,-382.00,-10217.00,787.00,481717.00,657709.00,175992.00,175992.00,186209.00,,-9430.00,,50940.00,-89.00,-10026.00
智晶,1150904,2,5245,115,,,,,,,-1.44,,1625.00,,-66101.00,-66101.00,,-62509.00,-3592.00,-58755.00,-5721.00,364423.00,387313.00,22890.00,22890.00,81645.00,,-64476.00,,-66101.00,,-66101.00
天鉞電,1150904,2,5251,115,,,3957.00,,,,0.79,,-179.00,,26812.00,30769.00,,26812.00,,8452.00,18181.00,105289.00,185159.00,79870.00,79870.00,71418.00,,26633.00,,30769.00,,26812.00
智崴,1150904,2,5263,115,,,31596.00,,,,1.08,,31942.00,,76577.00,108173.00,,76577.00,,39948.00,68571.00,477084.00,856317.00,379233.00,379233.00,339285.00,,108519.00,,108173.00,,76577.00
笙科,1150904,2,5272,115,,,15689.00,,,,-1.06,,319.00,,-58797.00,-43108.00,,,,-57430.00,-1048.00,99951.00,160691.00,60740.00,60740.00,118170.00,,-58478.00,,,,-58797.00
信驊,1150904,2,5274,115,,,-30100.00,,,,78.28,,777550.00,,3256025.00,3225925.00,,3255141.00,884.00,3744908.00,288667.00,2053647.00,7018166.00,4964519.00,4964519.00,1219611.00,,4033575.00,,3225041.00,884.00,3256025.00
達輝-KY,1150904,2,5276,115,,,31304.00,,,,0.50,,16572.00,,19919.00,51223.00,,19919.00,,53984.00,-17493.00,404663.00,502289.00,97626.00,97626.00,43642.00,,36491.00,,51223.00,,19919.00
尚凡*,1150904,2,5278,115,,,118179.00,,,,0.63,,90848.00,,259331.00,377510.00,,187112.00,72219.00,213709.00,136470.00,618000.00,1395962.00,777962.00,777962.00,564253.00,,350179.00,,275817.00,101693.00,259331.00
數字,1150904,2,5287,115,,,66719.00,,,,7.68,,90106.00,,461179.00,527898.00,,461084.00,95.00,435149.00,116136.00,362104.00,1136249.00,774145.00,774145.00,338996.00,,551285.00,,527720.00,178.00,461179.00
宜鼎,1150904,2,5289,115,,,8453.00,,,,166.45,,4248019.00,,15883392.00,15891845.00,,15834429.00,48963.00,19995920.00,135491.00,13245050.00,35626019.00,22380969.00,22380969.00,2385049.00,,20131411.00,,15842864.00,48981.00,15883392.00
邑昇,1150904,2,5291,115,,,15339.00,,,,0.92,,13971.00,,35518.00,50857.00,,36666.00,-1148.00,49933.00,-444.00,558457.00,713583.00,155126.00,155126.00,105193.00,,49489.00,,52005.00,-1148.00,35518.00
杰力,1150904,2,5299,115,,,3637.00,,,,4.69,,24464.00,,238760.00,242397.00,,238760.00,,94936.00,168288.00,522554.00,789773.00,267219.00,267219.00,172283.00,,263224.00,,242397.00,,238760.00
寶得利,1150904,2,5301,115,,,489.00,,,,-0.41,,,,-29836.00,-29347.00,,-27176.00,-2660.00,-26602.00,-3234.00,14163.00,91890.00,77727.00,77727.00,104329.00,,-29836.00,,-26687.00,-2660.00,-29836.00
太欣,1150904,2,5302,115,,,120.00,,,,-0.08,,-2.00,,-13169.00,-13049.00,,-12647.00,-522.00,-21502.00,8331.00,9277.00,13466.00,4189.00,4189.00,25691.00,,-13171.00,,-12549.00,-500.00,-13169.00
系統電,1150904,2,5309,115,,,44205.00,,,,0.06,,638.00,,-16802.00,27403.00,,13386.00,-30188.00,-95199.00,79035.00,1346330.00,1760379.00,414049.00,414049.00,509248.00,,-16164.00,,56090.00,-28687.00,-16802.00
天剛,1150904,2,5310,115,,,,,,,2.13,,2660.00,,61693.00,61693.00,,61693.00,,-16414.00,80767.00,291.00,323.00,32.00,32.00,16446.00,,64353.00,,61693.00,,61693.00
寶島科,1150904,2,5312,115,,,727812.00,,,,3.67,,40717.00,,220205.00,948017.00,,220205.00,0.00,146485.00,114437.00,789488.00,2222432.00,1432944.00,1432944.00,1286459.00,,260922.00,,948017.00,0.00,220205.00
世紀*,1150904,2,5314,115,,,16521.00,,,,0.66,,129104.00,,250816.00,267337.00,,190778.00,60038.00,360378.00,19542.00,1680156.00,2883104.00,1202948.00,1202948.00,842570.00,,379920.00,,195434.00,71903.00,250816.00
光聯,1150904,2,5315,115,,,57411.00,,,,0.70,,38075.00,,74233.00,131644.00,,74233.00,,97134.00,15174.00,745372.00,924309.00,178937.00,178937.00,81803.00,,112308.00,,131644.00,,74233.00
美而快,1150904,2,5321,115,,,3.00,,,,-2.93,,-6330.00,,-157933.00,-157930.00,,-156210.00,-1723.00,-48266.00,-115997.00,555543.00,1104635.00,549092.00,549092.00,597358.00,,-164263.00,,-156207.00,-1723.00,-157933.00
士開,1150904,2,5324,115,,,10458.00,,,,-0.13,,1456.00,,-23553.00,-13095.00,,-30260.00,6707.00,10066.00,-32163.00,271956.00,480882.00,208926.00,208926.00,198860.00,,-22097.00,,-21902.00,8807.00,-23553.00
華容,1150904,2,5328,115,,,419559.00,,,,0.40,,21626.00,,70698.00,490257.00,,69207.00,1491.00,13294.00,79030.00,399476.00,524027.00,124551.00,124551.00,111257.00,,92324.00,,488766.00,1491.00,70698.00
建榮,1150904,2,5340,115,,,,,,,1.00,,48886.00,,195542.00,195542.00,,,,232550.00,11878.00,1039667.00,1335335.00,295668.00,295668.00,63118.00,,244428.00,,,,195542.00
立衛,1150904,2,5344,115,,,,,,,0.04,,-348.00,,3416.00,3416.00,,,,-5264.00,8332.00,161680.00,185584.00,23904.00,23904.00,29168.00,,3068.00,,,,3416.00
馥鴻,1150904,2,5345,115,,,,,,,-0.04,,0.00,,-1689.00,-1689.00,,-1689.00,,-1562.00,-127.00,15506.00,21451.00,5945.00,5945.00,7507.00,,-1689.00,,-1689.00,,-1689.00
世界,1150904,2,5347,115,,,1491242.00,,,,2.84,,692636.00,,5057287.00,6548529.00,,5220851.00,-163564.00,4987517.00,762406.00,18500975.00,26776474.00,8275499.00,8275499.00,3287982.00,,5749923.00,,6294854.00,253675.00,5057287.00
正能量智能,1150904,2,5348,115,,,,,,,-0.50,,1169.00,,-5613.00,-5613.00,0.00,-7437.00,1824.00,-3714.00,-730.00,101453.00,141673.00,40220.00,40220.00,43934.00,,-4444.00,0.00,-7437.00,1824.00,-5613.00
鈺創,1150904,2,5351,115,,33491.00,1013198.00,,,,6.69,,213568.00,,2153954.00,3167152.00,,2193988.00,-40034.00,2341259.00,26263.00,4076401.00,7634098.00,3557697.00,3557697.00,1249929.00,,2367522.00,,3205532.00,-38380.00,2153954.00
台林,1150904,2,5353,115,,,50581.00,,,,0.95,,4451.00,,71430.00,122011.00,,71430.00,0.00,56752.00,19129.00,700241.00,927530.00,227289.00,227289.00,170537.00,,75881.00,,122011.00,0.00,71430.00
佳總,1150904,2,5355,115,,,2098.00,,,,-0.18,,2659.00,,-29209.00,-27111.00,,-29209.00,,-45957.00,19407.00,285379.00,286593.00,1214.00,1214.00,47171.00,,-26550.00,,-27111.00,,-29209.00
協益,1150904,2,5356,115,,,78769.00,,,,1.02,,3045.00,,105279.00,184048.00,,105279.00,,34354.00,73970.00,1558218.00,1772355.00,214137.00,214137.00,179783.00,,108324.00,,184048.00,,105279.00
力麗店,1150904,2,5364,115,,,-22385.00,,,,-0.33,,0.00,,-22488.00,-44873.00,,-21276.00,-1212.00,-22176.00,-312.00,69700.00,75680.00,5980.00,5980.00,28156.00,,-22488.00,,-43661.00,-1212.00,-22488.00
光譜,1150904,2,5381,115,,,-59519.00,,,,0.49,,37344.00,,116424.00,56905.00,,101629.00,14795.00,175583.00,-21815.00,674713.00,970274.00,295561.00,295561.00,119978.00,,153768.00,,42110.00,14795.00,116424.00
青雲,1150904,2,5386,115,,,1995.00,,,,42.93,,583795.00,,2323206.00,2325201.00,,,,3012377.00,-105376.00,11529999.00,15146991.00,3616992.00,3616992.00,604615.00,,2907001.00,,,,2323206.00
能率,1150904,2,5392,115,,,85752.00,,,,0.40,,65110.00,,66544.00,152296.00,,69998.00,-3454.00,-49681.00,181335.00,3798911.00,4451100.00,652189.00,652189.00,701870.00,,131654.00,,138115.00,14181.00,66544.00
慕康生醫,1150904,2,5398,115,,,-8055.00,,,,-0.08,,-254.00,,-3896.00,-11951.00,,-3896.00,,-11449.00,7299.00,54153.00,68306.00,14153.00,14153.00,25602.00,,-4150.00,,-11951.00,,-3896.00
中菲,1150904,2,5403,115,,,-4132.00,,,,3.58,,70419.00,,269439.00,265307.00,,,,323853.00,16005.00,986016.00,1637999.00,651983.00,651983.00,328130.00,,339858.00,,,,269439.00
國眾,1150904,2,5410,115,,,86.00,,,,2.41,,48143.00,,222087.00,222173.00,,222133.00,-46.00,236462.00,33768.00,2754377.00,3317390.00,563013.00,563013.00,326551.00,,270230.00,,222219.00,-46.00,222087.00
台半,1150904,2,5425,115,,,41640.00,,,,1.52,,211265.00,,668256.00,709896.00,,372538.00,295718.00,851083.00,28438.00,6591853.00,9470509.00,2878656.00,2878656.00,2027573.00,,879521.00,,481218.00,228678.00,668256.00
振發,1150904,2,5426,115,,,34189.00,,,,0.40,,29534.00,,57178.00,91367.00,,56926.00,252.00,78862.00,7850.00,791615.00,1004199.00,212584.00,212584.00,133722.00,,86712.00,,91115.00,252.00,57178.00
新門,1150904,2,5432,115,,,-6607.00,,,,7.46,,0.00,,154281.00,147674.00,,,,10352.00,143929.00,66425.00,91705.00,25280.00,25280.00,14928.00,,154281.00,,,,154281.00
東友,1150904,2,5438,115,,,45110.00,,,,-0.60,,5158.00,,-47554.00,-2444.00,,-47554.00,,-72754.00,30358.00,328984.00,375596.00,46612.00,46612.00,119366.00,,-42396.00,,-2444.00,,-47554.00
高技,1150904,2,5439,115,,,-7.00,,,,8.15,,156616.00,,757935.00,757928.00,,757935.00,,882297.00,32254.00,4389342.00,5591086.00,1201744.00,1201744.00,319447.00,,914551.00,,757928.00,,757935.00
均豪,1150904,2,5443,115,,,12790006.00,,,,1.27,,43329.00,,318425.00,13108431.00,,203525.00,114900.00,128550.00,233204.00,1373208.00,2172166.00,798958.00,798958.00,670408.00,,361754.00,,11806702.00,1301729.00,318425.00
南良,1150904,2,5450,115,,,17473.00,,,,0.42,,14686.00,,51142.00,68615.00,,51142.00,,54431.00,11397.00,989273.00,1343831.00,354558.00,354558.00,300127.00,,65828.00,,68615.00,,51142.00
佶優,1150904,2,5452,115,,,16161.00,,,,0.39,,44978.00,,60750.00,76911.00,0.00,58284.00,2466.00,124790.00,-19062.00,2074318.00,2444532.00,370214.00,370214.00,245424.00,,105728.00,0.00,62856.00,14055.00,60750.00
昇益,1150904,2,5455,115,,,13056.00,,,,-0.47,,10537.00,,-30623.00,-17567.00,,,,-14162.00,-5924.00,4997.00,8015.00,3018.00,3018.00,17180.00,,-20086.00,,,,-30623.00
宣德,1150904,2,5457,115,,,423059.00,,,,-1.33,1851.00,147102.00,5543.00,-54148.00,368911.00,,-249510.00,195362.00,44372.00,48582.00,9216278.00,10624038.00,1407760.00,1404068.00,1359696.00,,92954.00,,-46625.00,415536.00,-54148.00
同協,1150904,2,5460,115,,-165.00,11979.00,,,,0.10,,1083.00,,5861.00,17840.00,,5861.00,,-424.00,7368.00,90198.00,133331.00,43133.00,43133.00,43392.00,,6944.00,,17840.00,,5861.00
霖宏,1150904,2,5464,115,,,,,,,-0.21,,6642.00,,-14817.00,-14817.00,,-14817.00,,-55743.00,47568.00,577650.00,617365.00,39715.00,39715.00,95458.00,,-8175.00,,-14817.00,,-14817.00
富驊,1150904,2,5465,115,,,131954.00,,,,0.98,,10414.00,,168554.00,300508.00,,144563.00,23991.00,167042.00,11926.00,1673628.00,2009633.00,336005.00,336005.00,168963.00,,178968.00,,250572.00,49936.00,168554.00
凱鈺,1150904,2,5468,115,,,,,,,0.14,,0.00,,8044.00,8044.00,,8044.00,,7471.00,573.00,53756.00,83625.00,29869.00,29869.00,22398.00,,8044.00,,8044.00,,8044.00
聰泰,1150904,2,5474,115,,,,,,,2.52,,3958.00,,100364.00,100364.00,,,,85462.00,18860.00,403209.00,684944.00,281735.00,281735.00,196273.00,,104322.00,,,,100364.00
德宏,1150904,2,5475,115,,,45254.00,,,,1.19,,,,151489.00,196743.00,,151761.00,-272.00,148990.00,2499.00,552231.00,829522.00,277291.00,277291.00,128301.00,,151489.00,,197015.00,-272.00,151489.00
智冠,1150904,2,5478,115,,,215003.00,,,,4.71,,193185.00,,746850.00,961853.00,,703688.00,43162.00,798864.00,141171.00,1539398.00,3615718.00,2076320.00,2076320.00,1277456.00,,940035.00,,912622.00,49231.00,746850.00
新華,1150904,2,5481,115,,,-1.00,,,,-0.23,,720.00,,-15176.00,-15177.00,,-15176.00,0.00,-13819.00,-637.00,22736.00,43113.00,20377.00,20377.00,34196.00,,-14456.00,,-15177.00,0.00,-15176.00
中美晶,1150904,2,5483,115,,,601714.00,,,,5.02,,1638681.00,,7062637.00,7664351.00,,3084540.00,3978097.00,4550200.00,4151118.00,31212737.00,40501143.00,9288406.00,9288406.00,4738206.00,,8701318.00,,3217294.00,4447057.00,7062637.00
通泰,1150904,2,5487,115,,,2906.00,,,,-0.13,,782.00,,-3226.00,-320.00,,-3226.00,0.00,-11039.00,8595.00,53673.00,81954.00,28281.00,28281.00,39320.00,,-2444.00,,-320.00,0.00,-3226.00
松普,1150904,2,5488,115,,,52935.00,,,,0.03,,6536.00,,2819.00,55754.00,,2819.00,,17858.00,-8503.00,411481.00,483705.00,72224.00,72224.00,54366.00,,9355.00,,55754.00,,2819.00
彩富,1150904,2,5489,115,,,169.00,,,,0.74,,13488.00,,73575.00,73744.00,,73544.00,31.00,70091.00,16972.00,634538.00,912818.00,278280.00,278280.00,208189.00,,87063.00,,73713.00,31.00,73575.00
同亨,1150904,2,5490,115,,,16731.00,,,,1.29,,25524.00,,120410.00,137141.00,,120410.00,,143373.00,2561.00,507072.00,899394.00,392322.00,392322.00,248949.00,,145934.00,,137141.00,,120410.00
三聯,1150904,2,5493,115,,,-216425.00,,,,2.76,,60148.00,,261689.00,45264.00,,120615.00,141074.00,233648.00,88189.00,2699885.00,3086696.00,386811.00,386811.00,153163.00,,321837.00,,-96097.00,141361.00,261689.00
凱崴,1150904,2,5498,115,,,103698.00,,,,0.18,,23982.00,,37855.00,141553.00,,34202.00,3653.00,66227.00,-4390.00,870635.00,1030309.00,159674.00,159674.00,93447.00,,61837.00,,137900.00,3653.00,37855.00
永信建,1150904,2,5508,115,,,,,,,1.75,,95093.00,,380742.00,380742.00,,380742.00,,524109.00,-48274.00,1050032.00,1731027.00,680995.00,680995.00,156886.00,,475835.00,,380742.00,,380742.00
德昌,1150904,2,5511,115,,,450.00,,,,5.53,,192497.00,,746266.00,746716.00,,752539.00,-6273.00,807878.00,130885.00,4283213.00,5348633.00,1065420.00,1065420.00,257542.00,,938763.00,,752989.00,-6273.00,746266.00
力麒,1150904,2,5512,115,,14909.00,-46465.00,,,,0.06,,120009.00,,252158.00,205693.00,,46271.00,205887.00,511670.00,-139503.00,2207606.00,2964295.00,756689.00,756689.00,259928.00,,372167.00,,13933.00,191760.00,252158.00
三豐,1150904,2,5514,115,,,240667.00,,,,0.27,,27707.00,,60361.00,301028.00,,60373.00,-12.00,86779.00,1289.00,552928.00,673608.00,120680.00,120680.00,33901.00,,88068.00,,301040.00,-12.00,60361.00
雙喜,1150904,2,5516,115,,,-80.00,,,,0.47,,6154.00,,24041.00,23961.00,,,,50015.00,-19820.00,1161723.00,1238115.00,76392.00,76392.00,26377.00,,30195.00,,,,24041.00
力泰,1150904,2,5520,115,,,395203.00,,,,5.14,,77632.00,,311269.00,706472.00,,308326.00,2943.00,369479.00,19422.00,1464903.00,1929569.00,464666.00,464666.00,95187.00,,388901.00,,703493.00,2979.00,311269.00
豐謙,1150904,2,5523,115,,,1000.00,,,,-0.07,,0.00,,-11265.00,-10265.00,,-11265.00,0.00,-12631.00,1366.00,266.00,2260.00,1994.00,1994.00,14625.00,,-11265.00,,-10265.00,0.00,-11265.00
鉅陞,1150904,2,5529,115,,,,,,,1.17,,13234.00,,123565.00,123565.00,,123565.00,,123439.00,13360.00,366240.00,570348.00,204108.00,204108.00,80669.00,,136799.00,,123565.00,,123565.00
龍巖,1150904,2,5530,115,,34672.00,2007379.00,,,,1.69,,97549.00,,709164.00,2716543.00,,708065.00,1099.00,537521.00,269192.00,798616.00,2048327.00,1249711.00,1249711.00,746862.00,,806713.00,,2714512.00,2031.00,709164.00
聖暉*,1150904,2,5536,115,,,2764441.00,,,,23.73,,1045443.00,,3557568.00,6322009.00,,2943825.00,613743.00,4425253.00,177758.00,19277955.00,24984399.00,5706444.00,5706444.00,1281191.00,,4603011.00,,5274883.00,1047126.00,3557568.00
桓鼎-KY,1150904,2,5543,115,-46138.00,,14788.00,,,,1.62,,15154.00,,96365.00,111153.00,,75566.00,20799.00,39669.00,117988.00,1361698.00,1592123.00,230425.00,230425.00,190756.00,,157657.00,,88807.00,22346.00,142503.00
久舜,1150904,2,5547,115,,,,,,,1.10,,14459.00,,54839.00,54839.00,,54839.00,,67835.00,1463.00,1075616.00,1215381.00,139765.00,139765.00,71930.00,,69298.00,,54839.00,,54839.00
安倉,1150904,2,5548,115,,,,,,,0.64,,9947.00,,39756.00,39756.00,,,,38994.00,10709.00,1195176.00,1309603.00,114427.00,114427.00,75433.00,,49703.00,,,,39756.00
台聯櫃,1150904,2,5601,115,,0.00,,,,,0.20,,3285.00,,13223.00,13223.00,,,,15840.00,668.00,18681.00,46810.00,28129.00,28129.00,12289.00,,16508.00,,,,13223.00
