停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,支出及費用,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
,1593,祺驊,,-60199,,,,0.87,2,,上櫃,114,14809,,,,,48721,-11478,,,,34505,14216,,58014,,5516,394818,583703,188885,188885,130871,,63530,,-25694,14216,48721
,1595,川寶,,-28363,,,,-1.40,2,,上櫃,114,1019,,,,,-76428,-104791,,,,-75497,-931,,-49778,,-25631,295549,394011,98462,98462,148240,,-75409,,-103860,-931,-76428
,1599,宏佳騰,,-24713,,,,-0.59,2,,上櫃,114,-10946,,,,,-54367,-79080,,,,-43168,-11199,,-36194,,-29119,790832,1003665,212833,212833,249027,,-65313,,-67881,-11199,-54367
,1742,台蠟,,605,,,,-0.72,2,,上櫃,114,-1698,,,,,-66997,-66392,,,,-66997,,,-37671,,-31024,49859,69899,20040,20040,57711,,-68695,,-66392,,-66997
,1777,生泰,,0,,,,2.07,2,,上櫃,114,29165,,,,,92362,92362,,,,,,,144591,,-23064,431968,640590,208622,208622,64031,,121527,,,,92362
,1780,立弘,,-932,,,,0.17,2,,上櫃,114,1734,,,,,16309,15377,,,,16309,,,71173,,-53130,272952,425416,152464,152464,81291,,18043,,15377,,16309
,1781,合世,,-11398,,,,-0.74,2,,上櫃,114,-5978,,,,,-35057,-46455,,,,-35057,,,-23136,,-17899,148286,191248,42962,42962,66098,,-41035,,-46455,,-35057
,1784,訊聯,,-2715,,,,0.52,2,,上櫃,114,12093,,,,,3778,1063,,,,26422,-22644,,2962,,12909,269220,595200,325980,325980,323018,,15871,,25301,-24238,3778
,1785,光洋科,,-246511,,,,0.10,2,,上櫃,114,18368,,,,,55683,-190828,,,,58643,-2960,,1846597,,-1772546,15384924,17767399,2382475,2382475,535878,,74051,,-187868,-2960,55683
,1788,杏昌,,-9133,,,,4.10,2,,上櫃,114,45046,,,,,182699,173566,,,0,182699,0,,206837,,20908,1570993,2120555,549562,549562,342725,,227745,0,173566,0,182699
,1796,金穎生技,,-1519,,,,0.18,2,,上櫃,114,1050,,,,,7369,5850,,,,7369,,,20741,,-12322,244104,334287,90183,90183,69442,,8419,,5850,,7369
,1799,易威,,-31881,,,,-0.40,2,,上櫃,114,306,,,,,-51098,-82979,,,,-49564,-1534,,-45338,,-5454,133842,260797,126955,126955,172293,,-50792,,-80953,-2026,-51098
,1813,寶利徠,,12344,,,,-1.04,2,,上櫃,114,-10098,,,,,-52571,-40227,,,,-48552,-4019,,-60031,,-2638,185035,164371,-20664,-20664,39367,,-62669,,-38449,-1778,-52571
,1815,富喬,,-265860,,,,0.27,2,,上櫃,114,42876,,,,,137740,-128120,,,,137740,,,474216,,-293600,2044834,2805007,760173,760173,285957,,180616,,-128120,,137740
,2035,唐榮公司,,-6498,,,,-2.54,2,,上櫃,114,,,,,,-889922,-896420,,,,,,,-829651,,-60271,5816493,5135967,-680526,-680526,149125,,-889922,,,,-889922
,2061,風青,,-14005,,,,-1.08,2,,上櫃,114,3584,,,,,-61820,-75825,,,,-61820,,,-3711,,-54525,571703,600050,28347,28347,32058,,-58236,,-75825,,-61820
,2063,世鎧精密,,-90557,,,,0.73,2,,上櫃,114,-42,,,,,35285,-55272,,,,35285,,,17742,,17501,400902,484838,83936,83936,66194,,35243,,-55272,,35285
,2064,晉椿,,-6382,,,,-1.36,2,,上櫃,114,2822,,,-418,,-94281,-100663,,,,-94307,26,,-36409,,-55050,722575,744395,21820,22238,58647,,-91459,,-100662,-1,-94281
,2065,世豐,,-209135,,,,-0.44,2,,上櫃,114,9,,,,,-27256,-236391,,,,-27256,,,57588,,-84835,897155,1062811,165656,165656,108068,,-27247,,-236391,,-27256
,2066,世德,,-22614,,,,0.61,2,,上櫃,114,15310,,,,,27075,4461,,,,27075,,,98758,,-56373,894869,1353268,458399,458399,359641,,42385,,4461,,27075
,2067,嘉鋼,,150776,,,,-1.46,2,,上櫃,114,879,,,,,-76652,74124,,,,-65748,-10904,,-55387,,-20386,497576,524084,26508,26508,81895,,-75773,,85330,-11206,-76652
,2070,精湛,,-21668,,,,0.51,2,,上櫃,114,6130,,,,,18131,-3537,,,,18131,,,26873,,-2612,157316,297018,139702,139702,112829,,24261,,-3537,,18131
,2073,雄順,,136,,,,-0.06,2,,上櫃,114,-601,,,,,-1573,-1437,,,,,,,-1145,,-1029,258705,290924,32219,32219,33364,,-2174,,,,-1573
,2221,大甲,,-5344,,,,1.14,2,,上櫃,114,13904,,,,,49279,43935,,,,48312,967,,80544,,-17361,535740,676984,141244,141244,60700,,63183,0,42968,967,49279
,2230,泰茂,5,-93136,,,,-0.18,2,,上櫃,114,5399,,,,,-12608,-105744,,,,-11953,-655,,12147,,-19356,702050,766190,64140,64140,51998,,-7209,,-103685,-2059,-12608
,2235,謚源,,0,,,0,0.06,2,0,上櫃,114,903,,,0,,2297,2297,,,,,,,18677,,-15477,221063,277994,56931,56931,38254,,3200,,,,2297
,2596,綠意,,,,,,1.14,2,,上櫃,114,25904,,,,,112790,112790,,,,114475,-1685,,134747,,3947,623804,831238,207434,207434,72687,,138694,,114475,-1685,112790
,2640,大車隊,,,,,,4.34,2,,上櫃,114,69280,,,,,250677,250677,,,,257276,-6599,,314120,,5837,790409,1540862,750453,750453,436333,,319957,,257276,-6599,250677
,2641,正德,,-848245,,,,0.93,2,,上櫃,114,26892,,,,,303782,-544463,,,,293172,10610,,342118,,-11444,649327,1055655,406328,406328,64210,,330674,,-555073,10610,303782
,2643,捷迅,,-126890,,,,1.91,2,,上櫃,114,24436,,,,,66832,-60058,,,,66832,,,172101,,-80833,3661744,3977511,315767,315767,143666,,91268,,-60058,,66832
,2718,全心投控,,-7234,,,,9.20,2,,上櫃,114,340953,,,,,804685,797451,,,,804685,,,1081678,,63960,590097,1805595,1215498,1215498,133820,,1145638,,797451,,804685
,2719,燦星旅,,,,,,-0.28,2,,上櫃,114,-222,,,,,-19243,-19243,,,,-19243,,,-13890,,-5575,1026396,1086228,59832,59832,73722,,-19465,,-19243,,-19243
,2724,藝舍-KY,,0,,,,-0.10,2,,上櫃,114,184,,,,,-5725,-5725,,,,-5698,-27,,-6428,,887,68665,84629,15964,15964,22392,,-5541,,-5698,-27,-5725
,2726,雅茗-KY,,-37288,,,,-1.39,2,,上櫃,114,-7730,,,,,-35576,-72864,,,,-38493,2917,,-41327,,-1979,120786,297133,176347,176347,217674,,-43306,,-73729,865,-35576
,2729,瓦城,,-37926,,,,4.47,2,,上櫃,114,49879,,,,,173588,135662,,,,174839,-1251,,217623,,5844,1495470,3051882,1556412,1556412,1338789,,223467,,136913,-1251,173588
,2732,六角,630,-42939,,,,-0.32,2,343,上櫃,114,4920,,,0,,-16433,-59372,,,,-14623,-1810,,45282,,-56795,938496,1965248,1026752,1027095,982443,,-11513,,-47642,-11730,-16433
0,2734,易飛網,,-118,,,,-0.62,2,,上櫃,114,2598,,,,,-35806,-35924,,,,-35678,-128,,-3551,,-29657,690157,801593,111436,111436,114987,,-33208,,-35796,-128,-35806
,2736,富野,,-19988,,,,-0.81,2,,上櫃,114,-2,,,,,-58883,-78871,,,,-51797,-7086,,-50102,,-8783,140211,265810,125599,125599,175701,,-58885,,-71785,-7086,-58883
,2740,華軒,,,,,,-2.11,2,,上櫃,114,0,,,,,-27510,-27510,,,,-27510,,,-17107,,-10403,47393,76802,29409,29409,46516,,-27510,,-27510,,-27510
,2743,山富,,,,,,3.36,2,,上櫃,114,31508,,,,,121063,121063,,,,121063,,,230545,,-77974,2919496,3384243,464747,464747,234202,,152571,,121063,,121063
,2745,五福,,,,,,5.29,2,,上櫃,114,48219,,,,,178738,178738,,,,178738,,,265419,,-38462,3853113,4401093,547980,547980,282561,,226957,,178738,,178738
,2751,王座,951,-346,,,,1.92,2,,上櫃,114,0,,,,,36878,36532,,,,37540,-662,,38805,,-1927,383484,763945,380461,380461,342607,,36878,,37194,-662,36878
,2752,豆府,,-1047,,,,6.85,2,,上櫃,114,50078,,,,,183927,182880,,,,182775,1152,,242207,,-8202,947137,1959094,1011957,1011957,769750,,234005,,181955,925,183927
,2754,亞洲藏壽司,,-5006,,,,0.56,2,,上櫃,114,6683,,,,,26079,21073,,,,26079,,,123249,,-90487,1650929,2769261,1118332,1118332,995083,,32762,,21073,,26079
,2755,揚秦,,-4986,,,,3.45,2,,上櫃,114,25125,,,,,104041,99055,,,,104041,,,133301,,-4135,1041443,1432785,391342,391342,258041,,129166,,99055,,104041
,2756,聯發國際,,-22550,,,,1.21,2,,上櫃,114,14058,,,,,29477,6927,,,,29477,,,50413,,-6878,214755,502561,287806,287806,237393,,43535,,6927,,29477
,2916,滿心,,-11454,,,,2.14,2,,上櫃,114,34587,,,,,138347,126893,,,,,,,143402,,29532,456930,984951,528021,528021,384619,,172934,,,,138347
,2924,宏太-KY,,-2310,,,,-0.49,2,,上櫃,114,0,,,,,-25484,-27794,,,,-25484,,,-26012,,528,12785,21595,8810,8810,34822,,-25484,,-27794,,-25484
,2926,誠品生活,,-44078,,,,0.23,2,,上櫃,114,15339,,,,,10676,-33402,,,,10930,-254,,3841,,22174,2068815,3324201,1255386,1255386,1251545,,26015,,-32951,-451,10676
,2937,集雅社,,,,,,1.46,2,,上櫃,114,15962,,,,,63682,63682,,,,63682,,,79362,,282,1830410,2350615,520205,520205,440843,,79644,,63682,,63682
,2941,米斯特,,-51,,,,1.38,2,,上櫃,114,4982,,,,,21168,21117,,,,,,,25884,,266,171773,468701,296928,296928,271044,,26150,,,,21168
,2947,振宇五金,,,,,,1.80,2,,上櫃,114,9896,,,,,38137,38137,,,0,38137,0,,51307,,-3274,662257,1109002,446745,446745,395438,,48033,0,38137,0,38137
,2948,寶陞,,-106174,,,,0.99,2,,上櫃,114,14083,,,,,29756,-76418,,,,29756,,,58408,,-14569,633022,1085311,452289,452289,393881,,43839,,-76418,,29756
,2949,欣新網,,-1107,,,,2.06,2,,上櫃,114,22118,,,,,52658,51551,,,,51276,1382,,79886,,-5110,2256587,2569784,313197,313197,233311,,74776,,50514,1037,52658
,3064,泰偉,,-671,,,,-1.85,2,,上櫃,114,0,,,,,-24126,-24797,,,,-24124,-2,,-9825,,-14301,5022,44201,39179,39179,49004,,-24126,,-24795,-2,-24126
,3066,李洲,,19232,,,,-1.99,2,,上櫃,114,0,,,,,-169656,-150424,,,,-165630,-4026,,-42480,,-127176,78556,104279,25723,25723,68203,,-169656,,-140160,-10264,-169656
,3067,全域,,142,,,,-0.76,2,,上櫃,114,-2941,,,,,-15117,-14975,,,,-15117,,,-6794,,-11264,19207,26519,7312,7312,14106,,-18058,,-14975,,-15117
,3071,協禧,,-174775,,,,0.48,2,,上櫃,114,55613,,,,,55480,-119295,,,,53221,2259,,50530,,60563,770622,1120160,349538,349538,299008,,111093,,-105923,-13372,55480
,3073,天方能源,33933,-16036,,,,0.62,2,,上櫃,114,11,,,,,22889,6853,,,,22894,-5,,22529,,371,14415,30085,15670,15670,27074,,22900,,6858,-5,22889
,3078,僑威,,-465162,,,,3.48,2,,上櫃,114,321897,,,,,792309,327147,,,,792309,,,1119029,,-4823,4387661,5967445,1579784,1579784,460755,,1114206,,327147,,792309
,3081,聯亞,,-646,,,,1.51,2,,上櫃,114,34777,,,,,139055,138409,,,,,,,193798,,-19966,620924,1007596,386672,386672,192874,,173832,,,,139055
,3083,網龍,,-108647,,,,0.00,2,,上櫃,114,1643,,,,,2024,-106623,,,,235,1789,,-27421,,31088,29121,170005,140884,140884,168305,,3667,,-106236,-387,2024
,3085,新零售,,351,,,,-0.30,2,,上櫃,114,0,,,,,-20764,-20413,,,,-20764,0,,-22527,,1763,12096,26163,14067,14067,36594,,-20764,,-20413,0,-20764
,3086,華義*,,-18,,,,-0.49,2,,上櫃,114,,,,,,-13701,-13719,,,,-12793,-908,,-3277,,-10424,41610,79346,37736,37736,41013,,-13701,,-12802,-917,-13701
,3088,艾訊,,-93741,,,,0.94,2,71,上櫃,114,24723,,,71,,103440,9699,,,,100234,3206,,301360,,-173197,2118735,3254566,1135831,1135831,834471,,128163,,6493,3206,103440
,3093,港建*,,-20913,,,,0.65,2,,上櫃,114,27887,,,,,94847,73934,,,,94847,0,,139225,,-16491,845994,1149230,303236,303236,164011,,122734,,73934,0,94847
,3095,及成,,-2482,,,,-2.69,2,,上櫃,114,8,,,,,-26891,-29373,,,,-26891,,,-5622,,-21261,252461,302147,49686,49686,55308,,-26883,,-29373,,-26891
,3105,穩懋,,-830828,,,,-0.96,2,,上櫃,114,-58347,,,,,-553543,-1384371,,,,-405338,-148205,,-335600,,-276290,6059907,7356201,1296294,1296294,1631894,,-611890,,-1163323,-221048,-553543
,3114,好德,,-123400,,,,0.03,2,,上櫃,114,7373,,,,,2078,-121322,,,,2078,0,,60659,,-51208,1381137,1523213,142076,142076,81417,,9451,,-121322,0,2078
,3115,富榮綱,,-7150,,,,-0.41,2,,上櫃,114,0,,,,,-17254,-24404,,,,-17254,,,-14571,,-2683,0,1264,1264,1264,15835,,-17254,,-24404,,-17254
,3118,進階,,,,,,1.06,2,,上櫃,114,7040,,,,,34481,34481,,,,,,,29986,,11535,233391,348436,115045,115045,85059,,41521,,,,34481
,3122,笙泉,,-1762,,,,-1.05,2,,上櫃,114,76,,,,,-42625,-44387,,,,-42625,0,,-36294,,-6255,113112,166748,53636,53636,89930,,-42549,,-44387,0,-42625
,3128,昇銳,,,,,,0.48,2,,上櫃,114,6817,,,,,19831,19831,,,,20122,-291,,47473,,-20825,374972,561607,186635,186635,139162,,26648,,20122,-291,19831
,3131,弘塑,,-7739,,,,15.79,2,,上櫃,114,150571,,,,,460080,452341,,,,461222,-1142,,683595,,-72944,1703117,2871075,1167958,1167958,484363,,610651,,453516,-1175,460080
,3141,晶宏,0,49395,,,,-0.32,2,,上櫃,114,-11403,,,,,-33672,15723,,,,-24226,-9446,,38824,,-83899,504242,794452,290210,290210,251386,,-45075,,25169,-9446,-33672
,3147,大綜,,-11512,,,,4.03,2,,上櫃,114,54002,,,,,157265,145753,,,,157265,,,268644,,-57377,3946744,4460220,513476,513476,244832,,211267,,145753,,157265
,3152,璟德,,,,,,7.10,2,,上櫃,114,33871,,,,,489786,489786,,,,,,,142200,,381457,417592,742833,325241,325241,183041,,523657,,,,489786
,3158,嘉實,,-481,,,,3.11,2,,上櫃,114,20687,,,,,83175,82694,,,,83174,1,,100893,,2969,166431,477091,310660,310660,209767,,103862,,82693,1,83175
,3162,精確,,-73904,,,,1.02,2,,上櫃,114,7622,,,,,133400,59496,,,,132721,679,,162162,,-21140,3137470,3648362,510892,510892,348730,,141022,,59375,121,133400
,3163,波若威,,-70003,,,,0.54,2,,上櫃,114,12377,,,,,43200,-26803,,,,43200,,,57222,,-1645,876573,1062395,185822,185822,128600,,55577,,-26803,,43200
,3169,亞信,,-19536,,,,1.81,2,,上櫃,114,22584,,,,,114032,94496,,,,114032,,,139785,,-3169,230471,485406,254935,254935,115150,,136616,,94496,,114032
,3171,炎洲流通,,-10883,,,,1.85,2,,上櫃,114,15649,,,,,61334,50451,,,,61334,,,73529,,3454,517238,731470,214232,214232,140703,,76983,,50451,,61334
,3176,基亞,,-106725,,,,0.46,2,,上櫃,114,16680,,,49850,,-9127,-115852,,,,64429,-73556,,39530,,-31977,303804,860152,556348,506498,466968,,7553,,21451,-137303,-9127
,3178,公準,,-1757,,,,-0.35,2,,上櫃,114,-3867,,,,,-15290,-17047,,,,-15672,382,,9836,,-28993,543022,645219,102197,102197,92361,,-19157,,-16903,-144,-15290
,3188,鑫龍騰,,,,,,0.35,2,,上櫃,114,28456,,,,,65061,65061,,,,65061,,,98427,,-4910,157735,306723,148988,148988,50561,,93517,,65061,,65061
,3191,雲嘉南,,4531,,,,-0.54,2,,上櫃,114,-2895,,,,,-23569,-19038,,,,-23569,,,-17521,,-8943,65418,83732,18314,18314,35835,,-26464,,-19038,,-23569
,3205,佰研,,-1330,,,,-0.78,2,,上櫃,114,0,,,,,-31105,-32435,,,,-31426,321,,-30504,,-601,175570,213631,38061,38061,68565,,-31105,,-32546,111,-31105
,3206,志豐,,-108744,,,,1.11,2,,上櫃,114,21165,,,,,68434,-40310,,,,65612,2822,,91635,,-2036,1371345,1738850,367505,367505,275870,,89599,,-39086,-1224,68434
,3207,耀勝,,-133661,,,,0.40,2,,上櫃,114,3030,,,,,20469,-113192,,,,26846,-6377,,-18730,,42229,726378,860403,134025,134025,152755,,23499,,-106163,-7029,20469
,3211,順達,,-780822,,,,4.96,2,,上櫃,114,253365,,,,,757022,-23800,,,,757022,,,361067,,649320,4805683,5612174,806491,806491,445424,,1010387,,-23800,,757022
,3213,茂訊,,708286,,,,3.42,2,,上櫃,114,61895,,,,,203400,911686,,,,200844,2556,,349845,,-84550,1010537,1532013,521476,521476,171631,,265295,,909130,2556,203400
,3217,優群,,-336997,,,,5.26,2,,上櫃,114,135340,,,,,474147,137150,,,,474147,,,627644,,-18157,1005898,1977451,971553,971553,343909,,609487,,137150,,474147
,3218,大學光,,-45470,,,,4.78,2,,上櫃,114,165745,,,,,412751,367281,,,,405156,7595,,726760,,-148264,875131,2146164,1271033,1271033,544273,,578496,,371261,-3980,412751
,3219,倚強科,,-109591,,,,0.85,2,,上櫃,114,13494,,,,,85006,-24585,,,,60370,24636,,113877,,-15377,292031,818319,526288,526288,412411,,98500,,-13725,-10860,85006
,3221,台嘉碩,,-53569,,,,-0.12,2,,上櫃,114,-4463,,,,,-29316,-82885,,,,-11925,-17391,,31293,,-65072,886534,1107291,220757,220757,189464,,-33779,,-64641,-18244,-29316
,3224,三顧,,-44001,,,,-0.82,2,,上櫃,114,-6699,,,,,-143490,-187491,,,,-55692,-87798,,-122149,,-28040,664268,758753,94485,94485,216634,,-150189,,-99731,-87760,-143490
,3226,龍鋒,,,,,,-0.30,2,,上櫃,114,2549,,,,,-19387,-19387,,,,,,,96699,,-113537,783709,967833,184124,184124,87425,,-16838,,,,-19387
,3227,原相,,-326436,,,,6.25,2,,上櫃,114,117903,,,,,894635,568199,,,,911531,-16896,,1116588,,-104050,1747597,4628736,2881139,2881139,1764551,,1012538,,585095,-16896,894635
,3228,金麗科,,-568,,,,-1.09,2,,上櫃,114,0,,,,,-76716,-77284,,,,,,,-69454,,-7262,55356,155563,100207,100207,169661,,-76716,,,,-76716
,3230,錦明,0,-39759,,,,-0.71,2,,上櫃,114,-477,,,,,-61575,-101334,,,,-61575,,,-56113,,-5939,187507,209347,21840,21840,77953,,-62052,,-101334,,-61575
,3232,昱捷,,-9960,,,,-0.04,2,,上櫃,114,2852,,,,,-2002,-11962,,,,-2002,,,24602,,-23752,400651,490064,89413,89413,64811,,850,,-11962,0,-2002
,3234,光環,,-9141,,,,-0.47,2,179,上櫃,114,0,,,307,,-56978,-66119,,,,-52774,-4204,,-44001,,-12977,285190,359335,74145,74017,118018,,-56978,,-61915,-4204,-56978
,3236,千如,,-90872,,,,-0.19,2,,上櫃,114,-1143,,,,,-20214,-111086,,,,-20214,,,16228,,-37585,752373,977449,225076,225076,208848,,-21357,,-111086,,-20214
,3252,海灣,,0,,,,0.05,2,,上櫃,114,-23,,,,,9482,9482,,,,2509,6973,,38179,,-28720,154482,250769,96287,96287,58108,,9459,,2509,6973,9482
,3259,鑫創,,,,,,-1.17,2,,上櫃,114,,,,,,-85647,-85647,,,,,,,-86448,,801,92817,104777,11960,11960,98408,,-85647,,,,-85647
,3260,威剛,,-975491,,,,4.49,2,,上櫃,114,587206,,,,,1453689,478198,,,,1404991,48698,,1648909,,391986,18933661,22731920,3798259,3798259,2149350,,2040895,,418673,59525,1453689
,3264,欣銓,,-267223,,,,2.46,2,,上櫃,114,335345,,,,,1164553,897330,,,,1164553,,,1680961,,-181063,4264421,6636294,2371873,2371873,690912,,1499898,,897330,,1164553
,3265,台星科,,-320835,,,,2.20,2,,上櫃,114,56949,,,,,299153,-21682,,,,299153,,,486759,,-130657,1622386,2254445,632059,632059,145300,,356102,,-21682,,299153
,3268,海德威,,-17238,,,,-1.37,2,,上櫃,114,-7585,,,,,-47436,-64674,,,,-47436,,,-9847,,-45174,450918,480735,29817,29817,39664,,-55021,,-64674,,-47436
,3272,東碩,,-253573,,,,-2.00,2,,上櫃,114,2561,,,,,-122094,-375667,,,,-122094,,,-121612,,2079,1363703,1533705,170002,170002,291614,,-119533,,-375667,,-122094
,3276,宇環,,-61266,,,,0.05,2,,上櫃,114,0,,,,,-17743,-79009,,,,3361,-21104,,-54393,,36650,264997,257169,-7828,-7828,46565,,-17743,,-57905,-21104,-17743
,3284,太普高,,-13746,,,,0.64,2,,上櫃,114,17305,,,,,56779,43033,,,,58777,-1998,,83546,,-9462,301914,436075,134161,134161,50615,,74084,,47213,-4180,56779
,3285,微端,,-22399,,,,-0.23,2,,上櫃,114,-1143,,,,,-8544,-30943,,,,-9711,1167,,-6040,,-3647,244916,306219,61303,61303,67343,,-9687,,-29856,-1087,-8544
,3287,廣寰科,,6938,,,,-0.59,2,,上櫃,114,1252,,,,,-29751,-22813,,,,-25835,-3916,,13208,,-41707,297867,410084,112217,112217,99009,,-28499,,-18897,-3916,-29751
,3288,點晶,,-3261,,,,-0.39,2,,上櫃,114,0,,,,,-5826,-9087,,,,-5824,-2,,-6508,,682,12776,35532,22756,22756,29264,,-5826,,-9085,-2,-5826
,3289,宜特,,-53092,,,,3.20,2,,上櫃,114,30346,,,,,217026,163934,,,,237902,-20876,,210354,,37018,1656885,2335525,678640,678640,468286,,247372,,184810,-20876,217026
,3290,東浦,,-206390,,,,0.38,2,,上櫃,114,53482,,,,,49506,-156884,,,,49506,0,,129520,,-26532,712684,1008997,296313,296313,166793,,102988,,-156884,0,49506
,3293,鈊象,,-5625,,,,18.00,2,,上櫃,114,1020124,,,,,5071433,5065808,,,,5071677,-244,,6590601,,-499044,246375,10955637,10709262,10709262,4118661,,6091557,,5066301,-493,5071433
,3294,英濟,,-178242,,,,-1.03,2,,上櫃,114,5234,,,,,-140751,-318993,,,,-136551,-4200,,-133249,,-2268,1440069,1596160,156091,156091,289340,,-135517,,-313736,-5257,-140751
,3297,杭特,,618,,,,0.27,2,,上櫃,114,-2528,,,,,9601,10219,,,,9601,,,-14676,,21749,60325,94255,33930,33930,48606,,7073,,10219,,9601
,3303,岱稜,,-51380,,,,1.93,2,,上櫃,114,63911,,,,,184647,133267,,,,181677,2970,,291082,,-42524,884819,1501332,616513,616513,325431,,248558,,130297,2970,184647
,3306,鼎天,930,-64818,,,,1.70,2,,上櫃,114,-20,,,,,86150,21332,,,,86150,,,-21849,,107979,377848,517011,139163,139163,161942,,86130,,21332,,86150
,3310,佳穎,,-60602,,,,2.43,2,,上櫃,114,61979,,,,,161795,101193,,,,165670,-3875,,261017,,-37243,1356152,1800916,444764,444764,183747,,223774,,105068,-3875,161795
,3313,斐成,,,,,,-0.25,2,,上櫃,114,-697,,,,,-49457,-49457,,,,-49373,-84,,-28947,,-21207,2792,857,-1935,-1935,27012,,-50154,,-49373,-84,-49457
,3317,尼克森,,-863,,,,1.34,2,,上櫃,114,31644,,,,,110315,109452,,,,108613,1702,,140626,,1333,967807,1327955,360148,360148,219522,,141959,,107750,1702,110315
,3322,建舜電,,-115484,,,,-0.75,2,,上櫃,114,-2188,,,,,-91483,-206967,,,,-91481,-2,,-53578,,-40093,1313418,1521014,207596,207596,261174,,-93671,,-206965,-2,-91483
