停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,支出及費用,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
,1240,茂生農經,,-687,22084,,,4.34,4,,上櫃,113,39123,,,,,166463,165776,,,,179603,-13140,,153627,,51959,2531754,2856900,398267,398267,244640,51037,205586,,178916,-13140,166463
,1259,安心,,118194,,,,2.05,4,,上櫃,113,7952,,,,,56460,174654,,,,66329,-9869,,11590,,52822,4683358,6045581,1362223,1362223,1350633,,64412,,184017,-9363,56460
,1264,德麥,,88982,,,,20.55,4,,上櫃,113,273310,,,,,891421,980403,,,,761405,130016,,1130492,,34239,4603477,6806342,2202865,2202865,1072373,,1164731,,820691,159712,891421
,1268,漢來美食,,-14202,,,,10.06,4,,上櫃,113,101340,,,,,424855,410653,,,,424855,,,532512,,-6317,3215909,5929814,2713905,2713905,2181393,,526195,,410653,,424855
,1294,漢田生技,,,,,,6.02,4,,上櫃,113,39222,,,,,155419,155419,,,,155674,-255,,197468,,-2827,442680,748423,305743,305743,108275,,194641,,155674,-255,155419
,1295,生合,,12441,,,,5.43,4,,上櫃,113,66468,,,,,170125,182566,,,,170125,,,209396,,27197,448639,989483,540844,540844,331448,,236593,,182566,,170125
,1336,台翰,,55630,,,,2.10,4,,上櫃,113,85952,,,,,162932,218562,,,,162932,,,215615,,33269,2116031,2563443,447412,447412,231797,,248884,,218562,,162932
,1565,精華,,27454,,,,14.82,4,0,上櫃,113,195595,,,,,747302,774756,,,,747302,,,801132,,141765,3335784,4550058,1214274,1214274,413142,,942897,,774756,,747302
,1569,濱川,,170877,,,,-2.57,4,,上櫃,113,11566,,,,,-295706,-124829,,,,-311553,15847,,-436285,,152145,3012602,3103113,90511,90511,526796,,-284140,,-148117,23288,-295706
,1570,力肯,,60747,,,,2.25,4,,上櫃,113,23576,,,,,115631,176378,,,,115631,,,115776,,23431,528786,730104,201318,201318,85542,,139207,,176378,,115631
,1580,新麥,,89396,,,,13.59,4,,上櫃,113,361726,,,,,728363,817759,,,,682665,45698,,973060,,117029,2710054,4792059,2082005,2082005,1108945,,1090089,,767074,50685,728363
,1584,精剛,,1020,,,,1.57,4,,上櫃,113,51610,,,,,307590,308610,,,,309039,-1449,,259108,,100092,2357993,2880076,522083,522083,262975,,359200,,310059,-1449,307590
,1586,和勤,,51308,,,,0.43,4,,上櫃,113,5885,,,,,35282,86590,,,,35282,,,32746,,8421,2170804,2572580,401776,401776,369030,,41167,,86590,,35282
,1591,駿吉-KY,,37762,,,,-1.25,4,,上櫃,113,-1312,,,,,-44299,-6537,,,,-44299,,,-44889,,-722,198263,214675,16412,16412,61301,,-45611,,-6537,,-44299
,1593,祺驊,,16572,,,,1.70,4,,上櫃,113,37215,,,,,95693,112265,,,,67629,28064,,95073,,37835,762247,1119216,356969,356969,261896,,132908,,84201,28064,95693
,1595,川寶,,6199,,,,-0.06,4,,上櫃,113,18464,,,,,-5180,1019,,,,-2670,-2510,,-63786,,77070,665757,915514,249757,249757,313543,,13284,,3529,-2510,-5180
,1599,宏佳騰,,5725,,,,1.21,4,,上櫃,113,22311,,,,,83036,88761,,,,88096,-5060,,-22337,,127684,1773466,2289648,516182,516182,538519,,105347,,93821,-5060,83036
,1742,台蠟,,1100,,,,0.89,4,,上櫃,113,829,,,,,82715,83815,,,,82715,0,,-87833,,171377,173959,231191,57232,57232,145065,,83544,,83815,0,82715
,1777,生泰,,4999,,,,8.82,4,,上櫃,113,94954,,,,,393284,398283,,,,,,,350804,,137434,770724,1257665,486941,486941,136137,,488238,,,,393284
,1780,立弘,,2912,,,,1.05,4,,上櫃,113,29096,,,,,100939,103851,,,,100939,,,88115,,41920,548534,806917,258383,258383,170268,,130035,,103851,,100939
,1781,合世,,-1657,,,,0.51,4,,上櫃,113,4537,,,,,24239,22582,,,,24239,,,2495,,26281,558649,706388,147739,147739,145244,,28776,,22582,,24239
,1784,訊聯,,-3872,,,,1.65,4,,上櫃,113,32375,,,,,69865,65993,,,,83702,-13837,,62389,,39851,536263,1222030,685767,685767,623378,,102240,,82742,-16749,69865
,1785,光洋科,,97651,,,,3.21,4,,上櫃,113,462852,,,,,1900159,1997810,,,,1903388,-3229,,2204094,,158917,25957588,29769958,3812370,3812370,1608276,,2363011,,2001039,-3229,1900159
,1788,杏昌,,-29986,,,,8.08,4,,上櫃,113,95375,,,,,359688,329702,,,,359688,,,426797,,28266,3002367,4072811,1070444,1070444,643647,,455063,,329702,,359688
,1796,金穎生技,,795,,,,-0.54,4,,上櫃,113,-4937,,,,,-22528,-21733,,,,-22528,,,-34408,,6943,424418,521163,96745,96745,131153,,-27465,,-21733,,-22528
,1799,易威,,20264,,,,-0.81,4,,上櫃,113,157,,,,,-88444,-68180,,,,-97468,9024,,-74792,,-13495,241040,540438,299398,299398,374190,,-88287,,-77724,9544,-88444
,1813,寶利徠,,-1434,,,,-0.63,4,,上櫃,113,-7359,,,,,-42698,-44132,,,,-29299,-13399,,-144298,,94241,369711,309912,-59799,-59799,84499,,-50057,,-30176,-13956,-42698
,1815,富喬,,35770,,,,0.13,4,,上櫃,113,-7556,,,,,62886,98656,,,,62886,,,90156,,-34826,3632903,4246703,613800,613800,523644,,55330,,98656,,62886
,2035,唐榮公司,,-13535,,,,-2.20,4,,上櫃,113,,,,,,-771737,-785272,,,,,,,-798561,,26824,12679534,12189393,-490141,-490141,308420,,-771737,,,,-771737
,2061,風青,,6091,,,,-0.30,4,,上櫃,113,7450,,,,,-14683,-8592,,,,-14683,,,-19806,,12573,1141158,1190874,49716,49716,69522,,-7233,,-8592,,-14683
,2063,世鎧精密,,34038,,,,1.93,4,,上櫃,113,27022,,,,,95950,129988,,,,95950,,,118694,,4278,876011,1122574,246563,246563,127869,,122972,,129988,,95950
,2064,晉椿,,3761,,,,-0.18,4,,上櫃,113,7736,,,271,,-12782,-9021,,,,-12812,30,,-36287,,31241,1563492,1644111,80619,80348,116635,,-5046,,-9050,29,-12782
,2065,世豐,,-102692,,,,3.56,4,,上櫃,113,74894,,,,,205469,102777,,,,205469,,,229109,,51254,1886482,2322475,435993,435993,206884,,280363,,102777,,205469
,2066,世德,,1294,,,,6.16,4,,上櫃,113,78348,,,,,264741,266035,,,,264741,0,,268081,,75008,1848254,2760026,911772,911772,643691,,343089,,266035,0,264741
,2067,嘉鋼,,10850,,,,-2.74,4,,上櫃,113,-2089,,,,,-148470,-137620,,,-24990,-123480,,,-130166,,-20393,962105,1008348,46243,46243,176409,,-150559,-23830,-113790,,-148470
,2070,精湛,,-5852,,,,2.97,4,,上櫃,113,31956,,,,,106259,100407,,,,106259,,,131146,,7069,341750,715428,373678,373678,242532,,138215,,100407,,106259
,2073,雄順,,-1055,,,,0.63,4,,上櫃,113,4163,,,,,17207,16152,,,,,,,25915,,-4545,495669,591891,96222,96222,70307,,21370,,,,17207
,2221,大甲,,6039,,,,2.02,4,,上櫃,113,22301,,,,,92979,99018,,,,85653,7326,,114982,,298,1145631,1404705,259074,259074,144092,,115280,0,91692,7326,92979
,2230,泰茂,373,37775,,,,6.10,4,,上櫃,113,36494,,,,,322670,360445,,,,324434,-1764,,336728,,22436,1529220,1979800,450580,450580,114225,,359164,,360135,310,322670
,2235,謚源,,165,,,,2.67,4,,上櫃,113,22125,,,,,95846,96011,,,,,,,63175,,54796,452510,591463,138953,138953,75778,,117971,,,,95846
,2596,綠意,,,,,,0.67,4,,上櫃,113,32046,,,,,64669,64669,,,,66968,-2299,,81482,,15233,648087,813007,164920,164920,83438,,96715,,66968,-2299,64669
,2640,大車隊,,,,,,8.93,4,,上櫃,113,142511,,,,,524202,524202,,,,529011,-4809,,676866,,-10153,1546978,3022348,1475370,1475370,798504,,666713,,529011,-4809,524202
,2641,正德,,454988,,,,1.92,4,,上櫃,113,22908,,,,,582807,1037795,,,,584901,-2094,,676069,,-70354,892410,1654400,761990,761990,85921,,605715,,1039889,-2094,582807
,2643,捷迅,,70755,,,,6.11,4,,上櫃,113,58102,,,,,213860,284615,,,,213860,,,237436,,34526,4765689,5259055,493366,493366,255930,,271962,,284615,,213860
,2718,全心投控,,7279,,,,35.33,4,,上櫃,113,192852,,,,,3093698,3100977,,,,3093698,,,3255360,,31190,803893,4251276,3447383,3447383,192023,,3286550,,3100977,,3093698
,2719,燦星旅,,,,,,1.26,4,,上櫃,113,-844,,,,,86863,86863,,,,86863,,,-99041,,185060,2186187,2286931,100744,100744,199785,,86019,,86863,,86863
,2724,藝舍-KY,,57226,,,,2.96,4,,上櫃,113,65066,,,,,176821,234047,,,0,176821,,,254300,,-12413,236473,539391,302918,302918,48618,,241887,0,234047,,176821
,2726,雅茗-KY,,20771,,,,3.58,4,,上櫃,113,4803,,,,,100739,121510,,,,98391,2348,,5865,,99677,237606,564664,327058,327058,321193,,105542,,116641,4869,100739
,2729,瓦城,,11493,,,,9.01,4,,上櫃,113,90039,,,,,345186,356679,,,,352630,-7444,,444238,,-9013,2963269,6075752,3112483,3112483,2668245,,435225,,364123,-7444,345186
