停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,支出及費用,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
,2643,捷迅,,-7597,,,,7.53,4,,上櫃,112,82597,,,,,234831,227234,,,,234831,,,326232,,-8804,3624517,4167656,543139,543139,216907,,317428,,227234,,234831
,2718,全心投控,,30785,,,,7.90,4,,上櫃,112,141531,,,,,681582,712367,,,,681582,,,816346,,6767,1104973,2175576,1070603,1070603,254257,,823113,,712367,,681582
,2719,燦星旅,,,,,,1.53,4,,上櫃,112,-113,,,,,105316,105316,,,,105316,,,-41744,,146947,982430,1097262,114832,114832,156576,,105203,,105316,,105316
,2724,藝舍-KY,,-415,,,,-0.06,4,,上櫃,112,7437,,,,,24382,23967,,,28167,-3785,,,16764,,15055,47353,145839,98486,98486,81722,,31819,28167,-4200,,24382
,2726,雅茗-KY,,-276,,,,-4.06,4,,上櫃,112,12372,,,,,-95073,-95349,,,,-100759,5686,,-62115,,-20586,355295,744754,389459,389459,451574,,-82701,,-100410,5061,-95073
,2729,瓦城,,55256,,,,12.37,4,,上櫃,112,116067,,,,,433766,489022,,,,440072,-6306,,559376,,-9543,2733913,5723463,2989550,2989550,2430174,,549833,,495328,-6306,433766
,2732,六角,5505,-1870,,,,6.42,4,0,上櫃,112,56521,,,95,,325131,323261,,,,292330,32801,,354707,,26945,2102130,4095736,1993606,1993511,1644309,,381652,,291852,31409,325131
,2734,易飛網,,-43,,,,0.56,4,,上櫃,112,2005,,,,,29509,29466,,,,23874,5635,,24245,,7269,1848251,2148792,300541,300541,276296,,31514,,23874,5592,29509
,2736,富野,,56,,,,-0.40,4,,上櫃,112,-2705,,,,,-25366,-25310,,,,-19898,-5468,,-34992,,6921,241951,529076,287125,287125,322117,,-28071,,-19842,-5468,-25366
,2740,華軒,,-186,,,,-2.15,4,,上櫃,112,1766,,,,,-49763,-49949,,,,-49763,,,-48252,,255,96076,163608,67532,67532,115784,,-47997,,-49949,,-49763
,2743,山富,,,,,,9.66,4,,上櫃,112,41352,,,,,347883,347883,,,,347883,,,404100,,-14865,4273190,5014141,740951,740951,336851,,389235,,347883,,347883
,2745,五福,,,,,,7.87,4,,上櫃,112,-5555,,,,,264575,264575,,,,264575,,,270357,,-11337,4360662,4980255,619593,619593,349236,,259020,,264575,,264575
,2751,王座,316,-295,,,,6.83,4,,上櫃,112,-354,,,,,116027,115732,,,,116027,,,115240,,433,646640,1252905,606265,606265,491341,,115673,,115732,,116027
,2752,豆府,,4435,,,,14.78,4,,上櫃,112,99892,,,,,389850,394285,,,,388336,1514,,490100,,-358,1445201,3099054,1653853,1653853,1163753,,489742,,392812,1473,389850
,2754,亞洲藏壽司,,-4231,,,,4.54,4,,上櫃,112,53305,,,,,212203,207972,,,,212203,,,298667,,-33159,3025207,5029614,2004407,2004407,1705740,,265508,,207972,,212203
,2755,揚秦,,-1302,,,,4.40,4,,上櫃,112,31269,,,,,132466,131164,,,,132466,,,156714,,7021,1584146,2157577,573431,573431,416717,,163735,,131164,,132466
,2756,聯發國際,,744,,,,4.56,4,,上櫃,112,48595,,,,,111923,112667,,,,111923,,,151449,,9069,293638,739192,445554,445554,294105,,160518,,112667,,111923
,2916,滿心,,-5102,,,,4.61,4,,上櫃,112,62834,,,,,252036,246934,,,,,,,280056,,34814,864424,1838257,973833,973833,693777,,314870,,,,252036
0,2924,宏太-KY,,4957,,,,-1.05,4,,上櫃,112,814,,,,,-34304,-29347,,,,-34304,,,-30014,,-3476,26139,41318,15179,15179,45193,,-33490,,-29347,,-34304
,2926,誠品生活,,8758,,,,-2.73,4,,上櫃,112,-106350,,,,,-129747,-120989,,,,-129174,-573,,-377515,,141418,4294946,6643412,2348466,2348466,2725981,,-236097,,-119926,-1063,-129747
,2937,集雅社,,179,,,,2.81,4,,上櫃,112,34473,,,,,108372,108551,,,,108372,,,140482,,2363,3075981,4063697,987716,987716,847234,,142845,,108551,,108372
,2941,米斯特,,-39,,,,4.16,4,,上櫃,112,14841,,,,,58174,58135,,,,,,,73582,,-567,291519,743481,451962,451962,378380,,73015,,,,58174
,2947,振宇五金,,,,,,2.32,4,,上櫃,112,10260,,,,,44747,44747,,,0,44747,0,,69085,,-14078,1215946,1967885,751939,751939,682854,,55007,0,44747,0,44747
,2948,寶陞,,-395,,,,4.26,4,,上櫃,112,37028,,,,,106590,106195,,,,106590,,,181457,,-37839,1284244,2185847,901603,901603,720146,,143618,,106195,,106590
,2949,欣新網,,66,,,,6.29,4,,上櫃,112,51215,,,,,152586,152652,,,,139162,13424,,206970,,-3169,3829742,4339548,509806,509806,302836,,203801,,139196,13456,152586
,3064,泰偉,,-12737,,,,-0.27,4,,上櫃,112,-94,,,,,-10412,-23149,,,,-3512,-6900,,-32074,,21568,9249,88594,79345,79345,111419,,-10506,,-16249,-6900,-10412
,3066,李洲,,-17968,,,,-1.26,4,,上櫃,112,1589,,,,,-145489,-163457,,,,-104754,-40735,,-144504,,604,231700,214466,-17234,-17234,127270,,-143900,,-121626,-41831,-145489
,3067,全域,,-328,,,,1.17,4,,上櫃,112,5395,,,,,23479,23151,,,,23479,,,26103,,2771,109698,170925,61227,61227,35124,,28874,,23151,,23479
,3071,協禧,,-35695,,,,1.21,4,,上櫃,112,62290,,,,,132553,96858,,,,132728,-175,,85240,,109603,1672321,2395274,722953,722953,637713,,194843,,100815,-3957,132553
,3073,天方能源,13184,-16970,,,,-0.99,4,,上櫃,112,6593,,,,,-34738,-51708,,,,-31804,-2934,,-17301,,-10844,22358,42634,20276,20276,50761,,-28145,,-48774,-2934,-34738
,3078,僑威,,-49830,,,,6.79,4,,上櫃,112,525930,,,,,1544759,1494929,,,,1544759,,,1833858,,236831,8210619,10889870,2679251,2679251,845393,,2070689,,1494929,,1544759
,3081,聯亞,,16484,,,,-2.31,4,,上櫃,112,-52969,,,,,-211505,-195021,,,,,,,-279020,,14546,917936,1056038,138102,138102,417122,,-264474,,,,-211505
,3083,網龍,,219403,,,,0.01,4,,上櫃,112,4961,,,,,1041,220444,,,,659,382,,-32726,,38728,64293,343723,279430,279430,312156,,6002,,220116,328,1041
,3085,新零售,,0,,,,-1.75,4,,上櫃,112,387,,,,,-53175,-53175,,,,-50781,-2394,,-52112,,-676,56365,73258,16893,16893,69005,,-52788,,-50781,-2394,-53175
,3086,華義*,,,,,,1.41,4,,上櫃,112,167,,,,,33193,33193,,,,33193,,,25806,,7554,48501,141428,92927,92927,67121,,33360,,33193,,33193
,3088,艾訊,,4214,,,,7.19,4,234,上櫃,112,253933,,,58,,727624,731838,,,,727624,,,944138,,37419,4297582,6700479,2402897,2403073,1458935,,981557,,731838,,727624
,3093,港建*,,963,,,,2.02,4,,上櫃,112,74359,,,,,292582,293545,,,,292582,0,,353868,,13073,1112556,1802085,689529,689529,335661,,366941,,293545,0,292582
,3095,及成,,-6860,,,,-1.16,4,,上櫃,112,3153,,,,,-11607,-18467,,,,-11607,0,,4625,,-13079,346994,446797,99803,99803,95178,,-8454,,-18467,0,-11607
,3105,穩懋,,1762438,,,,-0.19,4,,上櫃,112,-121054,,,,,-557978,1204460,,,,-79657,-478321,,-55662,,-623370,12367333,15836498,3469165,3469165,3524827,,-679032,,1683412,-478952,-557978
,3114,好德,,66296,,,,1.55,4,,上櫃,112,26687,,,,,100772,167068,,,,100772,0,,99728,,27731,2455641,2743028,287387,287387,187659,,127459,,167068,0,100772
0,3115,富榮綱,,-1485,,,,-0.68,4,,上櫃,112,0,,,,,-29856,-31341,,,,-29856,,,-31572,,1716,1109,1622,513,513,32085,,-29856,,-31341,,-29856
,3118,進階,,-667,,,,1.94,4,,上櫃,112,15745,,,,,62905,62238,,,,,,,67552,,11098,441066,660611,219545,219545,151993,,78650,,,,62905
,3122,笙泉,,-253,,,,-1.04,4,,上櫃,112,206,,,,,-41272,-41525,,,,-41272,0,,-42594,,1528,243328,371284,127956,127956,170550,,-41066,,-41525,0,-41272
,3128,昇銳,,1026,,,,0.90,4,,上櫃,112,13511,,,,,40999,42025,,,,37087,3912,,54934,,-424,692203,974467,282264,282264,227330,,54510,,38113,3912,40999
,3131,弘塑,,123610,,,,21.56,4,,上櫃,112,133256,,,,,615406,739016,,,,616340,-934,,694962,,53700,2056061,3543994,1487933,1487933,792971,,748662,,739839,-823,615406
,3141,晶宏,-312,5077,,,,1.13,4,,上櫃,112,14797,,,,,100188,105265,,,,84169,16019,,98394,,16591,1213028,1852883,639855,639855,541149,,114985,,89246,16019,100188
,3147,大綜,,507,,,,7.38,4,,上櫃,112,75212,,,,,287783,288290,,,,287783,,,329199,,33796,3283987,3989155,705168,705168,375969,,362995,,288290,,287783
,3152,璟德,,150,,,,4.09,4,,上櫃,112,74103,,,,,282439,282589,,,,,,,344538,,12004,909757,1488195,578438,578438,233900,,356542,,,,282439
,3158,嘉實,,234,,,,5.91,4,,上櫃,112,26544,,,,,155480,155714,,,,155479,1,,175059,,6965,271933,823372,551439,551439,376380,,182024,,155713,1,155480
,3162,精確,,26422,,,,1.01,4,,上櫃,112,9030,,,,,132143,158565,,,,131394,749,,-76866,,218039,3198277,3592854,394577,394577,471443,,141173,,158662,-97,132143
,3163,波若威,,-10966,,,,5.63,4,,上櫃,112,89875,,,,,435782,424816,,,,435782,,,240922,,284735,2222640,2779058,556418,556418,315496,,525657,,424816,,435782
,3169,亞信,,-134,,,,3.67,4,,上櫃,112,38966,,,,,230329,230195,,,,230329,,,248550,,20745,413140,887618,474478,474478,225928,,269295,,230195,,230329
,3171,炎洲流通,,-2254,,,,2.08,4,,上櫃,112,30715,,,,,131017,128763,,,,131017,,,126890,,34842,1008143,1405497,397354,397354,270464,,161732,,128763,,131017
,3176,基亞,,16038,,,,-4.03,4,,上櫃,112,191207,,,,,-1470067,-1454029,,,,-561296,-908771,,-1233093,,-45767,540391,1157720,617329,617329,1850422,,-1278860,,-554889,-899140,-1470067
,3178,公準,,-607,,,,4.52,4,,上櫃,112,46398,,,,,223674,223067,,,,203851,19823,,265170,,4902,1175456,1623939,448483,448483,183313,,270072,,203343,19724,223674
,3188,鑫龍騰,,,,,,2.05,4,,上櫃,112,110915,,,,,382724,382724,,,,382724,,,503451,,-9812,1360851,2047441,686590,686590,183139,,493639,,382724,,382724
,3191,雲嘉南,,586,,,,-0.55,4,,上櫃,112,5079,,,,,-48303,-47717,,,,-48303,,,-26736,,-16488,152630,207542,54912,54912,81648,,-43224,,-47717,,-48303
,3205,佰研,,126308,,,,-1.69,4,,上櫃,112,0,,,,,-56824,69484,,,,-55039,-1785,,-64376,,7552,368983,440460,71477,71477,135853,,-56824,,71437,-1953,-56824
,3206,志豐,,-10963,,,,4.82,4,,上櫃,112,112665,,,,,284118,273155,,,0,284118,0,,315475,,81308,2775978,3552984,777006,777006,461531,,396783,0,273155,0,284118
,3207,耀勝,,4586,,,,1.75,4,0,上櫃,112,14110,,,0,,86026,90612,,,,101080,-15054,,49794,,50342,818661,1122460,303799,303799,254005,,100136,,106131,-15519,86026
,3211,順達,,-103287,,,,5.23,4,,上櫃,112,288958,,,,,787940,684653,,,,787940,,,698817,,378081,15712845,17230428,1517583,1517583,818766,,1076898,,684653,,787940
,3213,茂訊,,-126966,,,,7.85,4,,上櫃,112,122004,,,,,466637,339671,,,,460828,5809,,580770,,7871,2088559,2989074,900515,900515,319745,,588641,,333862,5809,466637
,3217,優群,,100490,,,,8.11,4,,上櫃,112,195455,,,,,728678,829168,,,,728678,,,826847,,97286,1602197,3003625,1401428,1401428,574581,,924133,,829168,,728678
,3218,大學光,,-8688,,,,12.34,4,,上櫃,112,254555,,,,,1064024,1055336,,,,1045094,18930,,1311851,,6728,1633886,4082256,2448370,2448370,1136519,,1318579,,1038745,16591,1064024
,3219,倚強科,,-7251,,,,0.41,4,,上櫃,112,-7740,,,,,37762,30511,,,,28637,9125,,8333,,21689,542167,1157274,615107,615107,606774,,30022,,25538,4973,37762
,3221,台嘉碩,,-40940,,,,-0.13,4,,上櫃,112,45356,,,60,,-46820,-87760,,,,-13600,-33220,,12197,,-13661,1605525,2134939,529414,529354,517157,,-1464,,-55474,-32286,-46820
,3224,三顧,,-526,,,,-1.94,4,,上櫃,112,8039,,,,,-214308,-214834,,,,-131948,-82360,,-192323,,-13946,1279945,1446484,166539,166539,358862,,-206269,,-132474,-82360,-214308
,3226,龍鋒,,33,,,,4.04,4,,上櫃,112,93590,,,,,260230,260263,,,,,,,442900,,-89080,1619717,2159806,540089,540089,97189,,353820,,,,260230
,3227,原相,11001,672720,,,,5.57,4,,上櫃,112,85905,,,,,799400,1472120,,,,799400,0,,708450,,176855,2478220,5844521,3366301,3366301,2668852,,885305,,1472120,0,799400
,3228,金麗科,,-3901,,,,-1.65,4,,上櫃,112,2240,,,,,-115236,-119137,,,,,,,-116284,,3288,108416,301777,193361,193361,309645,,-112996,,,,-115236
0,3230,錦明,12430,-10311,,,,-2.50,4,,上櫃,112,30812,,,,,-177210,-187521,,,,-177210,,,-153627,,7229,748439,773383,24944,24944,191001,,-146398,,-187521,,-177210
,3232,昱捷,,1962,,,,0.25,4,,上櫃,112,5450,,,,,11867,13829,,,,11867,,,26556,,-9239,1354697,1508880,154183,154183,127627,,17317,,13829,,11867
,3234,光環,,-6286,,,,-4.68,4,300,上櫃,112,4904,,,282,,-425611,-431897,,,,-390437,-35174,,-328649,,-92058,606288,630266,23978,23996,352645,,-420707,,-396723,-35174,-425611
,3236,千如,,-16612,,,,0.36,4,,上櫃,112,16098,,,,,37356,20744,,,,37356,,,35343,,18111,1542664,1992295,449631,449631,414288,,53454,,20744,,37356
,3252,海灣,,0,,,,0.01,4,,上櫃,112,1681,,,,,8762,8762,,,,513,8249,,50857,,-40414,353584,539381,185797,185797,134940,,10443,,513,8249,8762
,3259,鑫創,,0,,,,-4.34,4,,上櫃,112,-1718,,,,,-220015,-220015,,,,-220015,,,-207955,,-13778,260326,275641,15315,15315,223270,,-221733,,-220015,,-220015
,3260,威剛,,49426,,,,5.21,4,,上櫃,112,481410,,,,,1494275,1543701,,,,1409388,84887,,1774957,,200728,28026847,33684782,5657935,5657935,3882978,,1975685,,1404114,139587,1494275
,3264,欣銓,,-5376,,,,5.79,4,,上櫃,112,633062,,,,,2746261,2740885,,,,2746261,0,,3405287,,-25964,9178702,14052235,4873533,4873533,1468246,,3379323,,2740885,0,2746261
,3265,台星科,,-18323,,,,6.16,4,,上櫃,112,169802,,,,,839843,821520,,,,839843,,,849173,,160472,2564284,3667818,1103534,1103534,254361,,1009645,,821520,,839843
0,3268,海德威,,10423,,,,-0.20,4,,上櫃,112,-2837,,,,,-6566,3857,,,,-6566,,,-7729,,-1674,981653,1050451,68798,68798,76527,,-9403,,3857,,-6566
,3272,東碩,,-50785,,,,-6.13,4,,上櫃,112,-37237,,,,,-372884,-423669,,,,-372884,,,-431682,,21561,2960120,3030713,70593,70593,502275,,-410121,,-423669,,-372884
,3276,宇環,,-14693,,,,0.79,4,,上櫃,112,1081,,,,,46898,32205,,,,54815,-7917,,-18456,,66435,1235940,1289657,53717,53717,72173,,47979,,41068,-8863,46898
,3284,太普高,,-1779,,,,0.76,4,,上櫃,112,18208,,,,,67678,65899,,,,67460,218,,78125,,7761,607395,769887,162492,162492,84367,,85886,,65678,221,67678
,3285,微端,,-1565,,,,0.66,4,,上櫃,112,19107,,,,,34952,33387,,,,28029,6923,,43263,,10796,566854,745370,178516,178516,135253,,54059,,26493,6894,34952
,3287,廣寰科,,-47,,,,0.92,4,,上櫃,112,11428,,,,,59323,59276,,,,40380,18943,,26242,,44509,431690,620337,188647,188647,162405,,70751,,40333,18943,59323
,3288,點晶,,1088,,,,0.14,4,,上櫃,112,0,,,,,2155,3243,,,,2168,-13,,4771,,-2616,32433,98084,65651,65651,60880,,2155,,3256,-13,2155
,3289,宜特,,-5515,,,,5.15,4,,上櫃,112,33601,,,,,313814,308299,,,,385554,-71740,,303797,,43618,2793861,3811719,1017858,1017858,714061,,347415,,380039,-71740,313814
,3290,東浦,,-34159,,,,1.14,4,,上櫃,112,82617,,,,,121355,87196,,,,121355,,,208904,,-4932,1352316,1861726,509410,509410,300506,,203972,,87196,,121355
,3293,鈊象,,38060,,,,45.61,4,,上櫃,112,1339066,,,,,6425853,6463913,,,,6425804,49,,7534068,,230851,559780,14175795,13616015,13616015,6081947,,7764919,,6463930,-17,6425853
,3294,英濟,,-9261,,,,-1.00,4,,上櫃,112,125662,,,,,-133036,-142297,,,,-129394,-3642,,-46452,,39078,3580213,4138158,557945,557945,604397,,-7374,,-141073,-1224,-133036
,3297,杭特,,390,,,,-0.37,4,0,上櫃,112,-1124,,,0,,-13412,-13022,,,,-13412,,,-47424,,32888,125276,162189,36913,36913,84337,,-14536,,-13022,,-13412
,3303,岱稜,,-6073,,,,2.21,4,,上櫃,112,26771,,,,,209108,203035,,,,208287,821,,228520,,7359,1707094,2458818,751724,751724,523204,,235879,,202189,846,209108
,3306,鼎天,1799,1268118,,,,1.83,4,,上櫃,112,3529,,,,,92837,1360955,,,,92837,,,38996,,57370,983249,1291454,308205,308205,271008,,96366,,1360955,,92837
,3310,佳穎,,164917,,,,3.81,4,,上櫃,112,12008,,,,,222855,387772,,,,224442,-1587,,192804,,42059,1627127,2071475,444348,444348,251544,,234863,,389359,-1587,222855
,3313,斐成,,346,,,,0.01,4,,上櫃,112,762,,,,,-2293,-1947,,,,1746,-4039,,-61938,,60407,42062,44944,2882,2882,64820,,-1531,,2092,-4039,-2293
,3317,尼克森,,2490,,,,2.95,4,,上櫃,112,74891,,,,,209802,212292,,,,209802,,,265280,,19413,1821235,2464539,643304,643304,378024,,284693,,212292,,209802
,3322,建舜電,,-8597,,,,0.58,4,,上櫃,112,27787,,,,,61955,53358,,,,62036,-81,,59411,,30331,2196340,2727768,531428,531428,472017,,89742,,53313,45,61955
,3323,加百裕,,-9190,,,,-3.27,4,,上櫃,112,-31637,,,,,-269812,-279002,,,,-270647,835,,-198200,,-103249,6737195,7203544,466349,466349,664549,,-301449,,-279837,835,-269812
,3324,雙鴻,,17444,,,,14.28,4,,上櫃,112,328548,,,,,1239244,1256688,,,,1231843,7401,,1376298,,191494,9707706,12712629,3004923,3004923,1628625,,1567792,,1251609,5079,1239244
