停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,支出及費用,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
,1742,台蠟,,-921,,,,-0.87,3,,上櫃,114,-1699,,,,,-80998,-81919,,,,-80998,,,-61753,,-20944,65274,89747,24473,24473,86226,,-82697,,-81919,,-80998
,1777,生泰,,0,,,,3.81,3,,上櫃,114,49547,,,,,169729,169729,,,,,,,224226,,-4950,658628,977296,318668,318668,94442,,219276,,,,169729
,1780,立弘,,468,,,,0.84,3,,上櫃,114,18732,,,,,80787,81255,,,,80787,,,99342,,177,406818,635588,228770,228770,129428,,99519,,81255,,80787
,1781,合世,,-10624,,,,-1.12,3,,上櫃,114,-6045,,,,,-52997,-63621,,,,-52997,,,-44936,,-14106,224113,280804,56691,56691,101627,,-59042,,-63621,,-52997
,1784,訊聯,,-1649,,,,0.73,3,,上櫃,114,17273,,,,,-2539,-4188,,,,36720,-39259,,-11142,,25876,403359,893153,489794,489794,500936,,14734,,36021,-40209,-2539
,1785,光洋科,,-138596,,,,1.27,3,,上櫃,114,182718,,,,,748263,609667,,,,752949,-4686,,2805335,,-1874354,24349604,28202244,3852640,3852640,1047305,,930981,,614353,-4686,748263
,1788,杏昌,,-6851,,,,6.24,3,0,上櫃,114,67709,,,0,,277650,270799,,,,277650,,,318825,,26534,2348979,3186260,837281,837281,518456,,345359,,270799,,277650
,1796,金穎生技,,-816,,,,0.31,3,,上櫃,114,2463,,,,,13020,12204,,,,13020,,,27230,,-11747,365512,499886,134374,134374,107144,,15483,,12204,,13020
,1799,易威,,-21853,,,,-0.35,3,,上櫃,114,301,,,,,-45282,-67135,,,,-43563,-1719,,-37419,,-7562,221585,435223,213638,213638,251057,,-44981,,-65046,-2089,-45282
,1813,寶利徠,,7863,,,,-0.93,3,,上櫃,114,-7347,,,,,-46695,-38832,,,,-43541,-3154,,-93853,,39811,270387,234262,-36125,-36125,57728,,-54042,,-37045,-1787,-46695
,1815,富喬,,-186158,,,,0.81,3,,上櫃,114,100640,,,,,420682,234524,,,,420682,,,733089,,-211767,3165698,4337661,1171963,1171963,438874,,521322,,234524,,420682
,2035,唐榮公司,,-6017,,,,-3.60,3,,上櫃,114,0,,,,,-1258304,-1264321,,,,,,,-1176562,,-81742,8519052,7566506,-952546,-952546,224016,,-1258304,,,,-1258304
,2061,風青,,-7700,,,,-1.08,3,,上櫃,114,5202,,,,,-62071,-69771,,,,-62071,,,-8253,,-48616,841128,879808,38680,38680,46933,,-56869,,-69771,,-62071
,2063,世鎧精密,,-129704,,,,1.27,3,,上櫃,114,5268,,,,,60978,-68726,,,,60978,,,30441,,35805,631531,760082,128551,128551,98110,,66246,,-68726,,60978
,2064,晉椿,,-4047,,,,-1.51,3,,上櫃,114,3363,,,-501,,-104845,-108892,,,,-104890,45,,-61889,,-39593,1117287,1143455,26168,26669,88558,,-101482,,-108907,15,-104845
,2065,世豐,,-221009,,,,0.39,3,,上櫃,114,7212,,,,,24491,-196518,,,,24491,,,62023,,-30320,1325901,1545748,219847,219847,157824,,31703,,-196518,,24491
,2066,世德,,-24900,,,,1.33,3,,上櫃,114,21788,,,,,59448,34548,,,,59448,,,94502,,-13266,1323003,1963396,640393,640393,545891,,81236,,34548,,59448
,2067,嘉鋼,,154227,,,,-2.49,3,,上櫃,114,3915,,,,,-130431,23796,,,,-112244,-18187,,-105315,,-21201,743591,765179,21588,21588,126903,,-126516,,41999,-18203,-130431
,2070,精湛,,-17793,,,,1.25,3,,上櫃,114,12887,,,,,44561,26768,,,,44561,,,55680,,1768,255305,481372,226067,226067,170387,,57448,,26768,,44561
,2073,雄順,,-483,,,,-0.33,3,,上櫃,114,-2559,,,,,-8960,-9443,,,,,,,-9923,,-1596,380047,419709,39662,39662,49585,,-11519,,,,-8960
,2221,大甲,,-1728,,,,1.72,3,,上櫃,114,20042,,,,,74361,72633,,,,72628,1733,,107523,,-13120,812699,1017243,204544,204544,97021,,94403,0,70900,1733,74361
,2230,泰茂,-273,-55021,,,,-0.19,3,,上櫃,114,10784,,,,,-14333,-69354,,,,-13220,-1113,,10390,,-13939,1192980,1307207,114227,114227,103564,,-3549,,-67220,-2134,-14333
,2235,謚源,,0,,,0,0.61,3,0,上櫃,114,6020,,,0,,21939,21939,,,,,,,23963,,3996,340778,421130,80352,80352,56389,,27959,,,,21939
,2596,綠意,,,,,,1.04,3,,上櫃,114,25113,,,,,101475,101475,,,,104225,-2750,,123396,,3192,695844,906001,210157,210157,86761,,126588,,104225,-2750,101475
,2640,大車隊,,,,,,6.51,3,,上櫃,114,105909,,,,,375800,375800,,,,385700,-9900,,477148,,4561,1170734,2311340,1140606,1140606,663458,,481709,,385700,-9900,375800
,2641,正德,,-563880,,,,1.55,3,,上櫃,114,33384,,,,,513536,-50344,,,,494993,18543,,621846,,-74926,1049348,1770324,720976,720976,99130,,546920,,-68887,18543,513536
,2643,捷迅,,-77531,,,,4.70,3,,上櫃,114,56138,,,,,164490,86959,,,,164490,,,281676,,-61048,5645425,6138899,493474,493474,211798,,220628,,86959,,164490
,2718,全心投控,,626,,,,15.47,3,,上櫃,114,471361,,,,,1351642,1352268,,,,1351642,,,1749988,,73015,960779,2923096,1962317,1962317,212329,,1823003,,1352268,,1351642
,2719,燦星旅,,,,,,-0.47,3,,上櫃,114,53,,,,,-32661,-32661,,,,-32661,,,-38858,,6250,1469287,1540253,70966,70966,109824,,-32608,,-32661,,-32661
,2724,藝舍-KY,,0,,,,-0.35,3,,上櫃,114,223,,,,,-21523,-21523,,,,-21105,-418,,-22235,,935,100404,115277,14873,14873,37108,,-21300,,-21105,-418,-21523
,2726,雅茗-KY,,-24469,,,,-1.77,3,,上櫃,114,-6077,,,,,-46313,-70782,,,,-49071,2758,,-46312,,-6078,168026,445428,277402,277402,323714,,-52390,,-72364,1582,-46313
,2729,瓦城,,-28391,,,,6.52,3,,上櫃,114,78328,,,,,278018,249627,,,,279431,-1413,,349126,,7220,2249608,4616809,2367201,2367201,2018075,,356346,,251040,-1413,278018
,2732,六角,-1208,-25047,,,,0.28,3,305,上櫃,114,16650,,,0,,17414,-7633,,,,12782,4632,,88019,,-53955,1497926,3132353,1634427,1634732,1545505,,34064,,-7239,-394,17414
0,2734,易飛網,,-121,,,,-1.11,3,,上櫃,114,2472,,,,,-63430,-63551,,,,-63302,-128,,-14481,,-46477,1063919,1229329,165410,165410,179891,,-60958,,-63423,-128,-63430
,2736,富野,,-13323,,,,-1.67,3,,上櫃,114,-2,,,,,-127760,-141083,,,,-115377,-12383,,-110795,,-16967,210087,366761,156674,156674,267469,,-127762,,-128700,-12383,-127760
,2740,華軒,,,,,,-2.52,3,,上櫃,114,0,,,,,-33634,-33634,,,,-33634,,,-23235,,-10399,64964,107487,42523,42523,65758,,-33634,,-33634,,-33634
,2743,山富,,,,,,4.26,3,,上櫃,114,38522,,,,,199663,199663,,,,199663,,,332531,,-94346,4294225,4986500,692275,692275,359744,,238185,,199663,,199663
,2745,五福,,,,,,8.23,3,,上櫃,114,73307,,,,,278201,278201,,,,278201,,,370653,,-19145,5709298,6567051,857753,857753,487100,,351508,,278201,,278201
,2751,王座,-1013,-242,,,,3.33,3,,上櫃,114,5959,,,,,64903,64661,,,,65425,-522,,74001,,-3139,639293,1281614,642321,642321,567307,,70862,,65183,-522,64903
,2752,豆府,,-779,,,,11.18,3,,上櫃,114,77393,,,,,300774,299995,,,,298545,2229,,381665,,-3498,1450232,3004576,1554344,1554344,1172679,,378167,,297945,2050,300774
,2754,亞洲藏壽司,,-3055,,,,1.84,3,,上櫃,114,21414,,,,,86338,83283,,,,86338,,,220510,,-112758,2549135,4324844,1775709,1775709,1555199,,107752,,83283,,86338
,2755,揚秦,,-3311,,,,4.67,3,,上櫃,114,41575,,,,,169881,166570,,,,169881,,,215590,,-4134,1610281,2217705,607424,607424,391834,,211456,,166570,,169881
,2756,聯發國際,,-14755,,,,2.71,3,,上櫃,114,22790,,,,,66048,51293,,,,66048,,,79132,,9706,378704,840128,461424,461424,382292,,88838,,51293,,66048
,2916,滿心,,-6346,,,,2.43,3,,上櫃,114,39330,,,,,157320,150974,,,,,,,160959,,35691,620878,1344401,723523,723523,562564,,196650,,,,157320
,2924,宏太-KY,,-2206,,,,-0.71,3,,上櫃,114,0,,,,,-36706,-38912,,,,-36706,,,-37253,,547,24492,38245,13753,13753,51006,,-36706,,-38912,,-36706
,2926,誠品生活,,-26866,,,,0.34,3,,上櫃,114,22387,,,,,15613,-11253,,,,15988,-375,,15778,,22222,3142017,5068740,1926723,1926723,1910945,,38000,,-10754,-499,15613
,2937,集雅社,,,,,,2.02,3,,上櫃,114,20569,,,,,88131,88131,,,,88131,,,109887,,-1187,2698067,3462885,764818,764818,654931,,108700,,88131,,88131
,2941,米斯特,,-172,,,,2.07,3,,上櫃,114,7737,,,,,31908,31736,,,,,,,38772,,873,255934,702356,446422,446422,407650,,39645,,,,31908
,2947,振宇五金,,,,,,2.61,3,,上櫃,114,14212,,,,,55402,55402,,,0,55402,0,,73156,,-3542,1025400,1702921,677521,677521,604365,,69614,0,55402,0,55402
,2948,寶陞,,-65649,,,,1.62,3,,上櫃,114,19443,,,,,50099,-15550,,,,50099,,,77392,,-7850,965411,1628525,663114,663114,585722,,69542,,-15550,,50099
,2949,欣新網,,-1260,,,,2.21,3,,上櫃,114,22094,,,,,69996,68736,,,,66657,3339,,96962,,-4872,3435129,3889919,454790,454790,357828,,92090,,65775,2961,69996
,3064,泰偉,,-451,,,,-2.53,3,,上櫃,114,0,,,,,-32921,-33372,,,,-32917,-4,,-12786,,-20135,6238,62841,56603,56603,69389,,-32921,,-33368,-4,-32921
,3066,李洲,,14180,,,,-1.62,3,,上櫃,114,0,,,,,-119735,-105555,,,,-134470,14735,,-20644,,-99091,114202,191017,76815,76815,97459,,-119735,,-117144,11589,-119735
,3067,全域,,142,,,,-0.82,3,,上櫃,114,-2941,,,877,,-16314,-16172,,,,-16314,,,-10545,,-8710,31125,43432,12307,11430,21975,,-19255,,-16172,,-16314
,3071,協禧,,-123343,,,,0.53,3,,上櫃,114,63865,,,,,69844,-53499,,,,57799,12045,,87287,,46422,1166490,1694069,527579,527579,440292,,133709,,-55250,1751,69844
,3073,天方能源,33933,-23127,,,,0.22,3,,上櫃,114,11,,,,,8808,-14319,,,,8851,-43,,14754,,-5935,39973,61498,21525,21525,40704,,8819,,-14276,-43,8808
,3078,僑威,,-279367,,,,4.97,3,,上櫃,114,429008,,,,,1130555,851188,,,,1130555,,,1484927,,74636,6115404,8273496,2158092,2158092,673165,,1559563,,851188,,1130555
,3081,聯亞,,1339,,,,2.59,3,,上櫃,114,59530,,,,,238068,239407,,,,,,,297453,,145,932510,1560400,627890,627890,330437,,297598,,,,238068
,3083,網龍,,-78473,,,,0.14,3,,上櫃,114,2233,,,,,14222,-64251,,,,12232,1990,,-19184,,35639,50054,282058,232004,232004,251188,,16455,,-64890,639,14222
,3085,新零售,,7527,,,,-0.46,3,,上櫃,114,0,,,,,-31755,-24228,,,,-31755,0,,-36089,,4334,20617,41679,21062,21062,57151,,-31755,,-24228,0,-31755
,3086,華義*,,-14,,,,-0.58,3,,上櫃,114,,,,,,-17614,-17628,,,,-15812,-1802,,-12487,,-5127,62412,116952,54540,54540,67027,,-17614,,-15820,-1808,-17614
,3088,艾訊,,-40979,,,,2.76,3,71,上櫃,114,82095,,,69,,299630,258651,,,,295033,4597,,484808,,-103083,3275404,4999077,1723673,1723675,1238867,,381725,,254054,4597,299630
,3093,港建*,,-8650,,,,1.04,3,,上櫃,114,42859,,,,,150820,142170,,,,150820,0,,204389,,-10710,1127213,1577040,449827,449827,245438,,193679,,142170,0,150820
,3095,及成,,4184,,,,-2.83,3,,上櫃,114,13,,,,,-28308,-24124,,,,-28308,,,-7470,,-20825,379869,455245,75376,75376,82846,,-28295,,-24124,,-28308
,3105,穩懋,,1072181,,,,1.57,3,,上櫃,114,154967,,,,,129858,1202039,,,,664922,-535064,,49836,,234989,9342534,11844080,2501546,2501546,2451710,,284825,,1783547,-581508,129858
,3114,好德,,-107386,,,,1.64,3,,上櫃,114,17169,,,,,106739,-647,,,,106739,0,,70867,,53041,2044456,2256812,212356,212356,141489,,123908,,-647,0,106739
,3115,富榮綱,,-3870,,,,-0.41,3,,上櫃,114,0,,,,,-19419,-23289,,,,-19419,,,-20204,,785,0,2764,2764,2764,22968,,-19419,,-23289,,-19419
,3118,進階,,,,,,1.89,3,,上櫃,114,13328,,,,,61322,61322,,,,,,,61455,,13195,356613,548561,191948,191948,130493,,74650,,,,61322
,3122,笙泉,,-965,,,,-1.44,3,,上櫃,114,100,,,,,-58589,-59554,,,,-58589,0,,-50130,,-8359,166395,245793,79398,79398,129528,,-58489,,-59554,0,-58589
,3128,昇銳,,,,,,0.80,3,,上櫃,114,11737,,,,,37603,37603,,,,36876,727,,61043,,-11703,557625,824634,267009,267009,205966,,49340,,36876,727,37603
,3131,弘塑,,19539,,,,26.19,3,,上櫃,114,226217,,,,,763341,782880,,,,765168,-1827,,1000901,,-11343,2588232,4364671,1776439,1776439,775538,,989558,,784721,-1841,763341
,3141,晶宏,0,54381,,,,0.05,3,,上櫃,114,-6191,,,,,-7631,46750,,,,4067,-11698,,33186,,-47008,811375,1229154,417779,417779,384593,,-13822,,58448,-11698,-7631
,3147,大綜,,-7616,,,,5.92,3,,上櫃,114,76654,,,,,258730,251114,,,,258730,,,376407,,-41023,5353723,6099517,745794,745794,369387,,335384,,251114,,258730
,3152,璟德,,,,,,8.22,3,,上櫃,114,51218,,,,,567448,567448,,,,,,,212954,,405712,620213,1081142,460929,460929,247975,,618666,,,,567448
,3158,嘉實,,-411,,,,4.70,3,,上櫃,114,31468,,,,,125677,125266,,,,125676,1,,152191,,4954,253600,721766,468166,468166,315975,,157145,,125265,1,125677
,3162,精確,,75972,,,,1.25,3,,上櫃,114,8874,,,,,162895,238867,,,,162882,13,,191409,,-19640,4870220,5589091,718871,718871,527462,,171769,,239161,-294,162895
,3163,波若威,,-47897,,,,3.32,3,,上櫃,114,19664,,,,,267113,219216,,,,267113,,,88330,,198447,1314396,1602746,288350,288350,200020,,286777,,219216,,267113
,3169,亞信,,-13080,,,,2.78,3,,上櫃,114,34867,,,,,175651,162571,,,,175651,,,201799,,8719,334427,712668,378241,378241,176442,,210518,,162571,,175651
,3171,炎洲流通,,-1103,,,,3.11,3,,上櫃,114,28417,,,,,107912,106809,,,,102864,5048,,128491,,7838,964756,1322301,357545,357545,229054,,136329,,99644,7165,107912
,3176,基亞,,-161326,,,,0.06,3,,上櫃,114,24672,,,48573,,-72261,-233587,,,,8005,-80266,,1705,,-49294,536087,1255828,719741,671168,669463,,-47589,,-53069,-180518,-72261
,3178,公準,,-925,,,,-0.34,3,,上櫃,114,-2424,,,,,-14727,-15652,,,,-15266,539,,2607,,-19758,821420,964509,143089,143089,140482,,-17151,,-15915,263,-14727
,3188,鑫龍騰,,,,,,2.93,3,,上櫃,114,158381,,,,,545875,545875,,,,545875,,,715388,,-11132,1005226,1886425,881199,881199,165811,,704256,,545875,,545875
,3191,雲嘉南,,8517,,,,0.55,3,,上櫃,114,-2316,,,,,23931,32448,,,,23931,,,-25445,,47060,102263,131114,28851,28851,54296,,21615,,32448,,23931
,3205,佰研,,3423,,,,-0.77,3,,上櫃,114,0,,,,,-38133,-34710,,,,-38198,65,,-45028,,6895,254818,306513,51695,51695,96723,,-38133,,-34565,-145,-38133
,3206,志豐,,-46770,,,,1.49,3,,上櫃,114,32160,,,,,93827,47057,,,,87805,6022,,112493,,13494,1987319,2502459,515140,515140,402647,,125987,,45125,1932,93827
0,3207,耀勝,,-90292,,,,0.35,3,,上櫃,114,6963,,,,,24068,-66224,,,,23345,723,,-26932,,57963,1145810,1379524,233714,233714,260646,,31031,,-66084,-140,24068
,3211,順達,,-530384,,,,6.53,3,,上櫃,114,277065,,,,,995791,465407,,,,995791,,,701850,,571006,7843440,9234503,1391063,1391063,689213,,1272856,,465407,,995791
,3213,茂訊,,748385,,,,6.08,3,,上櫃,114,102814,,,,,360401,1108786,,,,356913,3488,,477193,,-13978,1604345,2349617,745272,745272,268079,,463215,,1105298,3488,360401
,3217,優群,,-236175,,,,9.47,3,,上櫃,114,225458,,,,,853000,616825,,,,853000,,,1007896,,70562,1558283,3108032,1549749,1549749,541853,,1078458,,616825,,853000
,3218,大學光,,-25311,,,,8.83,3,,上櫃,114,229042,,,,,762583,737272,,,,748361,14222,,1042069,,-50444,1295492,3170903,1875411,1875411,833342,,991625,,729927,7345,762583
,3219,倚強科,,-67222,,,,1.65,3,,上櫃,114,29196,,,,,182917,115695,,,,117391,65526,,222216,,-10103,478482,1329622,851140,851140,628924,,212113,,69680,46015,182917
,3221,台嘉碩,,-33466,,,,-0.22,3,,上櫃,114,7320,,,,,-52927,-86393,,,,-23275,-29652,,4097,,-49704,1331415,1660628,329213,329213,325116,,-45607,,-57575,-28818,-52927
,3224,三顧,,-27632,,,,-1.05,3,,上櫃,114,-9170,,,,,-194145,-221777,,,,-71821,-122324,,-183733,,-19582,1007615,1149680,142065,142065,325798,,-203315,,-99636,-122141,-194145
,3226,龍鋒,,,,,,-0.34,3,,上櫃,114,1808,,,,,-22179,-22179,,,,,,,51899,,-72270,1097512,1276268,178756,178756,126857,,-20371,,,,-22179
,3227,原相,0,93747,,,,9.26,3,,上櫃,114,203470,,,,,1332161,1425908,,,,1353478,-21317,,1498558,,37073,2647896,6840362,4192466,4192466,2693908,,1535631,,1447225,-21317,1332161
,3228,金麗科,,-446,,,,-1.50,3,,上櫃,114,0,,,,,-106180,-106626,,,,,,,-104565,,-1615,86317,236163,149846,149846,254411,,-106180,,,,-106180
,3230,錦明,0,-21606,,,,-1.15,3,,上櫃,114,-277,,,,,-98810,-120416,,,,-98810,,,-97534,,-1553,273569,304578,31009,31009,128543,,-99087,,-120416,,-98810
,3232,昱捷,,646,,,,0.28,3,,上櫃,114,6849,,,,,13094,13740,,,,13094,,,35435,,-15492,573639,707634,133995,133995,98560,,19943,,13740,0,13094
,3234,光環,,-5456,,,,-0.94,3,179,上櫃,114,0,,,234,,-108580,-114036,,,,-104307,-4273,,-96837,,-11743,432389,510218,77829,77774,174611,,-108580,,-109763,-4273,-108580
,3236,千如,,-31696,,,,0.12,3,,上櫃,114,30496,,,,,12735,-18961,,,,12735,,,68091,,-24860,1145828,1528605,382777,382777,314686,,43231,,-18961,,12735
,3252,海灣,,0,,,,-0.10,3,,上櫃,114,378,,,,,4509,4509,,,,-4842,9351,,47662,,-42775,229430,366177,136747,136747,89085,,4887,,-4842,9351,4509
,3259,鑫創,,,,,,-1.71,3,,上櫃,114,0,,,,,-124958,-124958,,,,,,,-127839,,2881,154899,174103,19204,19204,147043,,-124958,,,,-124958
,3260,威剛,,-580056,,,,10.08,3,,上櫃,114,1285557,,,10892,,3315667,2735611,,,,3165044,150623,,3559021,,1042203,30140027,37242560,7102533,7091641,3532620,,4601224,,2536750,198861,3315667
,3264,欣銓,,-150654,,,,4.20,3,,上櫃,114,552994,,,,,1991803,1841149,,,,1991803,,,2554917,,-10120,6575096,10229390,3654294,3654294,1099377,,2544797,,1841149,,1991803
,3265,台星科,,-213596,,,,3.73,3,,上櫃,114,107248,,,,,507805,294209,,,,507805,,,679218,,-64165,2500776,3397416,896640,896640,217422,,615053,,294209,,507805
,3268,海德威,,-11361,,,,-1.39,3,,上櫃,114,-3100,,,,,-48342,-59703,,,,-48342,,,-17929,,-33513,674078,716620,42542,42542,60471,,-51442,,-59703,,-48342
,3272,東碩,,-207497,,,,-4.94,3,,上櫃,114,80815,,,,,-299349,-506846,,,,-299349,,,-215082,,-3452,2014325,2235749,221424,221424,436506,,-218534,,-506846,,-299349
,3276,宇環,,-28642,,,,0.14,3,,上櫃,114,0,,,,,-18475,-47117,,,,9577,-28052,,-76675,,58200,388809,381842,-6967,-6967,69708,,-18475,,-19065,-28052,-18475
,3284,太普高,,-10592,,,,1.21,3,,上櫃,114,22593,,,,,124333,113741,,,,125789,-1456,,94069,,52857,455794,628967,173173,173173,79104,,146926,,116206,-2465,124333
,3285,微端,,-13883,,,,0.32,3,,上櫃,114,2915,,,,,16529,2646,,,,13861,2668,,6234,,13210,369001,479426,110425,110425,104191,,19444,,1417,1229,16529
,3287,廣寰科,,6402,,,,0.20,3,,上櫃,114,-3800,,,,,6085,12487,,,,8795,-2710,,-236,,2521,504756,653186,148430,148430,148666,,2285,,15197,-2710,6085
,3288,點晶,,-2758,,,,-0.56,3,,上櫃,114,0,,,,,-8479,-11237,,,,-8474,-5,,-13381,,4902,19295,52207,32912,32912,46293,,-8479,,-11232,-5,-8479
,3289,宜特,,14759,,,,4.20,3,,上櫃,114,55842,,,,,287442,302201,,,,312095,-24653,,294471,,48813,2620732,3611226,990494,990494,696023,,343284,,326854,-24653,287442
,3290,東浦,,-116635,,,,1.22,3,,上櫃,114,71069,,,,,141142,24507,,,,141142,0,,235024,,-22813,1142289,1636820,494531,494531,259507,,212211,,24507,0,141142
,3293,鈊象,,20603,,,,27.90,3,,上櫃,114,1593238,,,,,7863237,7883840,,,,7862645,592,,9688268,,-231793,393160,16339607,15946447,15946447,6258179,,9456475,,7883384,456,7863237
,3294,英濟,,-89663,,,,-0.58,3,,上櫃,114,63479,,,,,-86408,-176071,,,,-76530,-9878,,-66944,,44015,2319187,2688592,369405,369405,436349,,-22929,,-165662,-10409,-86408
,3297,杭特,,618,,,,0.54,3,0,上櫃,114,-1918,,,0,,19473,20091,,,,19473,,,-19192,,36747,95182,149717,54535,54535,73727,,17555,,20091,,19473
,3303,岱稜,,10616,,,,3.52,3,,上櫃,114,114477,,,,,335892,346508,,,,330675,5217,,390963,,59406,1415731,2301779,886048,886048,495085,,450369,,341291,5217,335892
,3306,鼎天,1396,73133,,,,1.81,3,,上櫃,114,-268,,,,,91731,164864,,,,91731,,,-33176,,124639,622427,830847,208420,208420,242992,,91463,,164864,,91731
,3310,佳穎,,-91436,,,,2.93,3,,上櫃,114,60865,,,,,199303,107867,,,,205445,-6142,,289147,,-28979,1678575,2210282,531707,531707,242560,,260168,,114009,-6142,199303
,3313,斐成,,,,,,-0.31,3,,上櫃,114,-697,,,,,-62962,-62962,,,,-62874,-88,,-61667,,-1992,9763,6719,-3044,-3044,58623,,-63659,,-62874,-88,-62962
,3317,尼克森,,-400,,,,1.83,3,,上櫃,114,46492,,,,,167645,167245,,,,164872,2773,,216688,,-2551,1469580,2015766,546186,546186,329498,,214137,,164472,2773,167645
,3322,建舜電,,-46560,,,,-0.75,3,,上櫃,114,-1988,,,,,-91048,-137608,,,,-91046,-2,,-68126,,-24910,1963250,2283890,320640,320640,388766,,-93036,,-137606,-2,-91048
