停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他綜合損益（淨額）,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,支出及費用,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）
,3086,華義*,,-123,,,,-0.01,1,,上櫃,115,,,,,,-4854,-4977,,,,-4001,-853,,-8029,,3175,21253,32552,11299,11299,19328,,-4854,,-4063,-914,-4854
,3088,艾訊,,15589,,,,2.25,1,61,上櫃,115,60588,,,57,,252613,268202,,,,244323,8290,,273182,,40019,1398916,2120523,721607,721611,448429,,313201,,259912,8290,252613
,3093,港建*,,9714,,,,0.08,1,,上櫃,115,3806,,,,,11375,21089,,,,11375,,,8240,,6941,195150,267567,72417,72417,64177,,15181,,21089,,11375
,3095,及成,,4062,,,,0.75,1,,上櫃,115,11,,,,,7518,11580,,,,7518,,,5723,,1806,119117,154775,35658,35658,29935,,7529,,11580,,7518
,3105,穩懋,,-301072,,,,1.26,1,,上櫃,115,83181,,,,,448627,147555,,,,533291,-84664,,431000,,100808,3381061,4590060,1208999,1208999,777999,,531808,,220687,-73132,448627
,3114,好德,,-1666,,,,0.73,1,,上櫃,115,10472,,,,,47206,45540,,,,47206,0,,33408,,24270,652070,734092,82022,82022,48614,,57678,,45540,0,47206
,3115,富榮綱,,2686,,,,-0.10,1,,上櫃,115,73,,,,,-7347,-4661,,,,-7347,,,-8220,,946,0,1441,1441,1441,9661,,-7274,,-4661,,-7347
,3118,進階,,,,,,0.53,1,,上櫃,115,4213,,,,,17293,17293,,,,,,,19894,,1612,99368,158856,59488,59488,39594,,21506,,,,17293
,3122,笙泉,,554,,,,-0.29,1,,上櫃,115,38,,,,,-11776,-11222,,,,-11776,0,,-10639,,-1099,51736,81453,29717,29717,40356,,-11738,,-11222,0,-11776
,3128,昇銳,,,,,,0.31,1,,上櫃,115,4153,,,,,15769,15769,,,,14441,1328,,18011,,1911,185864,268144,82280,82280,64269,,19922,,14441,1328,15769
,3131,弘塑,,8600,,,,16.11,1,,上櫃,115,119240,,,,,460910,469510,,,,462736,-1826,,209943,,370207,1057115,1596363,539248,539248,329305,,580150,,471325,-1815,460910
,3141,晶宏,,103744,,,,0.84,1,,上櫃,115,11430,,,,,57342,161086,,,,62330,-4988,,19720,,49052,209421,364294,154873,154873,135153,,68772,,166074,-4988,57342
,3147,大綜,,1692,,,,3.66,1,,上櫃,115,42793,,,,,159826,161518,,,,159826,,,195695,,6924,2610836,2986522,375686,375686,179991,,202619,,161518,,159826
,3152,璟德,,,,,,1.39,1,,上櫃,115,21640,,,,,95947,95947,,,,,,,101970,,15617,193350,352425,159075,159075,57105,,117587,,,,95947
,3158,嘉實,,-5,,,,1.50,1,,上櫃,115,11721,,,,,45797,45792,,,,45797,0,,54633,,2885,94376,261631,167255,167255,112622,,57518,,45792,0,45797
,3162,精確,,53158,,,,0.02,1,,上櫃,115,3386,,,,,7090,60248,,,,3532,3558,,-15692,,26168,1752615,1956307,203692,203692,219384,,10476,,55336,4912,7090
,3163,波若威,,16966,,,,3.03,1,,上櫃,115,8790,,,,,243751,260717,,,,243751,,,34908,,217633,532385,656095,123710,123710,88802,,252541,,260717,,243751
,3169,亞信,,3234,,,,0.97,1,,上櫃,115,12176,,,,,61570,64804,,,,61570,,,64565,,9181,110814,241956,131142,131142,66577,,73746,,64804,,61570
,3171,炎洲流通,,7833,,,,1.44,1,,上櫃,115,12003,,,,,51616,59449,,,,47467,4149,,62732,,887,455278,613240,157962,157962,95230,,63619,,53463,5986,51616
,3176,基亞,,-15600,,,,-0.38,1,,上櫃,115,3945,,,-1277,,-74021,-89621,,,,-53149,-20872,,-66908,,-3168,123568,261496,137928,139205,206113,,-70076,,-56281,-33340,-74021
,3178,公準,,723,,,,0.00,1,,上櫃,115,-2949,,,,,258,981,,,,61,197,,-6205,,3514,254428,294902,40474,40474,46679,,-2691,,567,414,258
,3188,鑫龍騰,,,,,,2.24,1,,上櫃,115,109956,,,,,421908,421908,,,,421908,,,536059,,-4195,967858,1603785,635927,635927,99868,,531864,,421908,,421908
,3191,雲嘉南,,1098,,,,-0.32,1,,上櫃,115,-622,,,,,-14026,-12928,,,,-14026,,,-16227,,1579,29755,42210,12455,12455,28682,,-14648,,-12928,,-14026
,3205,佰研,,-34204,,,,0.05,1,,上櫃,115,0,,,,,3237,-30967,,,,3318,-81,,1463,,1774,133654,147115,13461,13461,11998,,3237,,-30886,-81,3237
,3206,志豐,,30042,,,,0.26,1,,上櫃,115,10536,,,,,19026,49068,,,,15483,3543,,28169,,1393,580050,731010,150960,150960,122791,,29562,,43927,5141,19026
,3207,耀勝,0,24029,,,,-0.45,1,,上櫃,115,-882,,,,,8940,32969,,,,-30019,38959,,-36707,,44765,352547,427984,75437,75437,112144,,8058,,-3294,36263,8940
,3211,順達,,146865,,,,2.05,1,,上櫃,115,56238,,,,,312810,459675,,,,312810,,,419202,,-50154,2674581,3344523,669942,669942,250740,,369048,,459675,,312810
,3213,茂訊,,66761,,,,2.59,1,,上櫃,115,41469,,,,,165798,232559,,,,152251,13547,,178421,,28846,466288,728281,261993,261993,83572,,207267,,219012,13547,165798
,3217,優群,,268680,,,,2.82,1,,上櫃,115,65902,,,,,254146,522826,,,,254146,,,294721,,25327,484230,948090,463860,463860,169139,,320048,,522826,,254146
,3218,大學光,,11405,,,,3.31,1,,上櫃,115,66969,,,,,287929,299334,,,,280773,7156,,333854,,21044,464479,1089806,625327,625327,291473,,354898,,288734,10600,287929
,3219,倚強科,,26518,,,,0.48,1,,上櫃,115,6923,,,,,28687,55205,,,,33992,-5305,,41250,,-5640,155847,431607,275760,275760,234510,,35610,,48613,6592,28687
,3221,台嘉碩,,18050,,,,0.36,1,,上櫃,115,9491,,,,,33753,51803,,,,37884,-4131,,15728,,27516,429490,546579,117089,117089,101361,,43244,,54253,-2450,33753
,3224,三顧,,6635,,,,0.03,1,,上櫃,115,864,,,,,-23121,-16486,,,,2247,-25368,,-33633,,11376,343951,410214,66263,66263,99896,,-22257,,8885,-25371,-23121
,3226,龍鋒,,869,,,,0.02,1,,上櫃,115,343,,,3167,,1333,2202,,,,,,,-15478,,17154,315271,339879,24608,21441,36919,,1676,,,,1333
,3227,原相,,-14428,,,,2.65,1,,上櫃,115,73071,,,,,387404,372976,,,,389914,-2510,,381973,,78502,895176,2209409,1314233,1314233,932260,,460475,,375486,-2510,387404
,3228,金麗科,,-806,,,,-0.55,1,,上櫃,115,0,,,,,-39401,-40207,,,,,,,-41770,,2369,29783,75858,46075,46075,87845,,-39401,,,,-39401
,3230,錦明,,10877,,,,-0.45,1,,上櫃,115,-914,,,,,-38376,-27499,,,,-38376,,,-37871,,-1419,96273,100608,4335,4335,42206,,-39290,,-27499,,-38376
,3232,昱捷,,1344,,,,0.18,1,,上櫃,115,1890,,,,,8516,9860,,,,8516,,,6073,,4333,207298,248278,40980,40980,34907,,10406,,9860,0,8516
,3234,光環,,2401,,,,-0.32,1,354,上櫃,115,0,,,307,,-36366,-33965,,,,-35715,-651,,-39839,,3473,164798,182685,17887,17934,57773,,-36366,,-33314,-651,-36366
,3236,千如,,25272,,,,0.10,1,,上櫃,115,3620,,,,,10399,35671,,,,10399,,,12060,,1959,415019,537543,122524,122524,110464,,14019,,35671,,10399
,3252,海灣,,0,,,,0.09,1,,上櫃,115,467,,,,,15051,15051,,,,4616,10435,,29902,,-14384,83675,140524,56849,56849,26947,,15518,,4616,10435,15051
,3259,鑫創,,0,,,,-0.60,1,,上櫃,115,0,,,,,-43509,-43509,,,,,,,-44254,,745,38514,45725,7211,7211,51465,,-43509,,,,-43509
,3260,威剛,,236621,,,,30.05,1,,上櫃,115,2865411,,,1512,,9974550,10211171,,,,9533983,440567,,12279511,,560450,11561919,26099523,14537604,14536092,2256581,,12839961,,9697406,513765,9974550
,3264,欣銓,,71111,,,,1.95,1,,上櫃,115,239997,,,,,924343,995454,,,,924343,,,1096525,,67815,2455483,3983402,1527919,1527919,431394,,1164340,,995454,,924343
,3265,台星科,,-11404,,,,1.76,1,,上櫃,115,65851,,,,,239756,228352,,,,239756,,,256902,,48705,973700,1307800,334100,334100,77198,,305607,,228352,,239756
,3268,海德威,,8614,,,,-0.09,1,,上櫃,115,205,,,,,-3123,5491,,,,-3123,,,-7621,,4703,200779,214204,13425,13425,21046,,-2918,,5491,,-3123
,3272,東碩,,78551,,,,-2.80,1,,上櫃,115,6840,,,,,-167520,-88969,,,,-167520,,,-143073,,-17607,596250,641686,45436,45436,188509,,-160680,,-88969,,-167520
,3276,宇環,,21656,,,,0.00,1,,上櫃,115,0,,,,,-7034,14622,,,,-98,-6936,,-21205,,14171,138222,138645,423,423,21628,,-7034,,21558,-6936,-7034
,3284,太普高,,-936,,,,0.50,1,,上櫃,115,10389,,,,,54966,54030,,,,53923,1043,,35552,,29803,162669,225089,62420,62420,26868,,65355,,54703,-673,54966
,3285,微端,,4311,,,,0.26,1,,上櫃,115,3073,,,,,12088,16399,,,,10992,1096,,15802,,-641,168187,221882,53695,53695,37893,,15161,,14943,1456,12088
,3287,廣寰科,,-1451,,,,1.01,1,,上櫃,115,2503,,,,,55239,53788,,,,44347,10892,,20724,,37018,144338,216670,72332,72332,51608,,57742,,42896,10892,55239
,3288,點晶,,-493,,,,-0.08,1,,上櫃,115,0,,,,,-1248,-1741,,,,-1247,-1,,-1866,,618,4153,18029,13876,13876,15742,,-1248,,-1740,-1,-1248
,3289,宜特,,36964,,,,2.05,1,,上櫃,115,9743,,,,,170234,207198,,,,177275,-7041,,-74118,,254095,896320,1083458,187138,187138,261256,,179977,,214239,-7041,170234
,3290,東浦,,41557,,,,2.65,1,,上櫃,115,-1358,,,,,239411,280968,,,,239411,,,-23062,,261115,720462,902201,181739,181739,204801,,238053,,280968,,239411
,3293,鈊象,,-25047,,,,11.18,1,,上櫃,115,699481,,,,,3151783,3126736,,,,3151923,-140,,3651518,,199746,136420,6264670,6128250,6128250,2476732,,3851264,,3126770,-34,3151783
,3294,英濟,,69677,,,,-0.45,1,,上櫃,115,-5749,,,,,-64266,5411,,,,-59584,-4682,,-103739,,33724,640990,680593,39603,39603,143342,,-70015,,10093,-4682,-64266
,3297,杭特,,,,,,-0.05,1,,上櫃,115,-342,,,,,-1689,-1689,,,,-1689,,,-7312,,5281,31796,50212,18416,18416,25728,,-2031,,-1689,,-1689
,3303,岱稜,,12223,,,,0.92,1,,上櫃,115,28788,,,,,89238,101461,,,,86263,2975,,99961,,18065,508913,774438,265525,265525,165564,,118026,,98486,2975,89238
,3306,鼎天,465,35101,,,,0.11,1,,上櫃,115,595,,,,,5354,40455,,,,,,,1022,,4927,178707,246640,67933,67933,67376,,5949,,,,5354
,3310,佳穎,,57860,,,,0.34,1,,上櫃,115,4077,,,,,24374,82234,,,,25382,-1008,,30349,,-1898,322673,412601,89928,89928,59579,,28451,,83242,-1008,24374
,3313,斐成,,,,,,0.07,1,,上櫃,115,686,,,,,15529,15529,,,,15534,-5,,-15913,,32128,7159,4957,-2202,-2202,13711,,16215,,15534,-5,15529
,3317,尼克森,,368,,,,0.84,1,,上櫃,115,19835,,,,,77555,77923,,,,75931,1624,,92331,,5059,500344,708192,207848,207848,115517,,97390,,76299,1624,77555
,3322,建舜電,,-7448,,,,-0.64,1,,上櫃,115,0,,,,,-77590,-85038,,,,-77590,0,,-63304,,-14286,704747,784415,79668,79668,142972,,-77590,,-85038,0,-77590
,3323,加百裕,,1487,,,,-0.56,1,,上櫃,115,0,,,,,-55738,-54251,,,,-54907,-831,,-61220,,5482,937294,1024145,86851,86851,148071,,-55738,,-53420,-831,-55738
,3324,雙鴻,,-18055,,,,12.61,1,,上櫃,115,304589,,,,,1265459,1247404,,,,1164048,101411,,1519644,,50404,6015134,8551657,2536523,2536523,1016879,,1570048,,1141264,106140,1265459
,3325,旭品,,19124,,,,-0.60,1,,上櫃,115,198,,,,,-72845,-53721,,,,-64209,-8636,,-60707,,-11940,243492,231172,-12320,-12320,48387,,-72647,,-43569,-10152,-72845
,3332,幸康,,23921,,,,1.38,1,,上櫃,115,10640,,,,,66575,90496,,,,66575,,,56703,,20512,304192,474553,170361,170361,113658,,77215,,90496,,66575
,3339,泰谷,,,,,,-0.77,1,,上櫃,115,0,,,,,-48449,-48449,,,,-48566,117,,-16435,,-32014,176338,204272,27934,27934,44369,,-48449,,-48566,117,-48449
,3349,寶德,,-2210,,,,-0.48,1,,上櫃,115,-255,,,,,-21884,-24094,,,,-21884,,,-25344,,3205,57535,61245,3710,3710,29054,,-22139,,-24094,,-21884
