公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1101,台泥,2488775,4,上市,113,-36707879,66366622,77764504,11397882,31793945,13823041
1102,亞泥,1397272,4,上市,113,-18793290,33229516,13259732,-19969784,24807369,-27381135
1103,嘉泥,46319,4,上市,113,1208889,2054339,2313203,258864,410787,-1407131
1104,環泥,,4,上市,113,-175274,1418310,1576599,158289,1909726,-1576163
1108,幸福,251,4,上市,113,-577015,283737,493514,209777,905051,-118510
1109,信大,82379,4,上市,113,117355,2930678,3021873,91195,403244,-511783
1110,東泥,,4,上市,113,-253377,287887,548447,260560,354107,159830
1201,味全,30508,4,上市,113,-592949,1667471,1325519,-341952,1613071,-1392582
1203,味王,76917,4,上市,113,-55791,1659193,1776020,116827,796598,-700897
1210,大成,507152,4,上市,113,-4521221,6341576,8134872,1793296,7913510,-2106145
1213,大飲,3,4,上市,113,954286,1125,143072,141947,-361717,-450625
1215,卜蜂,3079,4,上市,113,-3048221,275585,215000,-60585,3355769,-371212
1216,統一,1924431,4,上市,113,-40957627,100855846,100442408,-413438,78441039,-39821281
1217,愛之味,12347,4,上市,113,-133880,591247,721333,130086,604753,-353134
1218,泰山,12753,4,上市,113,-314686,1821582,2750119,928537,1217485,12985
1219,福壽,210,4,上市,113,-508969,848678,838237,-10441,670615,-172297
1220,台榮,,4,上市,113,-94622,332648,405624,72976,177602,-10004
1225,福懋油,4383,4,上市,113,-442668,945308,2291593,1346285,936185,848385
1227,佳格,66648,4,上市,113,-1601818,2938886,3126724,187838,3941133,-2218125
1229,聯華,117946,4,上市,113,-882065,4686205,4966714,280509,4081496,-3036868
1231,聯華食,-1345,4,上市,113,-1226190,866287,613309,-252978,902774,71783
1232,大統益,,4,上市,113,-273867,1583670,2235897,652227,2085645,-1159551
1233,天仁,5673,4,上市,113,-49686,172657,179200,6543,248283,-197727
1234,黑松,9392,4,上市,113,-981860,1489381,1353872,-135509,772271,64688
1235,興泰,,4,上市,113,-460403,61705,51626,-10079,-27924,478248
1236,宏亞,0,4,上市,113,-124507,118829,74287,-44542,3500,76465
1256,鮮活果汁-KY,66814,4,上市,113,-339863,1488281,797758,-690523,554116,-971590
1301,台塑,819785,4,上市,113,-17810496,6147041,18200100,12053059,11461388,17582382
1303,南亞,5370500,4,上市,113,-17900172,80301186,66445373,-13855813,18785832,-20111973
1304,台聚,522376,4,上市,113,-6885652,11059546,7604583,-3454963,1485528,1422785
1305,華夏,1086,4,上市,113,-1461580,1203186,1523912,320726,776268,1004952
1307,三芳,273603,4,上市,113,-3013884,4765044,3697059,-1067985,2344283,-671987
1308,亞聚,10111,4,上市,113,-391984,1152991,1468956,315965,339577,358261
1309,台達化,57640,4,上市,113,-1613353,2211329,886216,-1325113,-661457,892057
1310,台苯,23327,4,上市,113,52481,604092,497755,-106337,-275319,93174
1312,國喬,417584,4,上市,113,265647,4726354,4358525,-367829,-2161357,1110297
1313,聯成,201796,4,上市,113,-701748,3209524,4862588,1653064,1975764,177252
1314,中石化,131625,4,上市,113,9486624,5513603,6172176,658573,-2019064,-6940612
1315,達新,11598,4,上市,113,169845,2249460,2202455,-47005,271545,-499993
1316,上曜,832,4,上市,113,-499889,689023,1631952,942929,-2456716,3898702
1319,東陽,50070,4,上市,113,-3372162,3817008,4736971,919963,7185518,-2943463
1321,大洋,6459,4,上市,113,-119058,682323,694400,12077,248318,-123642
1323,永裕,80381,4,上市,113,-468972,1170317,957530,-212787,306272,-130468
1324,地球,2855,4,上市,113,-57812,280158,248002,-32156,41334,-18533
1325,恆大,15261,4,上市,113,-71724,554253,497028,-57225,50332,-51094
1326,台化,1421132,4,上市,113,-14829741,23871348,24382093,510745,19164449,-5245095
1337,再生-KY,43323,4,上市,113,-491193,1135394,1879297,743903,-206343,1398116
1338,廣華-KY,40309,4,上市,113,-415766,2986053,2536409,-449644,612016,-686203
1339,昭輝,-9111,4,上市,113,-343808,550670,561073,10403,760745,-397423
1340,勝悅-KY,29760,4,上市,113,315954,638786,684609,45823,-297113,-2778
1341,富林-KY,-26948,4,上市,113,-166592,275684,311620,35936,312317,-82841
1342,八貫,,4,上市,113,-135148,599963,641080,41117,392573,-216308
1402,遠東新,630762,4,上市,113,-10023125,31763569,41314608,9551039,44387231,-25443829
1409,新纖,254708,4,上市,113,-3133478,10499318,9916370,-582948,-6547249,8843071
1410,南染,13219,4,上市,113,22114,455921,500006,44085,28915,-20163
1413,宏洲,,4,上市,113,-28252,62915,49831,-13084,-117218,132386
1414,東和,,4,上市,113,95146,163125,178982,15857,121098,-200387
1416,廣豐,105374,4,上市,113,-588795,226370,145856,-80514,212764,190143
1417,嘉裕,16367,4,上市,113,170773,756005,704042,-51963,67660,-306763
1418,東華,1777,4,上市,113,-51145,827635,967572,139937,-539422,728727
1419,新紡,-2842,4,上市,113,-898100,1610707,859291,-751416,33935,115591
1423,利華,,4,上市,113,-257155,384706,121466,-263240,52921,-59006
1432,大魯閣,1017,4,上市,113,-287601,489311,656873,167562,42827,411319
1434,福懋,97014,4,上市,113,-874297,4241157,3524678,-716479,3308379,-3247575
1435,中福,0,4,上市,113,-52525,142210,44555,-97655,-43244,-1886
1436,華友聯,,4,上市,113,-105693,649944,1391826,741882,-312406,1159981
1437,勤益控,15097,4,上市,113,-386954,748503,677788,-70715,389320,-88178
1438,三地開發,,4,上市,113,-688028,55386,1653916,1598530,373485,1913073
1439,雋揚,,4,上市,113,138625,605103,504371,-100732,-304558,65201
1440,南紡,360701,4,上市,113,-2547354,8887371,4756859,-4130512,1101464,-3045323
1441,大東,8608,4,上市,113,401682,133836,122917,-10919,-169746,-251463
1442,名軒,,4,上市,113,-343551,678367,574535,-103832,5235238,-4995519
1443,立益物流,-87932,4,上市,113,-696123,108083,124282,16199,408466,391788
1444,力麗,28065,4,上市,113,-1066580,1075863,650496,-425367,276701,336447
1445,大宇,,4,上市,113,-539285,1242589,330497,-912092,-164922,-207885
1446,宏和,-435,4,上市,113,-508,286038,1033334,747296,3283524,-2535285
1447,力鵬,53030,4,上市,113,-804762,2102831,1765356,-337475,711811,-297554
1449,佳和,92,4,上市,113,-277208,210214,203987,-6227,77324,193565
1451,年興,38341,4,上市,113,247401,1302034,1855369,553335,208408,59185
