公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1101,台泥,383869,1,上市,115,4029757,90165009,97044326,6879317,3358179,-892488
1102,亞泥,206489,1,上市,115,935149,12981458,15235953,2254495,1751457,-638600
1103,嘉泥,19903,1,上市,115,-235190,1875061,1970746,95685,159842,151130
1104,環泥,1148,1,上市,115,-210794,1727996,1637303,-90693,342188,-223235
1108,幸福,,1,上市,115,-12403,281232,298989,17757,85790,-55630
1109,信大,32521,1,上市,115,-264559,2360669,2121130,-239539,-5125,-2376
1110,東泥,,1,上市,115,-150521,618253,402347,-215906,351028,-416413
1201,味全,20586,1,上市,115,-459558,963800,1265176,301376,2747,737601
1203,味王,-34924,1,上市,115,-68030,2188536,2426460,237924,366551,-25673
1210,大成,240247,1,上市,115,-3034086,8709608,7061143,-1648465,2047783,-902409
1213,大飲,141,1,上市,115,-28385,45065,19059,-26006,5984,-3746
1215,卜蜂,79,1,上市,115,-1590271,301893,363517,61624,945624,706192
1216,統一,298534,1,上市,115,-11053120,103180043,107370831,4190788,12205671,2739703
1217,愛之味,-11807,1,上市,115,-7139,612023,482770,-129253,-73778,-36529
1218,泰山,10618,1,上市,115,-201707,700264,883683,183419,377524,-3016
1219,福壽,103,1,上市,115,-38674,808417,895077,86660,206580,-81349
1220,台榮,0,1,上市,115,-79899,309593,362132,52539,132459,-21
1225,福懋油,3091,1,上市,115,-9372,1165346,1374366,209020,460564,-245263
1227,佳格,60340,1,上市,115,-388127,2676699,2664511,-12188,416505,-100906
1229,聯華,65312,1,上市,115,-666307,5379898,5148053,-231845,844179,-475029
1231,聯華食,2556,1,上市,115,-408547,472877,537506,64629,-939,471559
1232,大統益,,1,上市,115,-107240,2689951,3420506,730555,833593,4202
1233,天仁,9,1,上市,115,-12789,154735,178114,23379,54884,-18725
1234,黑松,7741,1,上市,115,-170335,1207454,1408774,201320,469527,-105613
1235,興泰,,1,上市,115,176120,85895,89764,3869,-10162,-162089
1236,宏亞,,1,上市,115,55947,36996,37670,674,62072,-117345
1256,鮮活果汁-KY,56042,1,上市,115,140365,656916,989715,332799,107348,29044
1301,台塑,372064,1,上市,115,-3867473,10631822,10197694,-434128,1178822,1882459
1303,南亞,3080077,1,上市,115,-7733111,46149879,42831248,-3318631,158451,1175952
1304,台聚,96167,1,上市,115,-519474,3897651,5125916,1228265,583710,1067862
1305,華夏,97,1,上市,115,-620567,512420,1203757,691337,330773,981034
1307,三芳,103067,1,上市,115,457301,3577125,4049128,472003,51391,-139756
1308,亞聚,4161,1,上市,115,47094,590455,726414,135959,185198,-100494
1309,台達化,142,1,上市,115,73082,669196,774738,105542,-266691,299009
1310,台苯,35,1,上市,115,-12569,568522,437638,-130884,-65334,-53016
1312,國喬,347817,1,上市,115,-608411,8331891,7061166,-1270725,-2347831,1337700
1313,聯成,6050,1,上市,115,-190327,3174614,2987238,-187376,-940768,937669
