公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1101,台泥,-838432,4,上市,112,-42877881,88842494,66366622,-22475872,33751150,-12510709
1102,亞泥,-394244,4,上市,112,-13656240,43486332,33229516,-10256816,7269416,-3475748
1103,嘉泥,-52445,4,上市,112,-2089854,4463396,2054339,-2409057,-75003,-191755
1104,環泥,,4,上市,112,1022869,784464,1418310,633846,1548901,-1937924
1108,幸福,-677,4,上市,112,-159526,269974,283737,13763,645226,-471260
1109,信大,-41821,4,上市,112,-119214,2767084,2930678,163594,714733,-390104
1110,東泥,,4,上市,112,311858,296374,287887,-8487,275853,-596198
1201,味全,19884,4,上市,112,-748204,964499,1667471,702972,1617837,-186545
1203,味王,-13284,4,上市,112,-389474,1288739,1612746,324007,1314630,-587865
1210,大成,75246,4,上市,112,-4564886,5145691,6341576,1195885,9768056,-4082531
1213,大飲,1,4,上市,112,144467,8683,1125,-7558,-79026,-73000
1215,卜蜂,125,4,上市,112,-2897598,311085,275585,-35500,4140610,-1278637
1216,統一,-178163,4,上市,112,-61617849,96986253,100855846,3869593,73132220,-7466615
1217,愛之味,11371,4,上市,112,-208126,616521,591247,-25274,433304,-261823
1218,泰山,6604,4,上市,112,-3761995,8504412,1821582,-6682830,-929924,-1997515
1219,福壽,155,4,上市,112,-320085,1080690,848678,-232012,513319,-425401
1220,台榮,,4,上市,112,-52727,152402,332648,180246,394460,-161487
1225,福懋油,-125,4,上市,112,-28343,1022951,945308,-77643,1021088,-1070263
1227,佳格,-1176,4,上市,112,-746892,4348255,2938886,-1409369,2091024,-2752325
1229,聯華,37004,4,上市,112,-1269637,2914046,4686205,1772159,3539922,-535130
1231,聯華食,-8958,4,上市,112,-1810301,315115,866287,551172,1446177,924254
1232,大統益,,4,上市,112,-271942,981106,1583670,602564,1975625,-1101119
1233,天仁,444,4,上市,112,-66943,200226,172657,-27569,263568,-224638
1234,黑松,-4813,4,上市,112,222667,976892,1489381,512489,1287920,-993285
1235,興泰,,4,上市,112,-217062,8858,61705,52847,-74256,344165
1236,宏亞,1971,4,上市,112,-106242,68219,118829,50610,273219,-118338
1256,鮮活果汁-KY,-36618,4,上市,112,-256269,1156885,1488281,331396,804521,-180238
1301,台塑,-2163224,4,上市,112,-27488683,17110163,6147041,-10963122,6157311,12531474
1303,南亞,-1482872,4,上市,112,-31407694,89444513,80301186,-9143327,35677698,-11930459
1304,台聚,-45072,4,上市,112,-4586479,11522009,11059546,-462463,4756467,-587379
1305,華夏,1333,4,上市,112,-2072272,1276545,1203186,-73359,1020900,976680
1307,三芳,-10695,4,上市,112,-1464550,4830365,4765044,-65321,2148363,-738439
1308,亞聚,-2454,4,上市,112,-422371,1490320,1152991,-337329,822566,-735070
1309,台達化,-24655,4,上市,112,-356068,2662088,2211329,-450759,-243159,173123
1310,台苯,-737,4,上市,112,-68566,765147,604092,-161055,-274134,182382
1312,國喬,-202004,4,上市,112,-4155242,6279477,4726354,-1553123,-74823,2878946
1313,聯成,-186947,4,上市,112,-1842723,4244635,3209524,-1035111,-59627,1054186
1314,中石化,-93102,4,上市,112,-972879,6824456,5513603,-1310853,-4121861,3876989
1315,達新,-12215,4,上市,112,332351,2019589,2249460,229871,540537,-630802
1316,上曜,-69,4,上市,112,26520,763148,689023,-74125,-786690,686114
1319,東陽,14925,4,上市,112,-2973580,2344300,3817008,1472708,7086797,-2655434
1321,大洋,-7186,4,上市,112,-179411,471820,682323,210503,12660,384440
1323,永裕,-21774,4,上市,112,-258903,1241321,1170317,-71004,499343,-289670
1324,地球,-1219,4,上市,112,-46872,262709,280158,17449,82436,-16896
1325,恆大,-4776,4,上市,112,-521028,1013789,554253,-459536,124653,-58385
