公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1101,台泥,2391210,2,上市,113,-24152426,66366622,79250584,12883962,10332542,24312636
1102,亞泥,1293495,2,上市,113,-12096345,33229516,18026398,-15203118,8852024,-13252292
1103,嘉泥,-24108,2,上市,113,92892,2054339,2289721,235382,153284,13314
1104,環泥,,2,上市,113,-156196,1418310,1134664,-283646,568815,-696265
1108,幸福,-131,2,上市,113,-260018,283737,398268,114531,522419,-147739
1109,信大,42480,2,上市,113,285781,2930678,3467463,536785,300036,-91512
1110,東泥,,2,上市,113,-168514,287887,266127,-21760,-77776,224530
1201,味全,32916,2,上市,113,-474378,1667471,1058146,-609325,460240,-628103
1203,味王,-24818,2,上市,113,80106,1659193,1657416,-1777,325813,-382878
1210,大成,-109670,2,上市,113,-2100485,6341576,6076426,-265150,2325423,-380418
1213,大飲,5,2,上市,113,56169,1125,1452,327,-75700,19853
1215,卜蜂,3561,2,上市,113,-1195750,275585,243831,-31754,585162,575273
1216,統一,1474044,2,上市,113,-22552924,100855846,98737872,-2117974,31409349,-12448443
1217,愛之味,8558,2,上市,113,-68133,591247,481990,-109257,-17037,-32645
1218,泰山,11076,2,上市,113,-347847,1821582,2320002,498420,822547,12644
1219,福壽,165,2,上市,113,-217041,848678,966242,117564,231940,102500
1220,台榮,,2,上市,113,-23795,332648,555482,222834,395344,-148715
1225,福懋油,379,2,上市,113,-28447,945308,875417,-69891,411202,-453025
1227,佳格,100252,2,上市,113,-1401331,2938886,2955857,16971,1365646,-47596
1229,聯華,131676,2,上市,113,-584121,4686205,4890075,203870,1243871,-587556
1231,聯華食,3558,2,上市,113,-731594,866287,877957,11670,-13732,753438
1232,大統益,,2,上市,113,-56245,1583670,2953950,1370280,1413140,13385
1233,天仁,259,2,上市,113,-7888,172657,184046,11389,102435,-83417
1234,黑松,7171,2,上市,113,-323250,1489381,1329939,-159442,17813,138824
1235,興泰,,2,上市,113,-102824,61705,77360,15655,-24465,142944
1236,宏亞,0,2,上市,113,54344,118829,109921,-8908,-26657,-36595
1256,鮮活果汁-KY,50082,2,上市,113,118542,1488281,990083,-498198,237297,-904119
1301,台塑,1969110,2,上市,113,-9351783,6147041,7051368,904327,-8205295,16492295
1303,南亞,5192808,2,上市,113,-10205318,80301186,73263404,-7037782,3819056,-5844328
1304,台聚,375638,2,上市,113,-4088787,11059546,8260405,-2799141,1114138,-200130
1305,華夏,1208,2,上市,113,-534308,1203186,1537713,334527,470715,396912
1307,三芳,250100,2,上市,113,-409542,4765044,5592380,827336,1038194,-51416
