公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1101,台泥,-3161550,3,上市,114,-11887884,77764504,87297723,9533219,18912998,5669655
1102,亞泥,-593302,3,上市,114,-1440283,13259732,12967573,-292159,12799246,-11057820
1103,嘉泥,-99869,3,上市,114,-480421,2313203,2198855,-114348,329261,136681
1104,環泥,,3,上市,114,-506905,1576599,1594553,17954,1067994,-543135
1108,幸福,0,3,上市,114,-150424,493514,269546,-223968,887077,-960621
1109,信大,-53952,3,上市,114,-497227,3021873,2493357,-528516,370726,-348063
1110,東泥,,3,上市,114,-151093,548447,434296,-114151,152800,-115858
1201,味全,-28349,3,上市,114,-1113884,1325519,1178731,-146788,830557,164888
1203,味王,-85986,3,上市,114,-211514,1776020,2203076,427056,1026964,-302408
1210,大成,-632844,3,上市,114,-3445402,8134872,8091648,-43224,5139926,-1104904
1213,大飲,-15,3,上市,114,-7482,143072,10155,-132917,-103502,-21918
1215,卜蜂,-2016,3,上市,114,-1370857,215000,508632,293632,2987707,-1321202
1216,統一,-2419228,3,上市,114,-36354734,100442408,100042859,-399549,58404212,-20029799
1217,愛之味,-3369,3,上市,114,-541755,721333,607927,-113406,-170479,602197
1218,泰山,-21264,3,上市,114,-1065299,2750119,857319,-1892800,-114288,-691949
1219,福壽,-414,3,上市,114,-367760,838237,810437,-27800,686998,-346624
1220,台榮,0,3,上市,114,-87022,405624,407442,1818,162793,-73953
1225,福懋油,-5079,3,上市,114,398817,2291593,1277363,-1014230,772946,-2180914
1227,佳格,-117883,3,上市,114,-1205030,3126724,2898662,-228062,1482847,-387996
1229,聯華,-257013,3,上市,114,-958213,4966714,6166941,1200227,4643700,-2228247
1231,聯華食,-6159,3,上市,114,-441142,613309,509689,-103620,271454,72227
1232,大統益,,3,上市,114,-343458,2235897,2625257,389360,1807819,-1075001
1233,天仁,3634,3,上市,114,-36248,179200,161412,-17788,143815,-128989
1234,黑松,-11518,3,上市,114,140961,1353872,1147633,-206239,-57800,-277882
1235,興泰,,3,上市,114,834050,51626,108536,56910,-89002,-688138
1236,宏亞,,3,上市,114,113537,74287,107229,32942,100057,-180652
1256,鮮活果汁-KY,-70027,3,上市,114,-449960,797758,609973,-187785,379599,-47397
1301,台塑,-796380,3,上市,114,-10227262,18200100,8025392,-10174708,6358061,-5509127
1303,南亞,-7081253,3,上市,114,-7971894,66445373,55244544,-11200829,14460968,-10608650
1304,台聚,-356243,3,上市,114,-2724254,7604583,3867111,-3737472,15075,-672050
1305,華夏,3870,3,上市,114,-933210,1523912,479060,-1044852,-628996,513484
1307,三芳,-289371,3,上市,114,-627696,3697059,3311809,-385250,919506,-387689
1308,亞聚,-6939,3,上市,114,-597805,1468956,705701,-763255,291038,-449549
1309,台達化,2635,3,上市,114,-396842,886216,745297,-140919,514944,-261656
1310,台苯,-1280,3,上市,114,645,497755,602785,105030,-54094,159759
1312,國喬,-274110,3,上市,114,-1220548,4358525,8068637,3710112,263633,4941137
1313,聯成,-274732,3,上市,114,-67031,4862588,3085202,-1777386,-470603,-965020
1314,中石化,-228387,3,上市,114,2936115,6172176,2314513,-3857663,-2446808,-4118583
1315,達新,-22264,3,上市,114,451731,2202455,2491180,288725,299424,-440166
1316,上曜,-2828,3,上市,114,-48066,1631952,3655434,2023482,-438669,2513045
1319,東陽,-97833,3,上市,114,-2451138,4736971,2308249,-2428722,3626841,-3506592
1321,大洋,-16644,3,上市,114,-347068,694400,420293,-274107,217516,-127911
1323,永裕,-102270,3,上市,114,11028,957530,922857,-34673,169965,-113396
1324,地球,-3304,3,上市,114,-52941,248002,209793,-38209,8415,9621
1325,恆大,-13796,3,上市,114,-37880,497028,388165,-108863,-31625,-25562
1326,台化,-970836,3,上市,114,-9556732,24382093,17842115,-6539978,17125493,-13137903
1337,再生-KY,-67076,3,上市,114,56346,1879297,1575709,-303588,-279731,-13127
1338,廣華-KY,11350,3,上市,114,-553153,2536409,1958560,-577849,164821,-200867
1339,昭輝,-55486,3,上市,114,-252059,561073,696487,135414,446816,-3857
1340,勝悅-KY,-42163,3,上市,114,-20819,684609,579549,-105060,-25380,-16698
