公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1101,台泥,-3934986,2,上市,114,-15435027,77764504,72247885,-5516619,11637296,2216098
1102,亞泥,-1241394,2,上市,114,3062731,13259732,17272793,4013061,5374001,-3182277
1103,嘉泥,-151233,2,上市,114,-590188,2313203,2093215,-219988,177047,344386
1104,環泥,,2,上市,114,-445499,1576599,1329782,-246817,355359,-156677
1108,幸福,0,2,上市,114,-130075,493514,384194,-109320,815676,-794921
1109,信大,-131705,2,上市,114,-162683,3021873,3013823,-8050,322589,-36251
1110,東泥,,2,上市,114,-94665,548447,591978,43531,11630,126566
1201,味全,-55808,2,上市,114,-658922,1325519,1238551,-86968,543561,84201
1203,味王,-161719,2,上市,114,-145775,1776020,1771186,-4834,650792,-348132
1210,大成,-1244132,2,上市,114,-2037181,8134872,7016190,-1118682,2929237,-766606
1213,大飲,-48,2,上市,114,-4830,143072,19863,-123209,-118181,-150
1215,卜蜂,-3086,2,上市,114,-654339,215000,674410,459410,2022005,-905170
1216,統一,-3445051,2,上市,114,-27037686,100442408,101306656,864248,28807410,2539575
1217,愛之味,2546,2,上市,114,-73313,721333,535662,-185671,-309502,194598
1218,泰山,-40429,2,上市,114,-1385724,2750119,1228083,-1522036,-69520,-26363
1219,福壽,-777,2,上市,114,-235106,838237,767770,-70467,522395,-356979
1220,台榮,,2,上市,114,-169053,405624,298624,-107000,266007,-203954
1225,福懋油,-9351,2,上市,114,157766,2291593,778746,-1512847,819355,-2480617
1227,佳格,-150512,2,上市,114,-1729116,3126724,2097208,-1029516,31604,818508
1229,聯華,-376006,2,上市,114,-673889,4966714,4675738,-290976,963393,-204474
1231,聯華食,-11442,2,上市,114,-302781,613309,535966,-77343,88359,148521
1232,大統益,,2,上市,114,-187831,2235897,2957611,721714,1038169,-128624
1233,天仁,414,2,上市,114,-24266,179200,178682,-518,96208,-72874
1234,黑松,-21941,2,上市,114,201966,1353872,1319869,-34003,96387,-310415
1235,興泰,,2,上市,114,733524,51626,110761,59135,-83718,-590671
1236,宏亞,,2,上市,114,-20895,74287,42899,-31388,12165,-22658
1256,鮮活果汁-KY,-113477,2,上市,114,-381501,797758,736277,-61481,311576,121921
1301,台塑,-977264,2,上市,114,-6921533,18200100,10909255,-7290845,-1035309,1643261
1303,南亞,-8804912,2,上市,114,-6344329,66445373,56554662,-9890711,6637302,-1378772
1304,台聚,-512810,2,上市,114,-1507884,7604583,5465838,-2138745,371948,-489999
1305,華夏,4905,2,上市,114,-335408,1523912,1159100,-364812,-410947,376638
1307,三芳,-456901,2,上市,114,-110353,3697059,3688670,-8389,538896,19969
1308,亞聚,-11479,2,上市,114,-224122,1468956,1067135,-401821,35614,-201834
1309,台達化,424,2,上市,114,-304580,886216,787725,-98491,317464,-111799
1310,台苯,-2025,2,上市,114,19000,497755,384981,-112774,-192541,62792
1312,國喬,-808733,2,上市,114,-675833,4358525,6790293,2431768,-850901,4767235
1313,聯成,-382964,2,上市,114,-468521,4862588,3209450,-1653138,58227,-859880
1314,中石化,-383498,2,上市,114,1347989,6172176,5413187,-758989,-2379393,655913
1315,達新,-35703,2,上市,114,134738,2202455,2026290,-176165,-28742,-246458
1316,上曜,-3301,2,上市,114,-694592,1631952,1737721,105769,-556707,1360369
1319,東陽,-133235,2,上市,114,-1572710,4736971,5738131,1001160,3035517,-328412
1321,大洋,-17186,2,上市,114,-306696,694400,470577,-223823,254941,-154882
1323,永裕,-167062,2,上市,114,75126,957530,895001,-62529,132570,-103163
1324,地球,-6518,2,上市,114,-48204,248002,233979,-14023,13958,26741
1325,恆大,-16281,2,上市,114,-9271,497028,424037,-72991,-47466,27
1326,台化,-1488471,2,上市,114,-6062991,24382093,22799695,-1582398,10020173,-4051109
1337,再生-KY,-134943,2,上市,114,61127,1879297,1588567,-290730,-218931,2017
1338,廣華-KY,-143325,2,上市,114,-334758,2536409,2005902,-530507,-56405,3981
1339,昭輝,36979,2,上市,114,-147964,561073,663112,102039,282198,-69174
1340,勝悅-KY,-81894,2,上市,114,-3509,684609,566393,-118216,-16894,-15919
1341,富林-KY,-25154,2,上市,114,17764,311620,232140,-79480,244669,-316759
1342,八貫,,2,上市,114,-58304,641080,411470,-229610,270858,-442164
1402,遠東新,-914358,2,上市,114,-3217598,41314608,38917855,-2396753,17873255,-16138052
1409,新纖,-247634,2,上市,114,-440457,9916370,8823716,-1092654,6644827,-7049390
1410,南染,,2,上市,114,16844,500006,514633,14627,19679,-21896
1413,宏洲,,2,上市,114,-6635,49831,53413,3582,202757,-192540
1414,東和,,2,上市,114,-41274,178982,184160,5178,173213,-126761
1416,廣豐,42225,2,上市,114,-122207,145856,144360,-1496,45038,33448
1417,嘉裕,-47769,2,上市,114,167240,704042,700601,-3441,-31361,-91551
1418,東華,-1788,2,上市,114,28643,967572,514905,-452667,-496341,16819
1419,新紡,-30923,2,上市,114,-1303132,859291,878463,19172,147451,1205776
1423,利華,,2,上市,114,-39656,121466,87176,-34290,5996,-630
1432,大魯閣,-53909,2,上市,114,-168288,656873,515408,-141465,197579,-116847
1434,福懋,-399783,2,上市,114,-154000,3524678,3513475,-11203,1091736,-549156
1435,中福,,2,上市,114,28808,44555,50657,6102,-22703,-3
1436,華友聯,,2,上市,114,-90360,1391826,2962036,1570210,-1095869,2756439
1437,勤益控,-22527,2,上市,114,37903,677788,622667,-55121,-18456,-52041
1438,三地開發,,2,上市,114,-58767,1653916,882824,-771092,-521740,-190585
1439,雋揚,,2,上市,114,7239,504371,544389,40018,55114,-22335
1440,南紡,-1023111,2,上市,114,52691,4756859,4331166,-425693,1499584,-954857
1441,大東,5414,2,上市,114,25540,122917,105310,-17607,122484,-171045
1442,名軒,,2,上市,114,366,574535,996089,421554,637459,-216271
1443,立益物流,230321,2,上市,114,-241989,124282,103504,-20778,24372,-33482
1444,力麗,-15106,2,上市,114,-202739,650496,583705,-66791,-447419,598473
1445,大宇,,2,上市,114,-2114574,330497,277526,-52971,16980,2044623
1446,宏和,51022,2,上市,114,0,1033334,1442299,408965,513748,-155805
1447,力鵬,-8460,2,上市,114,-477969,1765356,1281549,-483807,-130421,133043
1449,佳和,2879,2,上市,114,-79261,203987,97869,-106118,71285,-101021
1451,年興,-114254,2,上市,114,-536771,1855369,537991,-1317378,-329180,-337173
1452,宏益,,2,上市,114,2531,837020,551703,-285317,-287659,-189
1453,大將,,2,上市,114,-7817,4117,8308,4191,-193819,205827
1454,台富,,2,上市,114,-286193,105544,47182,-58362,-16145,243976
1455,集盛,-2124,2,上市,114,-225097,140118,98887,-41231,624139,-438149
1456,怡華,,2,上市,114,98114,137059,167320,30261,-253939,186086
1457,宜進,,2,上市,114,574389,234911,496629,261718,762003,-1074674
1459,聯發,-17331,2,上市,114,96529,368687,592263,223576,75759,68619
1460,宏遠,-102103,2,上市,114,-278574,816036,790274,-25762,982584,-627669
1463,強盛新,,2,上市,114,6676,799485,669074,-130411,-351280,214193
1464,得力,-376897,2,上市,114,50365,1488436,1950541,462105,866001,-77364
1465,偉全,,2,上市,114,302362,163451,60582,-102869,-370134,-35097
1466,聚隆,,2,上市,114,-152935,198420,312100,113680,69304,197311
1467,南緯,-68610,2,上市,114,-650459,2240133,1256942,-983191,-201650,-62472
1468,昶和,-24367,2,上市,114,-316797,380169,248671,-131498,81675,127991
1470,大統新創,-13725,2,上市,114,-44559,291257,255457,-35800,24438,-1954
1471,首利,-19615,2,上市,114,114776,984574,1040491,55917,-34629,-4615
1472,三洋實業,1460,2,上市,114,-421777,790965,1621748,830783,538556,712544
1473,台南,-148195,2,上市,114,-30018,804611,808475,3864,374826,-192749
1474,弘裕,29897,2,上市,114,-47953,450000,515314,65314,95476,-12106
1475,業旺,,2,上市,114,58649,1326176,1256921,-69255,-127904,0
1476,儒鴻,-223186,2,上市,114,884148,3618179,6837687,3219508,3741731,-1183185
1477,聚陽,-249772,2,上市,114,106757,2899706,2329949,-569757,2299885,-2726627
1503,士電,-340944,2,上市,114,262772,3370646,3879455,508809,1277534,-690553
1504,東元,-2084221,2,上市,114,-274912,26055287,24277666,-1777621,1625046,-1043534
1506,正道,-7120,2,上市,114,-156252,399060,241343,-157717,36495,-30840
1512,瑞利,-4768,2,上市,114,21893,213055,87881,-125174,-145745,3446
1513,中興電,-105974,2,上市,114,-330101,2740611,2729507,-11104,4429196,-4004225
1514,亞力,-8699,2,上市,114,-8853,1023242,1378452,355210,-265540,638302
1515,力山,-58730,2,上市,114,-438719,2372119,2109314,-262805,58449,176195
1516,川飛,,2,上市,114,-11678,144625,112696,-31929,-20251,0
1517,利奇,6987,2,上市,114,77204,807220,855940,48720,-41037,5566
1519,華城,-73424,2,上市,114,-790655,2480917,4158890,1677973,2378724,163328
1521,大億,-616,2,上市,114,-16981,292687,257655,-35032,38760,-56195
1522,堤維西,-368647,2,上市,114,-3061143,1540242,1244845,-295397,858381,2276012
1524,耿鼎,,2,上市,114,-214749,383111,306877,-76234,380019,-241504
1525,江申,-117491,2,上市,114,9569,1790232,1566915,-223317,-115379,-16
1526,日馳,-22913,2,上市,114,-9124,306828,318585,11757,131351,-87557
1527,鑽全,,2,上市,114,-155430,156307,147371,-8936,146496,-2
1528,恩德,-16327,2,上市,114,-351546,733587,644895,-88692,82740,196441
1529,樂事綠能,0,2,上市,114,-129103,303439,287452,-15987,292037,-178921
1530,亞崴,-41782,2,上市,114,25198,809774,810961,1187,36405,-18634
1531,高林股,-64537,2,上市,114,-211033,1341397,1274501,-66896,211592,-2918
1532,勤美,-318824,2,上市,114,-785213,6030407,5525964,-504443,137245,462349
1533,車王電,-86948,2,上市,114,43506,990966,481553,-509413,60503,-526474
1535,中宇,-130717,2,上市,114,87875,1203566,1272188,68622,187216,-75752
1536,和大,-16435,2,上市,114,-570402,773323,609390,-163933,524887,-101983
1537,廣隆,-269004,2,上市,114,-118384,1912728,2118212,205484,612417,-19545
1538,正峰,-43185,2,上市,114,22796,41576,26033,-15543,14001,-9155
1539,巨庭,-99,2,上市,114,-11233,549973,604171,54198,30997,34533
1540,喬福,-684,2,上市,114,-273034,386803,64229,-322574,-48856,
1541,錩泰,-40438,2,上市,114,-7686,49134,88818,39684,31191,56617
1558,伸興,-305155,2,上市,114,-127660,2279804,2402956,123152,385841,170126
1560,中砂,-23401,2,上市,114,-1146689,2000757,1543845,-456912,788087,-74909
1563,巧新,-1996,2,上市,114,-400276,2153486,2451880,298394,341310,359356
1568,倉佑,-8672,2,上市,114,-131299,459605,382433,-77172,164922,-102123
1582,信錦,-327172,2,上市,114,640548,3700938,3680177,-20761,-177241,-156896
1583,程泰,-131561,2,上市,114,-144513,1532663,1648997,116334,-50184,442592
1587,吉茂,-90838,2,上市,114,-48825,453401,571479,118078,145124,112617
1589,永冠-KY,-594440,2,上市,114,-504988,2693896,2310812,-383084,-746905,1463249
1590,亞德客-KY,-237536,2,上市,114,-191582,6726167,6472498,-253669,3075068,-2899619
1597,直得,-37653,2,上市,114,-42428,864632,756233,-108399,53592,-81910
1598,岱宇,-49876,2,上市,114,-283577,1159244,555891,-603353,-207383,-62517
1603,華電,,2,上市,114,-19407,204286,207192,2906,-631541,653854
1604,聲寶,-19437,2,上市,114,-352342,898261,863055,-35206,-35296,371869
1605,華新,-2090637,2,上市,114,-6673500,10757417,15259456,4502039,2216981,11049195
1608,華榮,,2,上市,114,-132133,433715,417516,-16199,-210916,326850
1609,大亞,-185682,2,上市,114,-2315598,7548132,9060010,1511878,256075,3757083
1611,中電,-11250,2,上市,114,235086,259205,375679,116474,168914,-276276
1612,宏泰,-9300,2,上市,114,-233850,781120,1293599,512479,760244,-4615
1614,三洋電,,2,上市,114,-136847,103610,70891,-32719,113019,-8891
1615,大山,,2,上市,114,-43599,90183,82478,-7705,137059,-101165
1616,億泰,-64220,2,上市,114,-42268,933605,935757,2152,536144,-427504
1617,榮星,-49569,2,上市,114,246254,500477,640104,139627,-47568,-9490
1618,合機,-703,2,上市,114,-28909,178386,230347,51961,144231,-62658
1623,大東電,,2,上市,114,-94740,719477,967920,248443,-110321,453504
1626,艾美特-KY,-128348,2,上市,114,112555,748438,1061682,313244,167797,161240
1702,南僑,-1065781,2,上市,114,-2075126,8181308,5844433,-2336875,442928,361104
1707,葡萄王,-68909,2,上市,114,-199251,4342605,3813631,-528974,846728,-1107542
1708,東鹼,-65428,2,上市,114,159545,2113651,2138185,24534,658886,-728469
1709,和益,-715,2,上市,114,135533,449634,584195,134561,295935,-296192
1710,東聯,-2708,2,上市,114,-368575,1674844,1138351,-536493,460080,-625290
1711,永光,-5939,2,上市,114,-498048,1305622,1251150,-54472,318867,130648
1712,興農,-112132,2,上市,114,-114846,2096179,1765633,-330546,358133,-461701
1713,國化,,2,上市,114,951443,143513,984158,840645,-109878,-920
1714,和桐,-548750,2,上市,114,-504767,6310968,6112561,-198407,669940,185170
1717,長興,-529537,2,上市,114,-1974661,7102753,5867443,-1235310,1907862,-638974
1718,中纖,-211809,2,上市,114,-6008493,49506703,51606968,2100265,8036191,284376
1720,生達,-5196,2,上市,114,-579875,1520128,1593738,73610,731181,-72500
1721,國慶科技,,2,上市,114,-65103,450917,349531,-101386,114720,-151003
1722,台肥,-12738,2,上市,114,-1884750,4088248,2986232,-1102016,833355,-37883
1723,中碳,-14275,2,上市,114,-154264,1151306,746599,-404707,375376,-611544
1725,元禎,-47080,2,上市,114,24427,804602,520435,-284167,-82657,-178857
1726,永記,-266390,2,上市,114,-361676,1126750,1308978,182228,811699,-1405
1727,中華化,,2,上市,114,-204908,145528,105740,-39788,23917,141203
1730,花仙子,-22200,2,上市,114,-140975,1101159,1159628,58469,225503,-3859
1731,美吾華,-1662,2,上市,114,-94753,175367,92588,-82779,49518,-35882
1732,毛寶,-116,2,上市,114,34231,148903,187787,38884,5469,-700
1733,五鼎,-7177,2,上市,114,-6324,532685,583496,50811,68674,-4362
1734,杏輝,-31925,2,上市,114,-98109,1075672,890695,-184977,180795,-235738
1735,日勝化,-22167,2,上市,114,-21359,341674,382631,40957,36821,47662
1736,喬山,-732719,2,上市,114,-694063,2686730,3229726,542996,997506,972272
1737,臺鹽,-2267,2,上市,114,-12774,1551310,1610795,59485,159852,-85326
1752,南光,0,2,上市,114,-194219,301542,309490,7948,233669,-31502
1760,寶齡富錦,-2429,2,上市,114,-55324,558371,522232,-36139,109410,-87796
1762,中化生,-1786,2,上市,114,-36811,222275,214101,-8174,50579,-20156
1773,勝一,-18827,2,上市,114,-789215,373079,403868,30789,1120525,-281694
1776,展宇,-82581,2,上市,114,-5530,469981,431170,-38811,100497,-51197
1783,和康生,7470,2,上市,114,-25940,639054,737771,98717,110919,6268
1786,科妍,-148,2,上市,114,-2358,706022,592395,-113627,121600,-232721
1789,神隆,-29776,2,上市,114,-1323306,4165987,3085943,-1080044,226757,46281
1795,美時,-369191,2,上市,114,-2475485,6030113,4113347,-1916766,3660300,-2732390
1802,台玻,-1280117,2,上市,114,-2299711,8632705,7682848,-949857,1350915,1279056
1805,寶徠,-40,2,上市,114,-4022,682956,418956,-264000,-282821,22883
1806,冠軍,-28728,2,上市,114,-250680,1917490,1709992,-207498,63253,8657
1808,潤隆,,2,上市,114,35834,6477170,3849273,-2627897,-3428158,764427
1809,中釉,-83354,2,上市,114,-18188,515122,466415,-48707,18443,34392
1810,和成,-3612,2,上市,114,-235738,771531,619494,-152037,125362,-38049
1817,凱撒衛,-127169,2,上市,114,-68750,251893,440144,188251,306774,77396
1903,士紙,,2,上市,114,-50913,226564,171708,-54856,-8763,4820
1904,正隆,846765,2,上市,114,-2921857,7357995,4972669,-2385326,2356660,-2666894
1905,華紙,-65775,2,上市,114,-1509638,1365522,829579,-535943,-360741,1400211
1906,寶隆,,2,上市,114,-198390,153590,128947,-24643,4543,169204
1907,永豐餘,-957643,2,上市,114,-4028482,11919493,9298690,-2620803,-129030,2494352
1909,榮成,1861876,2,上市,114,-448155,989457,1359898,370441,670132,-1713412
2002,中鋼,-2581706,2,上市,114,-19839193,15065137,19539045,4473908,32086929,-5192122
2006,東和鋼鐵,-181726,2,上市,114,-552921,1519082,1509086,-9996,2960564,-2235913
2007,燁興,,2,上市,114,-180051,213093,138908,-74185,-350556,456422
2008,高興昌,,2,上市,114,-118565,315406,328233,12827,60350,71042
2009,第一銅,,2,上市,114,-52977,139179,78910,-60269,79554,-86846
2010,春源,-169171,2,上市,114,-646835,528727,521313,-7414,-126753,935345
2012,春雨,-306907,2,上市,114,-334212,1390365,1042540,-347825,726913,-433619
2013,中鋼構,,2,上市,114,-131637,467748,717455,249707,694072,-312728
2014,中鴻,,2,上市,114,-370795,673982,803004,129022,1175221,-675404
2015,豐興,,2,上市,114,-9142,1171339,941670,-229669,2613590,-2834117
2017,官田鋼,,2,上市,114,-380659,522799,264587,-258212,40598,81849
2020,美亞,-15070,2,上市,114,285571,477043,661615,184572,-1156687,1070758
2022,聚亨,-257936,2,上市,114,-226908,879861,890715,10854,454096,41602
2023,燁輝,236758,2,上市,114,-1345371,8762028,8630886,-131142,1010703,-33232
2024,志聯,-261,2,上市,114,3311,106069,88474,-17595,30580,-51225
2025,千興,-86,2,上市,114,32940,100981,111985,11004,-422141,400291
2027,大成鋼,-661986,2,上市,114,-3810354,7248742,15245219,7996477,1773937,10694880
2028,威致,,2,上市,114,-62326,140444,80738,-59706,1088879,-1086259
2029,盛餘,-29178,2,上市,114,5421,2767824,3280743,512919,515949,20727
2030,彰源,-66913,2,上市,114,-369253,1215975,1344884,128909,814006,-248931
2031,新光鋼,-734,2,上市,114,-43075,1212459,1236573,24114,-26467,94390
2032,新鋼,,2,上市,114,-39299,102598,81822,-20776,-92451,110974
2033,佳大,,2,上市,114,-1245,65060,72186,7126,20105,-11734
2034,允強,-42652,2,上市,114,-612028,942549,837848,-104701,-770208,1320187
2038,海光,,2,上市,114,-73438,449014,644285,195271,480465,-211756
2049,上銀,-189848,2,上市,114,-1365230,7353929,7170821,-183108,1652320,-280350
2059,川湖,-1775868,2,上市,114,-254949,17488354,19705092,2216738,4325575,-78020
2062,橋椿,-138485,2,上市,114,-270326,1160519,944190,-216329,760206,-567724
2069,運錩,-136682,2,上市,114,-625619,145982,190868,44886,981165,-173978
2072,世紀風電,,2,上市,114,-1139339,4016544,4979902,963358,2899453,-796756
