公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1101,台泥,320827,1,上市,114,-13158475,77764504,89680417,11915913,6829705,17923856
1102,亞泥,189375,1,上市,114,2938070,13259732,16353804,3094072,2773756,-2807129
1103,嘉泥,33675,1,上市,114,-747934,2313203,1826659,-486544,94199,133516
1104,環泥,,1,上市,114,-19325,1576599,1766773,190174,183480,26019
1108,幸福,0,1,上市,114,-99117,493514,291270,-202244,248107,-351234
1109,信大,33831,1,上市,114,-161492,3021873,2905880,-115993,10773,895
1110,東泥,,1,上市,114,-55383,548447,524018,-24429,32025,-1071
1201,味全,9124,1,上市,114,-426213,1325519,1242533,-82986,-30711,364814
1203,味王,41338,1,上市,114,-105976,1776020,2198950,422930,516180,-28612
1210,大成,173932,1,上市,114,-884780,8134872,7618088,-516784,1737327,-1543263
1213,大飲,9,1,上市,114,-4479,143072,21844,-121228,-116742,-16
1215,卜蜂,118,1,上市,114,-549928,215000,227386,12386,1231477,-669281
1216,統一,561582,1,上市,114,-19252753,100442408,100917831,475423,6504088,12662506
1217,愛之味,-1695,1,上市,114,-41144,721333,575793,-145540,-152480,49779
1218,泰山,7197,1,上市,114,-393902,2750119,2352749,-397370,-3329,-7336
1219,福壽,187,1,上市,114,-126239,838237,923564,85327,532280,-320901
1220,台榮,0,1,上市,114,-45768,405624,546455,140831,321602,-135003
1225,福懋油,2238,1,上市,114,-5741,2291593,1613544,-678049,319678,-994224
1227,佳格,28537,1,上市,114,-911561,3126724,2854416,-272308,598832,11884
1229,聯華,49977,1,上市,114,-360189,4966714,5462434,495720,615880,190052
1231,聯華食,2772,1,上市,114,-137783,613309,947540,334231,25389,443853
1232,大統益,,1,上市,114,-98087,2235897,3024512,788615,890713,-4011
1233,天仁,138,1,上市,114,-15090,179200,169524,-9676,48850,-43574
1234,黑松,5303,1,上市,114,119359,1353872,1584676,230804,111668,-5526
1235,興泰,,1,上市,114,302962,51626,13859,-37767,-59093,-281636
1236,宏亞,0,1,上市,114,-52733,74287,32554,-41733,-58128,69128
1256,鮮活果汁-KY,24191,1,上市,114,-215613,797758,563055,-234703,-42387,-894
1301,台塑,43055,1,上市,114,-4180493,18200100,21005029,2804929,-106577,7048944
1303,南亞,1412957,1,上市,114,-4939396,66445373,64899944,-1545429,1364094,616916
1304,台聚,113315,1,上市,114,-779012,7604583,6797387,-807196,-63911,-77588
1305,華夏,-454,1,上市,114,-480057,1523912,1327003,-196909,-83816,367418
1307,三芳,67853,1,上市,114,-290902,3697059,3508815,-188244,76870,-42065
1308,亞聚,805,1,上市,114,-111911,1468956,1048960,-419996,-206378,-102512
1309,台達化,103,1,上市,114,-107635,886216,827956,-58260,220477,-171205
1310,台苯,244,1,上市,114,-4540,497755,573253,75498,28864,50930
1312,國喬,99408,1,上市,114,-938814,4358525,6170164,1811639,272507,2378538
1313,聯成,52218,1,上市,114,-243874,4862588,3498965,-1363623,-1240931,68964
1314,中石化,13285,1,上市,114,66549,6172176,5135099,-1037077,-1930772,813861
1315,達新,14262,1,上市,114,68963,2202455,2450253,247798,166076,-1503
1316,上曜,526,1,上市,114,-655071,1631952,1941837,309885,-536835,1501265
1319,東陽,111161,1,上市,114,-804942,4736971,5906708,1169737,1966686,-103168
1321,大洋,7609,1,上市,114,-113408,694400,684791,-9609,95400,790
1323,永裕,21930,1,上市,114,-35060,957530,1022081,64551,80973,-3292
1324,地球,1886,1,上市,114,-38360,248002,262673,14671,22216,28929
1325,恆大,1206,1,上市,114,-18865,497028,478690,-18338,-717,38
1326,台化,-88790,1,上市,114,-3303803,24382093,26669155,2287062,-2910582,8590237
1337,再生-KY,38789,1,上市,114,107071,1879297,1925942,46645,-96959,-2256
1338,廣華-KY,61672,1,上市,114,-62621,2536409,2782571,246162,132508,114603
1339,昭輝,-4913,1,上市,114,-22272,561073,721693,160620,222013,-34208
1340,勝悅-KY,18353,1,上市,114,-1108,684609,700110,15501,-1744,0
1341,富林-KY,-4749,1,上市,114,-199377,311620,220069,-91551,136947,-24372
1342,八貫,,1,上市,114,-23397,641080,730302,89222,145312,-32693
1402,遠東新,175735,1,上市,114,-1780733,41314608,37006894,-4307714,4719473,-7422189
1409,新纖,131712,1,上市,114,136982,9916370,10630809,714439,-2379542,2825287
1410,南染,,1,上市,114,-3114,500006,538487,38481,25419,16176
1413,宏洲,,1,上市,114,-1433,49831,37781,-12050,11091,-21708
1414,東和,,1,上市,114,-26947,178982,200752,21770,64878,-16161
1416,廣豐,27351,1,上市,114,-128964,145856,144084,-1772,13916,85925
1417,嘉裕,7600,1,上市,114,-1519,704042,707851,3809,1085,-3357
1418,東華,-1773,1,上市,114,23005,967572,924810,-42762,-67666,3672
1419,新紡,1560,1,上市,114,-541252,859291,861061,1770,150621,390841
1423,利華,,1,上市,114,70836,121466,188139,66673,-3727,-436
1432,大魯閣,6159,1,上市,114,-108153,656873,626819,-30054,91994,-20054
1434,福懋,40062,1,上市,114,-99581,3524678,3750903,226225,326563,-40819
1435,中福,0,1,上市,114,-12921,44555,17504,-27051,-14130,0
1436,華友聯,,1,上市,114,-90014,1391826,1666992,275166,-1063292,1428472
1437,勤益控,2793,1,上市,114,31624,677788,663997,-13791,31791,-79999
1438,三地開發,,1,上市,114,-4382,1653916,1291123,-362793,-229713,-128698
1439,雋揚,,1,上市,114,2955,504371,522979,18608,9810,5843
1440,南紡,145196,1,上市,114,70123,4756859,4745665,-11194,435367,-661880
1441,大東,11597,1,上市,114,20633,122917,286806,163889,122948,8711
1442,名軒,,1,上市,114,216,574535,1125189,550654,506285,44153
1443,立益物流,-59324,1,上市,114,-80580,124282,126248,1966,155745,-13875
1444,力麗,249,1,上市,114,-518647,650496,688734,38238,-183200,739836
1445,大宇,,1,上市,114,-14783,330497,336434,5937,21137,-417
1446,宏和,52627,1,上市,114,0,1033334,1425667,392333,442602,-102896
1447,力鵬,-11324,1,上市,114,-357600,1765356,1440032,-325324,-685214,728814
1449,佳和,-222,1,上市,114,-34814,203987,177093,-26894,71523,-63381
1451,年興,17445,1,上市,114,-72991,1855369,1716589,-138780,-79509,-3725
1452,宏益,,1,上市,114,-13326,837020,577710,-259310,-245535,-449
1453,大將,,1,上市,114,-7449,4117,6112,1995,-115465,124909
1454,台富,,1,上市,114,-128097,105544,56130,-49414,-25806,104489
1455,集盛,496,1,上市,114,-135332,140118,133183,-6935,99300,28601
1456,怡華,,1,上市,114,5459,137059,283349,146290,-228338,369169
1457,宜進,,1,上市,114,579752,234911,622554,387643,157247,-349356
1459,聯發,1580,1,上市,114,-227765,368687,361018,-7669,1964,216552
1460,宏遠,-30369,1,上市,114,-107208,816036,1021043,205007,635851,-293267
1463,強盛新,,1,上市,114,8642,799485,681894,-117591,-339512,213279
1464,得力,15536,1,上市,114,234144,1488436,2153761,665325,350698,64947
1465,偉全,,1,上市,114,261874,163451,171268,7817,-254009,-48
1466,聚隆,,1,上市,114,-31955,198420,278188,79768,92333,19390
1467,南緯,47266,1,上市,114,-66602,2240133,2363069,122936,101346,40926
1468,昶和,3324,1,上市,114,-26589,380169,315028,-65141,38103,-79979
1470,大統新創,569,1,上市,114,-12770,291257,314739,23482,36659,-976
1471,首利,-4726,1,上市,114,-117363,984574,883024,-101550,22951,-2412
1472,三洋實業,1768,1,上市,114,-217588,790965,688813,-102152,16798,96870
1473,台南,19562,1,上市,114,-45159,804611,997297,192686,-111222,329505
1474,弘裕,793,1,上市,114,-30991,450000,612905,162905,107176,85927
1475,業旺,,1,上市,114,58649,1326176,1436125,109949,51300,
1476,儒鴻,24392,1,上市,114,-1647395,3618179,3032203,-585976,1328857,-291830
1477,聚陽,26093,1,上市,114,-906916,2899706,3641392,741686,1574732,47777
1503,士電,50185,1,上市,114,-30551,3370646,3571114,200468,992626,-811792
1504,東元,197906,1,上市,114,-35480,26055287,27267580,1212293,99724,950143
1506,正道,3689,1,上市,114,-33723,399060,302562,-96498,-34486,-31978
1512,瑞利,7222,1,上市,114,50738,213055,105881,-107174,-88735,-76399
1513,中興電,27528,1,上市,114,-205197,2740611,2297458,-443153,1451515,-1716999
1514,亞力,6755,1,上市,114,13954,1023242,836271,-186971,-459543,251863
1515,力山,5111,1,上市,114,-147482,2372119,2151938,-220181,17677,-95487
1516,川飛,,1,上市,114,-9,144625,137355,-7270,-7261,0
1517,利奇,3152,1,上市,114,44811,807220,853852,46632,-1331,0
1519,華城,3836,1,上市,114,-334120,2480917,5017292,2536375,2385892,480767
1521,大億,-616,1,上市,114,-2716,292687,260648,-32039,24311,-53018
1522,堤維西,95757,1,上市,114,-476735,1540242,3013465,1473223,266524,1587677
1524,耿鼎,,1,上市,114,-106736,383111,526244,143133,306699,-56830
1525,江申,27813,1,上市,114,-42973,1790232,1755092,-35140,-19970,-10
1526,日馳,33577,1,上市,114,-3411,306828,340127,33299,42028,-38895
1527,鑽全,,1,上市,114,1039,156307,255823,99516,98477,0
1528,恩德,4920,1,上市,114,-271840,733587,781935,48348,25025,290243
1529,樂事綠能,0,1,上市,114,2728,303439,381894,78455,64943,10784
1530,亞崴,10042,1,上市,114,-35063,809774,861935,52161,56920,20262
1531,高林股,5419,1,上市,114,-66820,1117425,1248938,131513,193291,-377
1532,勤美,71393,1,上市,114,-769359,6030407,5416531,-613876,-503993,588083
1533,車王電,25683,1,上市,114,-94926,990966,595372,-395594,-58694,-267657
1535,中宇,11395,1,上市,114,-21566,1203566,801275,-402291,-327700,-64420
1536,和大,13714,1,上市,114,-256228,773323,708127,-65196,179936,-2618
1537,廣隆,24856,1,上市,114,-45229,1912728,2154727,241999,261994,378
1538,正峰,11932,1,上市,114,11058,41576,28982,-12594,-28973,-6611
1539,巨庭,12,1,上市,114,-9396,549973,612701,62728,29840,42272
1540,喬福,107,1,上市,114,-166326,386803,188016,-198787,-32568,
1541,錩泰,-699,1,上市,114,-3854,49134,229795,180661,212697,-27483
1558,伸興,30947,1,上市,114,-259702,2279804,2454036,174232,239853,163134
1560,中砂,27082,1,上市,114,-267673,2000757,2202263,201506,411119,30978
1563,巧新,-3616,1,上市,114,-547368,2153486,1264880,-888606,220084,-557706
1568,倉佑,-70,1,上市,114,-67866,459605,509237,49632,100819,16749
1582,信錦,45010,1,上市,114,-150886,3700938,3523153,-177785,105425,-177334
1583,程泰,30381,1,上市,114,-106075,1532663,1801104,268441,-7280,351415
1587,吉茂,14554,1,上市,114,-30821,453401,573343,119942,118955,17254
1589,永冠-KY,-94013,1,上市,114,-416722,2693896,3115061,421165,84900,847000
1590,亞德客-KY,30671,1,上市,114,17042,6726167,5301089,-1425078,1313878,-2786669
1597,直得,18655,1,上市,114,24421,864632,827896,-36736,2689,-82501
1598,岱宇,7653,1,上市,114,-153498,1159244,1023495,-135749,68205,-58109
1603,華電,,1,上市,114,6829,204286,185520,-18766,-421598,396003
1604,聲寶,3016,1,上市,114,-191646,898261,847145,-51116,43695,93819
1605,華新,1168200,1,上市,114,-2682506,10757417,10905177,147760,-2908122,4570188
1608,華榮,,1,上市,114,-93377,433715,364537,-69178,-306294,330493
1609,大亞,20132,1,上市,114,-1640054,7548132,7394538,-153594,76316,1390012
1611,中電,1434,1,上市,114,-2267,259205,346439,87234,96919,-8852
1612,宏泰,1119,1,上市,114,-126428,781120,755709,-25411,-51314,151212
1614,三洋電,,1,上市,114,-59393,103610,77955,-25655,40378,-6640
1615,大山,,1,上市,114,-19473,90183,83868,-6315,326240,-313082
1616,億泰,9215,1,上市,114,-46270,933605,888818,-44787,91901,-99633
1617,榮星,13721,1,上市,114,138691,500477,686741,186264,-10665,44517
1618,合機,85,1,上市,114,-10186,178386,184223,5837,10201,5737
1626,艾美特-KY,-5207,1,上市,114,100975,748438,521188,-227250,-729307,406289
1702,南僑,275891,1,上市,114,-1709012,8181308,6963358,-1217950,196104,19067
1707,葡萄王,13289,1,上市,114,-98303,4342605,3861462,-481143,13381,-409510
1708,東鹼,8810,1,上市,114,174531,2113651,2628255,514604,609137,-277874
1709,和益,41,1,上市,114,62674,449634,354574,-95060,236570,-394345
1710,東聯,542,1,上市,114,-182612,1674844,1495860,-178984,77961,-74875
1711,永光,2042,1,上市,114,-205551,1305622,1414457,108835,239160,73184
1712,興農,8424,1,上市,114,-6509,2096179,1972193,-123986,-219846,93945
1713,國化,,1,上市,114,93482,143513,212734,69221,-23651,-610
1714,和桐,49413,1,上市,114,-348860,6310968,6178619,-132349,-50774,217872
1717,長興,136630,1,上市,114,-1237795,7102753,6351656,-751097,546237,-196169
1718,中纖,-4384,1,上市,114,-8247585,49506703,53590256,4083553,10767723,1567799
1720,生達,263,1,上市,114,-241021,1520128,1634479,114351,285768,69341
1721,國慶科技,,1,上市,114,-12766,450917,396580,-54337,63960,-105531
1722,台肥,452,1,上市,114,-242942,4088248,4047171,-41077,220117,-18704
1723,中碳,3690,1,上市,114,-66956,1151306,808391,-342915,246444,-526093
1725,元禎,6953,1,上市,114,-36,804602,838413,33811,-101627,128521
1726,永記,31475,1,上市,114,-202347,1126750,1275258,148508,322565,-3185
1727,中華化,,1,上市,114,-76440,145528,160780,15252,59846,31846
1730,花仙子,5110,1,上市,114,-102,1101159,1207843,106684,102582,-906
1731,美吾華,1967,1,上市,114,35430,175367,180921,5554,3598,-35441
1732,毛寶,1576,1,上市,114,15118,148903,154157,5254,-11092,-348
1733,五鼎,10321,1,上市,114,-2477,532685,526621,-6064,-11420,-2488
1734,杏輝,7450,1,上市,114,-91193,1075672,963120,-112552,63959,-92768
1735,日勝化,4819,1,上市,114,-6249,341674,392137,50463,28239,23654
1736,喬山,372611,1,上市,114,-307507,2686730,2903587,216857,-109297,261050
1737,臺鹽,533,1,上市,114,-23834,1551310,1417082,-134228,-42155,-68772
1752,南光,-1,1,上市,114,-46005,301542,362496,60954,138972,-32012
1760,寶齡富錦,421,1,上市,114,-18105,558371,505082,-53289,33215,-68820
1762,中化生,179,1,上市,114,-22532,222275,275126,52851,76143,-939
1773,勝一,372,1,上市,114,-298315,373079,258925,-114154,695819,-512030
1776,展宇,5311,1,上市,114,5008,469981,503612,33631,45758,-22446
1783,和康生,-1684,1,上市,114,-15646,639054,702878,63824,74254,6900
1786,科妍,34,1,上市,114,78345,706022,899158,193136,115223,-466
1789,神隆,5902,1,上市,114,-1262925,4165987,3097705,-1068282,176693,12048
1795,美時,17483,1,上市,114,-1851482,6030113,5604915,-425198,2728893,-1320092
1802,台玻,173885,1,上市,114,-1470312,8632705,7728535,-904170,-197249,589506
1805,寶徠,11,1,上市,114,79,682956,620889,-62067,-85104,22947
1806,冠軍,6828,1,上市,114,-101609,1917490,1938209,20719,127571,-12071
1808,潤隆,,1,上市,114,8145,6477170,5802246,-674924,-1377143,694074
1809,中釉,19370,1,上市,114,-16777,515122,511309,-3813,-36858,30452
1810,和成,-1687,1,上市,114,-326045,771531,623722,-147809,189499,-9576
1817,凱撒衛,5169,1,上市,114,-52198,251893,369728,117835,104555,60309
1903,士紙,,1,上市,114,-28188,226564,244096,17532,2309,43411
1904,正隆,26701,1,上市,114,-1012542,7357995,6681532,-676463,1066592,-757214
1905,華紙,8047,1,上市,114,-883558,1365522,934058,-431464,-931547,1375594
1906,寶隆,,1,上市,114,-53345,153590,81156,-72434,11507,-30596
1907,永豐餘,129288,1,上市,114,-2313853,11919493,10661901,-1257592,-1769473,2696446
1909,榮成,-454132,1,上市,114,-225670,989457,2400238,1410781,1060433,1030150
2002,中鋼,441401,1,上市,114,-9078191,15065137,13097760,-1967377,6836786,-167373
2006,東和鋼鐵,12650,1,上市,114,-207440,1519082,2127224,608142,2443995,-1641063
2007,燁興,,1,上市,114,-129700,213093,149922,-63171,-331081,397610
2008,高興昌,,1,上市,114,-114867,315406,252296,-63110,-48156,99913
2009,第一銅,,1,上市,114,-25173,139179,95823,-43356,73615,-91798
2010,春源,51020,1,上市,114,-105750,528727,669302,140575,-357666,552971
2012,春雨,16906,1,上市,114,-9988,1390365,1950150,559785,497960,54907
2013,中鋼構,,1,上市,114,-77802,467748,499795,32047,838312,-728463
2014,中鴻,,1,上市,114,-318570,673982,312675,-361307,-361776,319039
2015,豐興,,1,上市,114,181332,1171339,2541360,1370021,2011506,-822817
2017,官田鋼,,1,上市,114,-336983,522799,297185,-225614,3321,108048
2020,美亞,1527,1,上市,114,-21165,477043,609621,132578,169324,-17108
2022,聚亨,-96304,1,上市,114,-171213,879861,700948,-178913,335578,-246974
2023,燁輝,-46126,1,上市,114,-1251414,8762028,8815732,53704,-640291,1991535
2024,志聯,-193,1,上市,114,5031,106069,100335,-5734,1102,-11674
2025,千興,57,1,上市,114,29522,100981,42671,-58310,-225760,137871
2027,大成鋼,70855,1,上市,114,-912111,7248742,11659419,4410677,-1218463,6470396
2028,威致,,1,上市,114,-71511,140444,71116,-69328,379156,-376973
2029,盛餘,-423,1,上市,114,381775,2767824,3347932,580108,189614,9142
2030,彰源,21324,1,上市,114,-253673,1215975,1174347,-41628,423849,-233128
2031,新光鋼,84,1,上市,114,-54183,1212459,1181574,-30885,-522667,545881
2032,新鋼,,1,上市,114,0,102598,63645,-38953,-108494,69541
2033,佳大,,1,上市,114,-14790,65060,52302,-12758,-6441,8473
2034,允強,7739,1,上市,114,-335128,942549,1097858,155309,-94262,576960
2038,海光,,1,上市,114,-67951,449014,534337,85323,318654,-165380
2049,上銀,84988,1,上市,114,-673356,7353929,7575229,221300,1042074,-232406
2059,川湖,72127,1,上市,114,-137273,17488354,19929488,2441134,2545275,-38995
2062,橋椿,21516,1,上市,114,-13932,1160519,1358777,198258,446993,-256319
2069,運錩,36783,1,上市,114,-529083,145982,262293,116311,238391,370220
2072,世紀風電,,1,上市,114,-292685,4016544,3279484,-737060,-591568,147193
2101,南港,22692,1,上市,114,182134,1925324,1938760,13436,-640214,448824
2102,泰豐,8387,1,上市,114,-25365,784299,753773,-30526,-30109,16561
2103,台橡,223529,1,上市,114,-128393,6335266,6056143,-279123,-1347421,973162
2104,國際中橡,41954,1,上市,114,2609346,7513216,12185567,4672351,408983,1612068
2105,正新,653910,1,上市,114,-667418,26609220,26503123,-106097,1658316,-1750905
2106,建大,62131,1,上市,114,89688,8017817,8384815,366998,180620,34559
2107,厚生,1501,1,上市,114,-430262,710696,665080,-45616,152390,230755
2108,南帝,131059,1,上市,114,-176303,10219416,9928522,-290894,-206161,-39489
2109,華豐,36336,1,上市,114,-15049,2665645,2728099,62454,156522,-115355
2114,鑫永銓,5951,1,上市,114,-353127,713641,459314,-254327,118277,-25428
2115,六暉-KY,11332,1,上市,114,-51281,1018133,1032569,14436,65422,-11037
2201,裕隆,136711,1,上市,114,-907394,14015471,12222743,-1792728,4195082,-5217127
2204,中華,37543,1,上市,114,-377821,5479914,5529504,49590,121774,268094
2206,三陽工業,76513,1,上市,114,-616671,10296462,9422023,-874439,-798244,463963
2207,和泰車,545126,1,上市,114,-6586607,18968725,23189434,4220709,16946523,-6684333
2208,台船,,1,上市,114,-229747,3624339,3852006,227667,2117348,-1659934
2211,長榮鋼,,1,上市,114,-251006,1991237,1650439,-340798,-104183,14391
2227,裕日車,70311,1,上市,114,135304,6348256,6146192,-202064,-396029,-11650
2228,劍麟,85271,1,上市,114,47303,610285,758228,147943,17614,-2245
2231,為升,12116,1,上市,114,-405602,2254359,2172584,-81775,-40584,352295
2233,宇隆,18880,1,上市,114,-207136,700020,684282,-15738,91947,80571
2236,百達-KY,50756,1,上市,114,18378,1622122,1224904,-397218,-143082,-323270
2239,英利-KY,254394,1,上市,114,245821,5243499,6099847,856348,163527,192606
2241,艾姆勒,1378,1,上市,114,-1550,71167,106087,34920,50423,-15331
2243,宏旭-KY,5481,1,上市,114,-4449,479658,512027,32369,34788,-3451
2247,汎德永業,,1,上市,114,-802598,2922555,2000639,-921916,687209,-806527
2248,華勝-KY,5608,1,上市,114,-31423,405852,788507,382655,82356,326114
2250,IKKA-KY,49831,1,上市,114,-29487,1342910,1334280,-8630,-3774,-25200
2254,巨鎧精密-創,862,1,上市,114,-10445,147647,154629,6982,81289,-64724
2258,鴻華先進-創,1596,1,上市,114,295094,4180593,3477791,-702802,-983209,-16283
2301,光寶科,1371043,1,上市,114,-1542003,100683607,105672870,4989263,6488122,-1327899
2302,麗正,521,1,上市,114,-98841,564394,488865,-75529,23610,-819
2303,聯電,1809572,1,上市,114,-10505657,105000226,106353757,1353531,23825705,-13776089
2305,全友,10148,1,上市,114,-17205,526750,524625,-2125,26232,-21300
2308,台達電,3770320,1,上市,114,-11843464,117459250,140291096,22831846,16266606,14638384
2312,金寶,958679,1,上市,114,-1291363,9787176,17140170,7352994,2539155,5146523
2313,華通,167606,1,上市,114,-1807973,11152324,12554227,1401903,1948224,1094046
2314,台揚,1786,1,上市,114,-18199,587755,394908,-192847,-150214,-26220
2316,楠梓電,12665,1,上市,114,-342068,1192816,984105,-208711,80017,40675
2317,鴻海,13239487,1,上市,114,-63552956,937108093,929283294,-7824799,-51063465,93552135
2321,東訊,,1,上市,114,-11456,225484,146407,-79077,-29598,-38023
2323,中環,37020,1,上市,114,-148580,2637373,1848808,-788565,-1144701,467696
2324,仁寶,1578182,1,上市,114,-1976763,78947882,83502479,4554597,14966872,-10013694
2327,國巨*,971778,1,上市,114,-1087723,61117610,66374162,5256552,7334424,-1961927
2328,廣宇,102074,1,上市,114,542616,6754713,6776184,21471,-447386,-175833
2329,華泰,2059,1,上市,114,-604757,4445344,3963243,-482101,171266,-50669
2330,台積電,16461553,1,上市,114,-290192426,2127627043,2394804250,267177207,625573672,-84665592
2331,精英,-3244,1,上市,114,-600333,4407477,4039780,-367697,301013,-65133
2332,友訊,323628,1,上市,114,-73576,4416806,4560007,143201,-6156,-100695
2337,旺宏,131048,1,上市,114,-593165,11623489,12575865,952376,-402151,1816644
2338,光罩,6964,1,上市,114,-751884,1430542,1234099,-196443,518876,29601
2340,台亞,,1,上市,114,-171678,2296957,2333100,36143,-448628,656449
2342,茂矽,,1,上市,114,-34413,891333,917613,26280,103377,-42684
2344,華邦電,473983,1,上市,114,-2045206,14100396,18378489,4278093,392681,5456635
2345,智邦,109382,1,上市,114,1116498,18693890,24052509,5358619,4077598,55141
2347,聯強,1583508,1,上市,114,-2781944,25817640,17753228,-8064412,12193311,-19059287
2348,海悅,,1,上市,114,-103022,5763516,5415275,-348241,-520324,275105
2349,錸德,80728,1,上市,114,-429091,3972713,3661897,-310816,-502252,539799
2351,順德,1640,1,上市,114,-192109,1072607,930059,-142548,51256,-3335
2352,佳世達,412217,1,上市,114,-2394040,26154034,24926471,-1227563,896015,-141755
2353,宏碁,1276204,1,上市,114,-4387668,37664975,35760188,-1904787,955403,251274
2354,鴻準,233419,1,上市,114,-213386,9918179,10694421,776242,748703,7506
2355,敬鵬,37546,1,上市,114,-997528,2964354,2237080,-727274,301795,-69087
2356,英業達,343793,1,上市,114,-4140262,30933801,30610596,-323205,-512522,3985786
