公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1240,茂生農經,,3,上櫃,113,13276,75193,59256,-15937,90641,-119854
1259,安心,-215,3,上櫃,113,-646073,764974,757983,-6991,598389,40908
1264,德麥,25141,3,上櫃,113,-344421,654482,662728,8246,518914,-191388
1268,漢來美食,,3,上櫃,113,-236960,806573,1243120,436547,632177,41330
1294,漢田生技,15,3,上櫃,113,-21589,167090,403749,236659,68580,189653
1295,生合,2869,3,上櫃,113,-325125,346738,391872,45134,175314,192076
1336,台翰,53332,3,上櫃,113,-520421,594077,267474,-326603,128130,12356
1565,精華,448,3,上櫃,113,-128179,2063672,1965120,-98552,494032,-464853
1569,濱川,11384,3,上櫃,113,-343800,1125885,961191,-164694,339817,-172095
1570,力肯,246,3,上櫃,113,24140,107173,157348,50175,80050,-54261
1580,新麥,37533,3,上櫃,113,34415,989384,960820,-28564,394178,-494690
1584,精剛,,3,上櫃,113,-1833189,460997,272516,-188481,-145467,1790175
1586,和勤,13060,3,上櫃,113,-38007,414492,349229,-65263,116099,-156415
1591,駿吉-KY,8407,3,上櫃,113,15746,75866,126460,50594,-26868,53309
1593,祺驊,6008,3,上櫃,113,-44917,350563,293218,-57345,39616,-58052
1595,川寶,-2685,3,上櫃,113,-90075,988138,1223563,235425,-43506,371691
1599,宏佳騰,267,3,上櫃,113,-116084,738146,717099,-21047,41032,53738
1742,台蠟,14377,3,上櫃,113,1634644,111785,132508,20723,354314,-1982612
1777,生泰,,3,上櫃,113,-75236,666922,641644,-25278,471465,-421507
1781,合世,7249,3,上櫃,113,-42128,150719,235186,84467,-22027,141373
1784,訊聯,688,3,上櫃,113,-426670,238492,360089,121597,116872,430707
1785,光洋科,130530,3,上櫃,113,-1868350,2362456,1890793,-471663,196282,1069875
1788,杏昌,4580,3,上櫃,113,-306059,401137,371390,-29747,284840,-13108
1796,金穎生技,840,3,上櫃,113,-17068,120153,136802,16649,-21320,54197
1799,易威,5181,3,上櫃,113,-13403,262906,331906,69000,-87527,164749
1813,寶利徠,-5903,3,上櫃,113,-67848,118838,101351,-17487,41231,15033
1815,富喬,43979,3,上櫃,113,-1024936,1344357,1088753,-255604,98047,627306
2035,唐榮公司,,3,上櫃,113,-138706,288673,26611,-262062,-984579,861223
2061,風青,13043,3,上櫃,113,4694,88826,83862,-4964,-151126,128425
2063,世鎧精密,1590,3,上櫃,113,-26372,595195,650469,55274,112502,-32446
2064,晉椿,-5675,3,上櫃,113,126667,269005,217993,-51012,-31784,-140220
2065,世豐,-1142,3,上櫃,113,46137,410955,653774,242819,239926,-42102
2066,世德,7520,3,上櫃,113,-326915,845193,890793,45600,252588,112407
2067,嘉鋼,9101,3,上櫃,113,-55723,84821,97193,12372,-53294,112288
2070,精湛,1881,3,上櫃,113,-109962,621825,200064,-421761,56266,-369946
2073,雄順,,3,上櫃,113,-17296,98716,55179,-43537,63661,-89902
2221,大甲,559,3,上櫃,113,-11593,193915,209926,16011,80347,-53302
2230,泰茂,18639,3,上櫃,113,-92503,390638,460632,69994,151158,-7300
2235,謚源,,3,上櫃,113,-15089,338188,158225,-179963,63671,-228545
2596,綠意,,3,上櫃,113,24500,254951,337673,82722,-747538,805760
2640,大車隊,,3,上櫃,113,-203711,763697,724488,-39209,524430,-359928
2641,正德,23487,3,上櫃,113,-2152006,448715,421441,-27274,510305,1590940
2643,捷迅,22062,3,上櫃,113,-443578,998001,509813,-488188,119910,-186582
2718,全心投控,,3,上櫃,113,-3346,1540417,4399478,2859061,3677261,-814854
2719,燦星旅,,3,上櫃,113,-96153,406853,375013,-31840,77503,-13190
2724,藝舍-KY,-567,3,上櫃,113,-4847,193977,196324,2347,40894,-33133
2726,雅茗-KY,6819,3,上櫃,113,-136505,254623,230840,-23783,123382,-17479
2729,瓦城,-2047,3,上櫃,113,-635376,366874,235999,-130875,612039,-105491
2732,六角,12610,3,上櫃,113,-116248,1192334,1300948,108614,353740,-141488
2734,易飛網,143,3,上櫃,113,-214541,378680,234895,-143785,-81438,152051
2736,富野,45,3,上櫃,113,-260709,309388,232716,-76672,-94805,278797
2740,華軒,,3,上櫃,113,-25166,123398,35809,-87589,-50815,-11608
2743,山富,,3,上櫃,113,-114776,801870,1035154,233284,385835,-37775
2745,五福,,3,上櫃,113,-494478,823791,553841,-269950,353701,-129173
2751,王座,640,3,上櫃,113,-48097,167723,372063,204340,216167,35630
2752,豆府,81,3,上櫃,113,-109808,885183,701379,-183804,383506,-457583
2754,亞洲藏壽司,5502,3,上櫃,113,-320815,219656,366828,147172,666371,-203886
2755,揚秦,694,3,上櫃,113,66072,452792,599991,147199,98354,-17921
2756,聯發國際,-46,3,上櫃,113,-137068,147385,199414,52029,70595,118548
2916,滿心,,3,上櫃,113,-79221,70428,243748,173320,51956,200585
2924,宏太-KY,-89,3,上櫃,113,38668,44398,399121,354723,-31360,347504
2926,誠品生活,31079,3,上櫃,113,-774804,1671801,964442,-707359,686690,-650324
2937,集雅社,,3,上櫃,113,-89974,248867,226200,-22667,15486,51821
2941,米斯特,,3,上櫃,113,-74677,142212,166656,24444,52014,47107
2947,振宇五金,,3,上櫃,113,-96783,242003,202131,-39872,195439,-138528
2948,寶陞,31625,3,上櫃,113,-20170,309861,124136,-185725,-43142,-154038
2949,欣新網,,3,上櫃,113,32612,439854,299551,-140303,-273401,100486
3064,泰偉,781,3,上櫃,113,5685,49585,57226,7641,9914,-8739
3066,李洲,5360,3,上櫃,113,-110312,170216,115069,-55147,-52138,101943
3067,全域,1507,3,上櫃,113,-35113,164188,103225,-60963,-26127,-1230
3071,協禧,92573,3,上櫃,113,-79848,1496918,1526793,29875,59473,-42323
