公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1240,茂生農經,,1,上櫃,114,-20837,70934,65308,-5626,71955,-56744
1259,安心,-2679,1,上櫃,114,-118960,750414,658322,-92092,159701,-130154
1264,德麥,10642,1,上櫃,114,-90582,794621,962312,167691,387419,-139788
1268,漢來美食,,1,上櫃,114,-170023,1018259,903503,-114756,83027,-27760
1294,漢田生技,35,1,上櫃,114,-5644,382423,363949,-18474,29808,-42673
1295,生合,8592,1,上櫃,114,-131904,469387,413108,-56279,21184,45849
1336,台翰,-9634,1,上櫃,114,-61699,319733,355311,35578,22639,84272
1565,精華,286,1,上櫃,114,-29826,2376201,2424203,48002,114263,-36721
1569,濱川,47158,1,上櫃,114,-71918,867338,971835,104497,-223625,352882
1570,力肯,-68,1,上櫃,114,-16133,134410,123707,-10703,8399,-2901
1580,新麥,24681,1,上櫃,114,-62759,1223143,1277069,53926,97741,-5737
1584,精剛,,1,上櫃,114,-63507,408080,444251,36171,245844,-146166
1586,和勤,4993,1,上櫃,114,-19875,449309,609738,160429,51240,124071
1591,駿吉-KY,4081,1,上櫃,114,-758,152845,250293,97448,15296,78829
1593,祺驊,1900,1,上櫃,114,5450,313124,362736,49612,15074,27188
1595,川寶,7624,1,上櫃,114,44263,1121857,1214485,92628,24602,16139
1599,宏佳騰,-816,1,上櫃,114,-40495,601326,612251,10925,25871,26365
1742,台蠟,17185,1,上櫃,114,25,106772,284246,177474,208020,-47756
1777,生泰,,1,上櫃,114,-15838,656797,755745,98948,115558,-772
1780,立弘,2080,1,上櫃,114,-9908,978331,1062724,84393,98256,-6035
1781,合世,3852,1,上櫃,114,-1388,227022,210836,-16186,-14604,-4046
1784,訊聯,95,1,上櫃,114,10264,242792,194165,-48627,-37828,-21158
1785,光洋科,63938,1,上櫃,114,555041,1731756,2846247,1114491,290505,205007
1788,杏昌,561,1,上櫃,114,-47340,414865,409794,-5071,-24074,65782
1796,金穎生技,373,1,上櫃,114,-5043,122450,257249,134799,28571,110898
1799,易威,2816,1,上櫃,114,40471,325665,389952,64287,44092,-23092
1813,寶利徠,-3305,1,上櫃,114,-3720,85482,94864,9382,1696,14711
1815,富喬,13902,1,上櫃,114,-453820,1318310,1224483,-93827,17607,328484
2035,唐榮公司,,1,上櫃,114,-75083,114169,131102,16933,-750906,842922
2061,風青,8859,1,上櫃,114,30183,91154,71744,-19410,-33859,-24593
2063,世鎧精密,453,1,上櫃,114,-164579,603009,453291,-149718,5950,8458
2064,晉椿,-25,1,上櫃,114,-11224,368781,306844,-61937,-18349,-32339
2065,世豐,1424,1,上櫃,114,-544209,387299,480776,93477,108292,527970
2066,世德,8299,1,上櫃,114,-23930,897246,870767,-26479,72491,-83339
2067,嘉鋼,14449,1,上櫃,114,-12074,89229,60066,-29163,-27718,-3820
2070,精湛,1352,1,上櫃,114,-24811,186106,342620,156514,34686,145287
2073,雄順,,1,上櫃,114,-23339,49687,47279,-2408,20174,757
2221,大甲,601,1,上櫃,114,-12694,283329,400556,117227,84392,44928
2230,泰茂,16270,1,上櫃,114,-9200,523969,719391,195422,139991,48361
2235,謚源,,1,上櫃,114,43815,106807,213115,106308,65633,-3140
2596,綠意,,1,上櫃,114,,342746,529034,186288,506588,-320300
2640,大車隊,,1,上櫃,114,-150988,883246,855348,-27898,141920,-18830
2641,正德,1175,1,上櫃,114,-2387140,475521,533150,57629,446206,1997388
2643,捷迅,5037,1,上櫃,114,351036,441961,516345,74384,-315453,33764
2718,全心投控,,1,上櫃,114,-1677351,3643342,2406838,-1236504,443788,-2941
2719,燦星旅,,1,上櫃,114,196,161509,162113,604,3793,-3385
2724,藝舍-KY,0,1,上櫃,114,-783,324040,210358,-113682,-110429,-2470
2726,雅茗-KY,1626,1,上櫃,114,-48364,151261,146312,-4949,29192,12597
2729,瓦城,1519,1,上櫃,114,-99141,271994,346088,74094,199065,-27349
2732,六角,5191,1,上櫃,114,-283272,1176629,1047829,-128800,61109,88172
2734,易飛網,0,1,上櫃,114,-5561,479985,346488,-133497,28895,-156831
2736,富野,20,1,上櫃,114,-12083,208546,204414,-4132,-2982,10913
2740,華軒,,1,上櫃,114,-1784,13202,25358,12156,19738,-5798
2743,山富,,1,上櫃,114,-61185,1060311,832124,-228187,-62524,-104478
