公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1240,茂生農經,,3,上櫃,112,-36535,55531,52314,-3217,228251,-194933
1259,安心,1560,3,上櫃,112,-422495,1078902,831811,-247091,644474,-470630
1264,德麥,6106,3,上櫃,112,-65192,689072,485202,-203870,453440,-598224
1268,漢來美食,,3,上櫃,112,-363870,824450,887410,62960,566974,-140144
1336,台翰,49914,3,上櫃,112,-227870,679818,563715,-116103,262401,-200548
1565,精華,-27,3,上櫃,112,-111351,2283352,1794297,-489055,614602,-992279
1569,濱川,1631,3,上櫃,112,-210524,1322472,865220,-457252,342869,-591228
1570,力肯,292,3,上櫃,112,-3383,162927,123522,-39405,17138,-53452
1580,新麥,15519,3,上櫃,112,-116949,742389,721364,-21025,491248,-410843
1584,精剛,,3,上櫃,112,-580346,254835,640508,385673,29398,936621
1586,和勤,1396,3,上櫃,112,-38029,351084,512124,161040,198609,-936
1591,駿吉-KY,-3387,3,上櫃,112,-2,176005,90991,-85014,-40641,-40984
1593,祺驊,7254,3,上櫃,112,-54925,331929,288342,-43587,97373,-93289
1595,川寶,2135,3,上櫃,112,-88583,1442401,1044972,-397429,-221818,-89163
1599,宏佳騰,-175,3,上櫃,112,-76079,940261,928165,-12096,75261,-11103
1742,台蠟,8682,3,上櫃,112,-1222821,137734,109578,-28156,133359,1052624
1777,生泰,,3,上櫃,112,-238030,844960,756155,-88805,188051,-38826
1781,合世,14361,3,上櫃,112,-6262,156640,190434,33794,62685,-36990
1784,訊聯,-5,3,上櫃,112,-172913,161614,162611,997,104157,69758
1785,光洋科,4324,3,上櫃,112,-761836,2206839,2627352,420513,1140889,37136
1788,杏昌,1175,3,上櫃,112,-41825,324220,348651,24431,244872,-179791
1796,金穎生技,29,3,上櫃,112,-65749,100690,114878,14188,142742,-62834
1799,易威,-5034,3,上櫃,112,88067,159025,237879,78854,-85006,80827
1813,寶利徠,-9995,3,上櫃,112,-7693,179006,158237,-20769,57395,-60476
1815,富喬,29642,3,上櫃,112,-217386,1439372,1219390,-219982,-211592,179354
2035,唐榮公司,,3,上櫃,112,-122846,507044,236048,-270996,-325570,177420
2061,風青,372,3,上櫃,112,-16223,91285,106268,14983,59683,-28849
2063,世鎧精密,799,3,上櫃,112,-13814,252722,421546,168824,385375,-203536
2064,晉椿,10333,3,上櫃,112,-199866,246778,226484,-20294,317017,-147778
2065,世豐,840,3,上櫃,112,-507532,391924,199920,-192004,465815,-151127
2066,世德,17620,3,上櫃,112,47382,646601,1004984,358383,256409,36972
2067,嘉鋼,-5917,3,上櫃,112,-65068,115330,118142,2812,5944,67853
2070,精湛,5,3,上櫃,112,-6992,295489,255318,-40171,-18399,-14785
2073,雄順,,3,上櫃,112,-20462,46730,101367,54637,43226,31873
2221,大甲,104,3,上櫃,112,-30220,277334,226681,-50653,114956,-135493
2230,泰茂,11423,3,上櫃,112,-105600,287125,403670,116545,70501,140221
2235,謚源,,3,上櫃,112,240532,442155,261754,-180401,94368,-515301
2596,綠意,,3,上櫃,112,135169,236345,482197,245852,-326717,437400
2640,大車隊,,3,上櫃,112,-131176,635676,607283,-28393,440999,-338216
2641,正德,3574,3,上櫃,112,-1646197,1597253,1142837,-454416,259878,928329
2643,捷迅,36681,3,上櫃,112,92113,1011594,1001629,-9965,-45314,-93445
2718,全心投控,,3,上櫃,112,14992,901145,1675533,774388,1035639,-276243
2719,燦星旅,,3,上櫃,112,-11076,404179,432441,28262,42753,-3415
2724,藝舍-KY,126,3,上櫃,112,220564,45624,256840,211216,58031,-67505
2726,雅茗-KY,8932,3,上櫃,112,-48578,313675,219819,-93856,8660,-62870
2729,瓦城,-6146,3,上櫃,112,-491116,388222,313500,-74722,786815,-364275
2732,六角,7875,3,上櫃,112,-153292,816632,829531,12899,491288,-332972
2734,易飛網,239,3,上櫃,112,-24786,308154,422005,113851,80940,57458
2736,富野,75,3,上櫃,112,-165000,408103,305221,-102882,55831,6212
2740,華軒,,3,上櫃,112,-7669,178523,147757,-30766,-12775,-10322
2743,山富,,3,上櫃,112,-271819,451973,607900,155927,307661,120085
2745,五福,,3,上櫃,112,-10477,264715,526222,261507,146810,125174
2752,豆府,105,3,上櫃,112,-67792,848174,864378,16204,440908,-357017
2754,亞洲藏壽司,-1484,3,上櫃,112,-545468,376186,301748,-74438,641485,-168971
2755,揚秦,2527,3,上櫃,112,-201528,552733,470435,-82298,161906,-45203
2756,聯發國際,4762,3,上櫃,112,-68939,398141,267604,-130537,84414,-150774
2916,滿心,,3,上櫃,112,-63811,119051,123878,4827,245528,-176890
2924,宏太-KY,297,3,上櫃,112,-2561,48026,52884,4858,-26204,33326
2926,誠品生活,8037,3,上櫃,112,-762321,1325295,1382905,57610,1030767,-218873
2937,集雅社,,3,上櫃,112,3174,364810,197425,-167385,-100598,-69961
2941,米斯特,,3,上櫃,112,-13587,125707,130415,4708,82356,-64061
2947,振宇五金,,3,上櫃,112,-156044,200098,234373,34275,131535,58784
2948,寶陞,58228,3,上櫃,112,-36956,155160,95675,-59485,73059,-153816
2949,欣新網,,3,上櫃,112,142139,119924,264363,144439,-208258,210558
3064,泰偉,-12724,3,上櫃,112,9690,63810,50531,-13279,-1194,-9051
3066,李洲,-63,3,上櫃,112,-8100,368589,212249,-156340,-12233,-135944
3067,全域,106,3,上櫃,112,-106017,259768,167980,-91788,17031,-2908
3071,協禧,8625,3,上櫃,112,-19628,1163386,1457465,294079,443290,-138208
3073,天方能源,370,3,上櫃,112,133693,178730,282399,103669,38972,-69366
3078,僑威,86602,3,上櫃,112,1271045,1847595,3455203,1607608,1204602,-954641
3081,聯亞,1668,3,上櫃,112,-945912,1643506,535957,-1107549,163858,-327163
3083,網龍,10994,3,上櫃,112,11184,294275,285575,-8700,-22475,-8403
3085,新零售,0,3,上櫃,112,-41567,74791,51162,-23629,818,17120
3086,華義*,,3,上櫃,112,-18305,116629,109881,-6748,29005,-17448
3088,艾訊,51642,3,上櫃,112,-199902,1031621,1431023,399402,561293,-13631
3093,港建*,5642,3,上櫃,112,-11007,1205466,870492,-334974,107707,-437316
3095,及成,-1864,3,上櫃,112,-5785,116929,103268,-13661,7624,-13636
3105,穩懋,254210,3,上櫃,112,-2596202,10379712,6352259,-4027453,2690174,-4375635
3114,好德,19730,3,上櫃,112,5151,1024059,883631,-140428,241591,-406900
3115,富榮綱,7110,3,上櫃,112,0,234132,218157,-15975,-21355,-1730
3118,進階,,3,上櫃,112,-2938,463496,427916,-35580,24683,-57325
3122,笙泉,312,3,上櫃,112,-61189,143762,91791,-51971,15135,-6229
3128,昇銳,7939,3,上櫃,112,-19631,81114,112843,31729,2911,40510
3131,弘塑,833,3,上櫃,112,-566100,1921122,1818137,-102985,443055,19227
3141,晶宏,14677,3,上櫃,112,-166668,940347,917630,-22717,357671,-228397
3147,大綜,-778,3,上櫃,112,138788,61819,57055,-4764,-253819,111045
3152,璟德,0,3,上櫃,112,-653677,596367,254972,-341395,560050,-247768
3162,精確,-73647,3,上櫃,112,-495510,705851,681131,-24720,-526,544963
3163,波若威,14369,3,上櫃,112,-271973,1158753,1190221,31468,625621,-336549
3169,亞信,7754,3,上櫃,112,-25201,1565740,1403377,-162363,201266,-346182
3171,炎洲流通,283,3,上櫃,112,439260,94296,365057,270761,76204,-244986
3176,基亞,-42657,3,上櫃,112,-294728,2040633,1262409,-778224,-500354,59515
3178,公準,20,3,上櫃,112,-91411,332988,367425,34437,235901,-110073
3188,鑫龍騰,,3,上櫃,112,-169,261734,139861,-121873,-821882,700178
3191,雲嘉南,-295,3,上櫃,112,-4738,258816,223740,-35076,-11475,-18568
3205,佰研,195,3,上櫃,112,36459,189480,172453,-17027,-49876,-3805
3206,志豐,14278,3,上櫃,112,-6519,722198,1036290,314092,446616,-140283
3207,耀勝,6685,3,上櫃,112,-198007,325396,491151,165755,110934,246143
3211,順達,143263,3,上櫃,112,-2112401,3057536,1701050,-1356486,1969208,-1356556
3213,茂訊,-210,3,上櫃,112,14370,488751,234958,-253793,-31798,-236155
3217,優群,8605,3,上櫃,112,-171967,1299406,1148689,-150717,468578,-455933
3218,大學光,7419,3,上櫃,112,-521615,703019,688237,-14782,1106373,-606959
3219,倚強科,30346,3,上櫃,112,-304719,852906,857756,4850,175067,104156
3221,台嘉碩,5001,3,上櫃,112,90339,909235,764317,-144918,72834,-313092
3224,三顧,23946,3,上櫃,112,50288,2049403,2286844,237441,77456,85751
3226,龍鋒,18126,3,上櫃,112,-223291,546541,392009,-154532,288809,-238176
3227,原相,32906,3,上櫃,112,-211876,3862605,3451147,-411458,668144,-900632
3228,金麗科,,3,上櫃,112,-128184,169638,74387,-95251,15511,17422
3230,錦明,4374,3,上櫃,112,-8886,265555,133686,-131869,-73795,-53562
3232,昱捷,1400,3,上櫃,112,-8906,175696,214736,39040,157821,-111275
3234,光環,205,3,上櫃,112,41554,252870,186416,-66454,-114111,5898
3236,千如,10128,3,上櫃,112,-171735,617299,812538,195239,192764,164082
3252,海灣,,3,上櫃,112,901,74272,89365,15093,36477,-22285
3259,鑫創,,3,上櫃,112,-10814,65952,43901,-22051,-6915,-4322
3260,威剛,299324,3,上櫃,112,-1174976,5144994,3853985,-1291009,-8541385,8126028
3264,欣銓,40697,3,上櫃,112,-4666406,2954525,2227900,-726625,4359030,-459946
3265,台星科,30881,3,上櫃,112,-327332,1719592,1811396,91804,1096624,-708369
3268,海德威,1818,3,上櫃,112,44716,112557,177222,64665,10980,7151
3272,東碩,36129,3,上櫃,112,-61185,550366,1107538,557172,991879,-409651
3276,宇環,,3,上櫃,112,-29315,163125,65026,-98099,-56702,-12082
3284,太普高,398,3,上櫃,112,-128880,352980,293992,-58988,-3860,73354
3285,微端,6396,3,上櫃,112,-51904,430687,467018,36331,138712,-56873
3287,廣寰科,1809,3,上櫃,112,-160947,142211,88375,-53836,123269,-17967
3288,點晶,2987,3,上櫃,112,-1532,9265,6252,-3013,2891,-7359
3289,宜特,12792,3,上櫃,112,-554561,875347,850133,-25214,381895,134660
3290,東浦,7431,3,上櫃,112,52229,738597,1227046,488449,376870,51919
3293,鈊象,3403,3,上櫃,112,-6035636,8525288,1614085,-6911203,4052188,-4931158
3294,英濟,36689,3,上櫃,112,-11969,1756579,1557725,-198854,127949,-351523
3297,杭特,-864,3,上櫃,112,-146873,219873,80092,-139781,-12008,19964
3303,岱稜,6709,3,上櫃,112,-131325,445834,410571,-35263,269382,-180029
3306,鼎天,38,3,上櫃,112,-344801,488531,186404,-302127,75181,-32545
3310,佳穎,2853,3,上櫃,112,-6379,460677,501195,40518,130513,-86469
3313,斐成,,3,上櫃,112,191497,248046,255674,7628,-54122,-129747
3317,尼克森,-8,3,上櫃,112,-20828,1201443,1409036,207593,254621,-26192
3322,建舜電,-6042,3,上櫃,112,-316235,350797,477489,126692,157046,291923
3323,加百裕,4615,3,上櫃,112,-486866,1131007,1405903,274896,1074251,-317104
3324,雙鴻,-629,3,上櫃,112,-592420,1483701,1233859,-249842,1390895,-1047688
3325,旭品,9512,3,上櫃,112,-50740,439153,435289,-3864,-150353,187717
3332,幸康,37407,3,上櫃,112,-183668,995854,738181,-257673,134587,-245999
3339,泰谷,,3,上櫃,112,60726,394172,522082,127910,67301,-117
3349,寶德,403,3,上櫃,112,-7148,249574,208242,-41332,-25929,-8658
3354,律勝,-14,3,上櫃,112,30741,422622,386829,-35793,-23467,-43053
3357,臺慶科,40473,3,上櫃,112,-1550424,1528877,1446872,-82005,835404,592542
3360,尚立,5968,3,上櫃,112,362242,580219,343213,-237006,460530,-1065746
3362,先進光,59259,3,上櫃,112,-650119,614071,649369,35298,299525,326633
3363,上詮,-3550,3,上櫃,112,-80047,561256,625175,63919,162229,-14713
3372,典範,,3,上櫃,112,-78030,601911,596467,-5444,74426,-1840
3373,熱映,6438,3,上櫃,112,-10991,197259,167228,-30031,-3870,-21608
3374,精材,,3,上櫃,112,-613023,3510150,2966448,-543702,915180,-845859
3379,彬台,65,3,上櫃,112,-5861,124297,164134,39837,9794,35839
3388,崇越電,86671,3,上櫃,112,-37654,2661213,2864740,203527,523823,-369313
3390,旭軟,45037,3,上櫃,112,697317,300767,982200,681433,161021,-221942
3402,漢科,7603,3,上櫃,112,-231709,2366004,1745785,-620219,62926,-459039
3430,奇鈦科,13633,3,上櫃,112,-25824,419187,442581,23394,161530,-125945
3434,哲固,24,3,上櫃,112,-1903,133807,89029,-44778,35105,-78004
3438,類比科,,3,上櫃,112,-64286,300810,316447,15637,145954,-66031
3441,聯一光電,12485,3,上櫃,112,10961,495412,484061,-11351,53976,-88773
3444,利機,1147,3,上櫃,112,-8392,327431,364631,37200,115999,-71554
3455,由田,839,3,上櫃,112,17278,653450,635783,-17667,310140,-345924
3465,進泰電子,-1758,3,上櫃,112,-50128,399874,292296,-107578,21397,-77089
3466,德晉,1472,3,上櫃,112,-76365,322055,365358,43303,-30512,148708
3479,安勤,47570,3,上櫃,112,-437460,1005991,1311703,305712,1267206,-571604
3483,力致,9690,3,上櫃,112,-305745,1444038,1312713,-131325,163371,1359
3484,崧騰,41883,3,上櫃,112,-595379,1716792,1507047,-209745,452089,-108338
3489,森寶,,3,上櫃,112,-776,418350,454482,36132,10690,26218
3490,單井,771,3,上櫃,112,-72257,252593,171595,-80998,44173,-53685
3491,昇達科,8522,3,上櫃,112,-420253,964178,603776,-360402,422259,-370930
3492,長盛,3684,3,上櫃,112,-34860,335157,225581,-109576,-33425,-44975
3498,陽程,14737,3,上櫃,112,394911,1105339,1184908,79569,-118806,-211273
3499,環天科,3460,3,上櫃,112,95637,358092,263937,-94155,-36206,-157046
3508,位速,-11982,3,上櫃,112,-105172,574537,593499,18962,-15610,151726
3511,矽瑪,2173,3,上櫃,112,-50175,771500,674086,-97414,405435,-454847
3512,皇龍,7299,3,上櫃,112,75366,748068,922645,174577,1037696,-945784
3516,亞帝歐,2897,3,上櫃,112,-137668,316837,239028,-77809,104497,-47535
3520,華盈,2447,3,上櫃,112,-5852,279258,314053,34795,73672,-35472
3521,台鋼建設,-6,3,上櫃,112,-9100,89046,389166,300120,59404,249822
3522,御嵿,,3,上櫃,112,-5321,64473,99014,34541,52518,-12656
3523,迎輝,-55,3,上櫃,112,-97193,75428,98484,23056,-58109,178413
3526,凡甲,30044,3,上櫃,112,123787,614954,774162,159208,431137,-425760
3527,聚積,14536,3,上櫃,112,-68506,1032934,1120959,88025,345503,-203508
3529,力旺,52353,3,上櫃,112,-111564,3066268,2302078,-764190,774259,-1479238
3531,先益,8662,3,上櫃,112,-158504,804195,727442,-76753,329923,-256834
3537,堡達,4007,3,上櫃,112,-17537,353248,332873,-20375,193818,-200663
3540,曜越,72580,3,上櫃,112,-70596,1137202,1014089,-123113,179409,-304506
3541,西柏,2986,3,上櫃,112,-14357,896378,920168,23790,-92409,127570
3546,宇峻,3087,3,上櫃,112,9366,406129,231349,-174780,86524,-273757
3548,兆利,10253,3,上櫃,112,-352875,2841048,2323754,-517294,245781,-420453
3551,世禾,1066,3,上櫃,112,-261871,1022583,836305,-186278,301590,-227063
3552,同致,37488,3,上櫃,112,-491283,908146,1706941,798795,1438364,-185774
3555,博士旺,186,3,上櫃,112,-119952,38804,37793,-1011,-27363,146118
3556,禾瑞亞,1155,3,上櫃,112,-22441,521000,399662,-121338,113559,-213611
3558,神準,14113,3,上櫃,112,-684939,4422117,3308578,-1113539,-304506,-138207
3564,其陽,1812,3,上櫃,112,-14424,354602,196032,-158570,143931,-289889
3567,逸昌,666,3,上櫃,112,-7104,100643,86701,-13942,78671,-86175
3570,大塚,159,3,上櫃,112,-10259,523870,512853,-11017,137508,-138425
3577,泓格,113,3,上櫃,112,-35815,87178,146797,59619,2614,92707
3580,友威科,1717,3,上櫃,112,261853,424644,304043,-120601,-172077,-212094
3581,博磊,4514,3,上櫃,112,28424,591132,640266,49134,59685,-43489
3587,閎康,-456,3,上櫃,112,-1025796,1652033,1574554,-77479,1233079,-284306
3594,磐儀,-12036,3,上櫃,112,-99409,487302,562074,74772,291783,-105566
3597,映興,-623,3,上櫃,112,-134227,293269,242879,-50390,132593,-48133
3609,三一東林,824,3,上櫃,112,-19285,291960,291977,17,-97395,115873
3611,鼎翰,21501,3,上櫃,112,-473676,1142046,1307967,165921,889867,-271771
3615,安可,115,3,上櫃,112,135001,1010748,1090754,80006,1112,-56222
3623,富晶通,,3,上櫃,112,-16251,84392,110970,26578,56761,-13932
3624,光頡,1684,3,上櫃,112,-208889,828616,590625,-237991,299086,-329872
3625,西勝,6723,3,上櫃,112,98014,212028,277587,65559,125425,-164603
3628,盈正,11035,3,上櫃,112,-56402,259173,304224,45051,172961,-82543
3629,地心引力,2741,3,上櫃,112,20864,168164,118244,-49920,-64086,-9439
3630,新鉅科,31280,3,上櫃,112,-147291,1247844,785518,-462326,3453,-349768
3631,晟楠,10488,3,上櫃,112,-94430,409561,356841,-52720,-81282,112504
3632,研勤,965,3,上櫃,112,2194,75154,74168,-986,23165,-27310
3646,艾恩特,16409,3,上櫃,112,-15658,212385,217311,4926,124298,-120123
3663,鑫科,-241,3,上櫃,112,-138468,200915,151584,-49331,-25932,115310
3664,安瑞-KY,11314,3,上櫃,112,-6087,100403,123828,23425,-68124,86322
3666,光耀,1696,3,上櫃,112,-18015,227172,114484,-112688,-229549,133180
3672,康聯訊,1082,3,上櫃,112,303,215551,240655,25104,-42923,66642
3675,德微,72,3,上櫃,112,-97038,493065,341628,-151437,366323,-420794
3680,家登,2173,3,上櫃,112,-1877981,2270488,2728368,457880,710894,1622794
3684,榮昌,551,3,上櫃,112,6422,148581,78587,-69994,-1987,-74980
3685,元創精密,4641,3,上櫃,112,-24447,290282,207437,-82845,47752,-110791
3687,歐買尬,645,3,上櫃,112,-283924,1184977,1138270,-46707,381004,-144432
3689,湧德,101537,3,上櫃,112,-193863,380748,1586420,1205672,745576,552422
3691,碩禾,26114,3,上櫃,112,-380897,2781496,2487085,-294411,-31247,91619
3693,營邦,29626,3,上櫃,112,-594174,600854,1026080,425226,1150409,-160635
3707,漢磊,-774,3,上櫃,112,-1021811,4734214,3963270,-770944,545515,-293874
3709,鑫聯大投控,80189,3,上櫃,112,-728634,1556798,1357334,-199464,157915,291066
3710,連展投控,-4404,3,上櫃,112,-287228,903326,960029,56703,478512,-130177
3713,新晶投控,,3,上櫃,112,-291153,225422,186922,-38500,36162,216491
4102,永日,,3,上櫃,112,-7834,144179,115375,-28804,65704,-86674
4105,東洋,71216,3,上櫃,112,63007,2357324,2522794,165470,511571,-480324
4107,邦特,8010,3,上櫃,112,-83763,1017296,1092287,74991,436561,-285817
4109,加捷生醫,-1351,3,上櫃,112,90989,125534,217151,91617,4136,-2157
4111,濟生,0,3,上櫃,112,-55619,456254,374269,-81985,46753,-73119
4113,聯上,,3,上櫃,112,40439,211409,178680,-32729,-918273,845105
4114,健喬,5919,3,上櫃,112,-359547,1087650,802383,-285267,307899,-239538
4116,明基醫,15856,3,上櫃,112,-179769,979783,798345,-181438,173967,-191492
4120,友華,140085,3,上櫃,112,-151690,1801021,1855836,54815,-170358,236778
4121,優盛,-3003,3,上櫃,112,-84038,510710,466727,-43983,240315,-197257
4123,晟德,0,3,上櫃,112,-1093852,796738,1752677,955939,-981462,3031253
4126,太醫,8737,3,上櫃,112,-279098,688289,510403,-177886,403232,-310757
4127,天良,,3,上櫃,112,-4791,107841,145582,37741,42934,-402
4128,中天,-1856,3,上櫃,112,-244378,1132070,701272,-430798,-79266,-105298
4129,聯合,5415,3,上櫃,112,-307083,398057,483048,84991,232662,153997
4131,浩泰,,3,上櫃,112,-10160,40257,304971,264714,-54483,329357
4138,曜亞,13153,3,上櫃,112,12317,679126,682621,3495,193945,-215920
4139,馬光-KY,8807,3,上櫃,112,-12140,91791,67412,-24379,113702,-134748
4147,中裕,7639,3,上櫃,112,12466,274110,265311,-8799,-54502,25598
4153,鈺緯,732,3,上櫃,112,-3274,346366,459627,113261,174896,-59093
4154,樂威科-KY,6964,3,上櫃,112,27858,196494,221722,25228,9057,-18651
4157,太景*-KY,264,3,上櫃,112,-60376,243109,89402,-153707,-76822,-16773
4160,訊聯基因,-131,3,上櫃,112,-4427,57446,71989,14543,23271,-4170
4161,聿新科,1,3,上櫃,112,-20145,310533,330728,20195,141787,-101448
4162,智擎,,3,上櫃,112,79468,1768859,1737285,-31574,181792,-292834
4163,鐿鈦,21750,3,上櫃,112,-214970,1112149,1268246,156097,354960,-5643
4167,松瑞藥,,3,上櫃,112,326539,1085993,1130073,44080,286646,-569105
4168,醣聯,,3,上櫃,112,193511,82187,109847,27660,-159128,-6723
4171,瑞基,453,3,上櫃,112,15104,748614,494215,-254399,-18915,-251041
4173,久裕,,3,上櫃,112,-54760,690726,592241,-98485,-163121,119396
4174,浩鼎,5010,3,上櫃,112,-2075687,4741109,2058972,-2682137,-1226420,614960
4175,杏一,6562,3,上櫃,112,-170042,1004462,1007306,2844,513578,-347254
4183,福永生技,2691,3,上櫃,112,-8356,178658,179109,451,33622,-27506
4188,安克,,3,上櫃,112,14568,47044,24315,-22729,-34547,-2750
4192,杏國,25,3,上櫃,112,-594,269145,148176,-120969,-52236,-68164
4198,欣大健康,-2088,3,上櫃,112,-24365,112324,99652,-12672,-58233,72014
4205,中華食,,3,上櫃,112,-117726,1012566,893532,-119034,257307,-258615
4207,環泰,-17488,3,上櫃,112,-155538,567476,586562,19086,307983,-115871
4303,信立,31,3,上櫃,112,-109926,89438,68794,-20644,24936,64315
4304,勝昱,-58,3,上櫃,112,-42029,47907,44601,-3306,2375,36406
4305,世坤,,3,上櫃,112,-174724,302870,77787,-225083,60810,-111169
4401,東隆興,4027,3,上櫃,112,-156452,636125,679370,43245,264338,-68668
4402,郡都開發,,3,上櫃,112,221168,20299,46992,26693,30667,-225142
4406,新昕纖,0,3,上櫃,112,-76110,81160,8421,-72739,-28629,32000
4413,飛寶企業,-662,3,上櫃,112,-5646,175843,199452,23609,45716,-15799
4416,三圓,,3,上櫃,112,105139,1085306,360798,-724508,78039,-907686
4417,金洲,58151,3,上櫃,112,-140371,630709,703885,73176,364741,-209345
4419,皇家美食,,3,上櫃,112,-11091,50315,65622,15307,21137,5261
4420,光明,,3,上櫃,112,-23254,52411,36311,-16100,-39244,46398
4430,耀億,5477,3,上櫃,112,-36529,364835,424067,59232,84885,5399
4432,銘旺實,4083,3,上櫃,112,-95151,593042,579547,-13495,116139,-38566
4433,興采,1879,3,上櫃,112,-865727,670730,949912,279182,120527,1022503
4442,竣邦-KY,10202,3,上櫃,112,3337,222141,279722,57581,105218,-61176
4502,健信,9078,3,上櫃,112,-140398,262692,154261,-108431,-51082,73971
4503,金雨,2566,3,上櫃,112,-111084,170462,277948,107486,-80557,296561
4506,崇友,7698,3,上櫃,112,52099,2289620,2497191,207571,757768,-609994
4510,高鋒,296,3,上櫃,112,-14826,445972,466872,20900,367018,-331588
4513,福裕,18092,3,上櫃,112,169650,340277,595027,254750,187370,-120362
4523,永彰,-1368,3,上櫃,112,-168833,158364,209889,51525,-384689,606415
4527,方方土霖,331,3,上櫃,112,-56305,403202,469275,66073,379413,-257366
4528,江興鍛,-84,3,上櫃,112,-148407,762689,682904,-79785,474134,-405428
4529,淳紳,7418,3,上櫃,112,29198,38110,26424,-11686,-44972,-3330
4530,天意能創,,3,上櫃,112,-7181,77786,45610,-32176,-5818,-19177
4533,協易機,69495,3,上櫃,112,-254599,2428280,2254207,-174073,42799,-31768
4534,慶騰,-35,3,上櫃,112,-15607,344751,366095,21344,75164,-38178
