公司代號,公司名稱,匯率變動對現金及約當現金之影響,季別,市場,年度,投資活動之淨現金流入（流出）,期初現金及約當現金餘額,期末現金及約當現金餘額,本期現金及約當現金增加（減少）數,營業活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）
1240,茂生農經,,1,上櫃,113,-26464,75193,87645,12452,11812,27104
1259,安心,1173,1,上櫃,113,-236005,764974,730885,-34089,229390,-28647
1264,德麥,20228,1,上櫃,113,241580,654482,1029817,375335,275007,-161480
1268,漢來美食,,1,上櫃,113,-277754,806573,913424,106851,224509,160096
1294,漢田生技,295,1,上櫃,113,-6744,167090,139457,-27633,9286,-30470
1336,台翰,68256,1,上櫃,113,-197169,594077,429343,-164734,-27822,-7999
1565,精華,154,1,上櫃,113,-33120,2063672,2130214,66542,136751,-37243
1569,濱川,29062,1,上櫃,113,-103922,1125885,1181292,55407,217666,-87399
1570,力肯,375,1,上櫃,113,2979,107173,120801,13628,11106,-832
1580,新麥,14310,1,上櫃,113,-2627,989384,1099703,110319,103368,-4732
1584,精剛,,1,上櫃,113,-122949,460997,467370,6373,42146,87176
1586,和勤,8040,1,上櫃,113,2668,414492,452563,38071,41148,-13785
1591,駿吉-KY,828,1,上櫃,113,-65,75866,57394,-18472,-20253,1018
1593,祺驊,7075,1,上櫃,113,-24163,350563,316647,-33916,-8500,-8328
1595,川寶,-145,1,上櫃,113,-163783,988138,798721,-189417,-19990,-5499
1599,宏佳騰,-276,1,上櫃,113,-30282,738146,615988,-122158,-93741,2141
1742,台蠟,7854,1,上櫃,113,-97101,111785,55720,-56065,-98972,132154
1777,生泰,,1,上櫃,113,-39238,666922,588771,-78151,61456,-100369
1781,合世,4471,1,上櫃,113,-310,150719,150222,-497,1484,-6142
1784,訊聯,130,1,上櫃,113,-111453,238492,221651,-16841,27739,66743
1785,光洋科,52315,1,上櫃,113,-461959,2362456,2245990,-116466,209734,83444
1788,杏昌,1306,1,上櫃,113,-63738,401137,368723,-32414,-45776,75794
1796,金穎生技,354,1,上櫃,113,-6827,120153,185706,65553,16276,55750
1799,易威,3937,1,上櫃,113,-83076,262906,344147,81241,-23358,183738
1813,寶利徠,-8732,1,上櫃,113,-2856,118838,117950,-888,4495,6205
1815,富喬,34650,1,上櫃,113,-180929,1344357,1045768,-298589,-50805,-101505
2035,唐榮公司,,1,上櫃,113,-54437,288673,20674,-267999,126940,-340502
2061,風青,5329,1,上櫃,113,6216,88826,64430,-24396,-70783,34842
2063,世鎧精密,1513,1,上櫃,113,-3075,595195,545703,-49492,21475,-69405
2064,晉椿,-5123,1,上櫃,113,-16033,269005,273138,4133,31934,-6645
2065,世豐,850,1,上櫃,113,-69840,410955,261331,-149624,94788,-175422
2066,世德,14589,1,上櫃,113,-211976,845193,1092957,247764,152687,292464
2067,嘉鋼,3880,1,上櫃,113,-20690,84821,131137,46316,-29833,92959
2070,精湛,537,1,上櫃,113,-104695,621825,243388,-378437,-24985,-249294
2073,雄順,,1,上櫃,113,-4235,98716,127139,28423,22104,10554
2221,大甲,-303,1,上櫃,113,-4041,193915,219177,25262,54445,-24839
2230,泰茂,23720,1,上櫃,113,-28875,390638,449157,58519,55073,8601
2235,謚源,,1,上櫃,113,-47837,338188,212705,-125483,54944,-132590
2596,綠意,,1,上櫃,113,0,254951,214901,-40050,-238050,198000
2640,大車隊,,1,上櫃,113,-152501,763697,866471,102774,228295,26980
2641,正德,29052,1,上櫃,113,-18925,448715,628462,179747,180443,-10823
2643,捷迅,23979,1,上櫃,113,-165060,998001,970608,-27393,128949,-15261
2718,全心投控,,1,上櫃,113,-497887,1540417,1397927,-142490,356450,-1053
2719,燦星旅,,1,上櫃,113,-7732,406853,467751,60898,71352,-2722
2724,藝舍-KY,-567,1,上櫃,113,-16513,193977,149853,-44124,-6250,-20794
2726,雅茗-KY,7948,1,上櫃,113,229,254623,325616,70993,44733,18083
2729,瓦城,-257,1,上櫃,113,-259216,366874,295840,-71034,166697,21742
2732,六角,6056,1,上櫃,113,-47108,1192334,1106461,-85873,41959,-86780
2734,易飛網,195,1,上櫃,113,-22361,378680,357409,-21271,9308,-8413
2736,富野,62,1,上櫃,113,-76973,309388,198663,-110725,-31401,-2413
2740,華軒,,1,上櫃,113,-12464,123398,91576,-31822,-14549,-4809
2743,山富,,1,上櫃,113,-96827,801870,922562,120692,128049,89470
2745,五福,,1,上櫃,113,-136644,823791,831291,7500,147764,-3620
2751,王座,295,1,上櫃,113,-40907,167723,157342,-10381,49689,-19458
2752,豆府,91,1,上櫃,113,-50787,885183,955371,70188,150972,-30088
2754,亞洲藏壽司,1530,1,上櫃,113,-88116,219656,368831,149175,259710,-23949
2755,揚秦,975,1,上櫃,113,95883,452792,530686,77894,-6819,-12145
2756,聯發國際,-70,1,上櫃,113,-13975,147385,144757,-2628,15046,-3629
2916,滿心,,1,上櫃,113,-33736,70428,86464,16036,102050,-52278
2924,宏太-KY,498,1,上櫃,113,-35,44398,35572,-8826,-8592,-697
2926,誠品生活,14464,1,上櫃,113,-122320,1671801,1397424,-274377,-39920,-126601
2937,集雅社,,1,上櫃,113,-6957,248867,168077,-80790,60953,-134786
2941,米斯特,,1,上櫃,113,-21423,142212,231534,89322,-3075,113820
2947,振宇五金,,1,上櫃,113,-61034,242003,170804,-71199,21032,-31197
2948,寶陞,46606,1,上櫃,113,-6922,309861,169447,-140414,-99662,-80436
2949,欣新網,,1,上櫃,113,4993,439854,335212,-104642,7047,-116682
3064,泰偉,-274,1,上櫃,113,7334,49585,52192,2607,-396,-4057
3066,李洲,1728,1,上櫃,113,-37561,170216,108530,-61686,-5447,-20406
3067,全域,628,1,上櫃,113,-37206,164188,111926,-52262,-15274,-410
3071,協禧,53054,1,上櫃,113,-15549,1496918,1487112,-9806,10486,-57797
3073,天方能源,819,1,上櫃,113,-113556,243118,172824,-70294,-10530,52973
3078,僑威,122216,1,上櫃,113,49006,4075766,4691410,615644,674252,-229830
3081,聯亞,2122,1,上櫃,113,-109382,580648,525916,-54732,56281,-3753
3083,網龍,12733,1,上櫃,113,8084,273517,277149,3632,-15203,-1982
3085,新零售,0,1,上櫃,113,2526,39536,26422,-13114,-14847,-793
3086,華義*,,1,上櫃,113,-50521,138381,120287,-18094,33774,-1347
3088,艾訊,43832,1,上櫃,113,-297888,1501089,1467728,-33361,216916,3779
3093,港建*,8894,1,上櫃,113,440,961765,870555,-91210,-99930,-614
3095,及成,1674,1,上櫃,113,-2770,131638,112369,-19269,-9693,-8480
3105,穩懋,117858,1,上櫃,113,-402520,10325709,5592016,-4733693,1318389,-5767420
3114,好德,22238,1,上櫃,113,-110,848981,838603,-10378,-3004,-29502
3115,富榮綱,8354,1,上櫃,113,13,208000,204577,-3423,-11049,-741
3118,進階,,1,上櫃,113,7603,467406,465398,-2008,-8515,-1096
3122,笙泉,770,1,上櫃,113,-84771,190040,125430,-64610,15516,3875
3128,昇銳,12754,1,上櫃,113,-49663,93807,142307,48500,23613,61796
3131,弘塑,1793,1,上櫃,113,-429751,2170234,2220897,50663,207491,271130
3141,晶宏,9816,1,上櫃,113,40015,590086,713932,123846,48070,25945
3147,大綜,313,1,上櫃,113,-77309,285285,111120,-174165,-2293,-94876
3152,璟德,,1,上櫃,113,-238662,445258,400997,-44261,194401,
3162,精確,35920,1,上櫃,113,43525,477132,586621,109489,-54184,84228
3163,波若威,20584,1,上櫃,113,135131,902017,1023606,121589,-27675,-6451
3169,亞信,6605,1,上櫃,113,-2693,1476486,1589082,112596,108982,-298
3171,炎洲流通,518,1,上櫃,113,99815,112975,262559,149584,50488,-1237
3176,基亞,3382,1,上櫃,113,2047467,2222926,4303395,2080469,-13359,42979
3178,公準,388,1,上櫃,113,-90731,346989,323704,-23285,74225,-7167
3188,鑫龍騰,,1,上櫃,113,-216,176823,271720,94897,47211,47902
3191,雲嘉南,122,1,上櫃,113,-710,86887,75226,-11661,-7183,-3890
3205,佰研,845,1,上櫃,113,26103,133893,140210,6317,-18101,-2530
3206,志豐,39263,1,上櫃,113,-14444,1125305,1234815,109510,87890,-3199
3207,耀勝,15173,1,上櫃,113,-57555,581233,895568,314335,-62655,419372
3211,順達,133554,1,上櫃,113,279440,1989830,2588415,598585,94410,91181
3213,茂訊,-88,1,上櫃,113,-109396,311156,450369,139213,257375,-8678
3217,優群,18572,1,上櫃,113,-80707,1370730,1601118,230388,294276,-1753
3218,大學光,15398,1,上櫃,113,-273932,1062545,1204022,141477,478449,-78438
3219,倚強科,35956,1,上櫃,113,-8672,856765,847952,-8813,-25836,-10261
3221,台嘉碩,13205,1,上櫃,113,-778,643255,614934,-28321,50268,-91016
3224,三顧,18086,1,上櫃,113,-314794,2228530,1861672,-366858,-64499,-5651
3226,龍鋒,19401,1,上櫃,113,-78277,493224,590041,96817,158029,-2336
3227,原相,39224,1,上櫃,113,-72115,4039696,4475465,435769,475648,-6988
3228,金麗科,,1,上櫃,113,-8288,67478,119305,51827,50597,9518
3230,錦明,4126,1,上櫃,113,-220136,154516,213559,59043,283907,-8854
3232,昱捷,1509,1,上櫃,113,-5049,223095,236553,13458,6686,10312
3234,光環,126,1,上櫃,113,4651,217203,621517,404314,-10083,409620
3236,千如,14004,1,上櫃,113,-79884,787355,793795,6440,34351,37969
3252,海灣,,1,上櫃,113,-4030,97282,97317,35,-6299,10364
3259,鑫創,,1,上櫃,113,-1591,141727,123244,-18483,-29496,12604
3260,威剛,129538,1,上櫃,113,-1012908,3927156,3574208,-352948,-4608788,5139210
3264,欣銓,18889,1,上櫃,113,-1054547,2076780,2643811,567031,2199277,-596588
3265,台星科,-1903,1,上櫃,113,-124648,1298093,1546179,248086,415515,-40878
3268,海德威,-524,1,上櫃,113,4450,215373,161969,-53404,-54607,-2723
3272,東碩,79200,1,上櫃,113,-250446,991188,1006680,15492,42885,143853
3276,宇環,,1,上櫃,113,-23764,91416,98649,7233,30029,968
3284,太普高,6040,1,上櫃,113,-185258,401444,287278,-114166,45278,19774
3285,微端,5887,1,上櫃,113,-2758,402590,405247,2657,3426,-3898
3287,廣寰科,-2231,1,上櫃,113,99680,104862,235299,130437,13561,19427
3288,點晶,1082,1,上櫃,113,-125,7932,3571,-4361,-3151,-2167
3289,宜特,9158,1,上櫃,113,-236987,928238,714096,-214142,326662,-312975
3290,東浦,32873,1,上櫃,113,-81383,1329040,1406823,77783,123408,2885
3293,鈊象,626,1,上櫃,113,-2411999,942922,883250,-59672,2352316,-615
3294,英濟,36148,1,上櫃,113,-217979,2133533,2024518,-109015,10723,62093
3297,杭特,2896,1,上櫃,113,-6490,70721,80622,9901,-4505,18000
3303,岱稜,11388,1,上櫃,113,-25646,450694,475712,25018,105270,-65994
3306,鼎天,0,1,上櫃,113,-161061,201565,100453,-101112,62421,-2472
3310,佳穎,8228,1,上櫃,113,-56599,644226,744868,100642,52677,96336
3313,斐成,,1,上櫃,113,120499,265701,373361,107660,-12839,0
3317,尼克森,234,1,上櫃,113,-10080,1377454,1368983,-8471,2055,-680
3322,建舜電,12698,1,上櫃,113,-82572,368379,469750,101371,7765,163480
3323,加百裕,7370,1,上櫃,113,-237284,1600116,1552550,-47566,107741,74607
3324,雙鴻,47989,1,上櫃,113,-290903,1365804,1402673,36869,-46795,326578
3325,旭品,21730,1,上櫃,113,-6476,423889,380349,-43540,4675,-63469
3332,幸康,32225,1,上櫃,113,-16310,747813,742012,-5801,-17034,-4682
3339,泰谷,,1,上櫃,113,-5867,488685,485517,-3168,2738,-39
3349,寶德,-1689,1,上櫃,113,-2449,147685,147557,-128,7095,-3085
3354,律勝,-280,1,上櫃,113,-3228,357928,347181,-10747,196,-7435
3357,臺慶科,88118,1,上櫃,113,-89797,2152634,2240664,88030,150391,-60682
3360,尚立,5376,1,上櫃,113,82017,301049,436258,135209,223993,-176177
3362,先進光,28957,1,上櫃,113,-433109,711173,728574,17401,251964,169589
3363,上詮,6283,1,上櫃,113,1209,913040,921991,8951,55363,-53904
3372,典範,,1,上櫃,113,14044,508570,585597,77027,63574,-591
3373,熱映,5582,1,上櫃,113,-1603,175871,169474,-6397,-10376,
3374,精材,,1,上櫃,113,-342479,3719965,4157672,437707,687000,93186
3379,彬台,7390,1,上櫃,113,8567,143233,235619,92386,69365,7064
3388,崇越電,130756,1,上櫃,113,-2628,2878520,2851552,-26968,-152569,-2527
3390,旭軟,38956,1,上櫃,113,58242,940787,1080502,139715,38002,4515
3402,漢科,25560,1,上櫃,113,-25538,2097917,2379064,281147,-126138,407263
3430,奇鈦科,6038,1,上櫃,113,-15263,423732,406308,-17424,-3282,-4917
3434,哲固,36,1,上櫃,113,-526,85158,72214,-12944,-11997,-457
3438,類比科,,1,上櫃,113,-4850,380949,472047,91098,96040,-92
3441,聯一光電,10508,1,上櫃,113,-13968,522597,534432,11835,24482,-9187
3444,利機,1238,1,上櫃,113,-100540,398797,263564,-135233,-34876,-1055
3455,由田,2050,1,上櫃,113,-20031,596743,547788,-48955,-10071,-20903
3465,進泰電子,5577,1,上櫃,113,-40150,350095,301271,-48824,-11193,-3058
3466,德晉,576,1,上櫃,113,7047,343580,251812,-91768,-87574,-11817
3479,安勤,51709,1,上櫃,113,-574368,1450470,1669342,218872,684521,57010
3483,力致,65641,1,上櫃,113,-213810,1812013,1849114,37101,363072,-177802
3484,崧騰,60835,1,上櫃,113,221484,1827317,1809164,-18153,98358,-398830
3489,森寶,,1,上櫃,113,0,734054,681733,-52321,-52321,0
3490,單井,982,1,上櫃,113,-28692,113229,97526,-15703,-5685,17692
3491,昇達科,18705,1,上櫃,113,-4611,731186,860055,128869,85112,29663
3492,長盛,8462,1,上櫃,113,-1780,260013,280991,20978,17561,-3265
3498,陽程,46585,1,上櫃,113,-119197,1190544,1116356,-74188,-53209,51633
3499,環天科,2871,1,上櫃,113,13094,283398,281679,-1719,12827,-30511
3508,位速,-13224,1,上櫃,113,43362,581982,603838,21856,-31226,22944
3511,矽瑪,2880,1,上櫃,113,-17717,547161,545364,-1797,28593,-15553
3512,皇龍,4168,1,上櫃,113,463061,762108,848726,86618,-290778,-89833
3516,亞帝歐,10588,1,上櫃,113,-126638,227222,185834,-41388,75246,-584
3520,華盈,15928,1,上櫃,113,-21478,319187,218430,-100757,-97840,2633
3521,台鋼建設,6,1,上櫃,113,-180851,278732,108805,-169927,17999,-7081
3522,御嵿,0,1,上櫃,113,-55847,539732,473401,-66331,79995,-90479
3523,迎輝,30,1,上櫃,113,-34130,96236,55254,-40982,-33495,26613
3526,凡甲,53402,1,上櫃,113,-1000320,1043497,1180807,137310,211575,872653
3527,聚積,3935,1,上櫃,113,-7316,1183073,1330642,147569,157237,-6287
3529,力旺,53345,1,上櫃,113,-58845,2731524,3137593,406069,439679,-28110
3531,先益,16257,1,上櫃,113,204351,1052016,1359059,307043,104852,-18417
3537,堡達,4970,1,上櫃,113,-15035,303915,279661,-24254,-35870,21681
3540,曜越,54123,1,上櫃,113,-40216,716483,792780,76297,-153015,215405
3541,西柏,1383,1,上櫃,113,-474848,871159,539762,-331397,26734,115334
3546,宇峻,2313,1,上櫃,113,-152974,352304,644639,292335,65562,377434
3548,兆利,74692,1,上櫃,113,-551277,2967196,3192694,225498,355755,346328
3551,世禾,10895,1,上櫃,113,-43599,804323,838546,34223,96025,-29098
3552,同致,18448,1,上櫃,113,-277729,1095868,700733,-395135,-169504,33650
3555,博士旺,162,1,上櫃,113,100,34817,33767,-1050,-11530,10218
3556,禾瑞亞,909,1,上櫃,113,-200,463414,528430,65016,69037,-4730
3558,神準,62749,1,上櫃,113,-92792,2957907,2684481,-273426,251981,-495364
3564,其陽,4812,1,上櫃,113,-5629,220687,202516,-18171,-6769,-10585
3567,逸昌,0,1,上櫃,113,-40725,132566,139530,6964,47958,-269
